[00:00:11.160] ひしひ
[01:30:14.199] なんで今ちょっと頑張んなかったんだよ。もうちょっとよ。当てんのくそむずいわ。
[01:30:25.690] [拍手]
[01:30:30.760] 近接キャラに従れる弓みたいでおもろい戦してますな。
[01:30:44.239] あさん、こんばんは。いや、当たんねえよな、これ。でも頭当たったら
[01:30:45.239] 1
[01:30:51.360] 発なんだよ。いや、待て。これ当たんだ。ここで
[01:30:52.360] 1回止まること分かった。ここで待つ。
[01:30:56.080] ここで待つ。賢
[01:31:05.719] マイク大ソ波に頭降ってるもんな。うろちょろしやがってよ。一発たかいたか。
[01:31:15.360] まず1匹。ジュエルの腕になりそう。
[01:31:18.520] まずは1匹。これは仮う。
[01:31:51.679] あ。
[01:31:58.520] だめだら1分にめ。
[01:32:02.080] あ、あ、あ。いや、音を立てなきゃ大丈夫。音立てなきゃ大丈夫。
[01:32:10.370] [拍手]
[01:32:19.320] ああ、間違った。
[01:32:24.119] 当たんないよね、こんなの。うわ、うわ、うわ、うわ。クソいるわ。いや、これ当たんねえわ。
[01:32:29.060] [拍手]
[01:32:36.360] ああ、大量だ。もし放送忘れてたらっていうのだけどね。の番か。
[01:32:47.159] あ、瓶。
[01:32:57.800] 間違えた。早い。投げんのが。
[01:33:02.159] 笑笑。
[01:33:04.000] たらあいつ燃いてくれてぞ。
[01:33:07.440] はい。うまい。はい。うまい。ひどい。ひどくねえだろ。
[01:33:18.239] でも危するもんな。よしよしよしよし。あ。
[01:33:19.320] よしよしよし。ふう。だ、火炎瓶は割と拾えるし。
[01:33:29.360] ケビ強い。
[01:33:32.000] よしよし。いいね。
[01:33:36.440] くそ。待って待だ。
[01:33:43.520] うじうじゃ。
[01:33:45.199] あちゃでや。ははは。一ぺいる。い
[01:33:50.199] ぺいんじゃねえかよ。
[01:33:51.560] 火炎瓶じゃな、これは。
[01:33:54.560] た、火炎瓶めちゃめちゃ
[01:34:12.920] 醤早く待て。こっち来んの?こっち来んの?お前らてか待って。弓回収できてなくね?あ、壊れちゃうんですね。
[01:34:14.000] 何発か打つと多分壊れちゃうんだ。折れちゃってる。なんか今なんか今
[01:34:23.679] ビヨよよよん
[01:34:24.560] ビヨよよよんってなった今。草。
[01:34:27.960] ここはでもさあ
[01:34:31.159] ラメ
[01:34:34.440] あいのか。いいのか。いいのが
[01:34:43.320] このためのレガ、
[01:34:45.440] そのための右手引き寄せる。引き寄せる。引き寄せる。引き寄せる。まだ来るぞ。まだ来るぞ。レ様。
[01:35:01.480] 何?あいつ、あいつ何してんの?え、いいよ。別にそんなことしなくて。
[01:35:05.199] そんなことしなくていい。そんなことしなくていい。お前何やってんだよ。お前、お前何やってバカたが何のために火炎投げたんだよ。バカ誰か。何してんだお前。
[01:35:18.520] がアホすぎる。おバカなんかお前。
[01:35:22.400] 笑笑ね。何のために投げたんだよ。瓶。自分から突っ込んできやがって。
[01:35:28.199] この顔である。
[01:35:29.360] 何お前?マジでどういうつもり?
[01:35:41.679] そのもとも燃やされたらよかったのにね。
[01:35:49.159] あ、爆弾もあるんだ。どうするこれ?1
[01:35:50.320] 回さ、布拾いに戻る。
[01:35:52.560] 布いっぱい。ジョエル。う
[01:36:02.520] うううー。そうですか。どこまで来んのお前?まさかこっちには来ねえだろうな。
[01:36:15.740] [拍手]
[01:36:26.280] かくそ見使うか。あ、やべ。1
[01:36:27.400] 匹しか上当上がんなかった。バカで、あいつ。あいつば、あいつバカやな。あいつアホやの、あいつ。
[01:36:37.400] ああ、これ火炎瓶だわ。クリッカーには火炎瓶です。
[01:36:42.000] バカです。あいつら。クリッカーには火炎瓶。
[01:36:46.080] お疲れ。まだ油断できない。
[01:36:49.920] いや、火炎瓶いいね。火炎瓶かなりいい。
[01:36:54.880] クリッカーナイス。
[01:36:56.719] クリッカーには火炎瓶。ただ火炎瓶作っときたいな。もっとな。じゃあな。
[01:37:04.400] さっきさ、オイルとさ、布、オイルと布置いてきたんだよね。これさ、取り戻っていい?ダッシュで。
[01:37:10.560] 待て。鍵を持ってる。
[01:37:12.480] ちょっと待、待、俺家ん中にも取りに戻ろう。もう貧乏症だから。もったいねえよ。
[01:37:19.840] もう攻略方が確立されてしまった。
[01:37:31.800] 貧乏症だから戻れねえかな。あ、もう戻れないのか、これ。
[01:37:32.880] あ、戻れないか。どっから来たんだっけ?しかも俺ら。あ、戻れないんだね。あ、じゃあしゃあねえな。
[01:37:52.000] 飛び降りてたよ。
[01:37:53.199] じゃあしゃあねっすね。飛び降りてたか。よく見てんじゃん。よく見てんじゃん。
[01:38:01.599] いや、火炎瓶強え。ごめん。どこ行ってた?あいつどっち行った?
[01:38:07.040] ご褒めな。
[01:38:11.199] 落ち着け。
[01:38:11.960] なんだよお前。俺が来た途端に。お前
[01:38:14.480] 作ってて良さげだね。
[01:38:16.000] そうだね。もったいない。マジで
[01:38:22.280] あれは普通の1つだよね。
[01:38:25.520] あれ?ちょっと使ってみる。
[01:38:35.440] かまわん行こう。
[01:38:36.679] ちょっと使ってみるか。爆弾
[01:38:39.080] 投げちゃえ。
[01:38:44.920] つえ。あ、血がピュー。血がピュー。
[01:38:49.360] グ血がピュー。
[01:38:56.000] いるね。
[01:38:58.080] やばい。
[01:39:03.280] いや、あれは
[01:39:07.920] 確かにここはひどいな。草。
[01:39:11.800] クリッカーもいるんか。
[01:39:15.400] だから普通のゾンビは締め殺すことができるから。普通のゾンビは締め殺すことができる。
[01:39:25.239] お疲れ。クリッカーなんよな。めんどくせえのはな。
[01:39:33.080] ひどいよ。
[01:39:35.280] ひどくない。足ピンしてるわ。
[01:39:37.840] 足ピン。あ、なんでもないっす。
[01:39:40.340] [笑い]
[01:39:42.239] 足揃うの草。
[01:39:44.719] え
[01:39:45.199] え。クリッカーがいるっすよね。やっぱね。
[01:39:50.800] [音楽]
[01:39:52.800] でさ、ナイフ2
[01:39:54.000] 回使えるようになるんだったらさ、
[01:39:57.159] もう時間、誰が足ピン派だよ。ざけんな。足ピン派とか言われてなんで俺お前らに足ピン派とか言われちゃった。
[01:40:14.520] ま、わかんない。わかんない。わかんないね。ナイフ
[01:40:15.520] 2
[01:40:15.719] 回使えるんだったらさ、後ろからさ、襲っちゃおうかな。
[01:40:22.840] やだ、やだ。俺の大学の先輩に床は人いた。
[01:40:27.040] 床はまずいよ。
[01:40:29.599] 床は笑笑。
[01:40:32.560] バれた。あ、やばい。バれた。
[01:40:36.240] [拍手]
[01:40:40.239] やべ。
[01:40:43.000] [音楽]
[01:40:46.760] まずいよ。もうか。
[01:40:47.760] ああ、もうこれやられたらどうしようもないわ。くそ。
[01:41:01.080] あれ、
[01:41:01.840] クリッカーほんま厄介。ナイスでの反撃欲しい。
[01:41:05.280] やっぱ欲しいね。クリッカーに近づかれたらも何もできねえもんな。
[01:41:09.280] エムうんこマンげだね。エ
[01:41:11.599] ムうんこうせな。本当助かる。こ強い。
[01:41:15.840] 間違えた。
[01:41:19.159] 間違っちゃった。
[01:41:21.280] あれ何だったっけ?身体の強化のやつだっけ?
[01:41:24.960] あれは?え、そうだね。
[01:41:27.960] 拡が
[01:41:30.199] ミスった。つめたのに。こいつは殺さなきゃだめだ。どうにか。邪魔き。
[01:41:42.760] え、くそ。あっ。
[01:41:48.080] [拍手]
[01:41:51.800] いや、あいつら資格があるからな。厄介なんだよ。
[01:41:55.239] ああ、嘘。目がいい。目がいい。お、間違えた。
[01:42:09.280] ああ。
[01:42:13.880] 笑笑難しいって。
[01:42:18.679] 難しいって。それは
[01:42:21.679] 数ぐ系動脈狙われた。魔族のゾンビだ。クリッカー仕事してんな。
[01:42:28.560] クリッカーがやばいな。
[01:42:36.560] クリッカーがマジで邪魔。
[01:42:38.280] やっぱこれで1
[01:42:39.040] 発で落とすしかねえよな。え、え、なんでなんでなんでなんでなんでなんでバレてんだ?意味がわからん。
[01:42:51.599] どっち?これショットかすぎ。
[01:42:58.520] 頑張れ。
[01:43:00.650] [拍手]
[01:43:02.960] どけどけどけどけどけ。
[01:43:08.000] [拍手]
[01:43:11.599] ふざけんなよ、お前ら。マジでふざけんなよ。こら。おい。
[01:43:19.520] ショットガンエッグ。
[01:43:22.960] ショットガン強え。めやがって。エッグ。
[01:43:25.320] ザけ減じゃねえぞ。
[01:43:30.220] [笑い]
[01:43:31.920] エリー絶対当たってんだろ、今。ま、長ま。
[01:43:33.000] エリ3
[01:43:35.639] 段ぶち込んだけどなん。ちょっと3
[01:43:36.800] 段ぶち込んだけど。まあセーフでしょ。どうせ。しかも弾も落ちてたし。最高。最高。いないね。ま、いるぞ。普通のゾンビか。
[01:43:58.920] リロード忘れなくね。
[01:44:00.400] の娘はセーフに撃たれ自らの手で打ち。
[01:44:07.760] いいんだよ。普通のゾンビだったらいいんだよ。
[01:44:11.840] こん中入ってくる。
[01:44:13.639] 入ってくんな。
[01:44:15.840] どっち?こっちか。
[01:44:22.960] どっち行くんだお前?
[01:44:25.800] ああ、そうか。じゃあいいや。待って。1
[01:44:26.880] 回戻ろう。
[01:44:30.520] あの家の中ちょっと見てくるわ。なんかあるだろ。
[01:44:33.880] があればな。倒すのを手伝ってあげるのに。
[01:44:37.119] うるさい。黙れ。
[01:44:39.679] ビル1番後ろんかよ。
[01:44:42.199] し狩がり。
[01:44:45.440] ちょおビルお前そういうのさのぶ太い声出すんなよ。ゾンビかと思うだろ。可愛い声を出せ。もっと。ここはなんかあるでしょ。絶対弾かなんかあるだろう。
[01:45:04.119] 何もねえな。おい
[01:45:17.599] 。火炎瓶作っとくか。
[01:45:45.960] ナイフまだあるしね
[01:45:50.560] 。ナイフキル全然後ろがちゃんと取れりゃ
[01:45:54.880] な。いくらでもナイフキルすんだけどな。
[01:46:05.880] 割とこれさ、相手の後ろ取んのむずいんだよな。どこにいる?そこに
[01:46:06.880] 1
[01:46:07.119] 匹。あそこがさっき入ってた小屋でしょ。
[01:46:10.599] ナイフキルはナイフ消耗するな。
[01:46:13.719] する。でもナイフが今3
[01:46:14.920] 本あってやべやんだ
[01:46:24.440] ずまずまずまずまずまず危めっちゃ高い。
[01:46:31.000] 75か。笑。う
[01:46:32.679] わ、クリッカーもいんのか。くそ。
[01:46:36.679] アンチャーやってたからすぐ慣れた。
[01:46:38.840] そうだね。操作はそうだね。あっちはさ、もう隠れるとかじゃないやん。もうほぼ全部ぶっ殺しゲーじゃん。
[01:46:47.679] ポンポン的なエムが。
[01:46:51.719] こい。あいつ邪魔くせえな。
[01:46:59.679] いや、これ当たんねえな。
[01:47:03.080] 普通のゾンビもいっからさ。あいつ資格もおってるじゃん。あいつは
[01:47:08.400] 橋本をナイフゾってる。
[01:47:14.560] なんか言ってっけ。あれ行けんねえか。どこまで来んねん、こいつ。
[01:47:29.360] 敵ダック。
[01:47:30.880] なんでなんでだよ。なんで掴ぶって出ねえんだよ。これなんで掴ぶって出ないの?今
[01:47:37.199] こっちだよ。意味がわかんねえ。くそ。
[01:48:00.280] 何あいつら?怖かった。
[01:48:14.080] よし。
[01:48:17.080] 階段だとつめないのかな?肯定差があると。そういうこと。つめなかったぞ。さっき
[01:48:30.599] そういう判定ありそう。なんか直前で振り向かれてなかった?
[01:48:34.520] いや、多分ね、結構離れててもつめるはずなんだけど、めちゃめちゃ近づいたんにあれだったからなんかつめなかったな。
[01:48:47.560] いないか?
[01:49:00.679] 楽しい。
[01:49:02.679] バカ楽しいが銃なんて捨ててかかってい
