[00:00:25.480] 会館ちゃまきちゃグググ
[01:57:22.320] 余計なことしちゃったかな
[01:57:32.040] これ
[01:57:41.320] ん間違え
[01:57:44.520] たう
[01:57:59.639] とりあえず上目指してみる
[01:58:08.920] かまこんな感じ
[01:58:13.520] ですあいや合ってるやんこれ鍵取れる
[01:58:16.599] でしょ
[01:58:25.159] いや待って待っ
[01:58:27.840] 待っなんならなんならなん
[01:58:31.719] ならよしよしよしよしよしよしちょ青い敵
[01:58:36.800] よく見たら可愛くない
[01:58:41.880] あいやむずいな
[01:58:45.199] これいやこれ取れ行くのしんどい
[01:58:50.400] ないやそれ行けないんかい
[01:58:53.840] これなんだよ
[01:58:57.599] それむつ笑ここめっちゃむずい
[01:59:03.520] ねただ右から行こうが左から行こうが一緒
[01:59:06.760] だよねこれ多分違うんかな
[01:59:24.480] 難しいな
[01:59:47.119] ここ
[01:59:49.840] うやぱこここうなるよねえなんやそれ
[01:59:54.199] 危ねえこうなるよねやっぱり
[01:59:58.480] ねあてか普通にこっちから行けん
[02:00:03.760] じゃんそここれこあの一番上も壁になっ
[02:00:07.880] てんのかいそれ忘れてたわあジャンプ
[02:00:10.400] できると思ったできないんかいあそこ
[02:00:31.960] にゃーもう
[02:00:35.079] 難しいここまで来ると本当難しい
[02:00:44.440] ね言うてあと13かえ全然朝までかからん
[02:00:50.079] のっちゃうこれ
[02:00:55.000] 今日行けるな
[02:01:01.760] ね死ぬほど
[02:01:04.119] 難しい何実はてなんかなすごいやな予感
[02:01:10.199] するういお
[02:01:13.360] 疲れあマギちゃんお疲れまちゃんお疲れ
[02:01:17.079] やってん
[02:01:18.560] ねやっぱりレトロゲーなんよ
[02:01:24.480] 100面までありますだったら
[02:01:27.880] やばいやめてくれ
[02:01:32.040] よなんかその上級者専用のなんか服の画面
[02:01:38.199] ていいよね上級者専用ステージとかあり
[02:01:42.960] そうあれどう倒すねんあれ
[02:01:53.480] ナイス本当にわからなくてないそうもう1
[02:01:57.040] 回もう1回行けばいいんかこれは
[02:02:00.560] ないや大丈夫だよ大丈夫だよそんな難しく
[02:02:04.199] ない
[02:02:04.960] やろ途中でお菓子を買いに行く時間が発生
[02:02:08.040] するかもしれない甘いもん食いながらやり
[02:02:10.520] てだろこんなもん
[02:02:24.119] デブなのに買いだめできないのってきつい
[02:02:26.639] ねデブだから買いだめできねえんだろ
[02:02:29.599] これデブは買ったら買った分食っちゃう
[02:02:32.280] からこれ取っとこうなんていうそう取っ
[02:02:35.920] とこうなんてそういう甘い考えはね持て
[02:02:39.199] ないんです
[02:02:41.560] よ
[02:02:43.119] あびっくりしちゃっ
[02:02:47.119] たねああしった
[02:02:50.239] かあれだけ食べちゃうんだからそういう
[02:02:54.040] こと
[02:02:55.119] ナイスもう定期便しかない定期便で50面
[02:03:00.199] の中でトップクラ嘘だろめちゃめちゃ簡単
[02:03:02.639] だったけど簡単だったけどおい俺が
[02:03:06.800] やっぱり俺
[02:03:08.360] がソロソロソロソロモンソロモンのチマて
[02:03:13.880] ことだね俺
[02:03:17.599] がここの方が全然むずいと思うけどな
[02:03:23.719] そもなんかいるんだよあちょっと待てここ
[02:03:27.800] ここここの方がむずくね普通
[02:03:32.520] にま普通にあれだ
[02:03:38.360] なアクション面ですねここ
[02:03:42.400] はソロモンの申しがここにまた1人誕生し
[02:03:47.000] たアクション面来たな
[02:04:03.199] だるいだるいだるだるを任せたらお手
[02:04:12.840] のも目がチカチカすんねんここ
[02:04:22.320] いや無理こんなん無理
[02:04:26.719] やろえこんな行けんの
[02:04:34.400] これとんでもない量来てた
[02:04:45.880] よこいつらは最悪
[02:04:49.079] さいや待ってここめだこれなんだ
[02:05:00.880] ここねここここめちゃむずく
[02:05:05.239] ない1マスしかジャンプできないの
[02:05:09.520] 辛いまあ2マスあったらねあの道路作れ
[02:05:13.159] ちゃうからね自分で高速
[02:05:17.320] 道路何やって何やって
[02:05:38.760] あな
[02:05:40.320] あーあの変なこのおっさんのちょっと性質
[02:05:44.040] を理解したわ自分の方を向いてなければ
[02:05:47.239] いいんだろだからこいつと一緒に行けば
[02:05:48.599] いいんだこうやってああああああ
[02:05:52.199] あ
[02:05:53.480] ここいやこれでもむずずいだろいやむ
[02:05:58.239] ずずいなでも
[02:06:20.000] なでここ
[02:06:30.119] いくこういうこと
[02:06:32.440] ね
[02:06:34.800] うんここはもうだいぶだいぶしんどいよ
[02:06:41.639] なでこいつ一緒に
[02:06:49.040] 行く意味がわからん意味がもちこれ無理だ
[02:06:52.320] よこれ
[02:06:54.639] ここここマジか
[02:06:57.400] ここ
[02:06:59.360] 笑笑え相当しんどいよね骸骨多
[02:07:03.679] すぎ骸骨多すぎだよマジ
[02:07:11.920] であのおっさんがこっち来てそいつが帰っ
[02:07:15.679] たタイミングで行く
[02:07:25.079] ういお疲れおさんこんばんはやらかした
[02:07:33.079] くそここむずいっすよ
[02:08:01.599] いやむずちょっとここパズルとかじゃない
[02:08:05.599] よねもう
[02:08:16.199] これシンプルに難しいあ分かったドンキー
[02:08:20.480] コングだあれこれ分かっちゃったか
[02:08:25.199] ものアクション
[02:08:28.679] ですこれだこれだわ落とせばいいん
[02:08:33.760] だ
[02:08:36.480] なあなるほどねるんるんきの邪そういう
[02:08:41.760] ことです
[02:08:42.960] よはいはいはいはいそういうことねあ
[02:08:47.760] だいぶ楽やでこれナイス
[02:08:52.719] ただただでも
[02:08:56.559] ここここめっちゃむずないここめっちゃむ
[02:09:00.520] ないこここれはのだ
[02:09:04.599] パズルゲしてると脳が興奮して眠れなく
[02:09:08.040] なりそう覚醒状態に
[02:09:13.440] なるなんでなんでなんで
[02:09:25.800] しゃ待ってこれでもこれさ
[02:09:29.920] これ帰らなかんで帰らなかんでう帰れない
[02:09:35.840] るんるんこれでもあよかったよしもう
[02:09:38.440] 行こうもうこいいや行こ行こ行こたやろ
[02:09:41.559] あれ取らないの何がよ取らん取らなや笑笑
[02:09:44.760] えあれアイテムじゃないでしょあれあいら
[02:09:47.440] ないいらないえええいらいらいら欲張っ
[02:09:50.880] たら負け欲張りません勝つまで
[02:09:54.679] は持ち込ませずだよ比較3元則実は最重要
[02:09:59.920] アイテムだったりします重要アイテムなん
[02:10:03.400] で
[02:10:04.119] なん
[02:10:06.559] 何最重要
[02:10:09.840] アイテム急に知てる並べないでね笑笑なん
[02:10:14.920] だってさ
[02:10:24.840] めっちゃむ待ってなんだここむずくねえ
[02:10:28.280] かこのmは何
[02:10:55.239] えうま
[02:10:56.440] ないうまうまいううまちょっとううま
[02:10:59.119] すぎるうますぎてちょっとごめんごめん
[02:11:01.639] うますぎて
[02:11:04.760] うまパチパチあれがないと最後のスそう
[02:11:09.159] いうそういうのはさやめよう
[02:11:12.639] よそうなんか魔村みてなさあの腕輪がない
[02:11:17.159] とあんた行けませんよみたいなそういうの
[02:11:19.119] やめようよ
[02:11:22.159] そんなこと言ったらだいぶ何も取ってない
[02:11:24.119] ぞ
[02:11:25.920] 俺何も取ってない
[02:11:29.599] よそれはないから大丈夫あよかったよかっ
[02:11:40.480] たまたここ頭使えそうなステージ来たな
[02:11:43.760] ドルアーガシステムあドルアーガてそうな
[02:11:47.199] んだ行ってみたかっただけですがま近い
[02:11:52.639] ええただエンディングの分岐はあるあそう
[02:11:56.920] いうこと別にいいよワット変でもなら自分
[02:12:01.559] で気づきたいよなまあまあまあまあまあ
[02:12:10.480] こここれより上には上がれないよねだって
[02:12:13.119] ね
[02:12:21.400] 上がれないよね
[02:12:26.639] これ
[02:12:29.520] あら積みかこれ
[02:12:33.040] あ積んでるよねこれ
[02:12:36.320] ねあらあらこれ罪だな積んだ
[02:12:41.159] みこれ罪助かる
[02:12:45.000] えぞ積んだよ
[02:12:52.040] 何や
[02:12:56.920] それ何にも知らないの一応抜け道はあった
[02:13:01.079] あったん
[02:13:10.040] だむず
[02:13:21.360] なもうこれ何これ
[02:13:36.719] いや行けないよ
[02:13:45.880] なえこれ相当むずくねえか行くのいや
[02:13:50.040] 何これめっちゃずよそこのゴースト超邪魔
[02:13:53.480] じゃん下の
[02:14:03.119] やつ何これむ
[02:14:15.960] ず
[02:14:18.119] オゴースト可愛い
[02:14:22.079] 難しい
[02:14:24.520] ぞ
[02:14:28.880] あとこれ炎さ落としちゃまずい
[02:14:33.599] やろつ罪要素だからさ炎はあんまいじら
[02:14:37.320] ない方がいいよ
[02:14:42.480] ねでもこれ上行けねえし
[02:14:47.920] なやどうすんだ
[02:14:52.719] これこれ炎を落としちゃうとこれも戻れ
[02:14:56.719] なくなっちゃうよ
[02:15:13.480] ねあってんのかなこれ行き方
[02:15:26.800] と鍵は取れそうだなあ取れねえやあ取れ
[02:15:33.920] ないこれ取れないあ取れるわあここ
[02:15:38.280] かいやいやえあち取れねえななんだ
[02:15:46.520] これ
[02:15:48.559] あらなんでそれ無限にくんかいそっ
[02:15:59.800] から
[02:16:01.599] えああ鍵あっちは取れあっちなら取れるわ
[02:16:05.599] からしか上がれない感じかそうだ
[02:16:11.040] ねじゃあ1回降る
[02:16:18.119] わただこれ
[02:16:25.119] 左右対象じゃないのやらしいうわ時間
[02:16:28.960] なんて足りんて
[02:16:38.599] こんなうわあ時間足りねえなこれ
[02:16:52.719] えでもこれこっからだって無理じゃ
[02:16:55.599] ねえ待ってえあここ上がれない
[02:17:05.920] じゃん本当
[02:17:11.840] だ今ぶりっこみたいなポーズした
[02:17:15.399] ね何なんだこれ
[02:17:26.040] え可愛いじゃん
[02:17:29.960] ねわかんねえけどえ何これえこれだっどう
[02:17:33.920] やってって上行けないじゃんこれ
[02:17:37.040] じゃ
[02:17:41.880] 可愛いいやむずい
[02:17:46.080] なあなんだこれ
[02:17:54.679] ん
[02:18:30.040] こっちか
[02:18:40.519] なあいやあでも行けないよね
[02:18:51.399] えなんだ
[02:19:03.160] これあ
[02:19:08.359] あ右上から左に進んでいくんかね右上から
[02:19:13.599] 右上から左に進むあそこまで上がれないぜ
[02:19:28.920] あーこれかもなあっちへ橋を作ってあげる
[02:19:34.000] んだよこれで今左からここまで上がってっ
[02:19:36.519] て登るんだ
[02:19:39.200] よちかちかもいやそう
[02:19:44.519] やろだこういう炎あっちゃだめだよやって
[02:19:49.640] みよこうここに炎がて
[02:19:53.040] た色はぎちょ男性色はぎちょ男性右がある
[02:19:57.560] 意味ってそういうことかあれでもさここに
[02:20:01.359] 一松置けあ置けるわ
[02:20:22.960] あーこれしんどいあこれでもあれこれ待っ
[02:20:26.680] てこれ積んでないこれこれ積何これあれ下
[02:20:31.399] も行けんなくなっちゃったよ
[02:20:34.720] ね積んでねえかあいやギリ行ける
[02:20:38.800] な相当むずいけど
[02:20:43.960] ねいや間に合わねえわ間に合わね無理無理
[02:20:46.880] 無理無理だいや間に合わねえよ
[02:21:09.960] えおやむ
[02:21:14.319] ずいいもん食べたいしもう
[02:21:25.160] 降りるタイミングが厳しいめちゃめちゃむ
[02:21:27.560] ずずいそうそこも普通に地味にむずいって
[02:21:30.040] いうこの家庭が楽しい
[02:21:33.920] ねあ見い出したこのゲームの面白
[02:21:37.840] さまず俺はここの炎を落としてやらなあ
[02:21:41.800] かんねでここでこうやってやれば道が
[02:21:44.920] 通じる
[02:21:46.600] からあ普通にこうじゃない
[02:21:52.000] もうなんか目的が分かっちゃえば何の園だ
[02:22:02.960] なあれでもちあれでもなんかこれあこれ
