[00:00:04.720] 1コメ検討1
[01:18:57.840] ルギアも控えてるけど
[01:19:00.639] ねダークルギアゲームキューブだからなて
[01:19:04.239] かめちゃめちゃ高かったわままでも
[01:19:07.960] スマブラゲームゲームキューブだね
[01:19:09.639] スマブラマジででもにんごめんもうこれ
[01:19:12.320] ポケモンやった当分ねえ
[01:19:14.719] わ当分ない当分ないわもうポケモンはあ
[01:19:19.920] ゼマお疲れゼマお疲れリザポ死んだんだ
[01:19:23.320] けど
[01:19:25.880] めっちゃ重んね死に方したしかも
[01:19:28.520] 最悪今日最終回にするわこれ本当もよざま
[01:19:32.360] ぽようるせえ夏休みくらいにやってほしい
[01:19:35.560] ああまあ確かにそんくらいはいいかも
[01:19:39.040] ねまちょっとこのポケモンの傷が言えたら
[01:19:42.280] もう長くてなもうブラック2やばいよこれ
[01:19:46.719] ポケモン
[01:19:48.480] まだポケモンエグゼごちは絶対にもう1年
[01:19:51.960] に1回しかやら
[01:19:53.639] ないちなんかもう2度とやらねえからな
[01:19:57.239] たこっちの配信もう2度とやりたくない
[01:19:59.120] もう本当に面白くないからあれマジで
[01:20:01.360] 面白くないんだもんポケモン長くなる長く
[01:20:04.639] なるねそして視聴者すく少なの説明に必死
[01:20:08.400] で犠牲になってごっちたまごっちの配信
[01:20:12.679] 重んなかったもんやったけどプチプチお
[01:20:15.560] 見せちとかだったらいいけどさ本当にガチ
[01:20:17.480] のたっちなんだもん重んねえよ
[01:20:21.840] あれある意味伝説のリクエスト寝て終わっ
[01:20:25.280] たからねもうごめん眠いから寝るねつって
[01:20:28.199] ここで寝たもん俺リクエスト枠なのに
[01:20:30.360] うんち流さない邪死んだし
[01:20:36.719] ねまああいうゲームもたまにはいいけど
[01:20:39.960] リクエスト枠だったあれさ弱で8時間やん
[01:20:43.360] なきゃいけなかった地獄も地獄だろあんな
[01:20:46.600] ももね6万エグゼはやりたいよ俺ロクマ
[01:20:50.760] エグゼはなんかさやりたいんだけどさやば
[01:20:54.719] 待て待て待て待て待て待てよと待て待て
[01:20:57.960] 待て待て待て待てよとこれがあるからな
[01:21:01.520] これがあるからうちゃん怖えんだよな
[01:21:03.840] 飛び蹴り外すと自分にダメージ食らうから
[01:21:07.120] なアカのゲームってレトロ何アカアカの
[01:21:12.080] ゲームって全然レトロじゃねえよ
[01:21:14.360] 絶対アカのゲームって何アカてだって
[01:21:18.520] こないじゃんやってたのハード何よハード
[01:21:22.600] Nスイッチ
[01:21:24.800] いや別にあのでもねあのリクエストする時
[01:21:27.280] は別にレトロゲーじゃなくてもいいんだよ
[01:21:28.760] なんだっていい言ってくれればなんだって
[01:21:31.360] アイカつってなんだよ俺絶対それ地獄だろ
[01:21:34.880] 絶対弱クリアまでやるゲーム進めるまそう
[01:21:38.360] だね弱陸でクリアまでやりたくなるゲーム
[01:21:40.719] は一番いい
[01:21:45.239] ねAPEX
[01:21:48.360] レジェンズ見たけれやるよ見たけれやって
[01:21:51.239] やるよ俺のApexレジェンズ
[01:21:57.080] あれとあの虹おじとやろっかなマジで虹
[01:22:00.840] おじとやろっかながねだよいやもうでもで
[01:22:05.639] もさちょっとずつやってるじゃないですか
[01:22:08.760] ちょっとずつやってるじゃん
[01:22:10.639] フォートナイトトもいいよ
[01:22:11.440] フォートナイトトも俺できるよできると
[01:22:13.440] いうかあのプレイすることはできます
[01:22:15.520] うまいか下手かは別とし
[01:22:23.520] てワだって
[01:22:26.000] さそうだよなだってあれもやってないもん
[01:22:28.840] ね陸しといた方がいいの陸しとけばそれ
[01:22:32.800] いつかはいつかはそれはやるさただ本当
[01:22:35.560] たまりすぎたリ安くしすぎたな5万だった
[01:22:38.679] もんね前安くしすぎたんだよ
[01:22:41.920] リクエストそんな簡単に俺様にゲームやっ
[01:22:44.480] てもらえると思うなよっていうのをしか
[01:22:46.920] ないわ6000しかない
[01:22:51.120] のもっと見なきゃちゃまゲーム
[01:22:54.880] そうリクエスト5万だったんだよ
[01:22:57.520] 前謙虚だったから俺がもっとま僕ごときね
[01:23:02.199] 1万しかないわクソあるじゃねえか僕
[01:23:05.280] ごときにねあのリクエストしてくれる人
[01:23:08.760] なんていないでしょうから5万5万
[01:23:10.679] ポイントぐらいにしときましょうねみたい
[01:23:12.080] なも今じゃもう天狗生は20万払
[01:23:17.040] や弱は25万だ
[01:23:20.400] よ天狗生
[01:23:25.560] いやでもねやっぱ5万にするとこういう
[01:23:27.800] ことになるんだよたまに来るぐらいでいい
[01:23:30.280] んだよリクエストってあまた止まった5万
[01:23:33.600] にしちゃうとこういう風になるから
[01:23:37.320] ねあら映らないなこれあパソコン落ちるか
[01:23:40.520] もごめん何回見てもその鼻あれにしか見え
[01:23:43.760] ないちょっと待ってごめん陸たくさする
[01:23:46.199] ようになったら持ってる陸拳使うねいいよ
[01:23:48.800] いいよちょっとずつ今やってるから
[01:23:52.639] ねブルスクブルスクやべこれブルスク来る
[01:23:56.639] なブルスク来そうな気がするこれブルスク
[01:24:00.600] 来る多分ブルスク来るチャンネルはその
[01:24:03.000] ままで来る来るぞブルスクが来そう来るか
[01:24:08.239] どっちだ
[01:24:09.440] あ今日ええやんあ今日なんかいいじゃん
[01:24:12.600] 調子こんばんはあムスタング2やお久し
[01:24:14.840] ぶりこんばんはムスタングさんこんばんは
[01:24:16.600] どうもどうもフルアブ1週間で60001
[01:24:20.560] 週間で6000じゃすぐじゃん来ない来
[01:24:23.280] なかった危ねえ
[01:24:25.679] ムスタング久しぶりお疲れちゃん最近
[01:24:28.360] ポケモンやってんだよ人生プレイで
[01:24:30.719] なまあこれまだむせさ全然レベルも上がん
[01:24:34.840] ねえしちょっと待ってなあ何レベ今うな
[01:24:39.880] ちゃんううま巨60まで頑張るかでも巨
[01:24:44.920] 60までやって巨60まで持ってっ
[01:24:49.480] てやっとドラクエモンスターズさん終わっ
[01:24:52.520] たあ終わったんだ俺あ途中で投げたわ
[01:24:55.600] あままさんこんばんはまちゃこんばんは
[01:24:57.560] 今日もポケモンやってるんだ
[01:25:01.119] けどこのゲーム全然クリアできないんです
[01:25:04.920] けど投げるなや笑笑いやなんかドラクエ
[01:25:08.880] モンスター3なんか違ったべあれなんか
[01:25:12.880] なんか俺の求めてるドラクエモンスターズ
[01:25:14.880] じゃなかったんだよななんか違ったんよ
[01:25:21.159] なわかるなんか違うよねあれね
[01:25:26.639] すごいちかった
[01:25:29.119] なんかなんかあれちかったんだよが
[01:25:34.520] 高
[01:25:36.360] よしっかり顔かしてこいよ笑なんか違った
[01:25:41.000] んだよ
[01:25:42.800] あれ
[01:25:44.440] うなんかちゃちかったんだよななんかCG
[01:25:49.159] もポリゴンもちかったしカカクだしね
[01:25:54.880] かかだしねなんか手抜き感がすごかったん
[01:25:58.239] だよ
[01:26:01.719] なしっかりドラクエ11ぐらいしっかり
[01:26:04.880] 作ってほしかったなってのはあるよ
[01:26:07.560] ね結局版のままやめて
[01:26:11.520] たそうなんだよそうなんだよなあさちゃん
[01:26:15.560] おはようおはようお疲れお疲れまだやっ
[01:26:17.960] てんねこれもうポケモンいつまでやん
[01:26:20.800] ねいつまでやんだよこれな
[01:26:26.280] もうでもあれからさマスターをった良かっ
[01:26:30.560] たマスター買わなくて良かったマスターズ
[01:26:33.880] 買わなく
[01:26:35.800] て通常版でよかったよなんかバッとこ
[01:26:39.400] なかったよ
[01:26:40.600] ねねささみちゃんこれさあのね今またね
[01:26:45.080] レベル上げ今でもねあの点の前なんですよ
[01:26:47.199] あ6よしよしよし行くんだけどパーティ見
[01:26:51.239] てほしいパーティ超頑張ったよ頑張っ
[01:26:55.520] てるこれ見て
[01:26:58.679] 60546
[01:27:00.880] 6696ですでもリザポがさっきこれ死ん
[01:27:05.000] じゃったんすよこいつこいつ逃がさなきゃ
[01:27:07.119] なんないマジで逃がすのこれいやリザを
[01:27:10.920] 逃すのまじかありえねえよな何が怖いって
[01:27:15.679] これでも全然そうそうこれでも全然落ち
[01:27:17.719] るっていうねそうなんだよ60でだって
[01:27:20.639] 68が1発でさっき死んだんだよ満タン
[01:27:23.080] から
[01:27:24.600] 意味がわからねえ
[01:27:29.679] だろちょっと強行本のレベル上げますかね
[01:27:32.440] 巨音の名前に変な意味はないです名前に変
[01:27:35.400] な意味はないです巨音ね
[01:27:38.719] えっと曲がったスプーン持たせた方がいい
[01:27:41.639] と思うんだよ
[01:27:46.199] ねあれ曲がったスプーンあったあった
[01:27:49.600] エスパータイプの技が威力上がるからなね
[01:27:52.080] これさいやでもあれか幸せ卵だな幸せ卵
[01:27:56.400] 持た
[01:27:57.880] せよ今さ関東に来てるんだがチルアウトな
[01:28:02.360] え何関東ムスタどこなんだっけ関東じゃね
[01:28:07.080] んだっけチ全国値段一緒
[01:28:11.600] だろま200いくらするよねチルアウトね
[01:28:16.000] ちょっと高い確かにでもおいしいから
[01:28:18.840] チルアウト本当においしいんで県んだよあ
[01:28:21.480] そうなんだ広島県は安いのと本当に
[01:28:24.800] おいしいからさ是非飲んでみ
[01:28:31.400] てえタウンマップで13番道路にどこ13
[01:28:37.560] 番道路って広島県で見かけなかったあそう
[01:28:41.920] なん
[01:28:43.520] だここかなんかさ13番道路にサイコキネ
[01:28:47.840] 室が落ちてるっていう噂を耳にしたのねト
[01:28:51.119] 行っていい
[01:28:55.960] 確かにおいしいけど寝たら起きない人間に
[01:28:58.639] チルアウトは
[01:29:01.520] ちょっとちょっとどうしよっかな13番
[01:29:04.600] 道路に最近落ちてるらしいんだけどさ
[01:29:07.040] ちょっとこれからあの毒も広島者ええあ
[01:29:11.520] そうなん
[01:29:13.719] だちょっと取り行くわ最高室取行こう
[01:29:26.840] いBGMだ
[01:29:29.000] な13番道路に落ちてるという噂俺は耳に
[01:29:34.080] したけど本当に落ちてるかちょっと待って
[01:29:36.360] こういう時はさがにすまんさすがに行くわ
[01:29:40.800] 取りいく
[01:29:43.520] わゴルスプ使っていく
[01:29:48.800] かどこに落ちてるんですかね今取れるのか
[01:29:52.920] な
[01:29:59.920] どこに落ちてん
[01:30:03.040] のなんかこういうあ何ここ行ったことない
[01:30:07.159] じゃんこんなとこあん
[01:30:10.159] のちょっとサコ記念室欲しいっすよね
[01:30:13.199] やっぱねなんかお前らくれたりすんの
[01:30:17.560] か
[01:30:19.840] そういやコントラリターンズはつやんの
[01:30:24.440] コントリターンズコントラリターンズ
[01:30:27.000] マックスコーヒーの販機見かけたけどあ
