[00:00:00.240] に
[01:04:43.079] 坊主あこれ戦える1回行ってみるか女の子
[01:04:47.000] と戦います
[01:04:48.240] よ逆なねえねえ私のポケモン可愛いから
[01:04:51.279] 見せて
[01:04:52.760] あげるおじさんのポケモン見たいおじさん
[01:04:55.160] のポケモンも
[01:04:57.119] クソえミニスカート可愛いトレーナーの
[01:05:01.160] グラフィックも可いいっすねこれ
[01:05:02.960] ね持っとるかなわも
[01:05:06.319] おい
[01:05:08.319] しまっエロおいキャットファイト始まった
[01:05:12.279] なおいおいこれあれじゃねえかよあのあの
[01:05:16.000] ブレイキングダウン女番ブレーキング
[01:05:18.079] ダウンじゃねえかよこれおいこれ相手あれ
[01:05:20.200] だろうな相手多分あれだろうなあん
[01:05:23.480] だあったちむてちむおいてちむといエなこ
[01:05:28.160] に頑張れえなこてちむ俺嫌いだからよて
[01:05:32.160] ちむ嫌いなんだよ俺キャットファイトは
[01:05:34.920] 抜けるキャット抜けねえよまあまあままま
[01:05:38.839] まエなこ頑張れここは負けたくねえな同じ
[01:05:41.599] おいおいおい急所に当たったクリティカル
[01:05:44.240] 俺嫌いなんだよ
[01:05:46.920] 俺俺嫌いなの
[01:05:50.799] うん活動休止して今活してのの嫁じゃない
[01:05:55.640] ヘスバリーの嫁おいこっちがヘスバリーの
[01:05:57.880] 嫁になっちまうじゃねえかよエなこだわ
[01:06:00.640] くそ可愛いわふざけんなはいレベルアップ
[01:06:03.039] いいですよちょエなりも使ってこう負けて
[01:06:06.480] も可愛いもん私のちょろ猫可愛いてかこの
[01:06:09.559] 女可愛いね女女ちょ女の子のこと女って
[01:06:13.319] 呼ばない方がいいよ本当に嫌われる
[01:06:16.319] から麻痺直しいいよ麻痺直しいいですね
[01:06:20.520] この辺の野生のポケモン見とくか女
[01:06:26.240] どうすっかなこれ捕まえよっか
[01:06:28.760] [音楽]
[01:06:31.760] なみ蛮族出身なん
[01:06:35.880] でこれブラックホワイトと音楽
[01:06:40.400] 一緒グリムジャガージャックでしょな
[01:06:44.119] グリムジャガージャックだろウルキオラ
[01:06:46.440] じゃなくてグリムジャガージャックが織姫
[01:06:49.119] のことあの女ら
[01:06:50.960] よあらんからな
[01:06:57.079] 初代の綺麗なお姉さん出てくんのかなや
[01:06:58.839] 綺麗なお姉さんて枠組は出てくると思う
[01:07:02.799] よいやこ順調よだってこんな野生の
[01:07:06.119] ポケモン倒していいんだったらさどんどん
[01:07:07.559] レベル上げられるからね人生プレイと言っ
[01:07:10.319] てもまそんな事故は起きない
[01:07:13.360] [音楽]
[01:07:16.559] でしょう切る魂俺の水すっげえぜん
[01:07:21.359] だあどうだっけな多分いると思うよさん
[01:07:25.960] こんばんはアラさんロムてありがとう今日
[01:07:28.039] からポケモンやってきます
[01:07:30.520] まここれBGMでもあれだなブラック
[01:07:33.279] ホワイトと変わってないよねこれ多分ね
[01:07:35.400] こんなんだったよね確か
[01:07:37.279] ね僧小僧お前中に負けるか
[01:07:41.930] [音楽]
[01:07:45.000] いいやいやいやいや全然全然こんなのいい
[01:07:48.480] よ全然いい今日ちょっとあれだなバッチ1
[01:07:52.240] 個手に入れたいっすねバッチ1個ポケモン
[01:07:56.000] これまたあの説明調になって申し訳ないん
[01:07:57.799] だけどポケモンのま旅の目的ってのは図鑑
[01:08:01.880] をるのもそうなんだけどバッチを集める
[01:08:04.039] ことなんすよその各町にいるジムリー
[01:08:07.079] ダーっていうボスキャラボストレーナーを
[01:08:09.760] 倒してあの8個のバッチを集めるんですね
[01:08:13.319] これマザー2のエメメロエメロディみたい
[01:08:16.480] な感じだなエメロディ8つのバッチを集め
[01:08:19.560] て最後ポケモンリーグっていうなんだろう
[01:08:23.040] ななんかそれに挑戦することが
[01:08:26.319] そう感のかポケモンで有名なのはパ野郎パ
[01:08:30.960] 野郎もいるねてかどこにいるねんあれは俺
[01:08:34.040] のライバルは参議
[01:08:36.359] 牧場俺のライバルがどっかにいるって言っ
[01:08:38.920] たんですけどおらへんやん
[01:08:42.839] けこっちか違うねこれ下かなまだなんか
[01:08:47.480] これ帝差ある
[01:08:49.920] なこれ一応あのリクエストもらってたんだ
[01:08:54.560] けどまこれでもリクエスト時間決めてない
[01:08:56.679] クリアまでやるつもりだからまリクエスト
[01:08:58.400] でもあり俺のあの自発的なやつでも
[01:09:01.759] あるまだから誰かあのウィキ更新できたら
[01:09:05.120] さエリチごめんあの消しこみしといてあの
[01:09:07.480] あれのあのあのワルツ君のブラック
[01:09:14.120] 2も人任せねうん完全に人任せ
[01:09:17.290] [音楽]
[01:09:18.600] まレベル上げていきましょうやなエナ
[01:09:22.000] こりんどんどん育てていきましょうごめん
[01:09:23.719] ねありがとね助かる助かるえどうする
[01:09:26.080] ミズミ
[01:09:28.279] 捕まえるいやミズミなんかそんな簡単に
[01:09:32.279] パーティー確定したくねえんだよなそう
[01:09:34.920] そう
[01:09:36.480] そうなんかもっとこれっていうポケモン
[01:09:39.279] 欲しいよねなんかミズミごときじゃエダ
[01:09:41.719] コリンちょっと死にそう
[01:09:43.880] じゃん猫の手あ猫の手で突っ張り出せ
[01:09:48.480] じゃん猫の手って確かあれだよなこレベル
[01:09:51.960] と共に新しい技をポケモンてのは覚えてく
[01:09:55.120] んだよ
[01:09:57.280] 猫の手今覚えたね猫の手も借りたいよな
[01:09:59.800] そういうことでもうまさにそのことだ
[01:10:01.120] まさにこと大いで味方おいベリちゃん
[01:10:05.840] リミベリまるちゃんどうもこんばんはベリ
[01:10:09.920] ちゃんこんばんはどうもチャバゲームで
[01:10:11.840] ございます今日からんとポケット
[01:10:15.640] モンスターブラック2やっていきますから
[01:10:19.199] 人生プレでね初見プレイでやってきますド
[01:10:21.600] ありがとうございますお疲れちゃんリ
[01:10:24.120] ちゃんありがとうお疲れ疲れちゃん今日
[01:10:27.040] からポケモンやらせていきますあの
[01:10:30.920] なんか始まりました人生プレイねさんざ
[01:10:36.040] さんフロありがとうございますゲームと
[01:10:37.679] 申します
[01:10:39.280] レトゲー初見初見初見初見だ
[01:10:43.320] よさん
[01:10:46.239] こんばんはありがとねチャットありがとう
[01:10:48.719] ございますありがとなんかではりの配信者
[01:10:53.159] なんやらパワ
[01:10:57.640] ねだろあさんこんばんはこんばんは今日
[01:11:01.120] からポケモンやってきますからねよろしく
[01:11:02.640] お願いします人生プレイでございます死ん
[01:11:04.159] だポケモンを逃しますからね死んだ
[01:11:05.920] ポケモンは逃していきますんでよろしくお
[01:11:07.400] 願いします今のところ僕の見てくださいえ
[01:11:09.199] パーティーはまだ始まったばっかりえ参は
[01:11:11.520] えミュにしましたパワールドよ楽しい
[01:11:15.199] らしいねけどレトロ裏切らねでもごめん
[01:11:17.560] カテゴリー今回レトロにしてない俺
[01:11:20.440] ポケモンはポケモンでしちゃったなんか
[01:11:23.040] えと丸のですはいミュのミヒ僕の相棒ミュ
[01:11:29.000] のミヒうんミヒねえであの悪ポケモンのえ
[01:11:33.960] エナコリンです俺エナン大好きなんすよね
[01:11:37.080] エナコリンねこれが今の僕のあのDJねで
[01:11:42.400] これが死んだら逃がしますからともミヒ
[01:11:45.120] GT本当GTまで入れたかったんだけどな
[01:11:47.520] 5文字までしかつけらんねえからおいおい
[01:11:50.199] ジムバチの1つも持ってない子供がこの先
[01:11:52.639] に住むのかこ辺りとれポケモンと戦って
[01:11:55.320] 戦いまくれうるせえななんだこいつえどこ
[01:11:58.040] に行きゃいいんだよこれ俺のライバル私も
[01:12:02.000] ブラックにはやったことどこまでやった
[01:12:04.400] ことあんのせデブすいませんなんか来まし
[01:12:08.000] た牧場に野生のポケモン見よう
[01:12:12.800] ぜあ
[01:12:15.760] え嘘でしょリオル出てく配捕まえますこれ
[01:12:18.920] えリオル出てくんのホワイトはやっあそう
[01:12:22.120] 俺も2年前に配信でやったえギル出てくん
[01:12:26.080] のこれ捕まえていこれ捕まえるでしょ普通
[01:12:29.600] にルカリオルカリオそう
[01:12:31.840] ルカリオこれはの
[01:12:34.440] 子供ルカリオの子供なんで騒やえこれはね
[01:12:38.679] あの映画に出てきたポケモンなんよ映画の
[01:12:41.679] なんかルカリオ波動の勇者みてなこれ超
[01:12:45.280] 珍しいポケモンなんだよえ
[01:12:47.719] 強強え待ってこれエ死にそうか
[01:12:52.130] [音楽]
[01:12:55.920] おえ
[01:12:57.440] とけよだおいリオルの名前はどうする
[01:13:01.400] リオルの名前大丈夫大丈夫入れ替えた入替
[01:13:04.080] た危ない
[01:13:06.080] 危なミ砲ワンチャン落ちる
[01:13:10.560] ポケモン伝説のポケモンと見伝説じゃない
[01:13:13.239] みたいなえ当たりじゃ耐えるべあコラル
[01:13:17.560] コラルコラルはコるっていうのは必ず体力
[01:13:21.159] がやられても1残
[01:13:22.960] るっていうらろよ分かりましたはい
[01:13:28.440] ちょっとねチマゲームも投げ出さないで
[01:13:30.440] こらえるようにしましょうカウンターえ
[01:13:32.560] やめてあねバカ野郎えちょっとや
[01:13:37.960] だこれこんくらいでいけんべえこんくらい
[01:13:41.679] でいけん
[01:13:42.719] べりくね危ねえこれ死んだら逃がすからね
[01:13:47.320] やだやばいやばいやばいやば
[01:13:49.520] はいうわおなかなかつまんないねえこれ
[01:13:54.239] どうしよう
[01:13:55.300] [音楽]
[01:13:56.440] いや笑笑これだって技体当たり撃あるん
[01:14:01.600] じゃねタイ当たりいや最悪野生のポケモン
[01:14:05.400] 逃げれるからボール足りるかいや足りる
[01:14:08.560] でしょいけるいけるいけるいけると思う
[01:14:11.120] もう1回もう1回もう1回もう1回頼む
[01:14:14.280] 頼む頼む頼むよこのまま
[01:14:19.560] 行こう来る
[01:14:22.600] ナイスしゃいいなえリオルとか出てくんの
[01:14:27.120] これめちゃめちゃ珍しいんじゃ
[01:14:29.239] ない波紋ポケモンリオル高さ0.7m重さ
[01:14:33.920] 20km20kg感情で形が変わる波動を
[01:14:37.679] 出し合って仲間同士コミュニケーションを
