[00:00:08.559] ハリボテクレイが済むハリボテクレイが
[01:53:19.440] 熱海熱海もう1回行きたい俺1回行った
[01:53:21.360] ことあるんだけど熱海
[01:53:23.800] の客室露天風呂がついてるところ最高だっ
[01:53:28.159] たね入ってきたからあ何それめっちゃいい
[01:53:31.360] じゃん客室露天ブロがあってそこから
[01:53:34.239] オーシャンビューよ海が一望できる
[01:53:37.159] めちゃめちゃ良かったよのアホンガスで気
[01:53:39.480] になる配信者さんいますかアホンガス今夜
[01:53:42.280] じゃないよアホンガスじゃないよ今夜は
[01:53:43.880] 今夜はあの人狼だ
[01:53:47.079] よ男の人欲はあんまりあれだけど
[01:53:51.440] オンブシブーめちゃめちゃ良かったで客室
[01:53:55.840] 露天ブロだからさあの
[01:54:00.040] 何いつでも入れるわ山狼いつでも入れるん
[01:54:03.599] だよ今日行ったところも水平線見ながら
[01:54:06.199] 露天風呂入ったよわまた止まるこれダメだ
[01:54:09.440] なマジで人狼かそう人狼今日は人狼ゲボ
[01:54:14.079] 温泉ゲボ温泉ゲロ温泉じゃ
[01:54:17.880] ないよし
[01:54:22.719] 中がももこのね配信でももこ仕事のやる気
[01:54:26.159] が出ないよってコメントした話題しかない
[01:54:29.199] やごめんね何砂はなんかやだ
[01:54:32.719] な水平線見ながらえーすごい
[01:54:38.480] ねあそっかでもそっか茨城はそうだよな
[01:54:43.280] 茨城はもうそうだよねあのそういうことも
[01:54:46.639] できるよな海があるからね
[01:54:52.760] 海すぐ見れるよそうだよ
[01:54:54.840] なやっぱ栃木の人間は何歳になっても
[01:54:58.000] ちょっと海はちょっと珍しいものなんだよ
[01:54:59.880] 俺にとって
[01:55:02.040] は海ってやっぱなかなか見れないもんだ
[01:55:04.679] から
[01:55:08.840] さお
[01:55:10.719] いででもでも茨城の海はあれじゃんあの
[01:55:14.320] あれでしょあのなんだっけ大笑いでしょ
[01:55:17.079] 大笑い富士山は見えるよ富士山うから
[01:55:19.360] 見えるもんだって天気いいとうから見える
[01:55:21.320] よ栃木県からでも見える富士山はだ
[01:55:26.960] よ笑笑い汚いよねで特定しまし
[01:55:33.880] た特定できねえだろ富士山はしかももう俺
[01:55:38.800] あの富士さはしかも俺もう出張で今年も
[01:55:42.800] 10回ぐらい見てるからよく見えますよ
[01:55:45.599] 静岡富士山めちゃめちゃ俺ももう見てる
[01:55:48.239] からな
[01:55:56.079] 静岡回るんだよ本当にいやその今取引し
[01:55:59.880] てる会社がそっちにあるから
[01:56:02.320] [音楽]
[01:56:03.639] さ茨の海でただまんま食べ放題マジどう
[01:56:07.639] いうことあ
[01:56:09.000] なとでも茨城の海も日中は綺麗だよな
[01:56:13.239] 大笑いはちょっと汚いけど日中は綺麗だと
[01:56:16.239] 思のでしょう
[01:56:22.520] 別
[01:56:23.360] に今日言ったのひだよあそうやっぱ綺麗だ
[01:56:27.000] ねじゃ日立中は
[01:56:33.920] ね大笑いはちょっと人が多すぎて
[01:56:40.190] [音楽]
[01:56:45.520] な旅行行きてえマジで晩飯何どうしよう
[01:56:50.440] 晩飯何も考えてないや
[01:56:52.960] 晩飯のこと考えずに配信つけちゃった
[01:56:55.079] 楽しいからサウナより全然好きあでも
[01:56:57.599] サウナ好きだな俺サウナ好き整うでピザ
[01:57:02.599] 来るいやもうピザはない
[01:57:06.800] ないつものガストうんガストで適当に
[01:57:10.360] なんか頼むかもしんない水入れる人水
[01:57:14.000] 入れる全然全然
[01:57:17.239] 入れるあの水風呂に入りたいたからあれし
[01:57:21.239] てるまであるよ
[01:57:23.079] サウナ入ってるまであるめちゃめちゃ
[01:57:25.719] 気持ちいい
[01:57:31.679] じゃん死亡あるからなあ
[01:57:35.310] [音楽]
[01:57:37.040] くそ望あるからそうだ
[01:57:45.480] ねてなる
[01:57:48.520] じゃん体には悪いかもな
[01:57:56.639] 気持ちいいんすよもう内部行ってないけど
[01:58:00.520] ねだいぶ行ってないな
[01:58:04.079] サウナ前は前工場で働いてた時はね
[01:58:08.159] めっちゃってたんだがだっまあんなもん体
[01:58:11.400] に悪いよな体めちゃめちゃさあっついとこ
[01:58:14.960] 入ってさ息も苦しいほど熱いとこ入ってさ
[01:58:17.239] いきなりさ10何度とかの水に入るん
[01:58:19.719] でしょ死ぬってあんなもん
[01:58:23.000] だなあんなもん体に悪いよね普通に考えて
[01:58:25.880] ね雪な行きなさうないや行く時間がないな
[01:58:31.079] なんか
[01:58:32.239] その工場で働いてた時は夜勤焼けとかに
[01:58:35.960] 行けたんだ
[01:58:37.920] よ今ちょっと行く気しないもん
[01:58:42.239] ね配信もあるし
[01:58:45.599] ねまそうそうそう夜勤焼けで誰もいなくて
[01:58:49.960] さすげえ貸切みたいな感じだったからって
[01:58:51.880] た
[01:58:52.980] [音楽]
[01:58:56.960] さすがに仕事ありに
[01:58:59.599] 場えや何工場か言わん夜明けあるあるよね
[01:59:04.440] 夜勤明けあるあるだね夜勤明けにあの山岡
[01:59:09.360] 屋でラーメン食ってその
[01:59:12.000] まんま戦闘行って朝4時とかからやってる
[01:59:16.119] 戦闘行って1番ブロだしね最高だよ
[01:59:21.040] ねさ4時ぐらいから開いてるうん開いてる
[01:59:24.360] のがあんのよだから2時半で終わるんだ
[01:59:28.239] けど夕方5時半から2時半の夜勤なんだ
[01:59:31.360] けど夜中の風呂そうでそこで2時間
[01:59:36.599] ラーメン屋で2時間ぐらい先輩とダっ
[01:59:39.480] てよしそろそろ開いてるからサウナ行って
[01:59:42.079] 帰るかつって温泉行って1番プロ誰もい
[01:59:45.239] ない体が仕上がった
[01:59:48.400] のあラーメン食ってたから意味ないよねウ
[01:59:51.480] じゃないけどと天然温泉がメ近いとこに
[01:59:54.360] あることを最近知ってあいいねいいね天然
[01:59:59.079] 温泉なんて最高だなって怖いね
[02:00:02.719] 方向サウナいや多分その山岡屋のラーメン
[02:00:06.679] がダメだったと思うよから元気はいらない
[02:00:09.560] んじゃ
[02:00:10.440] ないなんか格闘技覚えてほしいわウナ
[02:00:13.480] ちゃんウナちゃんなんか格闘技習ってよ
[02:00:29.239] ま体に悪くてでも悪くてもでもサウナは
[02:00:32.400] 好きだね気持ちいい
[02:00:35.880] もん言ってもだいぶ入ってない
[02:00:41.320] けどいつ以来だろう
[02:00:44.400] なボテフェスん時に入ったぐらいか
[02:00:47.960] ボテフォレパン
[02:00:52.199] のボテフェスの時
[02:00:53.960] に風呂入り行って違う横浜じゃないな横浜
[02:00:58.639] じゃないやあれだあのもっと1回目の時だ
[02:01:02.400] そう先頭行ってそこにあれがあったんだよ
[02:01:05.000] ねサウナがあってそこ入ってたなそれ以来
[02:01:08.360] かも
[02:01:10.280] ね1年以上前ってことそうだ
[02:01:14.159] ねサウナ好きとか言いながら全然入って
[02:01:16.920] ない
[02:01:18.560] わサウナってなんか独特の匂いさあするか
[02:01:23.000] も
[02:01:24.599] ねてかあのむわっとした感じ
[02:01:29.320] なでもねあのロリっていうのがあってそこ
[02:01:34.760] だとめちゃめちゃいい匂いなんかゆゆの
[02:01:37.360] なんかなんかさあの熱い石にムワッが無理
[02:01:40.840] で入れないそのムワッがいいんだよムワッ
[02:01:44.000] のために入んだよあのめちゃめちゃ熱い
[02:01:47.679] 熱した石に水をぶっかけんだよその水機で
[02:01:51.440] めちゃちゃもう
[02:01:52.840] うわっていうの老って言うんだけどそ竜が
[02:01:57.599] なんかあの柚の匂いとかのがあるのよそれ
[02:02:01.400] めちゃめちゃ
[02:02:02.679] いいお疲れちゃお疲れちゃんクさん
[02:02:05.679] こんばんなが弱いけどその後しっかり汗
[02:02:09.840] かくそうそうそうそうそうでおばちゃんが
[02:02:12.840] 入ってき
[02:02:14.079] てでれば好きなんだけどなおばちゃんが
[02:02:17.480] 入ってきてあのなんの葉っぱでっぱっか
[02:02:21.280] なんかい奥義で奥義ちゃ何やの内輪でその
[02:02:24.480] 熱い空気をやってくれるんだよ1人1人で
[02:02:28.400] お代わり欲しい人いますかみたいな感じで
[02:02:30.800] もう手上げちゃうもんはってそしたら俺が
[02:02:33.360] 座ってるところに前におばちゃんが立って
[02:02:35.560] 俺はもうこうやってこうやって座ってう
[02:02:38.280] つっ
[02:02:39.840] てネトどこだったかな巻田のブロワーで入
[02:02:44.679] してくれるところあったまた巻きたって
[02:02:47.480] ダーテングの葉っぱみたいなやつそうそう
[02:02:49.719] そうダーテングの葉っぱみたいなやつな着
[02:02:51.480] だよねねロリって大体チって何が何どっち
[02:02:55.079] 側がえ俺俺んとこマッパだよマッパで
[02:02:58.480] フルチンのフルチンの男たちの前におば
[02:03:00.719] ちゃんが入ってきてはいはいはいはいはい
[02:03:02.920] つってはい流しますからねつっ
[02:03:07.360] て時代な多分今そんなことなんか新しでき
[02:03:11.000] ないだろうねなんか昔ながらだからできる
[02:03:12.719] んだろうなそういうのってお普通におば
[02:03:15.599] ちゃんだもんされないやだ笑あ男の人
[02:03:18.719] もちろんいるけどね男の人でもいるけど
[02:03:22.079] 若い女の人はもうそんなのやれつたら無理
[02:03:24.560] だもん
[02:03:25.719] なみんなちんちん出てるし
[02:03:28.960] ねじゃテポによるのかのだとなのよあだ
[02:03:33.920] からだからそういうことでしょだから裸の
[02:03:36.199] おばちゃんじゃねえよおばちゃんは着意だ
[02:03:37.719] よ当たり前だろなんでおばちゃんと裸入っ
[02:03:40.520] てくんだよ裏オプあんの裏オプ
[02:03:45.440] ねえやあるわけねえだろ
[02:03:48.559] バカおばちゃん裸なの草
[02:03:52.960] そういう風俗ありそうそういうコンセプト
[02:03:55.599] 風俗サウナ風俗ありそうじゃないお代わり
[02:03:58.599] が意味
[02:04:01.360] すぎるおわりが味すぎる
[02:04:09.400] よ間違えたここじゃねえありそうそういう
[02:04:13.079] ところせそうだなサウナ俗サウナのホテル
[02:04:16.639] あるぐらいだからあるしょいやそれと全
[02:04:20.239] 違う
[02:04:21.880] サービスしときゃ隊もどん引き
[02:04:24.840] [音楽]
[02:04:28.119] このそういうところあるんだ
[02:04:30.920] よめちゃめちゃでかくてさそこ
[02:04:35.400] がめちゃめちゃ良かったなあと水風呂の他
[02:04:39.199] にプールもあってさというかベトナムとか
[02:04:42.639] 東南アジアにあるよサウナつき風俗朝行く
[02:04:46.000] のか気持ちよさそうやね朝めっちゃ気持ち
[02:04:48.079] いいその仕事疲れた後に行くの
[02:04:49.480] めちゃめちゃ気持ちいいね
[02:04:58.350] [音楽]
[02:05:03.800] 方官のおばちゃんがこないだ特集されてた
[02:05:06.800] の思い出した何のことか知らねえけどそ法
[02:05:10.159] 感がなんかもそういう言葉でしか聞こえ
[02:05:12.000] ねえよ今今このタイミングで言われたら
[02:05:14.480] なんだ法感とお前もそういう意味の言葉
[02:05:16.639] じゃねえのそれこのタイミングで言われ
[02:05:19.079] たらそういう意味だと思うだろセンター
[02:05:20.960] いうとだ
[02:05:22.159] たブロワ流まあそういうとこだあまそう
[02:05:25.239] いうとこなのチポ官って何風俗何チポ官
[02:05:31.840] ってあブロワー流あるんだ人力でもおば
[02:05:36.280] ちゃんにやってもらうからいいんだよあれ
[02:05:37.920] は歴史資官だったかなおばちゃんが経営し
[02:05:41.760] てる法官風俗じゃねえけどなんだ法官って
[02:05:45.000] なんだ人法官は下ネタ博物館みないえあ
[02:05:50.360] そういうのあるんだ
[02:05:54.119] へえ口にしちゃダメなものがちえ例えば
[02:05:59.760] 何例えば何って言わせてBANさせようっ
[02:06:03.679] ていう
[02:06:07.159] よえ例えば何え例えば本当に何なんか
[02:06:11.159] オブラートに包んで言ってよえオブラート
