[00:00:04.920] おはちゃまスピリテールおはちゃまスピリ
[01:46:31.920] ありがたい指笛で沖縄かだしてこコリンク
[01:46:35.719] 1パチ指笛って沖縄な
[01:46:40.920] の服の中に蛇入ってきそう俺のブーツには
[01:46:45.920] ガラガラ蛇
[01:47:07.440] めあもう誰もうなんなんだよもう無理無理
[01:47:14.400] 無理もう無理だ
[01:47:16.480] よ
[01:47:18.400] もめこれ
[01:47:23.440] 笑笑どこどこ
[01:47:26.080] どこああもう
[01:47:28.560] 無理声出るじゃねえ
[01:47:32.679] か困ったら突進するのおもろいあいやいや
[01:47:37.040] さっさまた最初からだよくそもうバリー
[01:47:45.599] な一瞬でも見つかったらアウトかよ
[01:48:03.119] 早
[01:48:08.239] 笑笑メタルギアは平気だったの
[01:48:11.800] えメタルギア見つかっても死なねえ
[01:48:15.040] じゃんメタルギア見つかってもさどとでも
[01:48:18.639] なるじゃんこれ見つかったらほぼアウトだ
[01:48:20.280] からな
[01:48:24.920] もう見えもう黒人だから見え
[01:48:31.920] ないまムスは隠れればなんとかなるからね
[01:48:36.040] あかん
[01:48:40.520] 笑笑すいません今の俺が悪かっ
[01:48:48.000] たや地理的に有利やろ普通に
[01:48:59.280] くまバカ
[01:49:13.040] があともう1匹だと思うんだよね
[01:49:26.199] あれいなく
[01:49:36.639] ないか
[01:49:56.159] なん
[01:50:02.719] だ終わっ
[01:50:06.480] た
[01:50:08.960] 最低こいつらがスカーかあこいつらが
[01:50:11.840] スカーなんだそんなこと
[01:50:14.320] よりスカーってこいつ
[01:50:17.400] ら野良が吊されてなきゃいいけどようやく
[01:50:20.960] お出ましかか
[01:50:24.360] こいつらがスカーなんやよしこの先に病院
[01:50:29.320] がある秒のイ来たね秒の
[01:50:39.800] イン来
[01:50:43.040] たスカーってななんなんなん結局
[01:50:53.920] ホラゲー用たし病院ステージもうやだで怖
[01:50:58.360] もうびっくりさせんのやめて
[01:51:00.880] やスカーマジでうざいここに来た時の目的
[01:51:04.520] のうんスカーマジでうざい本当にマジで
[01:51:06.480] うざいスカーきい
[01:51:08.840] 臭いちなみに臭いあの宗教っぽいやらは
[01:51:12.440] 別物かいや別物じゃない多分また別別団体
[01:51:17.040] なんじゃ
[01:51:18.639] ない臭い臭キモい
[01:51:28.520] うんちほぼうんちやん臭くてキモかっ
[01:51:33.400] なんでや
[01:51:36.400] ねん
[01:51:40.440] よし
[01:51:43.079] なんか
[01:51:44.920] あすかあすかかってこと
[01:51:50.960] ねななんかやな予感するぞ
[01:51:54.800] ここここなんかもう弾全然ねえよ
[01:52:01.960] もう弓で行くしかねえ
[01:52:07.239] かなんか恋してない
[01:52:18.000] なんかなんかここ恋してるよ
[01:52:30.880] ぐるぐる言ってるよ
[01:52:37.040] ねこいて聞こえた笑何何何恋してるて
[01:52:42.320] 聞こえるコリンク1か恋してるよ
[01:52:45.719] ねジゲームさんこんばんはおよしオックス
[01:52:50.280] さんこんばんは
[01:52:54.560] よしちゃんさあれだよイベントのチケット
[01:52:57.159] をさくやジム
[01:53:01.000] ゲーミングイベントのチケット今日から
[01:53:03.639] 発売してるんだけど
[01:53:05.440] さもう半分ぐらい多分売れてる
[01:53:08.639] わまいった
[01:53:10.679] ねまいったねリポストしたあと半分ぐらい
[01:53:15.040] 売れてるぜもう
[01:53:31.119] 回復作っとくか
[01:53:33.239] いやまだ先やけど楽しみだね楽しみや
[01:53:46.040] ねまさかお前ら全員チケット買ったん
[01:53:48.440] だろう
[01:53:50.360] なまさかな
[01:53:53.280] 喜んでもらい
[01:53:56.520] たい喜んでもらいたいそうだ
[01:54:00.480] ね喜んでもらいたいさ確認するじゃん現場
[01:54:05.280] から現場だよよプロフェッショナルなん
[01:54:08.639] なん喜んでもらいたいって
[01:54:11.599] なんか確かにそうだね喜んでもらいたいよ
[01:54:16.480] ねやっぱねやるからにはね
[01:54:23.599] えこれさなんか
[01:54:26.079] さ袋の鳴き声みたいのしてんの
[01:54:31.079] はさん楽しみだな
[01:54:35.320] 楽しみ
[01:54:36.960] えこここれだけ
[01:54:40.440] か
[01:54:41.960] えここ何もない超楽しみが意識高い
[01:54:52.520] からあはいはいこっち
[01:54:54.960] だ今待ってあっ
[01:54:59.400] たほんまそれやでどないなってんねん
[01:55:03.719] いやいやいやいや俺も俺もが俺も意識高い
[01:55:07.040] でどないなと
[01:55:14.800] ねんこんなこと言うとあれだけどMCって
[01:55:19.119] 何やるんですかって言われたんだけど知ら
[01:55:21.760] ない
[01:55:24.800] 何やんの何やんの
[01:55:27.119] 笑笑笑笑頼んます
[01:55:31.040] で何やってもいいよって言って
[01:55:35.079] あるいやそれを任せられるからよし
[01:55:38.040] オックスさんなんす
[01:55:42.639] よこないださがさんからレドもらった時
[01:55:46.280] めちゃくちゃぐってたけど本当に式
[01:55:49.800] 高いとてつもない信頼
[01:55:53.040] 笑笑3番手イイのこのメンバーの登場だ
[01:55:58.040] 渡るんに談俺じゃ
[01:56:01.599] ないこのメモを見つけた私の妻ペイジが
[01:56:05.560] パイクとコンベンション通りの場に向かっ
[01:56:07.360] ているの迎えにある古いカンファレンス
[01:56:10.040] センターで私の帰り待ってますこの薬を
[01:56:11.840] どうか彼女に届けてください彼女は妊娠し
[01:56:14.079] ていこの薬なけ命をどしてしまうでしょう
[01:56:16.280] 戻れると思ってましたが血を流しすぎて
[01:56:17.800] しまったようです森の中の全力でてが口笛
[01:56:20.320] が聞こえると次の瞬脇に
[01:56:23.760] 全と隠れたですこれが最悪の況やですね
[01:56:26.360] 少し寒しましたう病院からこんなにらつに
[01:56:29.880] 血液も詰めばよかったすいませんつまら
[01:56:31.440] ない冗談をきっと妻も言うでしょういつも
[01:56:33.840] つまらない冗談ばかり言うともしページを
[01:56:35.719] 見つけたら私は安らかに行き彼女と子供が
[01:56:38.119] 幸せにくらう願ってると伝えてください
[01:56:39.679] そして愛しているとああもうそれともし
[01:56:41.280] 男の子私の名前をつけないように伝えて
[01:56:43.760] ください前に2人で選んだ名前をつける
[01:56:45.679] ようにとこれさっきさっきこれペイジとか
[01:56:49.119] なんだとかいたよなさっきなさっきの家に
[01:56:51.199] もいたよねここで死んじゃったん
[01:56:55.360] だ愛と信頼のゴールド銀行と並ぶ安心感
[01:57:00.599] まあ確かにあいつは妻の手あったよね
[01:57:03.320] さっき
[01:57:07.280] ねまあいつに任せておけば大事なとこ
[01:57:11.079] 大丈夫だところがある
[01:57:16.719] ね俺たちの渡る
[01:57:22.599] のイベントに渡るありだからな人多すぎて
[01:57:25.199] 名前覚えれんペイジだのあーだのカーだの
[01:57:31.400] な作っとこうか
[01:57:36.320] ねこんなもアイテムなんかなあればある
[01:57:39.840] だけいいんだから作りいいんだ
[01:57:43.159] よ上には行けないしか覚え
[01:57:47.480] てディナも俺忘れかけてるけど
[01:57:52.239] スカーは口笛で覚えましたマジあいつ
[01:57:55.199] きしょいよスカー本当くばれよ覚えてない
[01:57:59.760] ジョエルしか覚えて
[01:58:03.520] ないここ開くんか赤変んのか
[01:58:08.000] いあここが開いてるじゃないですかエリか
[01:58:11.560] わから
[01:58:12.520] んなんでエリチ黒くなっ
[01:58:15.840] たあーんどこ行くのこれ上行けないじゃん
[01:58:22.280] このここから抜け出せなくないだってなあ
[01:58:25.480] ここ開かない
[01:58:29.480] でしょ黒いなエリシ
[01:58:34.400] かおなんかチャピがなんかあ鳩がいっぺい
[01:58:39.760] いらあれがなんか合法言ってたんか鳩が
[01:58:42.320] いっぺいいら
[01:58:45.159] ここお
[01:58:54.560] こんな
[01:58:57.520] もん他んところがあるんか
[01:59:00.599] な鳩行為しやがって鳩のコリンク1発さ
[01:59:07.400] 鳩ほんま鳩行為するやつっているよなやめ
[01:59:10.880] てくださいここかここ
[01:59:18.719] です鳩がアホすぎる
[01:59:25.199] あちゃんとエジ消えてるのかよし
[01:59:29.520] よし何これ
[01:59:31.840] 何これおしゃれ何これ
[01:59:35.040] 何これ
[01:59:38.719] なんかほほほほフェドラ病院災害復旧
[01:59:46.079] センター病院来ましたよこ通れ
[01:59:51.040] そう俺だったらここで冒険終わってた
[01:59:59.320] な頼むよやめてくれ最悪もうまたスカー
[02:00:04.440] じゃないのアイザックの計画を教えてやる
[02:00:12.679] 何何待て罪にまみれた毛物うわ
[02:00:16.719] めちゃめちゃだろ
[02:00:24.119] こんな感
[02:00:26.280] すぐれる
[02:00:29.000] おアイザックは解放されたな解放さ
[02:00:35.199] 爆弾残確かにお導きくださいやもうこっち
[02:00:40.040] 来る
[02:00:43.480] しアイザックは多分リーダー
[02:00:52.280] あいつの姉もな正直驚いた母親が
[02:00:56.320] かわいそうどうぞ者だ
[02:01:00.520] よ遅いんだよこれ立ち上がるの
[02:01:07.679] が上がんのが
[02:01:11.560] おせちょっと待っ
[02:01:14.840] てもう回ガ
[02:01:19.480] 笑なんとかなったコリンク1
[02:01:23.760] たさ何待ち伏せだ
[02:01:34.480] よ一体を調べろ近くに敵が
[02:01:40.560] いる気をつけろ
[02:01:43.440] まずいじゃこれさ待って俺投げんの間違え
[02:01:46.000] た円幕投げちゃったね今
[02:01:47.880] ねもうざ
[02:01:52.639] ここでやばそう笑そだねいやも火投げる
[02:02:01.480] よん攻撃
[02:02:04.679] だやでもこれあれだな難しい
[02:02:10.960] な入りにせ誰の
[02:02:18.840] 調べろ余裕だね
[02:02:23.280] 意外と燃えない
[02:02:26.079] なあそこから
[02:02:35.400] だなんでだよどこどこどこ
[02:02:38.639] どこ見えねえよもう目が良すぎる敵
[02:02:48.400] の敵の目が良すぎる
[02:02:51.960] え
[02:02:52.880] よ侍に隠れ
[02:02:55.639] たさ
[02:03:01.560] だ緊急を知らせる
[02:03:05.679] 笛
[02:03:12.760] くがうんちコリンク1コロアフルむしろ他
[02:03:17.199] のゲームは敵の目が悪すぎるからリアルと
[02:03:19.840] も言える
[02:03:26.599] 当たんねえよこれあ弾ねえし終わっ
[02:03:30.719] てる葉っぱ邪魔だ
[02:03:40.440] な
[02:03:42.480] いやえ生きてん
[02:03:49.559] の逃した
[02:03:52.440] まだ近くにいるはずだ
[02:04:04.840] よ
[02:04:06.440] もうだい
[02:04:14.920] わあくそ腹立つから
[02:04:19.440] もうを逃
[02:04:22.599] あんなマジ
[02:04:28.800] でああ
[02:04:32.880] もう2の人間さめちゃめちゃだるいマジで
[02:04:36.400] 超めんどくせえ目目もいいし耳もいいし
[02:04:40.639] さ1の時まだ全然簡単だったのになんで2
[02:04:44.639] こんな難しくなってんの
[02:04:52.079] メタルギアの兵士は見習った方が
[02:04:55.040] いいどこにいる
[02:05:03.960] あと何の音だ気のせいか目もいいし耳も
[02:05:08.440] いい
[02:05:09.320] のオリンピック出ろ
[02:05:11.960] よなん
[02:05:16.239] でいないやしかもさこのエリーのさぐ
[02:05:21.760] 範囲もめちゃめちゃ狭い全然見えないんだ
[02:05:24.960] よ
[02:05:28.360] これ全然聞き耳のこれ全然見えないよね
[02:05:32.320] これ
[02:05:33.599] ねジョエルの時めちゃめちゃ遠くまで見え
[02:05:36.520] てたのにこれ何も映らへんやんこれきっと
[02:05:40.239] メダル取れる
[02:05:45.360] よいなくね悪いのか
[02:05:48.400] な交代を持ってる大償で聞き耳がができ
[02:05:52.040] ないとかそんなそんな設定あんの
[02:05:55.239] 長何長だろうあ上にいんのかな見分色が
[02:05:59.520] 弱いんだ
[02:06:07.159] よエリークリッカーモードとかないんか
[02:06:12.960] なこん中にいるんか
[02:06:37.199] 弾が
[02:06:50.079] ないの
[02:06:52.040] 呼の口笛の流れをそたまりませんな
[02:06:56.360] くださいうわこん中にめっちゃうめっちゃ
[02:07:03.440] いるどっからこれ入るん
[02:07:09.400] だろうえどっから入お疲れさん
[02:07:20.040] こんばんはしてクランコリンク1発さ
[02:07:23.800] そんなことできんのかなあいる
[02:07:33.280] なええええええなんだよもう場所が悪い
[02:07:40.400] 場所が
[02:07:43.400] 悪い場所が悪いよ今の
[02:07:47.480] はすれ違い笑笑
[02:07:51.760] い
[02:07:52.760] たのもうやだ
[02:08:00.840] これもう無理か
