[00:00:05.040] テる
[02:53:08.280] [音楽]
[02:53:11.040] よ栃木の明はどんな感じの文明はマジで何
[02:53:15.720] ってかわかんない弁だっと大阪後出ちゃう
[02:53:20.000] からねああみたい
[02:53:26.319] ねあともうちょっとだレベルアップあと1
[02:53:29.200] レベルで終わるあとワンタブネでいけん
[02:53:32.720] じゃないワンタ分で北関東はパスポート
[02:53:36.120] ないと生きて帰れないやっぱり石で家で来
[02:53:39.319] てたりするどっこてあんまいないけどその
[02:53:42.600] レベルの京都人はそんな感じあてんで
[02:53:46.439] みたいな元々都子だったってプライドが
[02:53:48.920] 強く残ってるイメージあプライドは高いよ
[02:53:51.239] な多分京都の人ってプライド高そうだよね
[02:53:54.600] それかどプライド高
[02:54:04.840] そう土壁の家とか残ってんじゃない今の
[02:54:09.880] にまそのね違うんだよその栃木とかね群馬
[02:54:14.720] も田舎田舎って言ってるけどそこまで田舎
[02:54:18.640] じゃないのがまたネタにならなくてまた
[02:54:20.160] しょぼいとこなんだよ超ど田舎かって言わ
[02:54:22.680] れたらそうでもないんだよそれがなんか俺
[02:54:25.680] やなのいやもううちの周りだってさ畑しか
[02:54:29.560] なくてさ農業農家しかいねえよとかじゃ
[02:54:32.479] ないねんジャスコとかあるんだそういう
[02:54:35.239] 田舎なの分かるあのイオンとかそういうの
[02:54:39.600] がある田舎なんだよなんか中途半端な
[02:54:42.200] みたいなランクが違うよそうなんだよ振
[02:54:45.840] ないとどこにも行けないくにさずらしてる
[02:54:49.239] のおもろいよ
[02:54:51.279] ななんか
[02:54:53.359] さなんかどちらにも寄り切れてないって
[02:54:56.239] いうかそうなんだよな北関東より北
[02:54:59.880] と東北とかのそういう田舎は残ってるかも
[02:55:02.680] ねもそういう感じ
[02:55:05.399] うんなんかどうしようもねえていうかねだ
[02:55:09.200] とは言えないそうそうそうそうそうみんな
[02:55:11.080] が思うあのさ畑畑があってさなんかさあの
[02:55:14.439] 大きい家があってなんか山囲まれてじゃ
[02:55:16.960] ないのよ
[02:55:19.920] もネタにするそうなだからんとも言えね栃
[02:55:23.520] てそんな感じマジで畑もいっぱいあるけど
[02:55:26.239] ね畑田んぼもいっぱいあるけど
[02:55:30.960] ね微妙に嫌とも言えないけど残るになんと
[02:55:35.359] も言えないよね別に住んでて不便ではない
[02:55:38.359] のよ正直そうそう住んでて不便でもないの
[02:55:42.520] よそんなんかねんとも言えないよね
[02:55:49.120] ご飯屋さんとかはやっぱあるしお気に入り
[02:55:51.800] の場所とかねうだからま別に悪くないねん
[02:55:56.560] けど
[02:56:00.040] なののって
[02:56:03.640] イメージイオンねイオンあるようちの近く
[02:56:07.640] に
[02:56:09.239] もジャスコねもっとジャスコ
[02:56:13.470] [音楽]
[02:56:25.239] 早く出てこないか
[02:56:27.250] [音楽]
[02:56:31.439] な来
[02:56:33.840] た
[02:56:35.479] おいなんかすごくこのイヤホン変えたんだ
[02:56:38.399] けどなんか俺耳に合ってねえななんか
[02:56:39.800] すげえ回なんだこののてあれよね完全に
[02:56:43.000] 周りのその他の4そうだねイあの
[02:56:49.200] うちの地元
[02:56:51.200] は会っていうのがあって要はそのその町で
[02:56:56.439] 商売をしてる人たちがいるせいで新しいお
[02:57:00.720] 店が何もできないんだよあの全部そいつが
[02:57:04.640] 邪魔すんの俺たちの商売上がったりんじゃ
[02:57:06.600] ねえかつってそこで反対してるから何も
[02:57:10.399] 新しいお店ができなく
[02:57:13.200] てのスーパーとかしかないんだ
[02:57:16.160] よしないんだつ半端田舎のまんまでさその
[02:57:19.960] 反対してるやつらの店はじゃやってんの
[02:57:21.600] かったらシャッター街ねシャッター外全部
[02:57:24.160] シャッター街おとさんと
[02:57:26.880] こんばんはそうなんだよ証会が悪いんだよ
[02:57:31.319] 全部証拠会議所が全部悪いんだ
[02:57:36.720] よ来た
[02:57:38.680] 来る
[02:57:42.100] [音楽]
[02:57:44.399] よっしゃ来た来た
[02:57:52.160] 731ご限731ごまくこんばんは
[02:57:59.680] あもう今日もレベル上げですよでも見ほら
[02:58:03.479] ガブリアスたげてるのもりが無理だから
[02:58:07.680] 下げてるという話も
[02:58:10.239] ね使うのきじゃないけどそれはそうだね
[02:58:14.600] そうマジでそういう老害は多いと思う正直
[02:58:18.359] うんすごく多いと思うなガ来たガブ来たぜ
[02:58:22.520] 威力80でしょ穴ホルはでもこれ穴ホル
[02:58:25.479] タイプ1なんだよなこれさどうするこれ
[02:58:28.640] カクダックとアナホールどっち取っとく
[02:58:30.520] いやでもアナホール取っとくかだって
[02:58:32.399] タイプ1の方が強いもんねこれ地面
[02:58:34.319] ドラゴンだもんねアタイプタイプ1じゃ
[02:58:36.040] ないからなのコストコ時給2400円
[02:58:38.960] ぐらいしたら地元で反対受けて1400円
[02:58:42.600] ぐらいになったそうタイプ1あタイプ1の
[02:58:46.920] 方がいいよね一旦待つけど砕消すか火炎
[02:58:50.359] 放射はいる激もいるよなえ激いるよねいら
[02:58:56.520] ないか
[02:58:57.680] なでもなんかこれロマンだな激は取って
[02:59:00.399] おきたい神札いらない神君いらない最悪
[02:59:03.720] また思い出せばいいやどっかのコスト時給
[02:59:06.160] 2400円ぐらい出すよって言ったけど
[02:59:08.040] 周りが反対したんだそういうのおかしいよ
[02:59:11.399] なあそういうあるんだろうな多分
[02:59:15.160] ななんかやだね
[02:59:18.720] 1番は自信欲しいね自信だね穴を振るは
[02:59:21.720] 自信に変える後で覚えるんじゃないの
[02:59:24.239] レベル上げで覚えないかなどうだろう覚え
[02:59:27.000] ないんかな
[02:59:33.960] [拍手]
[02:59:38.000] レちょっと思い出し技行ってくるわあれ
[02:59:40.880] 違うどこだっけ思い出し技ってどこだっ
[02:59:43.080] たっけ
[02:59:48.720] こっち
[02:59:50.600] かあれ違う何お前年齢を重ねると穏やかに
[02:59:55.279] なるか過になるかどっちかにより安いって
[02:59:58.160] 聞きます
[03:00:01.279] ね何何何それ何の話急にえじゃ俺どっちな
[03:00:06.439] んだろう俺過激になっちゃうのかな
[03:00:09.680] 落ち着いていきたいな丸くなっていき
[03:00:13.760] たいシティだっけどこだったっけ
[03:00:18.319] あ
[03:00:20.080] のえここだよねの
[03:00:23.319] 話体型はも丸い
[03:00:30.439] ねあれどこだったっけ技忘れの場所って
[03:00:34.000] こっちだっ
[03:00:35.800] け違うなここじゃないなこの
[03:00:41.080] 下ルここかな違うここじゃないんだよここ
[03:00:45.399] じゃないんだよあれれ
[03:00:48.080] 場所がありありありありどこでしたっ
[03:00:52.359] けライモンシティじゃないんだっけなあの
[03:00:56.439] ハートの鱗使う場所ってどこだったっ
[03:00:59.040] けこっちじゃないよ
[03:01:00.980] [音楽]
[03:01:03.239] ねあれ忘れちゃった
[03:01:06.940] [音楽]
[03:01:15.720] なああれどこだっけ
[03:01:18.800] [音楽]
[03:01:34.080] うんあ
[03:01:37.319] 技技おしえ違うな
[03:01:41.780] [音楽]
[03:01:48.479] えここだよ
[03:01:50.370] [音楽]
[03:02:02.040] な耳さんがでし
[03:02:06.640] ましんちゃんお
[03:02:12.160] 疲れあのでも見て見て見てだいぶ持ち直し
[03:02:15.479] たよだいぶ持ち直した
[03:02:21.359] ほらガブできたよ
[03:02:24.319] ガブつよブラック2は初見なのですが人生
[03:02:28.560] 縛りかなりかなり辛いうんかなり
[03:02:31.520] 辛い昨日全滅してるからねね技押えどこ
[03:02:36.239] だったっけここじゃないんだっけここじゃ
[03:02:40.080] ないんだっ
[03:02:41.439] け覚えてないよ
[03:02:46.319] こっちここだポケモンワールド
[03:02:48.960] トーナメントのとこあごめんあったわここ
[03:02:52.120] そうだポケモンワールドトーナメントそう
[03:02:53.640] ここだそうそうそうここだっ
[03:03:05.000] [音楽]
[03:03:06.439] たなんかいい技覚えて思い出さないかなね
[03:03:11.319] 地震ってこいつレベルで思えん
[03:03:13.560] の自信
[03:03:16.760] [音楽]
[03:03:19.080] ねこれプネキワンチャンもう冷凍ビーム
[03:03:21.239] 忘れてね
[03:03:22.960] こいつあ大丈夫だあピカもちょっと欲しい
[03:03:27.279] ような気もする
[03:03:30.000] [音楽]
[03:03:34.359] なメンタルがそう技全然持ってねえから
[03:03:37.359] なんか
[03:03:39.200] 思い出そう電磁
[03:03:41.680] 富裕メタル
[03:03:44.760] クローバレパン
[03:03:47.960] バレパンどこんばんはアームハンマーか
[03:03:51.920] ハドラさんこんばんはハドラさん
[03:03:54.279] こんばんは今日もポケモンやってます今日
[03:03:56.680] ちょっとクリアしちゃおっかな分かんない
[03:03:58.840] できるわかんないけどのつきあの
[03:04:01.880] つきもいい
[03:04:03.160] な命中90かでもはタイプイッチでしかも
[03:04:09.160] こいつ攻撃型で打撃でしょ打撃のエスパー
[03:04:12.840] 結構珍しいんだよね
[03:04:19.359] のアて自信
[03:04:21.680] 覚えるそれ俺それ俺が俺が俺があの聞いた
[03:04:25.640] んだ
[03:04:26.880] けどそれ今俺が聞いたんだ
[03:04:29.590] [笑い]
[03:04:31.640] けどてこの全滅の心折れ具合やばいけど
[03:04:36.040] 一夜でここまでは本当すごいあのねこの
[03:04:38.960] ゲームねレベル上げがすごい早いのが分
[03:04:43.479] レベル上げがすごい早いのが助かるあわ
[03:04:46.760] マシンなの
[03:04:48.479] マジか覚えねえんだまあまあでも技マシン
[03:04:52.120] て覚えだったまいいけどさ技マシンあるん
[03:04:54.120] だね自
[03:04:58.510] [音楽]
[03:05:01.760] のそうですかじゃあ覚えあそうなんだ覚え
[03:05:06.479] ねん
[03:05:08.760] だガブはもういいや持ち物を移動これ
[03:05:12.239] 持ち物移動って意外と便利だねにちょっと
[03:05:16.640] ささせよっ
[03:05:26.760] かプネきプネには波乗りよ
[03:05:31.500] [音楽]
[03:05:34.479] やっぱり雨ごいはいらないん
[03:05:38.760] ちゃうオッケーオッケーオッケオッケー
[03:05:41.359] いいよだいぶ来てるよだいぶ良くなってき
[03:05:44.399] てるパーティーももう誰も失いたくない
[03:05:50.000] でもねここはねまだ決まってないからね
[03:05:52.160] ただこれも隙間で梅に入れてるだけだ
[03:05:55.970] [音楽]
[03:05:58.120] からちゃまくがポケモンやるから最近え
[03:06:01.800] やりなよやりなよえ8ってポケモンどこ
[03:06:05.279] までやってん
[03:06:08.000] のし
[03:06:09.750] [音楽]
[03:06:11.880] てこうギあそうなんだじゃやっぱブラック
[03:06:15.600] ホワイトからやってねえんだせっかくね
[03:06:18.359] ニトロ手に入ったんだったらポケモンやっ
[03:06:20.279] た方がいいよたあのハートゴールドソウル
[03:06:23.120] シルバーとか最高だよ金銀やった
[03:06:27.359] でしょ金銀のリメイクとかやったらえん
[03:06:29.880] ちゃんめちゃめちゃおもろいよあれやり
[03:06:32.760] たいなえあれなちゃんはそっか偽セトルま
[03:06:35.840] 持ってねんか買いなあれリメイク何か要素
[03:06:38.439] あるのえリメイク要素結構あるようんあの
[03:06:42.200] ポケモンが何何がいいってあポケモンが
[03:06:44.279] 後ろからついてくるそれが可愛いね
[03:06:48.239] あれめちゃめちゃ面白いよ高いけどね今
[03:06:50.239] なんか偽トロ手に入れれるの高いんですお
