[00:00:04.960] ドラゲナイきちゃブロード
[01:28:45.840] 飲めばいいわけですから確かに鉄の薬は
[01:28:48.119] まだ残ってはいるがこの薬は別名世界一
[01:28:51.440] まずい薬とも言うんだあれ50章くれてた
[01:28:55.360] んだっけ銅の鍵の時はたるが飲んだとすれ
[01:29:00.199] ば今日は俺の番だなうわ飲むか飲む前から
[01:29:03.239] 吐きかしてきたかわいそうにちょっと待っ
[01:29:05.320] てくださいねこの鍵は私にも取ることが
[01:29:08.440] できますあ
[01:29:11.719] 危ない取れたこの鍵と東台には魔法が
[01:29:15.639] 仕掛けてあります魔力のないものがこの鍵
[01:29:18.119] を取ろうとすると見えない歯が手首を
[01:29:20.520] 落とすそうです私には魔力がありますだ
[01:29:23.239] から取れるのですそうか魔女にしか取れ
[01:29:25.400] ないようにしていたわけだしかしいい魔力
[01:29:27.520] と悪い魔力を見分けるまでの仕掛けはして
[01:29:29.520] なかった食かじゃなくてティタニア
[01:29:33.679] こんばんはが服が切いいねそのなんか古き
[01:29:38.400] エロいいねパッて取ったら服がビリビリ
[01:29:41.199] ビリ
[01:29:42.320] て古きよきエロだ
[01:29:46.159] なあ銀の扉来たよし
[01:29:55.360] 抱いもの水だったら死んでた水だったら
[01:30:00.480] 死んで
[01:30:03.520] たマップ埋めさせてちょっとこれ気にわね
[01:30:06.760] こことか埋めない
[01:30:18.199] と次は負けないよなんかねあんまりねこの
[01:30:24.159] お尻あんまエッチじゃないんだよなこれ
[01:30:25.560] のって下のドップで展開されてたんかそう
[01:30:28.719] だよDMMでそうそう
[01:30:36.639] そうあどこ行くんだっけこれこっち
[01:30:50.920] か5まで出てるねただ4からはもう全然
[01:30:55.480] エロくない
[01:30:56.679] みたい4からはもうねほとんど普通の
[01:30:59.119] RPGみたいなちょっとエッチだけど
[01:31:01.400] みたい
[01:31:21.880] な次はまいや4もなんか本当はパソコン版
[01:31:26.239] とプレステ版があってプレステとかあと
[01:31:29.040] スーパーファミコンとかでも出てるみたい
[01:31:30.440] なんだけどエロいの
[01:31:33.360] はエロいのはコンシューマーで発売する
[01:31:36.520] ためにはやっぱエロなきゃいけない
[01:31:45.920] ねー4はパソコン版はパソコン
[01:31:50.199] 版パソコン版pcf
[01:31:54.159] だよないつかやりたいけどねPCFXとか
[01:31:57.920] 買って高すぎて買えない
[01:32:00.400] けどよしあげるぜなんですかここ何があん
[01:32:04.320] のここに
[01:32:05.440] はあ階段じゃないすか1回待っ
[01:32:09.960] てフックス持ってた
[01:32:12.600] わないの今寄付してくれ
[01:32:19.960] よあ4回来ましたよ皆さん
[01:32:24.600] さてどんな女の子が出てくるか
[01:32:27.239] なねここをまっすぐ住むば5回へ続く階段
[01:32:31.639] なんらしい
[01:32:36.800] なあそうなんだこのポスターに仕掛けが
[01:32:39.880] あるとしたらさすが300年の歴史
[01:32:42.440] びっくりさせるなよもう
[01:32:54.400] 来るぞ
[01:32:56.719] おおベンガルタイガーもうこれはもう
[01:33:01.000] ボディペイントだよ
[01:33:04.159] なほうほうほうあ
[01:33:09.480] 強い笑笑これどんな服これ服じゃねえべ
[01:33:14.360] これ
[01:33:17.239] 多ちょっと強いあちょっと敵強いね
[01:33:23.960] あら今に見ててあらあらなんでこれ乳首
[01:33:27.480] 見えねえんだよこれで尻尾はどうやって
[01:33:30.440] ついてるんです
[01:33:33.639] かシャワーシャワー室汗臭い魔女は嫌われ
[01:33:37.040] ますとか書いてるこりは踊れたシャワー室
[01:33:39.280] まであるぜすごい設備ですわ300年前で
[01:33:41.719] この手は魔女の国みたいなもんだったから
[01:33:43.400] なソフィアさんもどかったらシャワーにで
[01:33:45.239] もいえ私は整水でしか身を極められません
[01:33:47.719] か大体300年前のシャワー室だろ使える
[01:33:50.040] わけがないだろ水かけたら勝てそう
[01:33:54.600] シャワー
[01:33:57.800] 室
[01:34:01.000] おへえ本当にシャワー室だよこりゃしかし
[01:34:04.520] 水は当てないみたいこの洗面台のとこに水
[01:34:07.080] が溜まってるぜそういえば喉が乾いたな
[01:34:09.840] よした方がいいですわ300年前の水です
[01:34:11.920] から大丈夫バン様の岩は鉄より丈夫だあれ
[01:34:15.239] この試着は穴が開いてるぞおいバンやめて
[01:34:17.760] くれよ魔女のの水だぜどんな水か分かった
[01:34:21.520] もんじゃないからなそうは飲んだ端にカに
[01:34:24.760] なるとか分かったよ酒に戻って酒が飲める
[01:34:27.239] まで我慢するかあれシャワーのシャワー室
[01:34:30.159] の住に
[01:34:35.040] ほらハーピーの羽を取る魔法だってさやっ
[01:34:38.760] た
[01:34:40.320] ぜハーピーだってハーピー2回だな
[01:34:44.520] パチパチの
[01:34:48.199] 2万5000円ソフトがなんか高いやつ
[01:34:51.080] あるねハーピーね悪くないんじゃない
[01:34:54.480] ハーピーはっ
[01:35:00.679] ておおおユニコーンねあとはしの
[01:35:07.280] 問題あ都合いいなユニコーンつってなから
[01:35:10.920] 馬だから下半身馬になってるとかじゃない
[01:35:13.080] んだ角が生えてるだけじゃねえかじゃない
[01:35:16.080] とエロくないもん
[01:35:18.800] なあいいとろは許してあげるわいいいい
[01:35:23.960] じゃ
[01:35:24.920] ないいい
[01:35:27.000] よいい
[01:35:28.880] ねいい
[01:35:30.679] ねユニコーンてことは女えユニコーンって
[01:35:34.400] 処女なのユニコーンって処女な
[01:35:41.840] の具いいですぞ具いいっす
[01:35:47.760] よモルモットの部屋使用する前は許可を
[01:35:50.679] 得ることこのモルモ人間のことじゃないの
[01:35:53.159] か
[01:35:55.639] ユニコーンが処女中ユニコーンは初
[01:35:59.800] がユニコーンはえあそうな
[01:36:04.000] のおこれはえこれはこれはえこれ
[01:36:12.199] は
[01:36:14.000] ダブル笑笑べさんやん
[01:36:17.760] な初女のマしか現れないと言われてるこう
[01:36:21.960] いうの一瞬回っていいよなこういうのが狙
[01:36:25.560] なんだお前らなんだお前らこういうのがっ
[01:36:28.800] ていいよなこういうのが1番狙い目です
[01:36:32.400] よあするのエッチ笑笑エッチ
[01:36:39.880] ういいようおうおおっとほはいいいねあ
[01:36:48.520] これパソコン版で見た
[01:36:51.000] やつゼミでやったやつだみたいな
[01:36:56.520] あこれ真剣ゼミでやったやつだみたい
[01:36:59.560] なこれくもでやったやつだみたいな感じで
[01:37:02.800] 言われた
[01:37:03.960] けど
[01:37:11.639] 笑笑なんだこの細かい部屋がいっぱいある
[01:37:14.280] 部屋
[01:37:23.639] 今日のとこ来てるほどいいんだ
[01:37:26.719] から来てれば来てるほどやぱあのね中身が
[01:37:31.920] 出てきた時の達成感みたいのはやっぱ高い
[01:37:34.880] わけですよそういうことですよね確かに
[01:37:37.560] 前夜になった時の反動がそういうことなん
[01:37:40.159] ですよ
[01:37:41.280] ねおぎょこりゃ牢獄だぜ本当だな300年
[01:37:46.639] 前魔女たちがここ人間を閉じ込めて魔法の
[01:37:49.599] モルモットにしていた考えただけでぞっと
[01:37:52.159] つる話だなるでよ
[01:37:54.960] 投げるこの牢獄の中のほら髪が落ちてるな
[01:37:58.199] まさか経験の一部じゃないのかだめだ鍵が
[01:38:00.360] かかっていてこのロのドは開かないぜどっ
[01:38:02.360] かに牢屋の鍵があるのか探しましょう牢屋
[01:38:04.400] の鍵
[01:38:07.320] をなかなかBGMいいよ
[01:38:24.840] 可愛いよ
[01:38:30.520] エウロパ
[01:38:33.880] え何これ
[01:38:35.920] も可愛くないこの
[01:38:43.320] 子加減暮らしてよね
[01:38:55.440] いいいいよ胸がいい
[01:39:01.159] よ好きだ
[01:39:03.360] ね犯罪の匂いが
[01:39:06.159] するギリ合うと
[01:39:16.719] かまその4人か
[01:39:19.159] なベンガルピエロ
[01:39:22.360] ユニコーン
[01:39:24.599] エパ4人と風は4人だからさ結構ピエロ
[01:39:28.920] いいよね
[01:39:29.960] ピエロピエロいいな結構
[01:39:33.159] な高いよねポテンシャルかなり高いよ
[01:39:39.440] ねえ鍛冶屋武器防具の
[01:39:43.679] 修理なども作りますへストあっ
[01:39:52.320] たピンクはピンクあるよねピエロね
[01:39:56.560] ちょっとねあおいらっしゃいお客が来る
[01:40:00.320] なんて何百年ぶりだろうねななんだこの体
[01:40:02.800] の知れないやつ
[01:40:04.040] は武器の修理かいそれともまた鍵をなくし
[01:40:07.199] たのかい分かった影を作りにきたんだろ
[01:40:09.719] ドラゴンナイトの塔の相かえドラゴン
[01:40:12.360] ナイトの塔なんてもう特にないだってあれ
[01:40:14.599] そういえばあんたたち魔女魔女一族には
[01:40:16.679] 見えないな俺かい俺はこのまの塔で魔女
[01:40:19.880] 一族の武器や防具を修理してるイムルって
[01:40:21.880] んだ
[01:40:23.520] 無で修理するぜ魔女一族と族は親戚みたい
[01:40:26.400] なもんだからなこれでも俺は歴お族の一員
[01:40:30.320] さそうだ最近魔女見かけないんだがあんた
[01:40:33.560] 知らないかイルムかのみたいな目だね
[01:40:37.679] おしのみたいなどこ
[01:40:40.440] がああれ目かキラキラの目なのかあれが
[01:40:45.800] こちこと聞きたいなメサという魔女を見
[01:40:48.239] なかったメサ聞いたことがある名前だな名
[01:40:50.840] な魔女なんだなやっぱり300年前から
[01:40:53.360] だったんですねうん覚え出しないなおい
[01:40:55.599] たる時間の無駄だそろそろ行こうぜなんだ
[01:40:57.760] 何も修理しないのかい退屈だから何か仕事
[01:40:59.760] させてくれ
[01:41:07.159] よやまた君たちかことこと仕事させて
[01:41:10.480] くれるんだろうえ何もしないってじゃあ俺
[01:41:12.280] の話になってくれよ100年も何百年も
[01:41:15.280] 会話してないからさそんな時間はないいっ
[01:41:17.400] てちょこと言うなよみんな行こうぜおい
[01:41:19.440] 待てよ待ってくれなんなこいつ
[01:41:43.800] 行きたいわねもうセクシーだ
[01:41:47.440] ねもう俺今停点持ってないよね全部使っ
[01:41:50.920] ちゃったよねもね
[01:42:02.119] 今まででどのキャラが1番だった
[01:42:07.119] ええそうだ
[01:42:12.320] なそのなんつうの解放した解放してないで
[01:42:17.360] 言ったらの最中だったのにあ
[01:42:21.159] コボルトは可いさで言ったらコボルトだっ
[01:42:24.679] たよねやっぱねあれ可愛かったよねかなり
[01:42:28.080] ねあんまエロくはなかったけどエロくは
[01:42:32.040] なかった
[01:42:35.520] けどあれ
[01:42:38.159] あかこいつに影作ってもこぼれとかかった
[01:42:41.400] よねただエロさはもうダトあのモンスター
[01:42:44.920] だた乳首出てたもんね
[01:42:53.280] あまだ行くとこいっぱいあるこれかなり
[01:42:55.960] 複雑だね今はユニコーンが
[01:43:01.480] 今期今期今期ねま今期は確かに今期俺
[01:43:06.599] ピエロだねピエロ結構いいっすよあでも
[01:43:11.199] 全体的にやっぱいいのは平二だよね平二
[01:43:15.520] かなり俺はもう期待してますからヘジは
[01:43:19.159] エロいよ多分あれ
[01:43:23.480] エ温まってるピエラ温まってるこの映は超
[01:43:27.520] 重要につき立禁止
