[00:00:05.520] ひひひおはちゃま人1
[01:50:34.119] あかくしてるところだあはどうだっ
[01:50:43.840] たあさあわバレなかよバレないよバレ
[01:50:48.079] なかった
[01:50:52.920] あれなんでさっきバレた
[01:51:00.679] のヘンリ今なんだかゲ
[01:51:05.880] タイミングなんだろう
[01:51:07.960] ねさっきバレたんだけど
[01:51:12.320] なめんどいからこの状態でセーブしてくん
[01:51:15.119] ね
[01:51:33.159] この両手で物取るの
[01:51:39.679] 好きおい音がしたぞクリッカーだああでも
[01:51:43.520] 誰もいない
[01:51:45.719] 笑笑この光当たっちゃだめだよね多分
[01:51:51.520] ね人1ぷちゃニメぷんチ
[01:51:57.960] ニメさていたぞあライトの上に1人いるど
[01:52:02.679] 分かっ
[01:52:04.800] た
[01:52:07.079] あいるよ1匹あ撃ってるんだあやっ
[01:52:18.239] てよしやったぞお前今の見たかやるな
[01:52:23.840] くそ見つかったえ嘘今ので見つかってんだ
[01:52:27.960] よ
[01:52:36.280] くそくそどうやってやんだこれるのクリカ
[01:52:40.800] 痛い痛いどうすりゃいいんだこれまたこっ
[01:52:45.400] からだよくそ
[01:52:54.159] おいどうだあったかくしてるところ
[01:53:00.280] だあれあれああいつど行ったちょっとあつ
[01:53:04.960] いねえじゃねえかしなかった
[01:53:09.320] け逃げ
[01:53:14.159] ただめだ結局こっから
[01:53:18.679] だめんどくせえなこれいいこれやんなきゃ
[01:53:21.239] いけないんだダメなんか笑笑おいどうだ
[01:53:26.079] あったかくしてるところだはどうだった
[01:53:29.719] 感染者は片付けたが2人組が見つからない
[01:53:33.599] まだにいると思う
[01:53:35.239] かいるはず
[01:53:44.480] だ踏み込み早すぎ
[01:53:54.800] とりあえずライトに当たっちゃだめ
[01:53:58.040] ねライトの上に1人いる分かったライトの
[01:54:01.599] 上に1人いんのわかんだけどやっちまう
[01:54:07.679] かおい音がしたぞクリッカーだああでも誰
[01:54:11.679] もい
[01:54:20.440] ないあのライトにただめ
[01:54:24.199] ねはいはいさていたぞあそこだくそ
[01:54:27.920] 見つかったえなんで今見つかった今のあ
[01:54:30.960] これここかここですかなんだ
[01:54:37.000] よ笑笑やライト当たってたね
[01:54:56.679] ああもう
[01:55:00.800] 難しいんだもう見つかるときつい見つかっ
[01:55:05.840] たらほぼゲームオーバーだ
[01:55:10.800] なおいどうだあったかくしてるところだち
[01:55:15.679] はどうだった
[01:55:25.520] よし
[01:55:26.960] さあ弓ワンパンなのにショットガンで死な
[01:55:30.159] ないの
[01:55:31.119] すごい
[01:55:33.320] のれちゃうかばれちゃうと思う
[01:55:37.040] よ邪が右選んだらどうなるか気に
[01:55:42.679] なるバックみたなことしねえ俺は誰もい
[01:55:46.679] ないくそ見つかったなんで
[01:55:53.920] ここもうここめんど
[01:56:01.440] くさい
[01:56:04.760] すぎおいどうだくしてるところだあはどう
[01:56:09.920] だったああ行けるん
[01:56:12.400] だあ俺こっち選んだ方が
[01:56:19.320] いいよしさあ移動しよう
[01:56:24.159] もうなんか聞こえたぞになっちゃうんだよ
[01:56:25.800] なんか
[01:56:29.840] たまにあかよちゃんと空気読んだな黒人
[01:56:36.079] 笑来んのか
[01:56:39.079] こっちあれく来ないのさっき
[01:56:44.159] なんかでさこれ何がめどくさいてこれ
[01:56:46.960] やり直すとさこのパワーアップもう1回
[01:56:49.119] やり直さなきゃいけないこれがめどくさい
[01:56:51.280] はい
[01:56:53.400] 来てん
[01:56:54.800] の来てない
[01:57:04.320] ねこれ光に
[01:57:07.199] 注意音した
[01:57:09.239] ぞでも誰もい
[01:57:12.320] ない分かったったお今の
[01:57:17.480] 見やるライフルでやっちまうかやでもな
[01:57:32.159] なくそ
[01:57:34.040] 難しいてもう難しいっ
[01:57:39.000] て笑笑もういいてこここんな長くやること
[01:57:44.119] ないよ
[01:57:46.520] もう確定で見つかるんかってくらい
[01:57:49.520] 見つかるおいどうだあったてるとだあは
[01:57:54.040] どうだっ
[01:57:56.760] た簡単モードにした
[01:58:00.119] もうもう簡単でいいよよしさあ移動
[01:58:15.040] しよう
[01:58:18.560] のった
[01:58:32.159] さていたぞあそこ
[01:58:35.719] だライト来る
[01:58:41.280] ねやったぞお前今の見たかやる
[01:58:50.079] なこれライトの上に言つどどう倒すのいや
[01:58:54.960] 矢があればくそ最後の1本使う
[01:59:03.920] かあのあいつ邪魔くせえマジ
[01:59:07.800] でこの1本で
[01:59:25.920] あ
[01:59:27.079] くそしった俺としたこと
[01:59:40.199] がどうやって上がんだよ
[01:59:48.440] ここいや待ってどうすんどうすん待って
[01:59:51.159] 待って待て
[01:59:54.840] あいつこす
[01:59:57.400] か邪魔だよ
[02:00:05.880] 黒人よしよしいや東大モクラシな東大モラ
[02:00:11.520] いやこれ切っ
[02:00:18.520] たら上1匹かこれ上1匹だな
[02:00:25.760] いやあいつ殺したいけど
[02:00:30.800] なこれだってばれるべ開けたら遠距離
[02:00:48.679] からんだよ
[02:00:55.719] かんかんかんもんわかんわかんないわかん
[02:01:03.280] わんめっちゃいる
[02:01:13.040] しどこにいたんだよこんなに
[02:01:22.079] もう喧嘩や
[02:01:27.920] ん
[02:01:34.560] バもういいよ
[02:01:37.960] ここもういいってこれ
[02:01:42.159] もうどこにおったん56
[02:01:45.239] 匹こっからかおいどうだあったかくしてる
[02:01:49.480] ところだあはどうだった
[02:01:53.920] そろそろらんやってるがシンクロして
[02:01:59.400] たもういいよここも飽きた
[02:02:05.119] よもうさ俺だけじゃない多分そろそろもう
[02:02:08.199] あのラストラストオブアスキプレイ勢も
[02:02:10.719] イライラし始めたことからもう良くない
[02:02:12.400] ここもうみなしクリアにしてくれよここ
[02:02:15.360] もうそろそろキプレイ勢イライラし始め
[02:02:18.159] てるからね多分ああでも誰もいないし
[02:02:22.079] やったぞお前今の見たかやる
[02:02:31.560] なもここだけめちゃ早く行けるようになっ
[02:02:34.400] た
[02:02:35.639] わ待ていたぞあそこ
[02:02:50.840] だ
[02:02:59.320] あまるで逃たと
[02:03:07.840] な知とる
[02:03:13.599] よこの辺を見てく
[02:03:27.560] なんだよくそなんだもう
[02:03:32.199] わかん
[02:03:46.840] も壊れちゃった
[02:03:58.840] よしやったぞなめだよし
[02:04:04.199] よしバカがなめんじゃねえ
[02:04:12.880] ぞなめやがってクソがなめやがっ
[02:04:18.880] てゴミどもか
[02:04:25.480] ヘンリー手を貸してくれよしいい
[02:04:30.480] かやばいやばいやばいやばいやばい
[02:04:43.040] やばいおい待ておいこちにいるやばいまた
[02:04:47.840] また
[02:04:52.960] まある
[02:04:56.159] か油断するなよまだ終わったわけじゃ
[02:05:07.280] ない出川鉄郎みたいになってるよし登れ
[02:05:21.960] いいぞサブ急げよし過
[02:05:31.639] だし急げ
[02:05:36.040] 急げおい
[02:05:38.599] せ俺はどうすんの俺
[02:05:42.760] はじゃ引っ張ってあげ
[02:05:45.280] て何もたもた
[02:05:49.440] おおいおお何それヘリざけんなこのクソ
[02:05:53.800] 黒人
[02:05:56.880] が一緒だ
[02:05:59.079] からこれは差別
[02:06:02.400] 不可避これは差別不可避ですねあんなも
[02:06:06.599] 差別差別されてしるべきだろれんなあの
[02:06:10.440] クソ黒人
[02:06:17.079] が
[02:06:19.800] もうあいつ殺当てられるんだ
[02:06:25.119] よヘンリー後で覚えとけよバなるからやめ
[02:06:31.760] とけすいませ
[02:06:34.840] ん怒られ
[02:06:40.520] た怒られ永久版も何の
[02:06:48.719] その来たら見捨てられしいやって
[02:06:52.040] た絶望はひピ
[02:06:57.320] こんばんはどうせならチャイナにしとけバ
[02:07:08.159] 不日スピード違反で言うと200kg
[02:07:11.159] くらい強化してる
[02:07:18.239] でいやもうだってバカなんだよもう
[02:07:22.119] あ死にかけたよありがとうる
[02:07:34.199] もうお前お前そ
[02:08:02.679] さっきは助けてくれてありがとうえなんか
[02:08:05.199] もうこの女の子にもなんかもうなんつ
[02:08:08.679] 見つかり判定当たるようになっちゃったん
[02:08:11.400] ださっきまでこいつは見つかっても大丈夫
[02:08:14.320] だったのに
[02:08:25.800] エリーも銃撃するようになったからかね
[02:08:29.040] それで見つかる見つからないになるん
[02:08:32.000] だじゃ持たせない方がいいんじゃない
[02:09:09.679] んこれどこに持ってくるの
[02:09:25.840] いやここ通れないのか
[02:09:31.440] よあこ出るだけね
[02:09:44.599] 隙いやもうしつこいこいつ
[02:10:04.239] なんでこの人らこんなさ橋を守ってん
[02:10:13.719] の弾何発あるないよじゃどうするんだもだ
[02:10:20.159] ないだろから
[02:10:25.440] 走り抜けろああやだまずいぞ捕まえてね
[02:10:30.559] エリナイスもう時間がないエリ
[02:10:46.000] くそこっち
[02:10:51.599] 死ぬ
[02:10:58.719] て兄貴あ起きたよおいてめえろふざけん
[02:11:02.520] じゃねえぞ助かっ
[02:11:04.360] た何笑ってんねんボケだろなあいつはマジ
[02:11:09.920] こいつふざけんなよが見つけたんだぜお
[02:11:12.559] マジこいつこれ何すんだよ当たりだって
[02:11:17.000] 当たりだろバカがこんな大丈夫こいつは
[02:11:20.159] 撃たない
[02:11:22.639] ててこいつは俺たちを見捨てたそうだよ
[02:11:25.800] 違うあんたらが助かるって分かったお前
[02:11:28.639] ふざけんなよジで腹立つな俺が下手に動け
[02:11:30.639] ばサムが危なかったってろ嘘こけえこいつ
[02:11:35.360] ちょっと本当に腹立つない立場ならどうし
[02:11:37.440] てた助けてただろうかとにかく助かっ
[02:11:42.000] たろヘンリーのおかげだよいやなんで溺れ
[02:11:46.800] 人でだ
[02:11:56.639] 大丈夫だ気にするなまそうかまそれもそう
[02:12:03.520] かもう刀を収める速度早いから本当に
[02:12:07.280] よかったさやに収めるの日本一早それも
[02:12:10.599] そうか納得ま助けてくれ島は崖の反対側だ
[02:12:15.679] 助けてくれたんか物がたくさんある
[02:12:17.599] ストーリーしっかりしとる俺を殺さなくて
[02:12:20.079] よかったな笑笑あんまり調子乗ってとマジ
[02:12:23.800] で本当に打つからなこの辺を探してみよう
[02:12:26.360] 何か見つかるかもあまり調子乗るねやた
[02:12:29.840] 大丈夫いつでも売って
[02:12:32.280] るってこと通信刀を探そうすいませ
[02:12:35.480] んいつでも撃てるってことを忘れるのよ用
[02:12:38.960] 次裏切ったら
[02:12:40.360] いるあ次はないねえあのボートになんか
[02:12:44.280] あるんじゃ
[02:12:49.639] ない次はねえ
[02:12:52.840] ぞおい気をつけろ
[02:12:55.480] よ分かってるさボートっていうにはでかく
[02:12:58.760] ねえ
[02:13:00.400] か何このおしゃれな
[02:13:10.239] なんかボートっていうやでかすぎ
[02:13:19.400] んあ
[02:13:27.119] ボート
[02:13:29.199] 初めて海の上じゃないけど
[02:13:32.599] な乗ったことにはなるよ
[02:13:36.960] ねいやもう結構弾とか使っちゃったよ
[02:13:45.360] もうそうでもねえや結構あるな結構結構宅
[02:13:50.000] でしたまだ
[02:13:51.920] あ11
[02:13:53.639] 巻こ漫画これ集めたらなんかいいことあん
[02:13:56.719] の
[02:13:59.119] か
[02:14:00.639] ちょ違う違う違う違降りたい
[02:14:18.040] よいしょねエリこれを見てみろよ見て
[02:14:40.719] みよ水の表現すごいねめっちゃ綺麗だね水
[02:14:44.679] の表こっから抜けられそうだ
[02:14:49.320] ぜ低下してくれ
[02:15:00.880] あしよしどしに来たらよし
[02:15:07.440] やろよし
[02:15:12.360] 行けよしいい
[02:15:17.079] ぞ置いてけそれでもうガンて閉めてダめて
[02:15:21.520] もう
[02:15:25.760] 行こう
[02:15:29.639] なるい今更そんなことやだった引くおま
[02:15:34.320] ジョエル靴がぐちょぐちょになるやめろ
[02:15:37.520] おいまてジョエルそこ行ったら靴が
[02:15:39.800] ぐちょぐちょになるぞ
[02:15:46.719] 笑笑ジエルこっちに行こう分かった
[02:15:51.360] よし俺たちはこっちだぐちょぐちょ嫌だよ
[02:15:54.239] ねやだ確かに確かにれない俺もだしょうが
[02:16:01.840] ないああこういう雰囲気あるよ
