[00:00:17.760] おいおいイスピソソソソSおいおいスピー
[02:01:14.119] なジャストサイズじゃこれまずかったか
[02:01:36.960] よいしょあまあ行ける
[02:01:40.280] かおいおいおいおい
[02:01:44.520] おいこいつを半田付けしていくとはいはい
[02:01:48.520] 今度こいつ真ん中を半田付けもう何やって
[02:01:50.440] かわかんないでしょわかんないよねうん
[02:01:51.880] わかんなくて
[02:01:53.400] いい分かんなくていいてげない家系かえ
[02:01:57.000] ハゲるよハゲ家庭だよハゲ家庭絶対嘘だろ
[02:01:59.480] わかんねえ
[02:02:00.639] だろハゲ家庭だよ
[02:02:03.119] うち白髪とかいうよりハゲどっちかっでも
[02:02:06.119] 楽しいよまあね楽しいけど見てるみんなも
[02:02:09.719] 楽しいかい両端ハダ付けするんでしょうん
[02:02:13.800] よう分かってじゃねそうだよ
[02:02:30.360] ほらワさしんだからハンダはこれいい
[02:02:36.320] ね新しいハはすごいハダが乗りやすくて
[02:02:39.639] いい
[02:02:42.119] よお察しの色ハって呼ばれてる分かった
[02:02:46.280] 分かっ
[02:02:48.320] た分かった分かった分かった
[02:02:58.639] 小学生の時コロコロに乗ってた工作セット
[02:03:01.920] みたいなやつやってハダやってた今年
[02:03:04.760] クール
[02:03:06.320] じゃんそんな適当に足ったらないちゃう
[02:03:13.520] ぞちょっと待って今大
[02:03:17.440] 集中き今大集中
[02:03:32.840] 全集中の
[02:03:35.159] 剣
[02:03:39.360] オうんオ
[02:03:42.840] やろハダでき
[02:03:47.840] たはいがけするまで3分ました
[02:03:54.199] うるせえかかるやろそん
[02:03:56.639] くらい
[02:04:02.639] よーしよしよしよしよしよし
[02:04:06.440] よしよしよしよしよしよしよしこれでえん
[02:04:10.400] ちゃん
[02:04:12.079] のうんうんまあまあオッケーでしょうまあ
[02:04:15.760] オッケーでしょはいはいはいいやもりもり
[02:04:19.679] だなもっとこれマジで
[02:04:23.960] MODもりもりよこれ本当全部正常に動く
[02:04:27.000] んか
[02:04:30.480] なここはもうないよねハねないよねない
[02:04:35.199] ないないないはずないはず
[02:04:39.400] オオオじゃ次クリーンアップつけてくよ
[02:04:42.040] どういう仕様にするのうんとハけやるのは
[02:04:45.719] 怖いけど見てるのは楽しいですね楽しい
[02:04:49.040] あのもう
[02:04:52.320] にしようかなTwitter見
[02:04:55.679] てTwitterに全部書い
[02:05:00.440] たはい次こいつ説明を怠るなもう何百回も
[02:05:05.760] したねん
[02:05:08.920] もう次こいつやなあれこれ待ってこれ
[02:05:14.000] 間違ったか
[02:05:16.679] 順番順番間違ったかな
[02:05:29.920] あいや大丈夫かあいや大丈夫だな大丈夫
[02:05:34.440] ですねこれちょっともうス液晶及び
[02:05:36.760] ワイヤレスコントローラー対応のグバの
[02:05:39.280] 改造なですなるほど
[02:05:41.320] かボタングレドかPPC電バッテリーか
[02:05:45.639] サウンド出力500%かハ出力ドック
[02:05:49.000] ワイアレスコントローラー対応かあってる
[02:05:51.920] あってるその
[02:05:54.400] 通りえこいつが何かって言うとこれがえ
[02:05:59.199] アンプですね音を500%に引き上げて
[02:06:02.960] もらえるやつですこれをけ
[02:06:08.920] ますこれも絶縁した方がいいの
[02:06:15.559] か半田付けは全部で5箇所か12345
[02:06:19.840] か所だねまそんな難しくないでしょうこれ
[02:06:22.840] はうんこれはそんな難しくない
[02:06:26.559] ねえっとねちょっとそこテープ止め
[02:06:29.719] ちゃおうかな絶縁テープで止めとくかそこ
[02:06:31.880] なんかペラペラしてるから
[02:07:00.159] ここがペラペラし
[02:07:05.559] てるでちゃうねここのヒューズ取れって
[02:07:08.079] 言われてたんだよなこれヒューズ取れ山の
[02:07:10.119] 声と連動して画面が発行する仕様も追加
[02:07:13.159] しようすげえ難しいこと言うじゃん
[02:07:36.800] まこんなもんかなこれでえっとあと何して
[02:07:41.800] たんだっけ今あサウンドアンプをつけるの
[02:07:43.599] かうわめちゃめちゃ大変これ本当に動く
[02:07:47.800] これ怖いんですけど
[02:07:53.440] あでこれさあのあこれだあれだね
[02:07:56.440] スピーカーも取りますね今これスピーカー
[02:07:58.719] スピーカーこれもう新しくするんでもう
[02:08:00.760] これスピーカーってね無駄に電力食う
[02:08:03.159] らしいんだよこのスピーカーって新しいの
[02:08:05.800] にするからそれの
[02:08:31.599] よしスピーカー取りまし
[02:08:34.559] たスピーカーも取っ
[02:08:38.920] てで新しいスピーカーがこいつかこいつで
[02:08:43.400] ございますこいつ
[02:08:47.920] ねでスピーカーをまず
[02:08:52.000] こいつにつけこのくらいの部品数なら部品
[02:08:54.400] さえあれば1から作れそうだねいや相当
[02:08:58.320] きついで人の手で作るのは
[02:09:02.840] これめちゃめちゃ細かいからね
[02:09:24.360] よしオッケー
[02:09:34.960] オッケーこれをハダ付けしていきます
[02:09:40.320] よやぱ新しいハダ買って正解だったわ
[02:10:00.960] 新しいの使ってるんだうんこのために
[02:10:04.000] 新しくしたんだ
[02:10:07.320] よ新しいの全然ノリが違うねハダの
[02:10:29.320] いいね
[02:10:30.599] オオオここが全部乗りましたハダ乗りまし
[02:10:34.239] たここもじゃあ判断します
[02:10:36.880] せごめんななんか超地味超地味配信だよね
[02:10:40.559] これねやることすごいあんななんかこれ
[02:10:43.520] やるぜとかっ言ったけど結局こういうのっ
[02:10:45.800] てもうじじの地味配信面白い
[02:10:50.239] よ聞いたコメントありがとござ
[02:10:53.000] ますかこい
[02:10:58.480] コメ普段とのギャップで燃え死にそう頭
[02:11:02.239] しか見えてないけど面白い
[02:11:05.119] よ森ゆはちょっとねちょっと本当に俺の
[02:11:08.880] こと好きだからな
[02:11:10.400] あいつゲイなんじゃないかと思ってる俺は
[02:11:13.119] ごめん
[02:11:14.400] なそしたら俺気持ちに答えられそうに見え
[02:11:17.760] わ
[02:11:27.599] なかなかくっつかねえな
[02:11:37.599] ここ中身超絶美女だったらどうする
[02:11:43.000] 最高それだったら写真送ってき
[02:11:45.960] てながら将来どうげるか予想し
[02:11:50.239] てるあいことしてんな
[02:11:54.079] お前ハゲそうですかチマ
[02:11:56.760] ゲーム絶対はげんねん俺って影の家庭だ
[02:12:05.679] から私は前からハゲに思いをはせる
[02:12:22.800] もう諦めて坊主にし
[02:12:27.280] なさいはげたら坊主にするよ俺は坊主て
[02:12:30.880] いうかスキンはげたらスキンヘッドにし
[02:12:33.440] ちゃう潔
[02:12:36.119] よく別にハゲだっていいじゃんにハゲだっ
[02:12:40.199] ていい
[02:12:41.320] よスキンかっこいい
[02:12:44.960] ねよしおさんみたいな
[02:12:52.719] 何をし
[02:12:57.920] てるでここに新しいスピーカーをつけます
[02:13:03.079] スキンって結構大変そうなイメージありゃ
[02:13:06.119] 大変
[02:13:07.320] でしょう管理すんの
[02:13:11.719] ねお手入れがねえうん
[02:13:21.639] じいちゃんひげ剃りながら頭まで
[02:13:23.639] ジョリジョリしてたよ
[02:13:28.440] ええ赤が上ねオッケー赤が上赤が
[02:13:33.320] 上おひ毎日剃る感じであの面積そらなあ
[02:13:37.400] かんわけでしょいやしんどい
[02:13:42.639] ねそれはきつい
[02:13:46.360] なひげそんのだってだりいのにな
[02:13:59.280] 赤が上ね赤
[02:14:03.119] がちやまげひげ剃ってるイメージないわ
[02:14:06.480] ひげ剃る
[02:14:10.639] よひげそんないと配信できない
[02:14:15.000] も時間経ったらどんどんいりになってくる
[02:14:18.599] わけでしょ
[02:14:21.320] てたよねそうそうそうそう
[02:14:23.719] そう顎髭生えた配信者だったんだ
[02:14:30.119] よ早やててよだってお前がんで知ってんだ
[02:14:33.599] よ見たなさて
[02:14:42.520] は太郎にその座奪われたみたいだけどその
[02:14:46.639] 時はあえて髭はやしてたのあえて髭で
[02:14:49.400] おしゃれだと思って生してたけど何か
[02:14:56.639] かいかつかっ
[02:14:59.800] たできたこう
[02:15:03.520] かどういうことこ
[02:15:06.800] こうスピーカーついたよし改造やりたくて
[02:15:10.840] もハダごては初心者には厳しいよいや俺も
[02:15:13.760] 初心者だって身を見まねだよやればでき
[02:15:16.639] るってやらなきゃ何何事もできねえからな
[02:15:22.040] やればできるやろうと思えばできるやら
[02:15:25.119] ないと何もできねえ
[02:15:27.320] よよしこんな半なんかじゃんなくてもあの
[02:15:30.760] IPS液晶ぐらいだったらマジで簡単マジ
[02:15:32.960] で
[02:15:33.599] 簡単かっこいいでしょこれ右の目俺よく
[02:15:37.639] 言われんだよちゃまさんいろんなことでき
[02:15:39.280] てすごいですねちゃうねんやりたいねやっ
[02:15:43.400] だよあのいろんなことやれてすごいんじゃ
[02:15:46.840] なくていんことやってるだけなさばならぬ
[02:15:49.599] 何事もでもやればいいんだよ無理だったら
[02:15:52.400] そこやめろいややめ今度ゴミだわつっ
[02:15:55.599] てうんそそのそのメンタルできてるから俺
[02:15:59.239] はあとはクリッキートリガーもつけようか
[02:16:03.079] じゃあもうどんどん行くぞどんどん行くぞ
[02:16:06.360] 目まぐるしく行くぞはいLRボタン行き
[02:16:09.199] ますLRボタンクリッキー
[02:16:10.960] トリガーマルチクリエイター橋本ちゃま
[02:16:14.719] クリッキートリガークリッキートリガーっ
[02:16:17.559] てどうやってやるんでしたっけタクト
[02:16:18.800] スイッチ通ればいいんかこれを
[02:16:22.440] まずこの元々あるタクトスイッチを取らな
[02:16:24.719] あかんねんけどこれどう取るねんっていう
[02:16:26.559] 話なんだけどこれ取れんのこれなんかこう
[02:16:29.320] いう細いものでペキってやれば取れますっ
[02:16:31.040] ていうけどそんな簡単に取れんの
[02:16:33.519] これえ取れるか
[02:16:37.080] これなんか薄っぺらいなんかヘラみ
[02:16:46.359] た取れないんだけど取れへんやろこれ取れ
[02:16:50.399] んだけど
[02:16:56.479] えなんかこれ取れるって書いてあんだけど
[02:16:58.479] 取れそうにないんだけど取れんの
[02:17:00.800] これいや取れないでしょこれ取れる
[02:17:04.920] んなんかどうやって取ろうか
[02:17:10.200] ないや取れなんかマイナスドライバー
[02:17:13.000] なかったかな細かいマイナスドライバー
[02:17:23.200] 今からLRボタンを気持ちいいのにする
[02:17:28.399] から精密マイナスドライバーでいき
[02:17:34.800] ますあ取れるね取れる
[02:17:44.439] わはいはいはいはいはいあげ
[02:17:47.760] てあげこれこち上げてで後ろからこの
[02:17:52.359] ハンダーゴテを取ればいいのね後ろから要
[02:17:55.639] はちょっとこれね画面変えるけど新しい
[02:17:57.840] ことやり始める時ってだるいからちゃまの
[02:18:00.479] その体力が欲しいよねでもね俺もね新しい
[02:18:03.439] ことやだるいよみんなそうだよ俺だって
