[00:00:05.080] 1個メ会館ハリボテクレイが済むハリボテ
[02:06:26.079] くせそうじゃないと無理だと思う
[02:06:30.159] なマジで生き方乗ってねえ乗ってない
[02:06:34.240] [音楽]
[02:06:39.079] ねこっち側からじゃ逆にもう1回行って
[02:06:42.719] みる
[02:06:45.320] か22番道をに行けるってそれで
[02:06:52.040] 側じゃないねん
[02:06:54.000] それいやいいのかそっちからどうせ同じ
[02:06:57.079] 洞窟なんだ
[02:06:58.320] から繋がってるという仮定し
[02:07:02.040] て行ってみる
[02:07:04.400] かもうちょっと粘る
[02:07:09.690] [音楽]
[02:07:16.639] かいや諦めねえよここで諦めたら全部
[02:07:19.679] 終わりだもん
[02:07:21.120] [音楽]
[02:07:25.079] せっかくみんな付き合ってくれてる
[02:07:28.239] し特にランディ
[02:07:33.880] だけせっかくそんな何吸ってるクール
[02:07:40.159] クール探してるのは
[02:07:44.780] [音楽]
[02:07:47.079] 笑笑なんか草にるってよなここなんかな出
[02:07:51.840] るって書いてあったよねここなんか
[02:07:54.079] な細いやついや細くないよ普通だよ普通の
[02:08:02.840] やつここに出てくるここに出てくんのか
[02:08:07.239] なちゃって学生の頃から太ってたの生まれ
[02:08:11.159] た時から太ってる
[02:08:12.880] よいや嘘ガキの頃は太ってなかっ
[02:08:16.280] [音楽]
[02:08:17.760] てちょっとずついつの間にか太っちゃっ
[02:08:21.900] [音楽]
[02:08:29.520] ここに出てくんのか
[02:08:31.719] なあなるうわあ出た出た痩せてた時あった
[02:08:38.760] もね出
[02:08:42.280] たえ出るじゃん
[02:08:49.520] うお出るやんけ
[02:08:53.320] た
[02:08:54.920] キラン出るやんけ黄
[02:08:58.239] ランよし捕まえよう
[02:09:00.599] そんなにこいつ捕まえづらい
[02:09:04.239] のこいつそんなに捕まえづらいん
[02:09:06.870] [音楽]
[02:09:10.280] かるやる気出るやんそんなに捕まえづらい
[02:09:14.079] の
[02:09:16.199] こいつえそんなに
[02:09:23.040] でしょつまんべつまんべおしゃまん
[02:09:30.550] [音楽]
[02:09:39.360] べ言うて
[02:09:46.690] [音楽]
[02:09:49.159] よべえ
[02:09:51.840] おいやいや行けるでしょ全然行けんじゃん
[02:09:54.920] 全然行けんじゃんありがとう
[02:09:57.520] ありがとう行けんべこらだったらけそう
[02:10:01.440] 行ける
[02:10:03.210] [音楽]
[02:10:05.800] だろ
[02:10:07.800] おつ配信お疲れ
[02:10:11.220] [音楽]
[02:10:15.400] ちゃんてるよそうな最で覚えてる
[02:10:23.280] たつお
[02:10:25.840] 疲れさせていきましたおだフォロしてなか
[02:10:29.480] フォローしけだ
[02:10:33.239] れいいでしょそれはいいでしょありがとう
[02:10:37.000] ございますお疲れ配信お疲れ
[02:10:40.040] ちゃんおれれ
[02:10:43.920] あの滅し
[02:10:46.119] た
[02:10:47.800] ポケモンたで
[02:10:51.420] [音楽]
[02:10:54.880] 誰だ捕まえにくいっつったのおい余裕だろ
[02:10:57.440] したこれがゲームだ
[02:10:59.360] よ全然余裕で捕まえたんだけど名前
[02:11:03.559] つけよう名前
[02:11:05.679] は楽勝ナイス全滅全然も楽勝じゃねえか誰
[02:11:11.199] だよ捕まえづらいつったの名前
[02:11:13.800] メンタルこれメタングのメンタルで行こう
[02:11:16.559] 名前俺今メンタル来てるからメンタル来
[02:11:19.960] てるからメンタルこれの名前メンタルいい
[02:11:24.000] じゃん全したかダブル見せるのうまいいや
[02:11:27.440] 見せるのうまいなじゃないよ今日朝まで
[02:11:29.400] レベル上げだよ朝までレベル上げ地獄だ
[02:11:33.599] よほんま地獄なんだ
[02:11:37.320] けど朝までレベル上げたぞまあでもまいっ
[02:11:40.159] かこ今中古のなんかこのあやかちゃんって
[02:11:43.440] やつのデータを漁ってポケモンを捕まえ
[02:11:46.280] てるメなんかもう特にない
[02:11:50.239] よ
[02:11:53.400] よしオとりあえずこれだけで行こうこと
[02:11:57.320] かエイミは元からいねえわエなこはもうい
[02:12:00.159] ないでケも死んだよ元気も死んだみんな
[02:12:04.000] 死んだあくそもうこ誰このちくしよしじゃ
[02:12:09.920] ポケモン交換しようきポケモン交換しよう
[02:12:13.119] ここからだよみんな笑こっからだよみんな
[02:12:16.599] 地獄は地獄はこっからだよ
[02:12:21.360] リザードンの卵派あ持ってる持ってる持っ
[02:12:24.280] てるリザードンの卵持ってるよ卵持ってる
[02:12:26.280] ああ卵返した方がいいのかなここで返し
[02:12:29.040] ちゃった方がいいんだよな本当はな親親を
[02:12:31.840] さこの女の子にした方が育ちやすくなるん
[02:12:34.280] だよねその
[02:12:36.520] 分でもなここで卵馬で粘んのも結構
[02:12:40.159] しんどいよなここまでクナの道くぐった
[02:12:43.760] からチャンピオン戦走ほど盛り上がるや
[02:12:46.400] 生まれるまでまだまだ時間かかるってどう
[02:12:48.719] するチャンピオンでもう1回全滅だったら
[02:12:52.559] チャンピオン勝てなくてもう1回
[02:12:54.840] 全滅ちょっともうぞっとするよなぞっと
[02:12:58.400] するよな
[02:13:03.100] [音楽]
[02:13:08.000] もうそれはくもそしたらもうあこのお
[02:13:12.280] 付き合いいただきありがとうございました
[02:13:14.000] 長々と私のポケモンブラック2実況ここ
[02:13:18.320] までやってきましたけどもお付き合い
[02:13:19.760] いただいてありがとうございましたで
[02:13:21.320] 終わると思う普通
[02:13:25.000] に結局ドラクエ5もそれで終わってるから
[02:13:28.320] なえこれさどうする卵返したい
[02:13:35.000] なあちょっ屋でちょっ屋でレベル上げて
[02:13:40.280] 行きたいんだったらもう本当
[02:13:43.599] に本当にここ
[02:13:47.920] であの影の卵返して人のポケモン状態にし
[02:13:53.440] た状態で持ってきた方が早いんだよねもう
[02:13:56.520] ごめん今日は効率強よになること許して
[02:13:58.199] くれ今日はあまりにもまさか全滅すると
[02:14:01.119] 思わなかったから
[02:14:02.520] さ卵返すにはここって言われてん
[02:14:07.599] ねで卵返すにも卵返すのにも1時間とか
[02:14:12.000] かかんだろうな
[02:14:14.639] これここはねこうやってね下キーを押し
[02:14:18.480] てるだけでずっと走れるからはいこっから
[02:14:21.520] 地獄の雑談タイム
[02:14:24.119] ですこれどんくらいかかんの何パ歩けば
[02:14:27.360] いいんだよこれ歩歩けばいいんだ
[02:14:31.000] よしかも両手使わなきゃいけねえしこれ
[02:14:33.599] 何気にきついぞこれ何気にきついぞ
[02:14:37.199] これこれ卵があの帰るまで待ちますこれで
[02:14:41.880] ねどけお前なんだよ寄ってきたもう画面見
[02:14:46.119] ない方がいい
[02:14:47.360] よ大変そうめちゃめちゃ変だと思う1時間
[02:14:51.280] ぐらいかかる体の特性いない炎の
[02:14:54.239] 体何炎の体
[02:14:58.000] っていいいなそうパっと見いないかもパっ
[02:15:02.719] と見いなそうだねパっと見い
[02:15:07.480] ない小学校の時学校行く前にテープで固定
[02:15:11.559] して走あるあるあるあるあるある僕探すか
[02:15:16.040] シャンデラ持ってたからワンチャンワン
[02:15:18.199] チャンシャンデラが炎の体の可能性
[02:15:22.639] え炎の体の特性のやつけると卵早くなん
[02:15:26.140] [音楽]
[02:15:27.639] のもガンガンごめん今日はもうね愛情とか
[02:15:31.440] 関係ないからックに切れかなんか挟めをし
[02:15:34.440] てなくて
[02:15:35.920] すあスティックねそっかスティック
[02:15:41.679] かさすがしみちゃんも詳しいねウルガモス
[02:15:44.559] が持ってるそこにあるんかない
[02:15:47.719] ですこては効率だよみんな子育ては
[02:15:52.790] [音楽]
[02:15:55.000] 効率炎の体来た炎のから来た
[02:16:00.270] [音楽]
[02:16:05.960] ねち
[02:16:09.170] [音楽]
[02:16:11.119] シャンデレラよし違う違う違うよしよし
[02:16:13.360] よしよし分かった分かった分かった確か
[02:16:15.440] 半分になるとかあったはずあ半分になんの
[02:16:18.239] それはでけえそれはでけえわ
[02:16:21.030] [音楽]
[02:16:30.719] ポケモンの卵ってのはたくさん走り回ん
[02:16:32.880] ないと生まれないの
[02:16:36.160] よえっとじゃここにだからここ下キーを
[02:16:40.280] 入れながらここにじゃじゃここにマイナス
[02:16:43.160] ドライバーぶっこんでマイナスドライバー
[02:16:46.040] をここにぶぶちさして自動的に下に
[02:16:51.010] [音楽]
[02:16:54.120] でき
[02:16:55.040] た俺Bボタン押してるだけあいいんじゃ
[02:16:59.040] ない邪魔なんだよな壊れないようになそう
[02:17:02.359] だなもうもうすでに壊れかけねこいつ
[02:17:08.280] 邪魔当たんない場所ないのかよこいつら
[02:17:14.800] にいいねどっか何かしら当たるようになっ
[02:17:19.319] てる
[02:17:21.639] ここ行けるあよしここだここよしよしよし
[02:17:25.200] よしよしはい皆さんじゃスーパー雑談
[02:17:28.399] タイム入ります皆さん
[02:17:31.399] 最近どどうす
[02:17:33.840] かもう雑談とかできないよ俺できなくなっ
[02:17:37.519] ちゃったよマジで俺昔より雑談力落ちてる
[02:17:41.319] わなんか別に元々対してなかったけど元々
[02:17:44.160] 大して雑談力ないけど笑笑もも雑力ない
[02:17:48.840] けど昔よりできなくなったない話聞い全然
[02:17:51.920] いいよいいよんでも聞いていいよ昔はだっ
[02:17:54.679] て俺雑談枠ってやってたもんなやんなく
[02:17:57.319] なっちゃったからさ最近やってないから
[02:18:00.280] 雑談力がマジ落ちたと思うわなんかあの前
[02:18:04.920] はただ女の子の髪型みどんなのが好き俺は
[02:18:09.760] もうボブよボブショートボブまショートボ
[02:18:13.760] ブつってもな一概にそれが正義かって言わ
[02:18:17.519] れたらいやいろんなのやっぱいいけどね
[02:18:21.120] 俺ショートボブ以外で言う
[02:18:24.160] となんだろう
[02:18:26.190] [音楽]
[02:18:27.880] なロングヘア
[02:18:30.280] 大好きロングヘア
[02:18:32.920] ねサドピッロングだもねかなりねあ違う
[02:18:36.719] 切ったんだ切ったって言ってたっ
[02:18:38.969] [音楽]
[02:18:43.840] けもうこの時点でぐちゃぐちゃなの笑う笑
[02:18:47.960] ロング
[02:18:50.960] えお前らロング好きなのロングの女が清楚
[02:18:55.280] だと思ったらお間違うぞにったよあそうな
[02:18:57.920] んだいいねいい
[02:19:00.479] ね短いのが好きでくらいまであいや
[02:19:05.040] ランディわかるランディ分かるランディ
[02:19:06.599] わかるあのなんかさ肩ぐらいまでのそうで
[02:19:11.960] なんかあのこれも髪型関係ねえけど髪型
[02:19:15.399] 関係ねえけどなんかなんか
[02:19:18.679] こうなんかなんだろうな
[02:19:23.439] もうさなんつうのかななんかこれ言葉で
[02:19:26.519] 説明するの難しいなあのねどういうああ
[02:19:30.240] いう女好きだわ俺あのなんだよ笑笑なんか
[02:19:34.240] も白いTシャツ1枚でもそんくらいの髪型
[02:19:37.760] なんかもうさっぱりさっぱりしてるような
[02:19:40.840] 感じなんて言うの
[02:19:43.840] なんか何顔っていうのああいうのあの
[02:19:47.160] ね何顔って言うんだろうなななんだ難しい
[02:19:52.080] な子供できるとみんな髪の毛短くなるの
[02:19:55.880] 苦手なんでなんでなんで子供短あ引っ張ら
[02:19:58.479] れるからってこあそれはそうかも
[02:20:04.280] ねなんででも苦手別良く
[02:20:08.200] ない子供できるとみんな髪のあれはいいね
[02:20:11.479] のか自分の時間取れないからだああ手入れ
[02:20:14.720] なんかできないからってこそっかそうだよ
[02:20:17.720] なでもなマジでそうだよねが楽だからって
[02:20:21.720] 短くしがきあうんうんうんうんうんうん
[02:20:24.800] うんいやだって長い髪とかめちゃめちゃ
[02:20:27.600] 大変だろあれシャンプーどんだけ使う
[02:20:30.960] の男なんかシャンプーなんてさもうさ正直
[02:20:34.200] さハプッシュで十分じゃん片付かない
[02:20:37.600] くらいのショートがいいって肩についても
[02:20:41.479] いいけどあれなんていう髪型なのあれ俺俺
[02:20:47.280] でもあった俺一ちゃん好きな髪型俺の人の
[02:20:51.399] 一番好きな髪型はあのが部屋着部屋自転車
[02:20:55.399] 乗れないよね子供に起こされてちゃまくの
