[00:00:05.319] 一応1コメ譲るか一行しました1コメ
[01:25:27.600] かちょっと戻りますよじゃあ私データこの
[01:25:30.719] 切れあやかちゃんのあやかちゃんのは
[01:25:34.040] えっとちょっとあやかちゃんのデータは
[01:25:36.760] セーブしとき
[01:25:43.679] ますNスイッチも電池ゼロだとしばらく
[01:25:47.400] 待たないとそうだ
[01:25:50.320] な間違何間違ちゃうねんちゃうねんちゃう
[01:25:54.000] や
[01:25:55.520] うんあやかちゃんのありがとうございます
[01:25:57.840] あやかちゃん元気してる電池少ない時点滅
[01:26:01.000] とかかもあそうなんだあやかありがと
[01:26:06.239] ななんもうさげなくこのガブリアスも
[01:26:09.239] もらおうか
[01:26:10.159] なさげにこのガブリアスもらっていいか
[01:26:13.400] みんな70レベの元気にしてますお前女
[01:26:17.400] だったん
[01:26:18.840] かじゃこれはま
[01:26:22.440] 笑笑なかなかいいねこういうのはこういう
[01:26:26.040] のはいいですねなかなか時間なんかこう
[01:26:28.560] いうポケモバンクとポケムーバー入って
[01:26:30.639] たら神ポケバンクとポケムーバーって何
[01:26:33.440] ポケバンクとポケムーバーって何
[01:26:36.560] ポケバンク力持っていこうとするの草笑
[01:26:40.719] 一気にこの配信を終わらそうと思って
[01:26:44.119] ポケバンクとポケムーバーっててか待って
[01:26:46.440] なんかニトロ止まっとるやん何止まってん
[01:26:48.480] ねよ
[01:26:50.119] お前ポの世代にポケモン送れるやつ
[01:26:55.520] DSから送れるんだのため
[01:26:58.199] だしDSから遅れるの
[01:27:07.760] あれDSからスイッチとかにも送れんのえ
[01:27:11.040] そんなことできんのちなみにダウンロード
[01:27:12.800] 期間派もう終わったあそうなんだそれが
[01:27:15.960] それじゃそれがそう眠り解除バンスから
[01:27:18.600] ドスもえアドバンスからDSもけのすげえ
[01:27:21.119] なえじゃもうどっからでも連れてきるんだ
[01:27:24.360] えなんかそれダウンロードしてある3DS
[01:27:26.199] ってめちゃめちゃ高いんじゃないもしかし
[01:27:28.600] たらなんかそのそれ多分なんかあれだべ
[01:27:30.880] レアだべ
[01:27:31.960] 多分ダウウンロードしてあるDS
[01:27:34.480] めちゃめちゃ高そう間終わってるのかあ
[01:27:36.800] そうなん
[01:27:38.040] だそう俺全部スバに引っ越
[01:27:43.199] へえそんなのあんねや帰ってきましたあ
[01:27:48.119] ノンデリーなんか持ってんじゃんこれが俺
[01:27:49.679] のパーティーね今さっきのはまがもだよ
[01:27:57.040] よしこいつの電源がつくまでちょっと
[01:27:59.480] 進めるかからちゃまくのうちに来ない俺に
[01:28:03.280] 俺にくれ
[01:28:04.639] よいやこれ電源つくのか本当にこれなんか
[01:28:07.920] つきそうにない
[01:28:09.560] ぞ遠いわ
[01:28:12.800] 笑いつか来いよいつか遊び来い
[01:28:15.840] よここは何かはあんだかの目真の三角形だ
[01:28:21.000] そうですえジムはどこさ
[01:28:28.040] は今日はなんかポケモン育てたい
[01:28:31.520] な早く電源使わねえか
[01:28:35.719] なえ人からもらったポケモンってなんか
[01:28:38.679] 早くレベル上がるみたいな感じあったよな
[01:28:40.800] 多めに経験値がもらえるみたい
[01:28:44.280] なあったねあるよね早めにレベル上がり
[01:28:47.880] そうじゃ
[01:28:49.280] ないうわかっこいいねアブソル好き
[01:28:54.800] レベル三角形といえば
[01:28:58.239] イルミナティイルミナティでお
[01:29:04.239] なじみなんか3DSのさ3DSのさなんか
[01:29:10.440] オンラインwi-fiオンライなんか今年
[01:29:12.840] の4月で終わるらしいね寂しい3DSもう
[01:29:17.239] できなくなっちゃうんだよわもじらや
[01:29:24.960] もじらもありだ
[01:29:28.119] よどうでもいいかな
[01:29:33.320] えーもうじゃあこれ配信で誰かと一緒に
[01:29:36.320] やって通信対戦しようみたいなことでき
[01:29:39.159] なくなっちゃうんだ
[01:29:43.840] ねリカス出したのであまり気にしてない
[01:29:47.639] 噴出した考えたらまだストア生きてる
[01:29:50.159] プレステ3とかすげありゃソニーさんは
[01:29:52.719] もうお金稼ぎたいですから
[01:29:54.920] 未だにだってお前あれだよ未だに
[01:29:57.679] あの未だにさあのなんだっけあのドリーム
[01:30:01.679] クラブのダウンロード
[01:30:07.360] コンテンツ未だにダウンロードコンテンツ
[01:30:10.400] 全部買おうとすると10万だ
[01:30:13.360] から寂しいよね過去作のアーカイブが
[01:30:17.119] たくさん
[01:30:19.520] とるでもねDSってない
[01:30:24.400] 植しよがない
[01:30:25.760] じゃんマイクもあるしさタッチペンも必要
[01:30:28.840] だしさ他のゲームでなかなかできないよね
[01:30:31.960] あの素晴らしきこの世界って俺好きな
[01:30:33.840] ゲームがあるんだけどあれのスイッチ版
[01:30:35.560] 買ったけどくそ重んなかったもん操作性が
[01:30:37.800] ゴミすぎてあのDSのやつめちゃめちゃ神
[01:30:40.440] ゲなんだけどうまいこと落とし込んだん
[01:30:43.239] だろうけど全然なんか超やりづらくて
[01:30:45.119] やっぱDSのゲームはDSでやんないとの
[01:30:49.560] DSのゲームはDSでやんないとダメだね
[01:30:51.960] やっぱね
[01:30:55.679] あれ遊んだけどちょっと遊びづらいよね
[01:30:58.159] かなりねめちゃめちゃ遊びづらかった気に
[01:31:00.639] なってたややるんだったらDS版やった方
[01:31:02.800] がいいと思ういやいやでも俺はDSでやっ
[01:31:06.040] たあでもあれ配信じゃできない
[01:31:08.239] よあれタッチ画面DSのタッチ使うから
[01:31:12.280] スイッチのスイッチのこうやって遊ば
[01:31:14.600] なきゃいけないのめちゃめちゃ指紋だらけ
[01:31:16.920] になるこうやって遊ぶだスイッチの画面を
[01:31:19.440] こうやってすげえ遊びづれえよマジで遊び
[01:31:23.199] づらい
[01:31:28.000] でもねあのゲーム内容はね出すのでる
[01:31:33.000] ゲーム内容は神なんだよタピもあれゲーム
[01:31:36.080] 内容は神だそうだタッチパネルだの画面触
[01:31:39.880] やだよ
[01:31:41.000] ねゲーム内容は神なんだよなあれなタッチ
[01:31:44.320] パネルですねタッチパネルだよゲームはあ
[01:31:48.880] でも素晴らしくこの世界2は全然別ゲだ
[01:31:51.520] から持ってるのに今まで知らないマジ
[01:31:54.880] で素晴らしくこの世界2ます最新の
[01:31:58.360] ポケモンだとレベリングほとんどせずに
[01:32:00.480] クリアできたのでの時にやってた多分ね
[01:32:03.520] 狩りを思い出しまし今俺分してるも
[01:32:05.840] ジョイコンで遊べる一応遊べんのかまあの
[01:32:09.239] あのジョイコンのあれも
[01:32:12.400] なおもろいけどねあれゲーム内容とか
[01:32:15.400] BGMとかめっちゃおレベルみな40に
[01:32:17.280] なったいいねあとこの2匹をどうにかし
[01:32:19.800] たいの俺はエスパータイプとなんか飛行
[01:32:22.080] タイプなんか複合のなんか2つタイプ持っ
[01:32:25.000] てる飛行タイプ入れたいなと思っててま
[01:32:27.400] エスパーはあのユニランでいいじゃん雪が
[01:32:31.360] などうするかだよなの忙しい操作をジイ
[01:32:34.400] 込んでってのは若干無理あった
[01:32:43.320] ねえダブルバトル
[01:32:48.600] か印出タイプロンパタイプ炎上タイプ朝
[01:32:53.400] だす炎上ちょっと待ってえーこれDSつか
[01:32:58.480] ないんだ
[01:33:00.040] けどDSつかない
[01:33:02.760] なあ
[01:33:04.760] うわ待ってあラッキー2gのSDカード
[01:33:10.080] 入ってたこの3DS
[01:33:12.920] ラッキー俺の知らないとこに色々入ってん
[01:33:15.719] だなラッキーこれ使えんじゃんSDカード
[01:33:19.320] 入ってた2Gは大きい笑2g2gの学習
[01:33:24.400] 装置も全体に入らないからこの時代
[01:33:27.320] レベリング大変いろんなもの見つかるた
[01:33:30.920] みようぜ学習装置全体に入らないってどう
[01:33:33.400] いうことありがと学習装置全体に入らな
[01:33:36.520] いって何ハリボテいいですねハリボテいい
[01:33:40.440] ですねハリボテいいです
[01:33:42.800] ねこっちの3DS使ってみるかナイス
[01:33:46.760] レイドですレイドありがとうレド
[01:33:49.639] ありがとうバル君美いっす
[01:33:56.000] いや3電源つかねえ全然だめだ
[01:34:01.040] わ偽はニじゃない偽じゃないこれ今やろう
[01:34:04.600] としてんのは通信交換がしただけだから偽
[01:34:07.639] じゃない
[01:34:09.080] ようしがいたかここにあるちゃうねんここ
[01:34:13.000] にあるねんここにもあのモニターがあんね
[01:34:16.880] ここに
[01:34:17.920] あのの画面はこっちに出してるからレとか
[01:34:20.679] こうやって見
[01:34:22.719] てんりちゃんもありがとうりちゃんも
[01:34:26.040] ありがとう
[01:34:27.639] ありがと
[01:34:36.760] 殴っそうださんそうだよ俺
[01:34:43.960] ある
[01:34:46.440] あるありてるみ
[01:34:54.440] これレアですよ今これ結構レナ上がってき
[01:34:56.600] ますねこれねり曲がらない3DSフラット
[01:35:01.239] なやつ2DSでええやんええやんええやん
[01:35:04.880] こっちのが早いよこれ電源つくはずこれ
[01:35:08.159] はんじゃポモ
[01:35:11.400] て懐かしい
[01:35:14.520] 一瞬もうどれも全部電源つかねもボテです
[01:35:22.639] ねブあお4Gの4Gの入ってた
[01:35:28.440] わ4G入ってたこっちやったするのが嫌っ
[01:35:32.159] て人のためにねダーリン繁盛ダーリン繁盛
[01:35:37.199] ダーリンいや2DSのが早そうな気がする
[01:35:45.920] よ電源つくのこれマジだしねえなちょっと
[01:35:50.800] 置するわでる放置しないとだめだ
[01:35:59.119] ねかなんかとかぶって2度時安かったのに
[01:36:02.960] 話題ならなかったなそうな全然話題になん
[01:36:05.600] なかったんだよ話題になんなかった携帯
[01:36:07.440] ゲーム機ってのは後々に高くなるんだ
[01:36:10.040] よちの高く
[01:36:13.679] なる
[01:36:15.760] あのPSP5とかね知ってるみなPSP5
[01:36:20.679] ってこれPSPをシってする
[01:36:24.639] やつあれめっちゃレアだからなスプああれ
[01:36:28.320] 欲しかったな体みたいなやつそうそうそう
[01:36:30.960] そうそうでいい人気出なかったやつそう
[01:36:35.320] それの筆頭がそれの筆頭がゲームボーイ
[01:36:37.840] ミクロねゲームボイミクロ誰も買わんかっ
[01:36:40.560] たのに今すんげえ高い
[01:36:42.920] から5持ってる9えいいなPSP5ププ5
[01:36:48.719] 持ってたけどレアなあれめちゃめちゃレア
[01:36:50.719] だよ
[01:36:51.360] 今あれめちゃめちゃレア今持ってる人い
[01:36:54.320] ないよね自分の周りにもなかったミクロは
[01:36:57.960] なそうわ持ってるミクロ持ってる2DSも
[01:37:01.800] 持ってるPSP5はけないよねPSP5が
[01:37:06.280] ない時マジかい売ってもたわうわもったい
[01:37:09.080] ねえ今売ったら相当高いよ
[01:37:12.679] あビレッジブリッジ来ましたこんばんはあ
[01:37:17.040] 当時小学
[01:37:18.719] 生ってなかったから性高い
