[00:00:06.080] ハリボテあげだねハリボテあげだね針ボテ
[02:39:27.640] 行きたい
[02:39:28.340] [音楽]
[02:39:34.200] なみんなに会いたいな会いたいよ
[02:39:38.580] [音楽]
[02:39:50.520] 配信はピエロになってなんぼという自分
[02:39:53.120] なりの美学を持って
[02:39:58.840] いる1人だけつっぱしれじゃん
[02:40:05.840] 笑笑いいぞいいぞもっと行けそうなんだ
[02:40:17.090] [音楽]
[02:40:31.279] あと声が
[02:40:34.240] でかいカラーボールのエピソードなど人生
[02:40:37.319] において面白い話をたくさん持っている
[02:40:39.960] ことから毎日一生懸命生きていることが
[02:40:42.720] 分かる栃って電車走ってる不屈の精神で
[02:40:46.439] 諦めないと見せかけて折れる時はしっかり
[02:40:48.880] 俺ギャップ寝起きで来るとちょっと優しい
[02:40:52.160] 走ってるよ
[02:40:57.000] 笑笑しすごい音量注意クリップなどどうぞ
[02:41:01.000] ランディなんなら東京まで新幹線通ってる
[02:41:04.880] 走ってる
[02:41:07.160] かドジグビビリドジグビビリドジグビビリ
[02:41:12.080] 普通に顔が
[02:41:15.960] 広いドジしビビリドジビビリドグ
[02:41:22.800] ビビリ面積的
[02:41:27.920] にそれもある
[02:41:32.279] 草
[02:41:39.880] 笑笑ふざけちゃう笑茶げ北海道とちゃまく
[02:41:44.800] の顔とどっちが広いだろう邪ゲームことが
[02:41:48.080] 一番すごいぞ流せ流せおかりごめん全然
[02:41:52.479] 良いところなかったあんなことねえと
[02:41:54.520] ふざけんなよありがとうどうもこんばんは
[02:41:57.640] 何の話したのお前ら笑笑何の話してたんだ
[02:42:01.960] よどれどれどれも理由すごかったぞチッ
[02:42:05.880] 遡って
[02:42:07.880] みすごかったよあのきちゃんこんばんは
[02:42:11.000] のきちゃんこんばんはやるよただ3DSの
[02:42:14.279] 調子が悪すぎて1回ちょっと電源切って
[02:42:16.439] 放置してる最初から見て
[02:42:20.760] 配信兵がかなり凝ってるはい1
[02:42:23.840] ポイント俺を褒めることに1ポイント
[02:42:26.200] あげる
[02:42:27.560] わ財布なくして何も盗まず盗まれずに届け
[02:42:31.479] たこととこすごいいや俺がすごいわけじゃ
[02:42:34.520] ないそ俺がすごいわけじゃないだろそれ改
[02:42:38.200] できたりポケモン投だったり特技たさはい
[02:42:40.160] 1ポイント1ポイント積極的に企画する
[02:42:44.080] チャレンジ精神はいポイはい1
[02:42:48.120] ポイントすごなんでお前ら他おいお前らも
[02:42:51.640] 出せよもっとちゃま君が立してちゃま君の
[02:42:54.439] すごいと嬉しいそうだよすごいとこ企画の
[02:42:56.520] アイデアはいに勝てねえよ笑パチパチ
[02:43:00.279] パチパチパチめちゃめちゃ出るね
[02:43:03.000] めちゃめちゃ出るうんとエッドでめっちゃ
[02:43:04.720] 好きはい100
[02:43:06.319] ポイントはいチャビ100ポイントですあ
[02:43:08.760] もうモ勝てないですゆがモが何言って
[02:43:14.439] も女の子のめっちゃ好きは100ポイント
[02:43:17.080] なんでもすいませんもりもいいわ
[02:43:22.910] [音楽]
[02:43:27.520] たん
[02:43:39.340] [音楽]
[02:43:52.279] せ
[02:43:56.080] エギエナジお兄さん
[02:44:01.279] ありがとうありがとうみフォローしないと
[02:44:04.319] そうだよフォーしよなしお願いしますどう
[02:44:06.279] もゲームです今ね3DSのねあの3DSの
[02:44:12.439] あのニトロでねあのこれねこのニトロで
[02:44:16.880] DSのねポケモンの配信をしてるんです
[02:44:19.120] 人生プレイでただなんかすごい調子が悪く
[02:44:20.960] て止まるんすよ画面がめちゃめちゃ止まる
[02:44:24.600] から今ちょっと電源を切ってちょっとだけ
[02:44:26.880] 雑談タイムそして俺が俺がトイレ行ってる
[02:44:30.600] 間に俺がトイレ行ってる間に俺リスナーに
[02:44:33.760] 俺のこと褒めとけつって
[02:44:36.640] 今でかい落ちちゃうからちょっと冷やして
[02:44:40.000] ますそうです落ちちゃうんすよなんかDS
[02:44:43.359] が太ってるになぜかある潔感お前それはさ
[02:44:47.920] おれはにだろ森お前太ってるのになぜか
[02:44:51.560] ある潔か太おデブイコール汚いみたいな
[02:44:54.920] お前それはちょっと言いすぎだわマイナ1
[02:44:58.479] ポイントこれマイナス1ポイントだね太っ
[02:45:01.040] てるのになぜかある清潔感までもね確かに
[02:45:03.640] デブって太ってるだけで臭そうとか清潔感
[02:45:07.840] ないとか思われがちなんすよそれを俺は
[02:45:11.120] 払拭したい俺はそれを復したいデブだって
[02:45:14.800] マイナスされてもみんなりあるぞデブだっ
[02:45:17.279] てデブだってえおしゃれしていいんです
[02:45:19.920] おしゃれでいいと思いますデブだってな
[02:45:21.960] そんな感じですはいで
[02:45:25.600] 何チル別に美味しくもないチルアウトを
[02:45:28.560] 頑張って宣伝してたおいしいよ拳
[02:45:33.200] ちゃっかり正しくできており素晴しあそう
[02:45:36.359] だ拳で正しいの
[02:45:38.040] これダブルおいチルアウト美味しいだろう
[02:45:41.800] がおま俺別に美味しくもない治療アウトを
[02:45:45.080] 頑張って先天ちゃとことかそういうこと
[02:45:46.880] 言うなよそんなことないですよチルアウト
[02:45:49.520] 株式会社チルアウトさんどうもすませいあ
[02:45:52.279] ざに入ってるよなても飲んでるチルアウト
[02:45:56.040] さのよねいや残ってうんち残ってない残っ
[02:45:59.640] てないもうないよもう全部飲んちゃったよ
[02:46:01.399] でも飲んでるよでもペプシゼ入ってる
[02:46:03.840] ペプシゼロは入ってるさケースも送って
[02:46:06.000] くんなって言ってなかった大切に飲んでる
[02:46:09.240] もんねコカコーラだろ笑笑ちゃまだらしな
[02:46:13.479] いって感じが全くない印象ありますたね3
[02:46:17.760] ケース果ダンボール3つは多いよダン
[02:46:22.160] ボール3つは多いよ案件とはいえ案件とは
[02:46:26.560] いえ案件とはいえダンボール3つは
[02:46:29.200] ちょっと飲みきれんよわししかいらおらん
[02:46:31.359] ねんもん1箱何本1箱24本だから60
[02:46:35.120] 70何本だよ7何本多いよ多いよさすがに
[02:46:41.600] 笑24本72本多いよさすがにありがたい
[02:46:46.000] けどねでろありがたいけどね
[02:46:49.600] ありがたいけどねありがたいんですけどね
[02:46:51.680] 多いっすねちょっとねゆシャウトアウト
[02:46:53.720] ありがとうモありがとうナイス賞味期限
[02:46:55.720] 切れてるだろ賞味期限とかないだあれない
[02:46:58.200] てくれてありがとうておひでるか飲み切っ
[02:47:01.240] たんだよねうんありがたいねじみ飲み切っ
[02:47:05.680] たよおいしいしもっと送ってほしい
[02:47:08.479] なかなかつ日1本飲まないしねなかなかね
[02:47:11.640] なかなか飲まないそこに書いてあると思う
[02:47:14.760] でもチルアウト癖あるの分かるよまま
[02:47:17.120] ちょっと癖はあるで確かにな確かに今まで
[02:47:19.920] にない味といえば今までにない味だけどね
[02:47:23.240] なんか大地の味がするよね大地の味がする
[02:47:27.040] よねえランディランディえランディお前何
[02:47:32.880] フイ来ない
[02:47:34.359] のほらほら戻って褒められてえなんでお前
[02:47:38.279] お来ない行きたいなみんなに会いたかった
[02:47:40.120] ないや来るだろは来ないのいや来るだろ
[02:47:45.640] お前来ないのイ12月のはは来るよ来るよ
[02:47:49.720] ねえランディ来るよなえてかランディ
[02:47:53.240] 大丈夫あのまだ言わないけど詳しくは言わ
[02:47:56.040] ないけどまなんで絶対来ると思う絶対来る
[02:47:59.040] と思うよ俺は絶対100%来ると思う
[02:48:01.800] 100%来る理由があるから会いたいもん
[02:48:03.920] まあまあそれはまあいいやまそれはいいと
[02:48:05.600] しま来いよお前開けとけよ12月14日
[02:48:08.160] 開けとけ
[02:48:09.720] よめちゃめちゃボリ俺のこと褒めてん
[02:48:12.399] じゃん配信はピエロになってぼという自分
[02:48:15.160] だ持っフルーツの汁をえたような味そうだ
[02:48:19.080] ねなんかあのでなんかちょっと地面の味
[02:48:21.279] する地面の味って言ったらなんか地面の味
[02:48:24.080] って言ったらなんか言葉悪いななんだろう
[02:48:26.399] 大自然の味がするよね大自然の味うん大
[02:48:28.960] 自然の味がするよね大自然の味ね地面の味
[02:48:32.040] じゃねえや大自然の味がする誰かも土の味
[02:48:35.439] 言うてたな結構うんそう結構
[02:48:39.319] ね栃木行って電車入ってる走ってる言て
[02:48:42.720] なんならお前宇都宮駅お前新幹線止まるよ
[02:48:45.399] 大阪から新幹線で1本で来れるよ来いよ
[02:48:48.200] 大阪から新幹線で1本で来れるから来いや
[02:48:51.359] 来い大地の恵を凝縮しそういうことです
[02:48:54.439] そういうことですそういうことそうこと
[02:48:55.439] そうそういうことですそういうことです
[02:48:56.800] そういうことです大地のあの大自然の味
[02:48:59.920] ですね大自然の味うんまそんな感じですか
[02:49:03.720] ねちょっとからも行けますか長野から長野
[02:49:06.439] 行けんじゃない長野からだってお前だって
[02:49:08.800] なお前だってお前あれやミミミミちゃん
[02:49:11.920] あれじゃないのよあれのお行ったんでしょ
[02:49:15.479] 村のお長野から行ったんだろ来いよ土木も
[02:49:19.080] 来いよ村まほどじゃないかなが言葉選び文
[02:49:24.160] 俺に言えよ逆に村まから来ましたって村に
[02:49:27.600] 言ったみたけますね笑笑新宿行って
[02:49:32.279] からあ余裕だ余裕だよ来いな来いな今車で
[02:49:36.200] 行こうか迷ってる近いからね確かにね
[02:49:39.399] ちょっと来てな本当に頼むよ頼みますよえ
[02:49:43.040] まま何やるかまだ何も分かってないんで
[02:49:44.720] そんなこと言われてもって感じなんです
[02:49:45.920] けどまちょっとおいおいちょっとずつ
[02:49:47.040] ちょっとずつ解禁してきますからねはい
[02:49:48.840] はいはいはいそんな感じでございますね
[02:49:51.200] はいじゃちょっともうゲーム戻ろうか
[02:49:52.960] ゲーム戻ろうかもうこれだいぶDS冷めた
[02:49:55.319] んじゃないこれで止まらなきゃいいけどね
[02:49:58.399] 止まんなきゃいいけどねこれでね頼むよ
[02:50:01.040] 頼む
[02:50:04.040] よよしやる
[02:50:06.560] ぞそんな時間経ったままあまあまあままま
[02:50:10.800] エンジョイ行く1位よ一瞬だったわ一瞬だ
[02:50:14.479] よな
[02:50:16.900] [音楽]
[02:50:19.800] ちょっと待っ
[02:50:21.120] てよいしょバッテリー式の機器は充電
[02:50:24.319] ケーブル差しっぱなし結構危険あそうね
[02:50:27.359] それあ道新幹線から東北新幹線だけで
[02:50:30.800] 宇都宮まこれで落ちなきゃいいけどなこれ
[02:50:34.040] で落ちなきゃいいんだけどな改めてのき
[02:50:36.520] ちゃんありがとうねレイド配信お疲れ
[02:50:40.760] ちゃん実はロムってみたりでやるほさん
[02:50:44.520] たりでかいつかやってやるよ玉ありでも
[02:50:47.800] うんこんばんはあさんこんばんはあのね
[02:50:50.720] なんかDSが落ちたっていうよりこのニセ
[02:50:53.680] トルキャプチャーっていうキャプチャーが
[02:50:55.279] 落ちるんだよなんかしんないけどだから
[02:50:57.840] セーブちゃんとしてあるから多分大丈夫だ
[02:51:00.319] と思うんだけど1回だから1回DSの電源
[02:51:03.640] を1回落としてやって
[02:51:06.319] ますこれで落ちなきゃいいねまゲームが
[02:51:09.279] 止まってるわけじゃないからね映んなく
