[00:00:05.839] 1コメ剣闘1
[01:21:14.199] はえよいしょあ待て俺ブラストバ覚えさせ
[01:21:18.679] にいけないかブラスト
[01:21:20.400] バン5000もくれんのかよよっしゃ61
[01:21:24.400] ぞ
[01:21:27.960] よしよしよしよしいいねいい
[01:21:31.679] よ今度あったら聞いてくるマジで
[01:21:37.560] ありがとうピーマ来たピーマよし炎上発言
[01:21:41.719] すればワンチャン炎上発言ってどういうの
[01:21:45.320] 例えばでも炎上情報俺超嫌いなんだ
[01:21:49.440] よ炎上商法好きじゃないよね俺やだよそう
[01:21:53.719] いうのは
[01:21:56.000] いや自分が本当にそういう考えを持って
[01:22:01.080] 自分が本当にそういう考えを持っててそれ
[01:22:03.400] で炎上すんだったらいいけどなんかさ炎上
[01:22:05.960] 目的でしょうもないことすんのはやだそれ
[01:22:08.880] は
[01:22:13.400] 嫌自分が本当にそういう考えでそれを
[01:22:16.280] なんて言われても構わないっつってさ発信
[01:22:18.040] して延長するんはいいけどねたり水さし
[01:22:21.440] 最悪じゃねえかよ最悪な目立ち方それ
[01:22:30.840] なやだ
[01:22:35.760] よるまあばれるかもなそれそんなことし
[01:22:39.920] なくていいからそんなことしなくていい
[01:22:41.960] から
[01:22:44.639] 両親うちゃん行けう
[01:22:51.360] ちゃん見るほ
[01:22:56.000] 変わりでいけん
[01:22:58.080] べし
[01:23:00.760] ド
[01:23:05.840] よしオオッケはい発はい一発
[01:23:11.639] よしいいねやこんくらいポケモンは
[01:23:14.280] サクサク行かねえと
[01:23:17.560] なこいつなんか回復してくれそうな感じ
[01:23:20.239] するな
[01:23:25.719] あガチさんにフォローされたフォロー返す
[01:23:30.880] べてねもう狩りはしなくて済むんじゃない
[01:23:35.440] どうなんだろもちょっと地獄だから俺も
[01:23:37.280] やりたくねえよもう狩りは
[01:23:41.560] もうもしなくてむんじゃないあボボ
[01:23:45.960] こんばんはボボのあれ良かったよあれあれ
[01:23:50.639] 良かったよてなんか
[01:23:55.400] なんであれtchでやんねんだよTで
[01:23:59.760] やれよ4
[01:24:07.040] 4言い方やだな今のなんかあボボ良かった
[01:24:13.280] よあこれ何行けねえのここあ繋がってる
[01:24:17.400] とこは行けねえ様なんですかこれあそう
[01:24:19.639] いうことあれよかったよ
[01:24:24.800] このおじさんに4万しょうがね別しょうが
[01:24:27.840] ねえべよ負けたんだもんなんで浅みゆって
[01:24:30.880] なんだよ4万4万ポンじゃ違違けけで負け
[01:24:34.280] たんですよ彼女が別そ悪いことしてない俺
[01:24:36.719] は当然の四国当然の結果では嘘だよ嘘嘘だ
[01:24:41.800] から嘘だからあのスタンプやめてスタンプ
[01:24:44.040] 消さない
[01:24:45.719] でペンドラーいい
[01:24:51.840] ねこれ虫タイプだよなこれな行ける
[01:24:55.760] はず
[01:24:59.920] くれあんたポイント
[01:25:11.960] 4そうそうそうでそう
[01:25:15.800] 煉獄煉獄
[01:25:18.239] 50なんか当たるわけないだろポケモンの
[01:25:21.880] 世界
[01:25:22.719] で5000円広告乗せられる誰が払うの
[01:25:27.199] この俺が払うのだったら
[01:25:29.199] いいだったらいいよえ煉獄どうする弾ける
[01:25:34.239] 炎いらねえかなこれ赤されねざ
[01:25:39.440] みろ優しいっていうかにん2かよ
[01:25:44.520] え弾ける炎いらねえか
[01:25:48.679] ないやこれどっちこれ煉獄いる
[01:25:53.239] かップさんのップさんのさんの
[01:25:59.560] ナイスか
[01:26:03.679] よキバか炎どっちかいらねんだよなでも牙
[01:26:06.960] の方がいるべ炎いらい
[01:26:11.080] い煉獄コロア来たね煉獄を覚え
[01:26:15.360] たなんで嬉しいやろちょ嬉しいありがとう
[01:26:19.600] 嬉しいんだけど嬉しいんだけどみんなかと
[01:26:22.400] 思っ
[01:26:23.239] ていやいいんだよニナもおめでとうちなみ
[01:26:27.080] にあ私が好きな人はゼロだけどあ
[01:26:29.199] パスワード探してんの今俺はボボ
[01:26:32.159] ありがとうねサブスクギフト
[01:26:35.600] ありがとうちゃんでおいおいおいおいおい
[01:26:39.400] コロちゃんおめでとうおいおいおい何どう
[01:26:42.600] しためちゃめちゃ何お金余ってん
[01:26:46.600] のお金でも余ってんのか
[01:26:50.719] なはいパワーバンドって
[01:26:54.480] ポボ
[01:26:56.520] ありがとうTwitchで配信をした前
[01:26:59.360] そんなギフトはそんギフトなんかよりもT
[01:27:02.320] で配信をしなさいお金ないよいつも嘘つき
[01:27:05.840] あるだろTwitter見ててうわ金あん
[01:27:08.480] のこのこいつ金あんの思ってる素さが普通
[01:27:11.800] のポケモンに特がああ育ち系ね育成系の
[01:27:16.800] アイテムね
[01:27:30.360] ドラピオンもいいよそこまでなら今日か
[01:27:35.040] よ今日やんの急だなやればいいじゃんこの
[01:27:40.440] モブのコメントルフィみたいだったお前強
[01:27:43.040] そうだな戦おう戦おううるせえ
[01:27:47.679] 行こう煉獄なんて当たんねえよな
[01:27:52.480] 分んでんだよそのぐらいが
[01:27:56.159] よそういうとこやぞお前
[01:28:04.639] ほんまよしよしよし
[01:28:10.199] よしお強いから教えているポケモンの
[01:28:13.360] パスワード4桁の数字最後が90と9が
[01:28:16.560] 判明してます今がサブスクあげる場合は
[01:28:19.280] 邪魔にお金入るの俺がサブスクあげる入る
[01:28:23.280] 入るるれじゃないでも払ってるお金より
[01:28:25.960] 少なくなるからあんま意味ないけど
[01:28:27.960] ね600円払って約350円帰ってくるだ
[01:28:34.400] 俺200実質俺は250円で配れるわけだ
[01:28:37.320] サブスク
[01:28:38.480] を2度でだ
[01:28:41.639] けど1人につき約350円だからね
[01:28:44.600] サブスクはもっと投げろよだからお前
[01:28:49.199] らの
[01:28:54.480] 無理だ
[01:28:56.400] よそうなん
[01:28:58.440] だもっと投げろよもっとお前ガンガン
[01:29:01.320] 投げろサブスクポイント稼げ
[01:29:04.159] よ煉
[01:29:06.440] ちょっとでも600円のうち
[01:29:09.360] のあれだからね350だからねあ止まる
[01:29:15.440] 止まるラテラテちゃんは無理は絶対えらん
[01:29:20.239] ない
[01:29:22.080] よ120投げだからねえ煉獄当たんねえん
[01:29:26.840] だけどこんなもう絶覚えなきゃよかっ
[01:29:30.440] 何何何サブスクは250円らしくて悲しい
[01:29:34.480] んそんなことないよプライムサブスクは
[01:29:36.880] もっと多いよプライムサブスクは普通の
[01:29:39.600] サブスクより多く入るよ多分そんなん読ん
[01:29:42.960] だよどっかで120は無理だなだって
[01:29:46.520] ラッテちゃんはマンチはどうなんだろう来
[01:29:49.600] てんのかなあんまりどっちが正しいその
[01:29:51.840] ローズどっちがえわかんね結構言われてん
[01:29:53.560] のこのローズ
[01:29:55.199] ラテちゃんは1人で一気40とか投げる
[01:29:58.000] からねのキから来た
[01:30:01.560] のあそうな
[01:30:09.199] のし豪だよありゃありゃ豪だよしもちゃん
[01:30:14.199] も俺に80件投げてる
[01:30:16.440] からねランキングってあるじゃん期間にし
[01:30:20.800] てるんだけどセット
[01:30:24.199] 上がんのかなそっちのがみんな投げる気に
[01:30:27.360] なるどっちのがいいのラムも入ってるの
[01:30:30.800] ならよかったそうプライムの方が多い
[01:30:33.159] らしいなんか中抜きが少ないらしいよま別
[01:30:37.119] そんないいんだけどねサブスクなんて
[01:30:39.040] サブスクなか別にしなくてもいいよマジで
[01:30:41.400] しなくていいでも投げれるやつには戦っ
[01:30:44.199] てくけどでも成残せるじゃんまあ
[01:30:47.719] ね投げれるやつには戦ってる来るけど
[01:30:51.119] 投げれない人にくれとは言わない
[01:30:54.440] 俺ブラックジャックと一緒だから金持ち
[01:30:56.239] からは金取るけどちゃんブーちゃん俺
[01:30:59.440] ブラックジャックと同じ投げろ投げれる
[01:31:02.880] やつからは取るけど投げれない人からもう
[01:31:05.480] ただで回復し
[01:31:09.440] てかっこよかっこいい
[01:31:13.840] だろだからしもキちゃんとかには
[01:31:17.960] たるしもちゃん投げれるよねの方がにもに
[01:31:22.800] 入るチャンスあるまあまあ
[01:31:25.239] ねこれ何どうすればいいよこれあ戦っない
[01:31:29.119] 社会人になったらえ社会人じゃないのミー
[01:31:32.679] ちゃんってやいいマジでサブスなんかし
[01:31:35.480] なくていいよしたい人だけすればいいんだ
[01:31:37.239] よ俺にしろって言われてしちゃだめだよで
[01:31:39.880] も俺はしろって言う
[01:31:41.159] けど騙されんなよそのお金で俺はゲームを
[01:31:44.280] 買ってるんだから騙されんな
[01:31:48.360] よでも俺収益貯めてるからなイベントの
[01:31:52.920] ために子供は小遣い削って
[01:31:58.600] サブやめてくれよ子供に小遣いやれよ
[01:32:02.600] じゃあ違う俺12月にイベントやるから
[01:32:05.880] それのために貯めてんだよそれでグッズと
[01:32:07.560] か作るからさペイパル使えるとこだったら
[01:32:10.440] さそのまま収益で作れるからそれで作ろう
[01:32:13.159] と思って今貯めてんだよ配信続けろよ黒人
[01:32:16.320] になるわけないだろ配信
[01:32:18.880] がこんなもんは金のかかる趣味なんだ
[01:32:24.159] 配信なんてめちゃめちゃ金かかるからな
[01:32:26.159] ゲーム買わなきゃいけないんだ
[01:32:29.320] もんちびまるこちゃんデラックスクイズ
[01:32:31.920] リクエストしようとしてるやついるしな
[01:32:33.760] 460まだからな買えるわけねえだろバカ
[01:32:36.880] 誰がお金落ちよどうやったらお金て
[01:32:40.080] もらえるんですか
[01:32:41.480] 笑笑ドネル乗せてよねドネル460ドネル
[01:32:47.480] なそうあのネオジオっていうゲーム機の
[01:32:51.639] ちびまるこちゃんデラックスクイズって
[01:32:53.199] やつがあんのよ460まね中古価格最終家
[01:32:57.199] とったらお金になるよ払はなければ
[01:33:02.080] いい買うわけねえだろ無理だよ買えるわけ
[01:33:05.239] ねえだろふざけんなふざけんな買えねえ
[01:33:11.840] よ変えるわけねえだろ460
[01:33:18.600] なんて変えてもリクエストゲームで変えて
[01:33:21.320] もね
[01:33:25.560] 無理無理無理
[01:33:28.040] 部屋あねそんなことないんだ全然全然
[01:33:30.960] そんなことないこの部屋なんか過ごそうっ
[01:33:33.600] て言われるけど全然そんなことなくてうん
[01:33:36.920] 全然全然だ言ったてプライトなんてさ普通
[01:33:41.400] のより全弱いからね
[01:33:47.719] 光
[01:33:49.760] のんとん
[01:33:54.239] ねよ
[01:33:55.280] な配信まだ見てんのか
[01:33:58.400] な4つのうち3つは同じ数字省略004
[01:34:03.560] ってことかじゃ004ってことんおボボ
[01:34:07.480] もうマジでそんな3件もくれんの
[01:34:09.360] ありがとうボボありがとうで何この
[01:34:12.320] URL本当に置いてびっくりこれな480
[01:34:16.080] ちゃんえボボありがとう
[01:34:24.280] で480かよで40しとるやらに埋めたえ
[01:34:28.520] ありがとうボねねボボってさ雪山人狼とか
[01:34:32.560] できんの今度さバルちゃんとかも誘って
[01:34:35.280] やろうかなと思うんだけどさボボできない
