[00:00:06.040] 1コメは俺
[01:22:01.480] まあでもいかコイルレベル上がるし
[01:22:04.639] な
[01:22:08.960] オオオまあまあいいんじゃないまた
[01:22:11.560] ちょっとごめんまた戦うわこいつ1回これ
[01:22:13.080] 回復に戻るから俺またまたこいつ戦うこと
[01:22:16.040] になるわナイスちょっと待ってこれ
[01:22:19.719] さ自転車使おうか自転車自転車使おうか
[01:22:30.239] これ何個も道具登録しておけんだああ便利
[01:22:35.600] これ便利だ
[01:22:37.760] な前は1個しか登録できなかったもん
[01:22:42.320] ね
[01:22:46.920] 早いめちゃめちゃ危ないけどねこんなとこ
[01:22:49.920] 自転車飛ばす
[01:22:51.320] のこんな歩者いっぱいいるとこに
[01:22:56.440] なんだお前なんだお前じじ一般通過じ
[01:22:59.440] ずっと戦い続けてればいつくしか強くなっ
[01:23:01.320] ているだろうなんだ
[01:23:08.719] こいつ回復しますか1回
[01:23:15.440] ね
[01:23:20.800] おし次ライモンシティじゃんあれだな
[01:23:23.639] ライモンシティ
[01:23:25.040] 確か電気タイプだったっけカつれだよね
[01:23:29.480] カレカみれなんだっけそんな感じの同じ
[01:23:32.360] リダだよな確かなこの街は1とあんま
[01:23:35.760] 変わってないから覚えてるそうねえてか
[01:23:38.080] これワンと変わってる街街の順番はさ
[01:23:42.000] 変わってるけど街自体は
[01:23:44.400] そんなカツ好きカツもエロ同人いっぱい
[01:23:48.120] ありそうだもんね
[01:23:50.480] なんかなゼブライカとかだろあ
[01:23:56.080] コ育てて正解じゃない地面タイプだもんね
[01:24:02.800] 知ら知らねえよエロ同人ソムリ
[01:24:11.400] がもうこいつ勘弁してお前なんなんだよ
[01:24:16.159] お前早く早く強く育てるにはうのがですよ
[01:24:23.320] ねお上ってこいよ毎回レベル16の相手
[01:24:26.280] すんのだりんだ
[01:24:27.560] よこれ100回ぐらい戦ったらどんどん
[01:24:30.120] 強くなるとかあんのかな鬱陶しいのこいつ
[01:24:33.800] 鬱陶しい
[01:24:40.840] のもう一発だからちょいちょい
[01:24:49.520] ちじゃあえコイル出すかな
[01:24:54.920] 今日ちょっとみんなレベル30ぐらいまで
[01:24:57.320] 持ってきたいねちょっと
[01:25:02.520] ねこなせば強くなれると信じてる無
[01:25:06.440] ポケモントレーナーま間違ってはないんだ
[01:25:08.760] けど
[01:25:10.800] ね今日朝までルト今日朝まで朝までだから
[01:25:14.040] 今日あれだよあのなんだっけえっとリオル
[01:25:17.440] は進化させるよ朝4時以降じゃないと進化
[01:25:20.000] しないんだってそれまでに夏最大まであけ
[01:25:23.119] たい
[01:25:24.639] 思うけどな上がってると思うけど
[01:25:27.679] ねこういう家入ってくちゃんとだこういう
[01:25:31.360] 家入るとまた安子で襲われるんだよなノ男
[01:25:35.719] ここちょっとあやってきますかねポケモン
[01:25:38.480] 鳴き声
[01:25:39.480] もおめえ俺よりうまくできんのねえまさか
[01:25:44.760] ライバルいたわおいちょっと待お前俺より
[01:25:48.760] うまいわけねえやろなでもあなたが連れ
[01:25:52.400] てるポケモンの鳴き声
[01:25:55.360] はあなたが連れているいや分かるよ分かる
[01:25:58.400] よえテ
[01:26:01.400] ねお前俺の方がうまいよ俺のがうまいよ
[01:26:06.119] ポケじらしポケモンセンターー
[01:26:09.480] のにに俺には勝てねえだろお俺
[01:26:12.920] めちゃめちゃうめえからなの戦闘ポケモン
[01:26:15.400] のそうなんだあありがとうありがとう
[01:26:18.320] ナイスナイス情報ありがとう助かる助かる
[01:26:20.440] 助かる悪がきしたって悪がきたってタブロ
[01:26:23.560] してるだけでしょイメージだけで騒いちゃ
[01:26:25.119] だめだよあ出た出たとか言っちゃった出た
[01:26:29.440] とか言っちゃった7ちゃまじゃん7ちゃま
[01:26:32.639] どうもこんばんはなんか同じちゃま一族で
[01:26:35.480] なフォローくれてねよろしくねよろしく
[01:26:37.520] 遊びに来てくれてありがとう遊びに来て
[01:26:40.080] くれてなんかそのなんかなんかめっちゃ
[01:26:42.159] なんかフォローしてくれてフォロー返した
[01:26:45.440] のよそなんかTwitterで7ちゃまが
[01:26:48.440] ちゃまゲームさんからフォロマ来たんだが
[01:26:50.400] 熱すぎる笑笑みたいなびっくり
[01:26:55.080] そん別にそんなんじゃないぜ俺別にそんな
[01:26:58.400] んじゃないよね俺別にそんなんじゃない
[01:27:01.560] からな同じ一族としてれぐれ配信者です
[01:27:05.760] どうもれ配信者あありがとござい
[01:27:11.760] ますありがとうございますいいですね
[01:27:14.159] 女の子にそうやって言われるのは嬉しい
[01:27:15.679] ですね仲良くしてください
[01:27:19.400] ねありがとうございます
[01:27:23.119] ポケットモンスタラッバージョン2人生
[01:27:26.320] 縛り初見でやってますはい死んだら逃がし
[01:27:28.560] ます死んだら逃がす縛りってやつですね
[01:27:31.760] やるぜやる
[01:27:33.679] ぜちょっとそこの君泊まりなさいなんだ茶
[01:27:37.600] 海賊団茶海賊団茶
[01:27:41.520] 族おダニーじゃねえか
[01:27:44.560] よダニーって聞くと俺あれ思い出すわ
[01:27:49.600] あのじのガシのなダニーダニーボーイ
[01:27:55.239] アスキの
[01:27:59.560] ボーカルいやこれリオル進化やお前
[01:28:02.840] ちょっと強ないかダニー馬鹿泣けるからな
[01:28:06.440] おいおいボイがついてねえじゃねえ
[01:28:09.199] か待って嘘でしょ
[01:28:15.920] 笑笑
[01:28:18.639] た
[01:28:21.119] た嘘やろ
[01:28:24.520] ありがとうありがとありがとうああ
[01:28:27.800] さよならパチパチパチパチ
[01:28:34.280] パチパチドジロックさん然ドジロックさん
[01:28:37.920] 然ドジロックさん然ミグロザリオ1番乗り
[01:28:42.880] おめでとう配送配送配送繁盛悪いし繁生
[01:28:48.280] 悪いじ繁盛悪いじボンセボンセボンセ繁盛
[01:28:53.320] ダーリン繁盛ダーリン繁盛ダーリン繁盛
[01:28:56.639] バトレボバトレボ
[01:29:02.119] バットレスか717やばいよ717やばい
[01:29:05.520] よ717やばいよガンバさんゴロゴロ
[01:29:07.840] ガンバさんゴロゴロガンバさんゴロゴロ鬼
[01:29:10.199] かぐ鬼宿かぐ鬼宿風車いつ帰ってくる
[01:29:13.239] だろう笑えよ笑えよ笑えよ鬼で顔鬼で顔鬼
[01:29:16.679] で顔アでド番鬼でド番デド版見習いサイコ
[01:29:19.719] フロア見習いサイコフロア見習いサイコ
[01:29:21.880] フロアどじ逆手どじ逆手ド逆手コメラ
[01:29:24.840] まぶしすぎだろ笑笑くだトコくだにトコ
[01:29:27.679] くだにトコ好きです笑笑ドジビ1くける
[01:29:30.639] ドジビ1ケルドジビン1くけるドジビ1
[01:29:33.400] くけるドジビ1くけるドジビ1くける5分
[01:29:36.360] で帰ってくるか飛ばするかドシジムプドジ
[01:29:38.800] ジムプドジしジムプだめダメダメダメダメ
[01:29:41.400] ダメドジシフドジシフドジシフガンバさん
[01:29:44.159] SE見なけろパチに見なけろパチに見
[01:29:46.360] なけろパチにドジビべドジビべドジべ
[01:29:49.360] 見習いゆらゆらパカパカ見習いゆらゆら
[01:29:51.119] パカパカ見習いゆらゆらパカパカ村か長
[01:29:53.400] トレイン村8トレイン村か8トレイン
[01:29:55.920] ドジン1コドウ1コドウ1コ村8個村か8
[01:29:59.560] 個村か8個グググググググリノダリノダ
[01:30:03.040] リノダ村8mる村か8mる村8mる見習牛
[01:30:07.440] さんは見習牛さんは見習牛さんは村8m
[01:30:10.760] アボ村8mアボ村か8mア村8mありか村
[01:30:15.440] 8mありか村8mありか村かパチパチパチ
[01:30:19.280] パチパチパチ
[01:30:21.960] パチパチパチ笑笑もう帰ってきた笑笑
[01:30:28.119] 笑笑ドジしビビりドジビビリどじしビビリ
[01:30:32.639] ちょシグビビリドジドジビビリちょええ
[01:30:38.719] もうじゃあ今日朝までやる意味なくなった
[01:30:41.320] じゃふざけんなよ俺喜びさんで朝しか進化
[01:30:46.520] しないっつうからロザリオ育てたのによ
[01:30:49.119] もう死んじまったじゃねえかよ2度と朝来
[01:30:51.440] ねえよこいつにはふざけんなよ嘘だろ1番
[01:30:55.840] 気に入ってたろね
[01:30:58.440] もうリオルまた捕まえいやでも俺もう1匹
[01:31:01.520] 捕まえるそれなんか
[01:31:03.600] 違くてポケモンって出会いじゃんロザリオ
[01:31:07.080] にだってえだってさロザリオ
[01:31:10.679] 2えだってさ出会いじゃんポケモンって
[01:31:15.199] そんなもんじゃないでしょロザリオは
[01:31:17.719] ロザリオしかいないんだよみんな俺だめだ
[01:31:22.360] ロザリオでしかちょやっぱダメだな忘れ
[01:31:26.320] らんねえよ
[01:31:28.800] もううもう最悪なんだけどマジででてめえ
[01:31:34.960] 見てなしかも同じリオルでやられてんだよ
[01:31:37.760] 偽物がよてめえ見てなバカになんで俺が
[01:31:41.280] やられなきゃいけねえん
[01:31:42.960] だ最悪え何さっき急所に当たったね急所に
[01:31:47.679] 当たってたこのリオル強奪
[01:31:51.440] しよう買った方が物だ
[01:31:55.400] 勝った方がホモってなんだ
[01:31:57.760] よ本物う
[01:32:00.920] もうめっちゃ気に入ってたのにおいもう
[01:32:07.719] もなもうだって今日今から新しいリオル
[01:32:11.080] 育てたってさ朝までにナキの満タン行か
[01:32:13.800] ないでしょグレムブうわマジくばれこいつ
[01:32:19.679] マジおいダニーくばれよマジでお前許さ
[01:32:23.239] ねえからなあ名前覚えたかんな名前覚えた
[01:32:27.800] わうわ格闘とか結構重要や
[01:32:34.320] でダニ爆これくばれマジでえ
[01:32:42.080] えまた帰ってくるよ
[01:32:46.280] ダニ
[01:32:49.080] もう返して
[01:32:51.560] よ返して
[01:32:58.920] ちょっとこれアケ取るわアケ取っていい
[01:33:02.880] アンケとる
[01:33:07.040] えっとロザリオ2行くかどう
[01:33:11.080] かあごめんなんか変なことしちゃったあれ
[01:33:13.280] ごめ変なことしちゃっ
[01:33:14.600] た変なことったごめんなんか
[01:33:17.600] サブスクライバーちゃった
[01:33:20.239] ごめんボン間違えたボン間違えたおいおい
[01:33:24.560] おおおいちゃうちゃちゃ被ってるかぶっ
[01:33:26.199] てる被ってる被ってる被ってる違うかぶっ
[01:33:27.760] て俺も戻してあ草いやなんかもう
[01:33:30.760] ぐちゃぐちゃなんかもうぐちゃぐちゃだよ
[01:33:32.920] ぐちゃぐちゃだよもう向こうねもういじん
[01:33:35.080] だよもういじんだよもういじんだよ向こう
[01:33:36.679] ね笑笑向こうねごめんごめんごめんボタン
[01:33:40.360] 間違え
[01:33:42.920] た
[01:33:44.880] ちょっとアンケ取って
[01:33:47.679] いいアケ取るよコメントできなかった
[01:33:50.840] ごめんごめんごめいやできるやろお前サブ
[01:33:52.440] してんだから
