[00:00:08.679] T
[01:59:34.159] 卵ドロドロの卵こうズルズルって食うやつ
[01:59:37.920] ね
[01:59:39.599] わかるジブリは飯マジでうまそうだから
[01:59:43.720] [音楽]
[01:59:58.320] 久しぶりに見るブりがいそうなんだそうな
[02:00:01.760] んだよマジで
[02:00:03.679] なマジでさジブリのさなんでジブリ
[02:00:07.159] サブスク解禁しない
[02:00:13.480] のなんでさあのVODに来ないのれ
[02:00:18.810] [音楽]
[02:00:22.960] まあれやっちゃうと地上波であのあの地上
[02:00:26.159] 波のあのなんだっけ金曜労働省の存在が
[02:00:30.320] なくなってしまうかららしいけどそれそれ
[02:00:32.800] がなんかあの金曜
[02:00:36.280] 働が海外はだからないからね金曜労働そう
[02:00:41.280] だから俺の友達あれだわジブ満たすぎて
[02:00:44.679] なんかあのロッパのなんかサーバーしてた
[02:00:52.159] であのNetflix開くと
[02:00:56.199] Netflix開くとあの見れるんよマジ
[02:00:58.960] でで言語選択で普通に日本語あるからおい
[02:01:02.920] これでいつでもジブリが見れるぞって言っ
[02:01:05.159] たけどそこまで
[02:01:08.920] するガチすぎるガチ勢すぎるそんな好きな
[02:01:13.440] んだったらDVDボックスブーレイ
[02:01:14.960] ボックス買えよそこまででブーレイ
[02:01:18.280] ボックスとか買った方が早えだろ
[02:01:20.920] 欲しい俺も欲しいなブルーレイボックス
[02:01:23.520] ただブルーレイをさわざわざデッキに入れ
[02:01:26.599] てさ見るほど見るかってそういうもんでも
[02:01:29.960] ないのよなの方がいいよブレの方がいいん
[02:01:32.560] だけどさじゃあそれをお家でやるって言わ
[02:01:35.360] れたらやらない多分買って満足するだけ
[02:01:41.510] [音楽]
[02:01:56.920] 猫の恩返しが見れればなんでもいいよ俺は
[02:01:59.360] 1番好きたから猫の忘れていた目を閉じ
[02:02:04.780] [音楽]
[02:02:07.199] て通あの
[02:02:09.520] 最高やっぱ通じあのだよな
[02:02:15.990] [音楽]
[02:02:27.800] 最近見たいと思っとったけど結局見てない
[02:02:31.960] わ何が何
[02:02:34.100] [音楽]
[02:02:36.560] があれなんか聞かあれなんか聞いてなく
[02:02:40.390] [音楽]
[02:02:45.040] ない猫の恩返しあ猫の恩返し猫の恩返しは
[02:02:49.440] いっちゃんいいんだ
[02:02:50.840] から猫の恩返しがあればなんだぶっていい
[02:02:53.480] んだ
[02:02:54.360] [音楽]
[02:02:59.719] からあれあの耳をすすのさあのしずくがさ
[02:03:04.960] 大人になって書いた物語っていう設定なん
[02:03:07.400] だよ
[02:03:07.620] [音楽]
[02:03:09.960] あれなんやねん
[02:03:15.760] これいや当たんねえよ耳を済ませば
[02:03:20.360] ちょうどこの前見た
[02:03:24.079] コンクリートロードはやめといた方がいい
[02:03:25.960] と思うぜやなやつやなやつやなやつやな
[02:03:29.239] やつやなやつやなやつやな
[02:03:31.960] やつっていうやつ
[02:03:34.920] ねやなやつやなやつやな
[02:03:39.650] [音楽]
[02:03:45.360] やつや
[02:03:48.460] [音楽]
[02:03:55.000] あれの総学会のマットがあって
[02:03:59.199] な見てた昔よくあれの総学会の
[02:04:05.000] マット総学会はやめといた方がいいぜやな
[02:04:08.440] やつやなやつていう
[02:04:11.159] やつ耳をすすの総画学会のマットで目を
[02:04:14.920] 覚ませばって
[02:04:17.159] いうタイトルもいいんだよな目を覚ませば
[02:04:22.680] [音楽]
[02:04:25.440] 目を覚ませばだから
[02:04:27.400] ねこっぱやめやめよ怒られる怒ら
[02:04:30.860] [音楽]
[02:04:35.000] れる絶対超えられん
[02:04:39.880] ここの誘マニュアルが起きてたって画像
[02:04:43.119] 保存した
[02:04:45.920] よアムのカマニュアル
[02:04:52.239] あるよねあいうの
[02:04:53.090] [音楽]
[02:04:55.559] ねマッに外れなし橋本先生ゲーム面白い
[02:05:00.880] ですか誰橋本
[02:05:05.559] ビッア
[02:05:09.440] ニューヨーク魔法だマハロだ魔法だマハロ
[02:05:14.430] [音楽]
[02:05:21.640] [笑い]
[02:05:23.679] ヨガ
[02:05:25.360] フレイムいやもうやめようやめよみんな
[02:05:28.159] わかんない人いるからいっぱい何言ってん
[02:05:30.040] のかなってなる
[02:05:32.010] [音楽]
[02:05:41.199] からやばいやばいやばいやっちただだこれ
[02:05:45.880] なこれもうこんなもあかあかあんかかん
[02:05:56.760] しばたしばたしばたでんでんバタタしん
[02:06:03.990] [音楽]
[02:06:30.119] どンクラチくいます
[02:06:32.680] [音楽]
[02:06:45.800] かギター
[02:06:53.070] [音楽]
[02:06:56.119] こんばんはこんばんはこんばんはわわわ
[02:07:00.400] [音楽]
[02:07:06.199] わんで腕いつまでも上げてんだ
[02:07:10.920] こいつ下げおーもう全然当たんねえやん
[02:07:15.480] 攻撃が
[02:07:16.630] [音楽]
[02:07:20.000] これろ下げ
[02:07:23.719] ない下げてよ
[02:07:26.880] 腕何それ
[02:07:30.620] [音楽]
[02:07:44.119] は年越と
[02:07:49.159] 定え
[02:07:51.719] あれ訪れがひどくてできねえ
[02:07:56.340] [音楽]
[02:08:03.719] あいやこれ地道すぎる
[02:08:11.340] [音楽]
[02:08:28.079] 死ぬほど時間かかるぞ
[02:08:29.470] [音楽]
[02:08:34.840] これ
[02:08:37.159] あいいタイミングで手あげんなお前
[02:08:43.550] [音楽]
[02:08:51.599] うえ
[02:08:59.520] くそこれで4時間かかるわ
[02:09:06.760] あとくそお前マジ
[02:09:10.020] [音楽]
[02:09:19.199] でならうなんていゴ分やな
[02:09:24.520] 危ない本当だよたお前ベルギムいいよ
[02:09:27.679] じゃん
[02:09:29.079] こいつベルギムいよじゃん椅子に変わって
[02:09:32.040] あよしよし
[02:09:33.470] [音楽]
[02:09:37.280] よしなんなろこいつマジ臭い
[02:09:41.360] のああ
[02:09:46.679] ベルギムリズレドキロロ
[02:09:50.320] や誰もピント来てないやんなん
[02:09:54.239] でおマジガッシ見てこいやなんで誰も
[02:09:58.679] ピント来てねん
[02:10:01.280] だリズレキロだろうがあじゃないんだ
[02:10:06.840] よベルギムよだろう
[02:10:10.159] が椅子に座って戦うつったら鋼お最悪やで
[02:10:16.040] 最悪
[02:10:17.050] [音楽]
[02:10:21.520] いけないわはがれみたいなやつや
[02:10:27.320] それ笑笑一番最悪の言い方
[02:10:32.719] が大体少年漫がみんな鋼みたい
[02:10:36.250] [音楽]
[02:10:41.719] なベルギムeoっていう椅子に座った魔物
[02:10:46.520] みてがいいんだよ魔物がすんげえでけえの
[02:10:49.800] がバカ強えのがいいんだよ
[02:10:54.800] あれウォンレイ死んだかん
[02:10:57.480] ねウォンレイあれで負けたんだよな椅子に
[02:11:01.360] 変わって置きのね王はベルギムEの王は
[02:11:05.000] 椅子に変わって置きよ
[02:11:08.250] [音楽]
[02:11:13.440] ね第1帯フリーザみたいなもんかどういう
[02:11:18.119] ことあごめんやめて俺知らないから俺の
[02:11:21.800] 知らない漫画の話題出したら怒るよ知らん
[02:11:24.440] 知らん
[02:11:30.330] [音楽]
[02:11:34.920] 何当たっちゃうのよそこ
[02:11:39.119] なあもう終わった無理
[02:11:43.050] [音楽]
[02:11:46.159] やもうここ飽きた
[02:11:50.239] よ近新しい漫画読んでる漫画読んでないな
[02:11:56.280] 最近なんかさ
[02:11:59.320] 漫画漫画読めんなったわ
[02:12:04.719] そのアニメじゃないと無理になっちゃった
[02:12:07.639] 漫画ってなんか読めなくなった昔みたい
[02:12:11.400] に魔界のエって
[02:12:14.120] [音楽]
[02:12:16.360] 何魔のってなんかそんな持ってん
[02:12:20.159] の契約かもしれんアニメじゃないとなんか
[02:12:24.480] ったまアニメは飯食いながらとかなんかな
[02:12:29.679] んだろう合間にを見れるやん合間
[02:12:33.440] に漫画をさ手に取ってさ読むのが好き読み
[02:12:39.320] 終わんねえもん俺まあ確かに読み終わん
[02:12:42.599] ない漫画
[02:12:46.000] はなんか漫画読んでない
[02:12:50.119] ねアニメになんないと自分のなんかその
[02:12:53.000] なんの情報として入ってこない今ジャンプ
[02:12:55.639] で何乗ってるとか全然わかんないわ集中し
[02:12:58.559] て早く読みたいは
[02:13:00.840] あそれこそあれじゃないのでもその終わっ
[02:13:03.840] た漫画しか読めなくないチェンソーマンは
[02:13:07.119] 俺ネットであの買って読んでたんだけど
[02:13:09.679] もうなんかもう全然続きがちょっともう
[02:13:12.679] 待ってる間に熱が覚め
[02:13:15.079] たガッシュにもそうなんだよ終わってから
[02:13:17.719] じゃないと読めねえ
[02:13:20.119] わ待ってる間にそれはあるああ忘れちゃう
[02:13:24.880] もん新しい新刊が2巻ぐらい前から読ま
[02:13:28.040] ないと
[02:13:29.800] [音楽]
[02:13:32.960] なんかいやマジででももっと高校生の頃と
[02:13:36.079] かめちゃめちゃ漫画買ってたんだけど
[02:13:38.150] [音楽]
[02:13:39.880] なもう今なくなっちゃったもんな
[02:13:56.840] 言うてアニメも見てない
[02:14:00.239] けど読みたいの多すぎてつけれない何読み
[02:14:03.920] たいの今読みたい漫画
[02:14:07.440] 何今おすめのねこれ
[02:14:10.900] [音楽]
[02:14:15.719] 何えこれ
[02:14:18.440] 何ええあええなんか回復できたよポン
[02:14:23.440] ポンってなん
[02:14:27.760] であれがまさか闇のエというやら
[02:14:32.119] かだとしたら絶対今じゃなかったな使うの
[02:14:35.440] だった絶対今じゃなかったね使うの満タン
[02:14:38.679] で来れた時にさ戦いながら使うべきだった
[02:14:41.440] よな回復縛ってたわけお今までそうだね
[02:14:44.679] 回復縛ってたとこだ使っちゃった
[02:14:48.559] よわかんないもん使っちゃって
[02:14:56.110] [音楽]
[02:15:07.079] それこそナルトとか読みたいああナルトは
[02:15:10.639] もう俺でも前回読んだから
[02:15:14.159] ナルトナルトナルトの最終あたりがもう
[02:15:17.880] 漫画全盛かも俺あキングダム
[02:15:21.800] 長すぎんねんあれ俺な30巻ぐらいまで
[02:15:26.320] 持ってたなうん実家出る前だ
[02:15:29.719] けどもう売っちゃった実家実家出る時に
[02:15:33.000] 持ってけねえつって漫画全部売っちゃった
[02:15:35.320] んだよそこで色々持ってたんだけどな
[02:15:38.840] スケットダンスとか持ってたんだけど全部
[02:15:40.719] ちゃった
[02:15:42.599] なもう実距離長いからね実より長いって
[02:15:47.239] なんで危ない
[02:15:49.920] 危ないそんな長くねえ
[02:15:52.100] [音楽]
[02:16:04.119] だろキングダム難しそうなイメージあるえ
[02:16:07.679] キングダムめっちゃ熱いよめっちゃ
[02:16:10.760] 泣けるたうぜえあれに当たんの
[02:16:16.620] [音楽]
[02:16:25.880] 腕下げろ
[02:16:27.599] や腕
[02:16:32.359] 下げがになったんだ
[02:16:36.160] けああなんかそうなんか結婚かなんかで
[02:16:40.359] なんかなんか親戚かなんかになったんだよ
[02:16:42.800] ね確かね違ったっけ
[02:16:46.670] [音楽]
[02:16:51.319] これ切りなく
[02:16:52.870] [音楽]
[02:16:59.519] ねナルトの双の漫画は全持ってちゃうああ
[02:17:03.599] なんかあるねナルトのあの岸本先生の弟
[02:17:07.120] だっ
[02:17:07.840] [音楽]
[02:17:11.880] けあうぜえなこれ当たんねえよ
[02:17:20.040] [音楽]
[02:17:37.800] くそにゃ間に合わ
[02:17:42.750] [音楽]
[02:17:46.280] ねえくそだなこれマジで
[02:17:50.209] [音楽]
[02:17:58.479] 下げろ下げろ下げないか危な当たっちゃう
[02:18:03.040] だあ
[02:18:08.200] [音楽]
[02:18:15.679] なげろ
[02:18:20.400] [音楽]
[02:18:25.120] けろ間に合う
[02:18:27.690] [音楽]
[02:18:39.760] ねや長いよここ
[02:18:43.110] [音楽]
[02:18:48.719] これ間に合わないね
[02:18:51.799] [音楽]
[02:19:05.280] 間に合わ
[02:19:06.459] [音楽]
[02:19:08.930] [笑い]
[02:19:11.960] ねえ
[02:19:13.880] もうなんだこいつ
[02:19:16.679] ダリーナ臭い
[02:19:21.240] はあ
[02:19:26.080] しんど長い
[02:19:28.280] ねくくくくいなどうすんの
[02:19:33.760] あれ投げ
[02:19:39.519] し邪魔どうすんの
[02:19:44.670] [音楽]
[02:19:56.800] あ
[02:19:59.310] [音楽]
[02:20:04.680] 危なミ
[02:20:09.540] [音楽]
[02:20:23.359] よしキングダム読んで欲しいわ読んだこと
[02:20:26.120] ないのみちゃん16巻までとりあえず読ん
[02:20:29.160] でみていっつも言うねんキングダムどう
[02:20:32.319] なんていう人にとりあえず16巻まで
[02:20:35.640] 頑張って
[02:20:37.319] 読16巻まで
[02:20:39.720] 読もうおれお疲れさんこんばんはむい
[02:20:43.660] [音楽]
[02:20:45.920] これてるおもろいでまでとかじゃなくて
[02:20:51.120] 16巻もおもろいけどね16巻までも16
[02:20:54.040] 巻で俺はああ神の漫画なんだこれはと思っ
[02:20:57.880] たま結局最後まで追ってないけど長すぎ
[02:21:01.800] だけ見たことある間違った楽しみ方だな
[02:21:05.080] それそれ間違っ
[02:21:07.280] てるえそあれだろ
[02:21:10.240] あの本田翼の君の想像通りだよのやつ
[02:21:14.479] でしょああれはあれはだめだ
