[00:00:04.799] 1個目2日目検討1波と2検討1波と来
[01:26:48.199] たれてもうレベル上げしたくないもう飽き
[01:26:52.119] たもうやだ
[01:26:54.800] レベル上げしたくない
[01:26:56.180] [笑い]
[01:26:59.080] [音楽]
[01:27:03.560] よ泣かないよもレベルげしたくないやだよ
[01:27:08.719] もう下積みもいつまで下積みなんだ俺はよ
[01:27:12.800] いつんなったら茶売れるんすか売れそう
[01:27:16.280] 売れそうと言われて早2年72とかのコえ
[01:27:22.280] チョコてか
[01:27:24.360] もそれで苦手なんだけどなんかさ苦いのっ
[01:27:26.960] て酸っぱく感じるやん俺その酸っぱさがや
[01:27:29.239] なんだ
[01:27:30.760] よきだけどローソンに言っ
[01:27:36.040] てるもっとじゃもっと押し上げてくれてね
[01:27:39.679] じちゃんに呼んでやってもらうかな
[01:27:43.080] これローソンに売ってるパリパリパリパリ
[01:27:46.440] カカオチョコて知ってるみんなあれ
[01:27:48.480] めちゃめちゃうまいから食べてほしいあれ
[01:27:49.920] カのちだ世界一うまいローソンの
[01:27:54.280] に言ってるパリパリなめらかんパリパリ
[01:27:57.320] なめらかカカオチョコみたいななんか
[01:28:00.719] 50000円玉ぐらいのチョコレート薄い
[01:28:03.560] チョコ知らんけど薄いチョコレートなんか
[01:28:06.760] ちょっとあのビターチョコみたいな薄い
[01:28:10.760] 薄いなんか500円玉ぐらいのチョコが
[01:28:13.320] なんかね何枚か入ってるんだけどあれ
[01:28:15.760] めちゃめちゃ美味しいなんかすごい薄
[01:28:17.639] パリパリで美しいパリパリ
[01:28:22.080] で5枚ぐらいしか入ってない
[01:28:24.679] 少なったコンビなんてしばらく行ってやえ
[01:28:27.800] コンビニにしばらく行かない生活って何
[01:28:30.080] どうやって生活してん
[01:28:31.920] のコンビニ行かないとご飯ないじゃんだっ
[01:28:35.750] [音楽]
[01:28:39.440] て俺も行かないえコンビニ行かない生活
[01:28:44.199] ってなんだよ高いけどねままあままでも
[01:28:49.080] コンビニ行くやろ庫入れるとパリパリなる
[01:28:51.560] よねままでもそのパリパリチョコはね
[01:28:56.119] そんなレベルじゃ
[01:28:57.520] ないま俺タバコ買うためにコンビニ行く
[01:29:00.719] からなタバコ買うついでにさなんかさ
[01:29:05.800] 肉まん買っちゃったりとかさそタバコやめ
[01:29:08.800] たら痩せると思うもん62おちくら
[01:29:11.360] こんばんはねちくらこのゲーム終わらない
[01:29:13.679] んですけどコンビに行っても飲み物と
[01:29:16.199] アイスくらいしかいないかも本当にでも
[01:29:21.119] そう思うじゃんでもさタバコ買うにさ
[01:29:24.560] タバコ売ってる曲があるんでコンビニに
[01:29:27.159] 用事がいや俺もねウェルシアあるんだけど
[01:29:29.719] ねウェルシア売ってねんだ俺の
[01:29:33.760] タバコ
[01:29:35.880] もざけんなこのクソ雑魚クソ雑魚なめくじ
[01:29:39.239] が
[01:29:40.150] [音楽]
[01:29:42.719] よあの
[01:29:45.880] あのシーさんこんばんはこんばんはこえ何
[01:29:50.119] このクソ何やられたの俺笑笑あああも強い
[01:29:55.800] なんでこんな強えのこれ
[01:29:58.719] 何何ガムシャラっ
[01:30:04.239] て何ガムシラって何ガムシラって
[01:30:09.400] レベリング中に誰か死に
[01:30:12.170] [音楽]
[01:30:14.719] そうやだこのゲーム難しすぎる
[01:30:19.280] よ一瞬たりとも気が抜けねえよ足りない
[01:30:22.960] ものだね
[01:30:24.520] に花が咲くとこれだよ力ヘルト威力上がる
[01:30:28.000] んだっけガムラにやれってことだ
[01:30:31.800] なしかりになってやれってこともっと
[01:30:34.800] もっとしかりになってやれってこと
[01:30:38.119] ねえパートナーになれそうランキング2年
[01:30:41.360] 連続
[01:30:42.960] 動なれねえや全然数足りてねえ
[01:30:47.560] やチマゲームはさチマゲームは
[01:30:51.800] さなんか
[01:30:55.119] レベ目指す勢いでレベリングしないと無理
[01:30:57.520] やいやもう無理そんな時間はないよ俺で声
[01:31:00.000] でコメするわああコメしろコメしろドル
[01:31:02.480] 上がったらしいです2ヶ月間になったから
[01:31:04.840] ね今度ね最審査し直せっつうの今現存し
[01:31:09.719] てるプイパートナー
[01:31:12.920] 全員フェアちゃうやんフェアアンフェアだ
[01:31:16.800] よアンフェアめっちゃ
[01:31:19.010] [音楽]
[01:31:20.360] 跳ねる言われ飽きたそれもう
[01:31:24.239] 言われ飽きたよそうやって言ってるやつが
[01:31:26.920] いなくなるんだぞなそうやって言ってる
[01:31:29.719] やつ何人もいたよ俺に対していなくなん
[01:31:32.679] ねんそういうやつからなんあいつらどう
[01:31:37.040] どなんや
[01:31:38.840] ねんパートナーになった後失速してる人を
[01:31:42.280] 再して
[01:31:44.320] もらおうやぱだめだねやっぱ自分の力で
[01:31:47.280] ならないとないつかいきなり伸びるよな
[01:31:50.280] わけないだろうよいいんだよ別に
[01:31:54.480] パナなりいけどの
[01:31:57.880] 一今まで何もいたわ何人もいました
[01:32:03.280] けどちゃまくの配信好きていう女の子何人
[01:32:07.159] もいたんだけどみんみんちゃんといなく
[01:32:10.320] なる
[01:32:15.080] [音楽]
[01:32:23.960] いるのって今は一番好きだよほらほらこう
[01:32:28.080] いうこと言うねん
[01:32:30.360] で今はな今は先のことなんてわかんない
[01:32:36.320] でしょなんでそんな急に現実押してくるの
[01:32:40.560] おめえが一番あれなんじゃねえんけおめえ
[01:32:42.560] が一番いや一生だよって一生あれだよって
[01:32:46.600] 言ってくれる立場なんじゃない
[01:32:49.560] のあショックだわ
[01:32:54.380] [音楽]
[01:32:55.760] チマゲームもよりも面白い配信者見つけ
[01:32:58.119] ちゃうんだろうなそのうち
[01:32:59.600] なこれでいい少なくとも今日も明日も明日
[01:33:03.480] も好きだ
[01:33:04.880] よそれがずっと続くように頑張ります
[01:33:08.199] わってことでタ吸ってくる
[01:33:12.159] わということでタバコ吸ってくる
[01:33:15.650] [音楽]
[01:33:17.320] わということで応援してるリスナーを置い
[01:33:20.320] て置いてタバコタバコ行ってくる
[01:33:24.110] [音楽]
[01:33:27.679] コールのマイルド逃げるな卑もいいだろ1
[01:33:32.159] 本ぐらい吸わせてくれ
[01:33:33.719] やお1本だけ1本
[01:33:37.860] [音楽]
[01:33:39.280] だけ今交感度下がっ
[01:33:43.560] た下がってないよな先っちょだけな
[01:33:47.719] さきっちょだけださきっちょ
[01:33:49.970] [音楽]
[01:33:51.600] だけ爆で2本吸ってき
[01:33:55.040] てたらみんないなくなるぞでもなんだかん
[01:33:58.600] だいてくれんねん知ってんねん
[01:34:00.800] 俺い待ってもうレベル上げる時はもうタ
[01:34:04.320] すぎたくなるんだっ
[01:34:06.190] [笑い]
[01:34:08.070] [音楽]
[01:34:09.960] てだ今年は今年押しといて欲しいな今年
[01:34:14.920] 今年今年はちょっと押しといて欲しいすね
[01:34:17.760] 12月まで
[01:34:21.560] は笑笑
[01:34:24.920] イベントがあるんでいや俺はそのイベント
[01:34:29.320] 来てくれたらもっと俺のこと押せると思う
[01:34:31.119] な
[01:34:31.880] ああそんくらいのことを俺は考えてるんだ
[01:34:35.000] いよちゃまくがいなくてもここは
[01:34:36.960] 盛り上がるそれはそれでそれはそれでそう
[01:34:39.080] 言われるとなんかモク出るモクは出ない
[01:34:41.760] けどモクぐらいすごいのは出る
[01:34:45.600] よみんなびっくりすると思うなえられない
[01:34:49.239] も笑そうだこんばんニコニコしみちゃん
[01:34:52.880] こんばんはダメージすればいいやまその
[01:34:55.119] 教えない教えないけど教えない
[01:34:57.520] けど12月寒いから寒いねしてうんお来い
[01:35:02.320] よえデラコが来てくれんのか
[01:35:06.119] がしまとりまちょっと
[01:35:08.880] 俺すんませんちょっとな今日だなんか
[01:35:11.719] エンジンがなかなかかかんねえな行く可能
[01:35:14.760] 性ありいや行く可能性あるじゃなくて来る
[01:35:16.760] んだよ1円という地獄からはい上がってき
[01:35:20.159] た1兆円なのマジでラに会いたいねラも来
[01:35:24.560] てほしいねまちょっと俺1服だけしてき
[01:35:27.280] ますすいませんタバコ1本吸ってあと
[01:35:30.800] チョコ食べたいからチョコ持ってくる
[01:35:33.239] なんかもや昨日夜中までさじちゃんとさ
[01:35:36.280] 電話してたからさ眠て嬉しいこと言って
[01:35:39.840] くれ昨日よ
[01:35:43.320] あののいねツイートわざわざしたのに
[01:35:48.000] さちゃんから電話かってきてさごんねだけ
[01:35:53.840] 10分だけつって3時まで電話したもん
[01:35:55.679] あいつまもアーシポテチ食べますモンハン
[01:36:00.159] しかしてねえじゃんそうな笑笑だってあと
[01:36:03.280] あれだよえジナーのツイートめっちゃ笑っ
[01:36:05.719] たわ聞き管にのツイートめっちゃ笑ったわ
[01:36:09.159] いやもう見とるや寝るって言ってるよ俺
[01:36:13.360] 配信ない時は俺寝るって言ってるよ全然話
[01:36:17.239] 通じなかった声真似本当好きまちょっと
[01:36:20.360] いいやとりあえずちょっと1服してくる
[01:36:22.360] ちょっとごめん5分休け
[01:36:24.060] [音楽]
[01:36:32.080] いってらっしゃい表向き寝たことにしてる
[01:36:35.000] わけじゃないよってちゃんと伝えて
[01:36:40.880] [音楽]
[01:36:47.239] ねコダック派検討1ピ
[01:36:53.719] T
[01:36:54.850] [音楽]
[01:37:39.960] ねねねビッツ投げる時に通常のやつ以外で
[01:37:42.840] 投げるのってどうやる
[01:37:46.030] [音楽]
[01:37:47.840] の誰か知ってる
[01:37:51.910] [音楽]
[01:37:54.320] どういうこと
[01:37:56.840] 笑笑ビブレ1茶のスタンプとかで投げる
[01:38:01.360] 方法
[01:38:08.360] 笑笑それはできないん
[01:38:13.520] ちゃうそのちゃんのやつはセットのやつ
[01:38:16.400] じゃんできないのか
[01:38:24.520] コマンドみたいな
[01:38:28.410] [音楽]
[01:38:36.239] 感じできるの
[01:38:39.130] [音楽]
[01:38:43.360] コマンドコマンドでやれたん
[01:38:46.340] [音楽]
[01:38:51.320] だシベ金額でハートのビッツが飛ぶどう
[01:38:55.800] やる
[01:38:57.760] [音楽]
[01:39:02.280] の人のスタンプは無理じゃないか
[01:39:06.050] [音楽]
[01:39:12.679] なそうなのか
[01:39:16.430] [音楽]
[01:39:39.440] こんばんは
[01:39:42.159] こんばんは検索してみたけどビック
[01:39:44.880] スタンプの設定とかあるっぽいよ
[01:39:48.350] [音楽]
[01:39:57.040] あるん
[01:40:02.199] だ
[01:40:07.199] 難しいたまに人のスタンプの後に1とか
[01:40:10.480] 入れてるの見るtch何もわから
[01:40:13.679] ないカスタムパートナーチェーリング
[01:40:16.480] スタンプはパートナーが利用可能です
[01:40:21.790] [音楽]
[01:40:27.000] 無理だパートナー
[01:40:30.570] [音楽]
[01:40:34.159] ああ多分オリジナルスタンプのビッは
[01:40:37.360] パートナー
[01:40:38.480] だ逃げろ
[01:40:44.840] お思わぬところでパートナー期待しちゃっ
[01:40:48.159] た
[01:40:50.760] 笑笑笑笑
[01:40:55.239] おかりおかり
[01:40:58.800] おしチョコうま
[01:41:02.400] おりおりなさいあら
[01:41:05.880] こんばんはおり
[01:41:09.719] なさい
[01:41:11.679] なんて何の話した
[01:41:14.639] ん何も話してないですなんだよなんでも
[01:41:18.920] ないのなんだよ
[01:41:21.280] [音楽]
[01:41:24.239] ちゃまくかっこいいねっ
[01:41:27.400] て何の話してん
[01:41:29.470] [音楽]
[01:41:34.440] の私が思ってた何何何て何の話た言ってた
[01:41:41.560] 今日も佐藤剣みたいだねっ
[01:41:44.000] [音楽]
