[00:00:00.120] はい
[01:57:18.000] でちょ見てクソエロないこのこの白飛びし
[01:57:21.400] ないとこで見してるこれうこれはなんか
[01:57:24.599] 毎日やるゲームじゃねえなっていうのが
[01:57:26.360] あってなんかこれの他になんかやりてえな
[01:57:28.440] と思ってんだ
[01:57:29.520] よ候補言っていい候補キタがご同じように
[01:57:34.880] このサイトに助けられてクリアした人たが
[01:57:37.599] コメントしてだってここしかないんだもん
[01:57:40.880] ゲームでも週1だもん
[01:57:44.000] ね
[01:57:46.599] あそうそうそうそうそうあ2020年に
[01:57:50.000] コメント返してるねをやめて久しいのに
[01:57:53.000] コメントありがとうございます3年かかり
[01:57:54.360] ましたね道楽がでやってる作業が遅くて
[01:57:56.440] 見返すともっと楽な方があったかもしえ
[01:57:58.360] もしかしたらこれコメント帰ってくるかな
[01:58:00.639] コメント書いてくっか
[01:58:02.760] な生きてたんだよかった2020年の5月
[01:58:07.239] に返してる
[01:58:08.440] わそ俺もちょ後でこれコメントし
[01:58:12.239] とこうコメントしとこうありがとうござい
[01:58:14.520] ます本当にって帰ってくるかもしれんねね
[01:58:16.840] 嬉しいなそしたら送るだけ送ろうね送る
[01:58:19.360] だけ送っ
[01:58:20.480] とこう帰ってきた嬉しいね結局プレイした
[01:58:24.520] 人にとって道中の優しさと愛の話に関して
[01:58:28.760] それを素直に聞くか笑って麦にするかって
[01:58:31.599] いうのすらゲームデザインとして取り入れ
[01:58:33.760] られていたわご笑って無にしてた
[01:58:37.639] かいやでもあれはあれで良かったよね
[01:58:40.960] すごくね良かったよかったやっとラスハ
[01:58:44.520] 終わったんやなラスハじゃなくてラスハゲ
[01:58:46.760] まラスハルでもラハルでもいいのかメガ
[01:58:48.840] さんこんばんはいやメガさんこれやった方
[01:58:51.159] がいいよだねやった方がいいよこれネタに
[01:58:53.639] してたねゲだよなんかそして優しさと愛を
[01:58:57.679] ネタにしてた神ゲーえでも優しさでもやっ
[01:59:01.960] てるよえやってんのあもうやったことある
[01:59:06.360] んだやったことあんのかめっちゃ神ゲだっ
[01:59:08.679] たマジ
[01:59:10.960] でそして優しさと
[01:59:14.040] 愛邪魔ゲームは1本のゲームを終え
[01:59:19.719] た邪魔ゲームは
[01:59:22.560] 心の中
[01:59:23.840] に覚えたことのない感情が芽生えてること
[01:59:28.040] に気づいたそれが優しさと愛そして年が
[01:59:33.119] 過ぎたナレーション似
[01:59:35.880] てる結構
[01:59:38.119] 結構を素直に受け止めるのも笑ってネタに
[01:59:41.880] するのもゲームデザイン
[01:59:45.079] と今まで悪魔だったん勝ちやそうだ
[01:59:48.880] よこれが優しさ
[01:59:53.639] 優しさと愛ひめちゃんのリクエスト残っ
[01:59:57.800] てるやでひめちゃんのリクエスト何だっけ
[01:59:59.760] ひめちゃんてあお前リクエストまだやれか
[02:00:02.920] お前リクエストまだやってねえんか違え
[02:00:06.079] ちょ陸枠見ていい何リクエストされてるか
[02:00:09.760] 嫁りく
[02:00:11.079] もあそうまリクエストめっちゃたまってん
[02:00:15.520] だっで作ってたからなということでラスト
[02:00:19.400] 春までの魅力を感じましたね俺が今まで
[02:00:22.560] やってきた配信のゲームの中でも上位に
[02:00:24.480] 入るというかいや多分真面目に1人で
[02:00:28.480] やろうとしたらきついゲームだよこれ作り
[02:00:30.440] もやっぱりさ昔のゲームだから不とこ
[02:00:33.520] いっぱいあるしただなんかこの配信で
[02:00:35.920] みんなでクリアしたっていうのがなんか
[02:00:37.560] でかいな本当にいいゲームだったね俺の
[02:00:40.920] wiikのさチマゲームwiikのURL
[02:00:43.159] 貼れる人いるチマゲームwiikのURL
[02:00:46.239] 分かる人教えてくんねちょっと陸枠何
[02:00:49.480] 溜まってるか見
[02:00:50.920] たいリクエスト何ってんだっ
[02:00:54.440] けチマゲームウキのさおいマイティ
[02:00:58.920] センキューガチャを引いた
[02:01:02.280] 結ん自分でわかん
[02:01:04.679] ねんで分のん
[02:01:10.239] ねってるポイントとか見えるようにするん
[02:01:13.320] だっけくそ負け
[02:01:15.400] たまってる
[02:01:17.440] うかんない
[02:01:23.400] ちゃんひちゃん
[02:01:31.320] ね
[02:01:35.480] よしまアレンジとBGMは違うけど
[02:01:39.000] ファミコン版でもこの体験できるのでこの
[02:01:42.760] 体できるかゲーミング
[02:01:48.079] グローミングマグロ
[02:01:52.000] ゴドナイスレドからこんばんはこんばんは
[02:01:56.159] ハリボテライドハリボテいいですね
[02:01:58.840] ハリボテライドバックプザチャーにアン
[02:02:01.920] さんがリクエストにないやんけそれいか
[02:02:06.000] 小泉文になってしまっ
[02:02:08.560] たちびるさんも
[02:02:12.159] こんばんはゲーミングマさんどうも
[02:02:14.400] こんばんはチマゲームでございますあと
[02:02:16.280] ございます今日はねおっぱいブルンブルン
[02:02:18.320] は今日はおっぱいブルンブルンじゃねんだ
[02:02:20.079] よまだ別のゲームをやっててPCエンジン
[02:02:22.840] のラストハルマゲドンていうゲームこれを
[02:02:24.960] ねあのクリアしたのよさっきついさっき
[02:02:27.560] クリアしてやいいゲームだったちょっと
[02:02:30.480] 今日はなんか干渉に浸ってるのよこれ半年
[02:02:33.280] やってたのね半年間やってたのこのゲーム
[02:02:36.239] 足かけ足かけ半年間やってましてついに
[02:02:39.960] クリアしてそうなんですよねすいません
[02:02:42.840] すいませんレドしてとこ申し訳ないけど
[02:02:44.840] クリアしちゃったので今チマゲームWを見
[02:02:47.679] てマグロさんなら同世代だから分かる
[02:02:50.840] ゲーム笑
[02:02:52.400] あま分かるラストハルマゲのめっちゃ
[02:02:55.079] 面白かった
[02:02:57.199] わちょっと待って
[02:03:00.320] [音楽]
[02:03:04.840] えっと中に24時間のやつやっちゃう
[02:03:08.840] とんでもなく瞬殺してたねパソコン98番
[02:03:12.679] でやりましたねって前にもコメントしたん
[02:03:15.760] ですグさんあ前にもコメントしてたか
[02:03:19.159] ごめんごめん前にもコメントしてた
[02:03:24.199] パソコン98万でやったんだめちゃくちゃ
[02:03:26.159] いいゲームでしたよこれで今日ちょっと
[02:03:28.280] チマゲームwiikを見ましょうみんなで
[02:03:30.599] みんなで久しぶりにチマゲームWKでも見
[02:03:33.239] ねえ
[02:03:38.119] からえっとねちょっとねリクエスト
[02:03:41.320] リクエスト一覧見ていい今んとこ
[02:03:43.960] リクエストねめっちゃたまってんな
[02:03:47.440] よめっちゃたまってんだよえ
[02:03:53.440] 入ってんのかえそう弱でねみんな大好き
[02:03:58.159] 塊魂これはなんかスイッチでリメイクが
[02:04:01.920] 出るじゃんそれが出てからやるっていう話
[02:04:04.239] だから6
[02:04:05.599] 笑笑どうやってリすんのあリクエストあの
[02:04:09.760] チャンネルポイントとあとはガチャで
[02:04:11.960] 当てるかだ
[02:04:13.520] ねでそう次ねロマがね1週間入ってんだよ
[02:04:18.360] ねそれがねちょっとねあのねなんか
[02:04:21.719] ちょっと踏切りつかねんだよどうしよっか
[02:04:23.280] なやろっかなって
[02:04:25.480] いうどうしよっかなロマやろっかなとか
[02:04:29.040] 思いながら順番で言ったら次ロマサガなん
[02:04:32.239] よ次ロマなんよえビブレいやなんかさもう
[02:04:38.400] 結構開いちゃってるからついてないの
[02:04:42.199] オリジナルロマが1週間ねその後から休み
[02:04:46.480] ならボコスかだからこの休み中にボコスか
[02:04:49.880] これあれねボコスクリ24時間これねしも
[02:04:53.559] キちゃんリクエストのこれねこれやります
[02:04:56.079] よこれこれはやるよこれはやるこれは
[02:04:59.639] あのまなどうかな明日はちょっと配信でき
[02:05:03.559] ないけど明後日の夜ま土日かなでもマジか
[02:05:08.639] よ超楽しみいやもうマジで超やだよ超やり
[02:05:12.559] たくねえよ超やりたくねえよこんなのさ
[02:05:17.480] こんなの地獄でしかねえからなボコカボズ
[02:05:22.079] なんてマジでなんかもうこれねチマゲーム
[02:05:26.960] ガチャの景品にあるんすよどんなゲームで
[02:05:29.920] もクリアまでやらせる見っていうのが激
[02:05:32.840] レアだけど入ってんのよなんとしもキ
[02:05:35.360] ちゃんが当てましてで俺も良かった最初
[02:05:37.440] しもキちゃんが当たってくれてそうしもき
[02:05:40.239] ちゃんでよかったと思ってあの常識ある人
[02:05:42.960] に当たってくれてよかったわこれでポコ
[02:05:45.040] スタックとか言うバカいるだろどうせて
[02:05:47.040] 思ったら当たって5秒ぐらいであの
[02:05:49.840] ボコスカウズて入れてあいつ1番馬鹿だわ
[02:05:52.400] と思ったわあこいつ常識あると思ってたれ
[02:05:55.880] だて30で150が負けるやつそう
[02:05:58.719] そうそうそうそう
[02:06:00.280] そうあれだあの1番1番頭
[02:06:07.000] あれ一番常識あると思ってたのも銀ちゃん
[02:06:10.400] これねじないですこれ終わって
[02:06:13.199] ますマジでだ運が良ければ1時間ぐらいで
[02:06:16.760] 終わから運がければな運がければ1時間
[02:06:19.320] ぐらいで終わるよただ運が悪かったら日よ
[02:06:22.480] ただちょっと時間的にも24時間が限界か
[02:06:25.280] なっていうポの方が説ポはだって終わりが
[02:06:29.000] あるじゃんこれないもんあるけど運んだ
[02:06:32.119] もんありやってきさ地獄だよこれ本当に
[02:06:37.040] マジで地獄今ちょっとやってみるワンプレ
[02:06:39.280] やってみるいいと思ったことない笑がは運
[02:06:43.760] 悪いから運がければ10分で終わるよねゲ
[02:06:47.559] すぎやろ笑笑今ちょっとやってみるで
[02:06:51.040] ちょっとも回1回やってみっかボコス
[02:06:52.320] カウズどういうゲームかだけ説明しとくわ
[02:06:54.880] どんだけ地獄かて今終わるかよければ運が
[02:06:58.800] 良ければ今終わるよても向こうよなやろ
[02:07:01.280] やろ1回久しぶりにやってみっかいやうん
[02:07:06.360] ちょ久しぶりに1回やってみて
[02:07:08.020] [音楽]
[02:07:10.400] いいちょっと待って向こうよえこれクリア
[02:07:14.559] したらもうダメクリアしたら終わりちゃ
[02:07:17.940] [音楽]
[02:07:20.520] だめ告編やすめすめものどうもえこれ
[02:07:25.760] クリアしたら終わりでいいだろだめ
[02:07:28.719] かまあしもきさんに相談してもろてダメに
[02:07:32.920] 決まっとるいいだろ別に終わりでもうだっ
[02:07:36.880] てこんなん絶対クリアできねえぞやろう
[02:07:40.320] ぜ
[02:07:41.840] C向こうに決まってんだろ笑ちょっと待っ
[02:07:48.480] てゲうるせえかな
