[00:00:28.760] はいお疲れ様です
[01:31:19.960] 群馬中心にめっちゃ安いんだよねすげえ
[01:31:24.360] 安くて39円アイスとかやってたんだけど
[01:31:29.080] とんでもねえとそ39円アイス思い出した
[01:31:32.280] けどさ夏になるとおばあちゃんがさ39円
[01:31:35.560] アイスを孫とかが帰ってくるんだろうな
[01:31:39.360] かご2かごいっぱいに持ってくんのこんな
[01:31:42.119] 震えてくて39円アもうて持ってくんだよ
[01:31:47.400] 逆走悪そうでさなんかあのもうまずレジに
[01:31:52.920] 来るまでに結構時間かかってるわけでそこ
[01:31:55.520] でそれを全部1個ピッピッピってやって
[01:31:57.600] 袋詰めしても溶けるんよ笑笑もう溶けるん
[01:32:01.280] よそれやってる間
[01:32:03.199] に早くしてとも言えねえじゃんおばちゃん
[01:32:06.880] あの大丈夫ですかみたい
[01:32:09.400] な溶けるんだ
[01:32:11.880] ようちの
[01:32:14.080] あのセボはケチってたからあの暖房も28
[01:32:19.560] の設定暖房じゃねごめん冷房も28の設定
[01:32:22.400] 的にも体的にきつい事がきついねきつい
[01:32:26.320] 本当に嫌な客いっぱいたもん
[01:32:29.199] なじさうちなんて本当さ村村のちょっと
[01:32:33.080] でかい街なんか村がちょっとでっかくなっ
[01:32:36.119] た街みたいな感じだからえるんかねいやも
[01:32:39.320] 歩いて帰ってたその絶対解けるだろと思い
[01:32:41.560] やら絶対解けるだろと思いならだからあの
[01:32:46.119] そこで変な客に目つけられるとま僕も高校
[01:32:49.119] 生の頃はなんか
[01:32:51.239] ちょっとなんかちょっとてていうかなんか
[01:32:54.520] ちょっと今
[01:32:56.360] なんしかコンビニやっもねそうだよね本当
[01:33:01.440] にそうあのいい黒人のアンチャンとかが
[01:33:04.000] やってるよ
[01:33:05.320] ねなんか尖ってたからちょっとむかつくて
[01:33:08.800] むかつく敵じゃねえあのむかつくあの客と
[01:33:11.440] かに対してちょっと俺もあすあすあす
[01:33:14.040] みたいなことタト取ってたま俺も悪いんだ
[01:33:15.639] けどそれでも目つけられると俺がこれ高校
[01:33:18.800] 電車で帰ってたんだけど駅の前で待ちされ
[01:33:22.360] て襲撃されたからね
[01:33:25.320] お前らさ襲撃されたことないだろバ先の客
[01:33:28.280] にお前ら襲撃って襲撃って食らったこと
[01:33:32.440] あるない
[01:33:33.760] でしょ変なGGGG3人ぐらいに襲撃され
[01:33:38.119] たマジマジマジマジマジドしかされたこと
[01:33:42.080] ないないです笑襲撃今まで生きてきて襲撃
[01:33:46.560] って食らったことないでしょ殴られるとか
[01:33:49.080] じゃないけど殴られさすがにそんなこと
[01:33:51.080] なかったけど呼び止められておいて言われ
[01:33:54.560] て襲撃れたお前こないだ俺がラーメン買っ
[01:33:57.080] た時やふざけてそったみたいなこと言って
[01:34:00.760] 仕して帰ったけどあ気持ち悪話しかけん
[01:34:03.840] じゃねえ
[01:34:06.760] つっうんちょっと怖かったけどやばこいつ
[01:34:09.639] はナイフとか持ってたどうしようわかん
[01:34:11.880] ねえかな頭狂ってたらやられるかもしん
[01:34:13.920] ねえからさそういうもんなだよもコンビニ
[01:34:17.159] のせか客無理やと思ったそれでこんなやら
[01:34:21.159] 相手にしなきゃいけねえのて
[01:34:24.159] 普通に怖いよねこんなやつら相手にすんの
[01:34:27.239] 無理やおいここメタルキング出ないもう
[01:34:29.840] いいここ絶対出ないわ出へんやんけどこに
[01:34:33.360] 出んだあ分かったあ分かった分かった
[01:34:37.199] あそこだ真ん中の島
[01:34:39.239] だ真ん中の島だった
[01:34:45.000] あの真ん中の島だ
[01:34:49.600] 絶対で俺バイトってそこしか経験してねえ
[01:34:52.639] わ3年間結局生の頃に駅で大泉ひ見かけた
[01:34:56.600] から襲撃したことがあるだめ
[01:34:59.920] だろ大泉を見かけても襲撃すんな
[01:35:04.119] よとんでもねえ迷惑じゃねえかそれ大丈夫
[01:35:06.840] か握手してくれたあい優しい格悪いやとか
[01:35:10.560] 気でくるそりそうよこっちはどうもでき
[01:35:13.560] ないからねせっかく業は
[01:35:16.719] ねあ大泉よってことはあれかあのなんだっ
[01:35:21.840] けあの
[01:35:23.920] 北海道か北海道だもうだかこいつだるい
[01:35:28.600] こいつ
[01:35:30.119] らこれだるいねんこいつらなやったれやっ
[01:35:33.679] たやったれよし北海道ですあまドミ
[01:35:38.000] をでこの間も笑い男さんが言ったから言っ
[01:35:41.040] たんだけど民多いよねマジ
[01:35:45.440] でうわ経験値普通にうまい2800も
[01:35:49.199] くれるここ出るんじゃねえのかなどうなん
[01:35:51.840] だろう
[01:35:54.920] ここが出るって誰か言ってたよ
[01:35:58.119] なないかな北海道のだ
[01:36:06.760] から何そのなんて言うんだっけそういうの
[01:36:10.000] そういうのなんて言うんだっけなんとか
[01:36:11.960] なんだっけなんとか効果みたいな
[01:36:14.520] アーモンド効果じゃねんなんかそんな名前
[01:36:16.639] あるよ
[01:36:17.560] なの犬だ
[01:36:19.920] パブロフの犬っておしじゃん
[01:36:23.920] S
[01:36:25.080] Aマークですお何セピアメトノセンキュー
[01:36:28.960] フォカミングなんだっ
[01:36:32.520] てここ出ねえんかなここ出ると思うんだよ
[01:36:35.600] な出るって誰か言ってたんだよね寝ないん
[01:36:38.400] かも出ないけど普通にレベルがある反射だ
[01:36:41.520] ね条件
[01:36:44.000] 反射アロットオブ
[01:36:47.119] マクセスたくさんアロットオブてたくさん
[01:36:50.679] のだよ
[01:36:51.480] なたくさんの
[01:36:54.159] 俺が中学校の時に中学校の時なかな
[01:36:56.440] アロットオブなんかそのなんで俺勉強全然
[01:37:00.159] できないだけどアロットオブの意味は
[01:37:01.560] 分かるかっていうとあの高校教師だか
[01:37:05.080] どっちだか忘れちゃったけどなんかそ特徴
[01:37:06.719] 的ななんかおばちゃんの英語の先生がいて
[01:37:10.440] そのアロットアロットオブを教える時が
[01:37:13.000] なんかこのアロットオブはたくさん
[01:37:16.480] のそれがちょっと流行った学校
[01:37:19.719] でだから何このトクいるえ知らねメニーは
[01:37:25.960] 数えられないアロットは数えられるとか
[01:37:27.840] そんな感じじゃないいかな逆かなメニーは
[01:37:30.679] もう数えらんねえぐら
[01:37:33.600] いっぱいああってるあってるさすが既
[01:37:38.920] でしょアロットはまラルうんみんな知ら
[01:37:44.520] ないみんなが鉄俺もわかんないみんな知ら
[01:37:49.159] ないいやめっちゃレベル上がるやんここ
[01:37:51.719] メタルメタルキングいなくてもの時の数学
[01:37:54.719] の前セクハで全国士に乗ったやばやこのう
[01:37:59.199] すごい
[01:38:00.960] レベルすげえ上がる
[01:38:03.480] じゃんまだブライMP伸びんのなんな
[01:38:12.520] あいつや出ないのかもしれ
[01:38:17.360] ん出ないのかもしれんここ
[01:38:26.239] ただ単に出現率が低いだけなのか出ないの
[01:38:29.639] かその判断がむずずい出ないって判断する
[01:38:32.760] これえっとここは真ん中の島あの変な世界
[01:38:36.360] の中心
[01:38:38.119] のここここってなんか気球使えないんだよ
[01:38:42.159] なここは球使え確か街あったよなここのあ
[01:38:44.840] 待って意味いるんじゃねこ待あったべ
[01:38:47.920] ここえこ昼とか夜もあんのかな昼しか出ね
[01:38:52.400] 夜しかねで夜だよな多分
[01:38:54.719] なマメラだって
[01:38:59.159] 基本夜だと思うんだよねあのメタルっ
[01:39:05.880] て真ん中島か真ん中島なんかここじゃない
[01:39:09.840] 出るっていう違ったかな
[01:39:26.840] なんかこう街あったとあれここの街とか
[01:39:29.520] 絶対来てないじゃんあここがあここが
[01:39:33.040] ゴッドサイトかここかあ来たことあるえ
[01:39:37.280] ここじゃいないのかなあなるほどわかり
[01:39:39.080] ましたそうここここそうそう
[01:39:44.920] そう
[01:39:49.520] うああ
[01:39:53.920] 絶お前絶対意んだろお前意んだよなおい
[01:39:58.239] お前俺がこないラーメン買った時こっち見
[01:40:00.320] てたろあ絶対
[01:40:03.199] 意味あメダル回りとか
[01:40:07.040] どうあメダル王の周り
[01:40:11.280] にメタルキングあり
[01:40:14.199] そう確かにありそうそれ
[01:40:18.000] なんかただこれわかんねんだよな諦め
[01:40:22.320] が出るのに俺がもうなんか運がなさすぎて
[01:40:26.840] 会えてないだけなのかわかる笑そうその
[01:40:29.560] 諦め時がわかん
[01:40:31.080] ね襲撃客すぐ真似
[01:40:36.119] するわかんねえな確かここで誰かが出るっ
[01:40:40.320] てたんだよ
[01:40:42.520] な俺それ多分信じてなかったあ絶対出ね嘘
[01:40:46.080] だろつってお前絶対嘘だろやつって多分
[01:40:49.239] あれしたんだよ
[01:40:53.560] ただここすげえ経験値
[01:41:09.960] うめえいや出ないかもう出ないくせえ本当
[01:41:15.159] に出るか
[01:41:17.000] これや夜なんかなわかんねえこれ
[01:41:24.320] ないかななんかダンジョンなんか
[01:41:27.480] な誰だっけさっき塔に出るって言ったの誰
[01:41:30.360] だっけお2回
[01:41:34.040] 連続判断が難しいよな僕君本当に出ないと
[01:41:39.800] 思うななんで僕な僕ねでもなんか出るよう
[01:41:45.719] な気もすんだよなここ杖し
[01:41:48.840] 的ちょっと待ってここに出なかったらあれ
[01:41:52.719] なんだよちょっと夏感じてほしい夏もやり
[01:41:56.159] てえなここに出なかったら今度もうだから
[01:41:59.280] あのなんだのあのあのラスボス周辺になる
[01:42:02.760] のよラスボスは絶対おいお疲れえおさ
[01:42:07.239] なんか久しぶりじゃねおさなんか久しぶり
[01:42:09.760] じゃねなんかお前なんかさ久しぶりじゃね
[01:42:13.119] お疲れさんなんだそのスタンプ
[01:42:16.880] はもう今日はもうまったり作業会なんで
[01:42:21.280] んなことねえよんなことねえかそんなこと
[01:42:23.520] ねえかそんなことねえかもしれうん確かに
[01:42:25.440] そんなことねえかもしれいい動きだいい
[01:42:28.360] 動きしてる
[01:42:33.400] な今度ここに出るん
[01:42:37.239] か
[01:42:38.920] 誰これ関節柔らか
[01:42:43.520] そう何そのスタッフこ誰の
[01:42:47.159] スタッフ股間地面にすりつけ配信するって
[01:42:51.360] から初めてコメンしたけどもだよ
[01:42:55.320] なだよなおめえコメントしなかったよ
[01:43:00.199] なあいやだからなんやねんありがとう来て
[01:43:03.199] くれてありがとういやね最近頑張っとんの
[01:43:05.960] よて言いながら昨日普通に寝たけど眠くて
[01:43:09.199] あ見ててくれたんだありがとう
[01:43:11.199] 嬉しいあしかもなんかあれだべなんかは
