[00:00:10.280] ういお疲れ
[01:13:43.719] ゲーム
[01:13:45.199] ですさて今日は何をしようかな受付け
[01:13:48.600] ちゃんとも話せますけルートもあるぞ受
[01:13:52.560] さんは目玉には何をかけるソそれとも私は
[01:13:57.960] 目玉焼きには臓させますそんなやつおるか
[01:14:02.320] え目玉焼きにポン酢はなくないさっぱりし
[01:14:05.679] た味が君のまろやかさと相性ぴったりなん
[01:14:08.639] ですよおい嫌
[01:14:11.880] ポ木を照ってますこの女ま接客業だからな
[01:14:17.000] 是非一度お試しになってみてくださいうか
[01:14:19.360] なじゃあせる2択だって言ってんだろ
[01:14:25.760] ドリガチャ待てドリガチャって何コインを
[01:14:28.920] 入れるドリガチャを選んでくださいガチャ
[01:14:31.239] が
[01:14:32.320] ある
[01:14:34.239] 何何それとも言うてたで121回1万円は
[01:14:41.000] 無理だよだって2万6000円使うんだ
[01:14:44.320] もん引きてよてかうちのガチャと値段一緒
[01:14:47.520] じゃねえかようちのガチャと値段一緒じゃ
[01:14:49.800] ねえか何が当んだよ笑笑これ何が当たんだ
[01:14:54.239] よあ待ってやだやだあえ引き
[01:14:59.000] たい引きたいよみんなおパンツとか当たん
[01:15:02.639] じゃないおパンツとかがおパンツとかが当
[01:15:05.719] たんじゃねえのこれパンティがポスタ
[01:15:09.560] ガチャだなおいおパンティ当たんないです
[01:15:11.480] かののちゃんのおパンてバナナなしにする
[01:15:14.159] か引きたいよな俺も引きたいファイ
[01:15:18.480] こりさんこんばんは今俺は人生のキにべた
[01:15:23.719] けどと思ったらげが行っちゃったガチャの
[01:15:27.120] 中にパンツて笑笑模様替えアイテム30分
[01:15:31.520] 延長だろ引て延長30悩んで30分
[01:15:37.719] 延長うちと一緒じゃねえかえゲームリとか
[01:15:40.920] 入ってんのこれにすん
[01:15:43.159] なおちょ待ってくお待て待て待て待て待て
[01:15:46.840] 待て俺わからんもうちょっと待ごめんここ
[01:15:49.679] ごめんでもバナナ食わせてよバナナだ
[01:15:52.520] ごめんバナナだわバナナだ俺バナ
[01:15:56.560] だバナナなんだ俺一緒に過す女の子を名し
[01:16:00.440] てください6000円でバナナ食せ
[01:16:03.840] てごめんもうちょっとお金たまったらにし
[01:16:07.000] ない笑笑ちょ待て次ちょ待待ってだって待
[01:16:11.280] こんないっぱいお我慢
[01:16:15.040] しよじゃなくなるリクエストとかできるの
[01:16:18.800] バナナ
[01:16:23.920] ガチはまだ見なかったことでしよ今日は
[01:16:27.400] 絶対1回引こう今日は絶対引くおっぱい念
[01:16:29.600] がおっぱいに聞こえました俺もおっぱい
[01:16:31.840] おっぱいとった誰行く次さののちゃん行き
[01:16:36.120] ましたののちゃん行きましためちゃくちゃ
[01:16:39.320] あはるかちゃん
[01:16:42.120] も絶対どす絶対どお嬢様キャラ
[01:16:49.360] 絶対にになるい
[01:16:55.400] 1番
[01:16:56.760] エロい1番エロい
[01:16:59.760] ぞカイやんちゃんはカイやんちゃんこれ
[01:17:02.440] 中国人多分中国多分おそらくのハロハス
[01:17:05.000] でした
[01:17:06.719] 多分多分おそらくあの中国人だろうなかや
[01:17:10.960] かやですおっぱい感お兄さんかっこいいね
[01:17:14.320] お兄さんかっこいみやんかごめんみやんか
[01:17:16.360] かいやんか思ったみやんやな中国人かの
[01:17:19.920] お兄さんかっこいいね日本人いるよ日本人
[01:17:22.960] 若い子いるよて笑笑言うかのののってジな
[01:17:27.639] んだよ
[01:17:29.480] 笑笑ままみんな事これゲジだでも海外
[01:17:33.719] っぽい確かにえ待ってさっきのののちゃん
[01:17:36.480] 行きましたえこの子はむっつりスケベが
[01:17:39.560] 好きなめちゃくちゃ可愛い子でしたでもね
[01:17:41.960] 見た目めっちゃ可愛いえ待ってえ待って
[01:17:44.880] 待って待って
[01:17:46.920] えこの3万を誰に使うんだよよにも奇妙な
[01:17:52.000] 物語のテーマ
[01:17:53.840] 何何何極まれに本名の子もいるあ本当にあ
[01:17:58.280] 現実の話ねちょこれだけ見気に
[01:18:01.800] なるごめもバナナせ
[01:18:07.160] [音楽]
[01:18:09.840] てバナナだバナナごめんバナナだ
[01:18:14.400] じゃん
[01:18:16.800] 待て待て待て待て待待て待て
[01:18:22.440] 待て疲れてきた
[01:18:26.080] 分かったわじゃ俺こ観で行かせてくれ観で
[01:18:29.760] 行かせてくれるいちゃんあこいつバカだ
[01:18:32.080] るいちゃんで行かせてくれののちゃんは
[01:18:34.840] 自分でののって言うからおそらく
[01:18:38.480] 本名こちょルイさん行くわペロずつ行こう
[01:18:42.440] 味見して
[01:18:44.320] 1番笑笑
[01:18:49.159] ポピアるいちゃんかしこまりましたそれで
[01:18:53.040] はこちらへどうぞ
[01:18:54.940] [音楽]
[01:18:56.199] 笑笑
[01:18:58.639] 疲れるちょるいちゃんで行くわひるい
[01:19:02.719] ちゃんで行こう今日はらしい味じゃなくて
[01:19:07.639] ねるいちゃんこれですだったら最高じゃ
[01:19:10.920] ない俺トイレトイレに書き込むと思
[01:19:14.360] いらっしゃいませいらっしゃいませどうも
[01:19:16.280] 今日もお世話になります今日もお世話に
[01:19:18.480] なり
[01:19:20.920] ますエロいもん雰囲気が笑笑のこれ見て他
[01:19:25.440] の客さ隣に座ってんのにおかしいよな
[01:19:27.880] なっちかと思た笑めのおっぱいに負たちゃ
[01:19:32.679] ちゃん可愛い茶可愛いキャバクラがご笑笑
[01:19:38.280] お世意味
[01:19:40.239] あ全身が見れていいだろちゃまくあごめん
[01:19:45.480] あむめろめろめろあでも声がちょっと思っ
[01:19:50.440] てたのめ
[01:19:54.760] 指名してくれてありがとうちょっと待って
[01:19:57.239] さっきも言ったごめんさっきも言ったんだ
[01:20:00.159] けどおいおいロおいひもパンじゃないすか
[01:20:05.480] どうすんの間違って俺がピュってやっ
[01:20:07.880] ちゃったらもうお前それもうあれがアバ
[01:20:11.960] だってお前ヒってなっ
[01:20:16.679] てイミテーションだ
[01:20:20.120] よ笑笑笑笑大陸がします
[01:20:26.120] スハグスすけべパンツ履いてるんかねこれ
[01:20:31.400] はくそおもろい笑笑ご
[01:20:34.480] 彙お前サミンキッサミンキップサミン
[01:20:39.719] キップどうも俺スティックで視点移動でき
[01:20:43.480] たりしないのかスティックで視点できない
[01:20:46.840] うわ色っぽい人だなすごいプロポーション
[01:20:49.880] だ日で3Mせられないよで3Mせられない
[01:20:54.040] よ
[01:20:55.719] ちゃあちゃ固まっちゃう固まっちゃう違う
[01:20:59.239] ども固っちゃうパンを切っちゃおうぜ
[01:21:03.580] [音楽]
[01:21:07.040] くずでも顔
[01:21:11.120] なみに
[01:21:13.880] ってないちゃんがめ本
[01:21:17.199] に
[01:21:19.480] 嬉しいにっぽいだんな人が世の中にるんだ
[01:21:24.920] しているのちょっと待ってこのもっと
[01:21:26.440] リラックスして
[01:21:30.000] 37いやわかないこれエロいエロいね
[01:21:34.080] エロいねすぎてコメントできない笑笑思っ
[01:21:37.800] てたよりお姉さんぽいキャラでいいじゃん
[01:21:40.800] 笑笑笑笑緊張してるの毎回言わせてもらっ
[01:21:45.400] て毎回言うのおかしいあのさ他の客隣り
[01:21:48.280] ないなんで俺たち対面なの面接なの
[01:21:51.520] おかしくないなんでここだけ面接見たく
[01:21:53.320] なってんのちょっともう1回やろ
[01:21:57.000] 向き合っていいこの子と本気で本気で
[01:21:59.480] ちょっと挨拶した笑笑1回目だもん橋と
[01:22:03.920] 申しますよろしくお願いしますも1今日は
[01:22:07.600] お手によろしくお願いします
[01:22:13.719] 笑笑
[01:22:15.600] ここ埋まったぞ本気
[01:22:20.080] でおっぱいに顔埋めてるようにしか見え
[01:22:23.199] ない
[01:22:25.480] 俺の女
[01:22:27.440] です俺の女で3られないよで3れないよで
[01:22:33.800] 3られないよが溢れるエロを
[01:22:36.950] [音楽]
[01:22:39.840] 感じるがやばいこの子そこに顔埋まるの
[01:22:42.800] やばまみがやばい今日のTシャツ自分をし
[01:22:46.840] てていいなめちゃくちゃ可いでしょこのT
[01:22:49.480] シャツ俺のきな海ののやつ
[01:22:54.840] 時が胸ピエロらね無理だよイちゃんを目の
[01:23:01.400] 前にしたら緊張しう
[01:23:03.880] よそれじゃ緊張を解く方法を教えて
[01:23:09.040] あげる相手を見る時にその人の目とか顔を
[01:23:13.840] 見る
[01:23:15.960] の目と顔見れないから
[01:23:19.320] ごめん
[01:23:21.080] 笑笑の上で転れ
[01:23:24.920] でしょ他のところが緊張しなとこあるもん
[01:23:28.080] な他のところが緊張しちゃうよこれじゃん
[01:23:32.159] いつもと変わらないわねあほや
[01:23:35.480] 笑笑笑笑それはコミュニケーションの基礎
[01:23:39.320] だけど
[01:23:41.679] も楽しくなってきた
[01:23:44.520] [音楽]
[01:23:49.000] な
[01:23:50.560] 笑笑これちょっとごめんあの気持ち悪いね
[01:23:57.280] 僕ちゃまランディさんに笑われてるぞ
[01:24:01.370] [音楽]
[01:24:03.080] ミいいぞいいぞ今更今更気づいたのちゃま
[01:24:08.880] ちゃんのが生きだっていくちゃま顔ちゃま
[01:24:12.440] 顔ちゃま顔マニ今更
[01:24:19.239] 笑笑
[01:24:21.040] マニ
[01:24:23.040] 私て
[01:24:26.520] お前嘘だろ何教えてんだ馬鹿保険育か保険
[01:24:31.639] 体育教えてるんだろお前は間に合う師
[01:24:35.960] 笑笑だめダメだめ教師がこんなとこで働い
[01:24:40.119] ちゃだめだめ
[01:24:42.159] だめお前それはだめだよ保険体育の実や
[01:24:46.600] なして
[01:24:48.639] ちゃんのおちん
[01:24:51.560] 元元元元
[01:24:54.679] ちゃ
[01:24:55.400] 先あれだよみんなでもおメ気をつけろお前
[01:24:59.000] あネとされるからお前気をつけろ
[01:25:01.520] よけならオだよえちゃん全なの中学高校あ
[01:25:07.480] 師はオッケーか高校よ男なの
[01:25:12.880] 非常なら絶対生徒絶対生徒じゃ
[01:25:19.000] もうでやこのはなそれはめだわ
[01:25:24.880] 回心の一撃食らってるやんこいつはっ
[01:25:28.960] てるこんな色っぽい先生がいるなら俺も
[01:25:32.119] 高校生に戻りたいよどう少しはリラックス
[01:25:35.800] してきたできません先生ルイ先生ルイ先生
[01:25:39.760] なんか僕の分かんないが固くなってきまし
[01:25:43.119] たこれはどういう意味なんでしょうか
[01:25:46.480] 先生今度は別のところが
[01:25:50.320] 笑笑めっちゃちゃまさんの反応で爆笑し
[01:25:53.639] てるちゃ笑笑クソがきしばかれるぞまろ
[01:25:59.239] ちゃん橋あこいつバだあこれはいいわ笑笑
[01:26:05.360] リンクすんなよ主人公とこのゲーム主人公
[01:26:08.880] キモくていいなただただあのなんだっけ
[01:26:12.719] あの君キスじゃなくてなんだっけあのあの
[01:26:16.320] なんだっけあのあれの主人公よりはいいわ
[01:26:19.080] なんか本当にキモいのを本当にキモくても
[01:26:22.199] 許されるからこれはんだっけあのわかる神
[01:26:26.080] 神神神の主人公はマジで気持ち悪かっあれ
[01:26:30.159] よりは全然いいそう神の主人マジモリアル
[01:26:33.119] キさただこれはいいじゃん橋本君いいな
[01:26:37.320] ああ
[01:26:38.880] 先生イ
[01:26:41.480] 先生ちょっと僕保険のことでわかんない
[01:26:44.320] ことがあるんですけどあの放課後に個人で
