[00:00:00.000] OG
[01:26:59.800] なね悪運で回避できんのかねこれ
[01:27:09.060] [音楽]
[01:27:18.880] ね幸いここちょっと戦えばお金すぐ貯まる
[01:27:21.880] からまだいいけどね
[01:27:29.950] [音楽]
[01:27:31.880] マジでこのドラゴンが足引っ張りすぎだよ
[01:27:36.199] これ何の役にも立ってねえな
[01:27:41.600] 正直別に魔法使えるわけでもねえし
[01:27:44.920] なだやっと見つけた
[01:27:49.719] わ来たえ入り口わけわかんねえななんで急
[01:27:54.480] にこっから始まった出口どこだ
[01:27:57.230] [音楽]
[01:28:10.800] ようんうんいいねいいねいいねいいねこの
[01:28:13.639] ぐらいのペースだったらいい
[01:28:16.760] ね病院のマップ出すね1回病院ってどこ
[01:28:20.760] だろう
[01:28:28.639] 出せるかんうんうんちょっと待っ
[01:28:33.080] て出せ
[01:28:35.390] [音楽]
[01:28:39.280] ないあのいつもの攻略サイト見てるんだ
[01:28:42.320] けどわ
[01:28:44.560] 早い最高ありがとう
[01:28:49.480] 助かるありがとうありがとうめっちゃ
[01:28:51.480] 助かる
[01:28:52.280] わさすがちゃんおだようちのあれだ秘書だ
[01:28:58.320] からうちの秘書ですウェイ
[01:29:03.760] ウェイ待てここ5階建てらしいいや長5回
[01:29:08.320] 5回
[01:29:15.400] 建てこれ待て
[01:29:19.900] [音楽]
[01:29:21.280] マップちょっと待てね
[01:29:25.199] なんかこう読み込み長いんだよこのサイト
[01:29:27.320] なんかね毎回思う
[01:29:30.080] けどちょっと今日ここクリアできたらいい
[01:29:39.400] な1回はスタート時点がなるほどここなん
[01:29:43.400] ねオオオこのゲームもしかしてまだまだ
[01:29:46.199] あるのかなだってさこれ1人1人なんか
[01:29:48.520] この病院とか協会とか色々行けってさ第2
[01:29:51.119] 章書いてあるじゃんこれ多キャラキャラの
[01:29:53.840] なんかか秘密を紐解くあれでしょこれ全員
[01:29:56.600] 分あるとしたらあと1ヶ月かかり
[01:29:59.280] ますこれ全員分あるんだとしたらあと1
[01:30:02.679] ヶ月はかかるね12匹やんでしょこれを
[01:30:06.239] 無理だ
[01:30:07.900] [笑い]
[01:30:09.800] よだいぶきついぜだいぶきついよなそれ
[01:30:14.199] やるとしたらよボミ
[01:30:17.080] ボリューミーカロリーが高すぎるこれ
[01:30:19.840] 引っ張れるか笑大丈夫かなみついてこれ
[01:30:24.719] られるか
[01:30:25.679] なちょっと
[01:30:29.199] ねちょっと
[01:30:32.790] [音楽]
[01:30:34.840] ね2回のマップあ待って2回の2回もう3
[01:30:38.040] 回いけあ5回だけど付き合えよおめえら
[01:30:42.080] 全員付き合えよ1ヶ月したらどうで減った
[01:30:44.719] わえじゃあいい
[01:30:47.880] や時間かかんだよ本当このゲームな笑笑
[01:30:53.280] 笑笑
[01:30:55.560] 時間かかんす
[01:30:56.890] [音楽]
[01:30:59.400] よあなんかあるねここね2回はなんかある
[01:31:03.159] ようです
[01:31:04.199] よでもさ前回のペースなら3ヶ月余裕で
[01:31:08.400] かかってたそうだだって前回パート11
[01:31:10.960] ぐらいまであってまだ地下だった
[01:31:13.239] もんなんかあるやんランパートもどれだけ
[01:31:17.040] かかるねこれさ何これ
[01:31:21.440] ランパやらねってあ散乱している本の中1
[01:31:27.119] つのページにスライムは気を止めた
[01:31:30.360] はい人間の歴史の中のワンシーンらしい
[01:31:34.239] うん海に漂うヘドうん
[01:31:39.320] 公害スライムの意識の中を一瞬の光が走っ
[01:31:42.560] たスライムの正体はこれってことスライム
[01:31:44.679] イその時失われた記憶を取り戻した
[01:31:48.760] うん人間が社会の発展の過程で作り出した
[01:31:52.560] 廃棄物うん
[01:31:54.400] それこそが自分の姿なのであるなるほど
[01:31:57.800] 発展と引き換えに人間は自らに害を与える
[01:32:02.320] ものを作り出していたのだうんうんうん
[01:32:04.400] うんうんなんと愚か
[01:32:07.600] なスライムの意識に優しさと愛が生じた
[01:32:12.510] [音楽]
[01:32:17.080] うんえスライムはスライムさんはそれが
[01:32:21.760] あれってこと愛
[01:32:28.440] そうはならんやろまあ確か
[01:32:31.880] にそうはならんよな優しさと愛は生まれる
[01:32:35.199] のか今のでまあ本人がそう言ってるんだ
[01:32:38.639] からそういうことでしょうパーティー
[01:32:40.280] 変わったラッキー助かるパーティー変わっ
[01:32:44.239] た助かった助かったこれは助かります
[01:32:50.080] よこいつら見てよ全然強さ違うじゃん
[01:32:55.080] 助かっ
[01:32:58.520] たあの変なだからさだからさあのさあれよ
[01:33:03.480] やっぱあのああいうイベントアイテムで
[01:33:06.239] これあの1番下にいるのがスライムなんだ
[01:33:08.159] けどスライムスライムがいないと強制的に
[01:33:10.920] 変わるんだねだ前回もバグかなっと思った
[01:33:13.639] けどサルバのハだったから何回も何回も
[01:33:16.280] 日日繰り返して無理やり変わってたんだよ
[01:33:20.239] あれでもこいつらあんまり強い技覚えて
[01:33:23.000] ねえな
[01:33:23.960] [音楽]
[01:33:27.960] このパーティーはこのスライムさんが一番
[01:33:30.040] 足引っ張ってんす
[01:33:34.610] [音楽]
[01:33:37.320] よ汚から1番しの出てきたらビビるで
[01:33:42.320] しかしもうスライブとは言えねえだろあれ
[01:33:44.840] な合体を繰り返して1回これセーブしよこ
[01:33:49.639] う優しさと愛が生まれたってさ
[01:33:56.199] たださあのさBGMめっちゃ良くないあの
[01:33:58.960] シーンの
[01:34:01.170] [音楽]
[01:34:07.000] ルみたいなめっちゃちょっと寂しげない
[01:34:10.119] 物悲しい音楽めっちゃいいやっぱりこの
[01:34:11.960] ゲームBGMいい
[01:34:13.560] なやっぱこのゲームBGMすげえいいわ
[01:34:16.800] このゲーム本当本当いいよね本当にすごい
[01:34:20.880] と思う
[01:34:31.280] ってたテトスにちょっと似てると思ったあ
[01:34:34.280] 本あマジでサウンドトラックとかないのか
[01:34:37.040] ななんとこれのサウンドトラックが6月に
[01:34:39.280] レコードで発売されますやったね僕
[01:34:41.560] レコード大好きだからさレコードいっぱい
[01:34:44.440] 集めてんのよCDじゃなくてやっぱ
[01:34:45.960] レコードが好きだからからちょっとみんな
[01:34:48.080] に聞きたいんだけどうんうんうんうんうん
[01:34:50.280] うんうんくでも発売されますうんうんうん
[01:34:53.679] うんうんゲームのBGMちょ小さくない
[01:34:56.840] ですあ本当えもっとあげていいもっとあげ
[01:34:59.040] たいんだよもっとあげたいんだけどあの
[01:35:02.760] 会話シーンすげえちっちゃくてさでこの
[01:35:05.960] ゲームの曲結構うるさいからあげて
[01:35:09.920] いいげて
[01:35:12.600] いい俺の声ちっちゃいかなと思って
[01:35:15.920] レコードいい
[01:35:17.080] でしょもうちょっと上げれるなんなら
[01:35:19.600] もっとあげたいんだけどちょっとき
[01:35:21.000] づらかったのやっぱねそうなんだよねBG
[01:35:24.239] でかくてあれ声ちっちゃんだよ
[01:35:26.400] めちゃくちゃ
[01:35:27.960] 大丈夫オおガメで行くかガメで
[01:35:33.800] 行こうとくらいのでたあ本当マジごめん
[01:35:38.000] ありがとう会話シーンはきづらいね大きく
[01:35:41.280] てよ大きくていいよ
[01:35:45.840] ねま結構音でかいと思うけどまままままい
[01:35:51.000] んちゃ
[01:35:53.960] こんなもん結構音でかいぞこれまいっか音
[01:35:57.840] 音楽いいしなこのゲームな俺が埋もれねえ
[01:36:00.040] ように声出そう
[01:36:02.480] バランスはこっちで絞れるまねまあね確か
[01:36:05.679] にね今で普段通りくらいかもオッケーマジ
[01:36:12.040] で敵が1匹の時はできればね殴り
[01:36:16.080] たいそうするとあれが上がるから殴りの
[01:36:18.719] レベルが上がるからさあ3回ですマップ
[01:36:22.960] 出します
[01:36:24.960] いちいちめんどくせえんだよ
[01:36:26.679] な3階なんかあんのかなここにはあなん
[01:36:30.840] なんかあるまたなんかあるよこなんかあり
[01:36:33.320] ますよここにもな結構病院なんか結構色々
[01:36:36.960] あるな病院結構色々ある
[01:36:43.720] [音楽]
[01:36:50.239] なあ戦闘のテポ良くていいわああの戦闘の
[01:36:55.480] このメッセージ最速にしたらめちゃくちゃ
[01:36:59.080] 早いだ気づくと死んでるからな1回セーブ
[01:37:02.199] しよう1回セーブするた気づくと死んでる
[01:37:05.159] からあれあれれあれつってそこは気をつけ
[01:37:08.199] なきゃいけないここもなんかありますね
[01:37:11.400] またパーティー変わりそう確かにあ変わん
[01:37:15.480] ないここセーブ大事だねゴブはそこにを
[01:37:20.360] 見つけ
[01:37:21.400] たそれは童話と言われる本であっ
[01:37:25.960] たゴブリンはペジをめくっていっ
[01:37:29.639] たなんだこれ
[01:37:32.800] はそれは何やら赤い鬼が出てくる話らしい
[01:37:37.800] うん
[01:37:39.360] ゴブリン挨拶だけですがこんばんは自分の
[01:37:42.440] 意識の中のもう1人の別な自分の存在に
[01:37:45.800] 気づい
[01:37:47.080] たお前と同じ
[01:37:49.560] だそして今お前はお前自身を憎んで
[01:37:56.080] いるこの物語はまさにゴブリンを移す鏡で
[01:38:00.800] あったうんなぜ
[01:38:03.840] だなぜ俺はこんなに赤いやつを憎むんだ
[01:38:09.760] うんゴブリンの意識の中に今別の感覚が
[01:38:14.520] 出現しようとしてい
[01:38:16.719] たこの本が
[01:38:19.080] ゴブリン人間に対する同情を引き起こした
[01:38:22.159] のだどういうこと
[01:38:24.920] 全く異質なこの感覚にゴブリンは激しい
[01:38:28.560] 苦痛を感じ
[01:38:30.679] たやがてそれが去った
[01:38:33.520] 時意識の中に今までとは違う何かがざした
[01:38:37.840] ことを知っ
[01:38:39.560] た優しさと愛で出
[01:38:43.639] た出た優しさと愛愛と優し
[01:38:48.639] さちょっとこれよくわかんねえなここえこ
[01:38:53.040] ははゴブリンの正体は何ってこと優しさと
[01:38:56.679] 愛赤鬼をねなんか恨んでたみたいなこと
[01:39:01.159] 言ってたけどもうもう1回見ていいあ見れ
[01:39:03.960] ないもう1回見れないのかそっ
[01:39:07.440] かまゴブリンはそういう人なんですね見て
[01:39:11.040] くださいさっきの可愛い声なんだこの感情
[01:39:14.000] はなんだて言ってたやつの顔見て上から2
[01:39:16.599] 番目どこがどっからあの声出てんねん
[01:39:19.040] 化け物やん
[01:39:22.360] け4回行きますあここ5階だけどサクサク
[01:39:26.800] 進む
[01:39:27.920] な下なんかメカ
[01:39:31.040] だし下なんかメカ浮いてるしビークルに
[01:39:34.719] なってるし赤鬼を恨んでた国語の教科書に
[01:39:38.719] 泣いた赤鬼って話があったうんうんうん
[01:39:41.560] うん青鬼だったってこと
[01:39:46.599] じゃちょっと待ってまたマップ出すの
[01:39:48.920] ちょっと時間かかるからちょっと待って今
[01:39:50.960] 4回ここ
[01:39:54.040] 結構病院で結構さ結構病院って結構ナ顔に
[01:39:58.880] マジで泣けるからやめてあそうなの
[01:40:01.000] ナイターに行って泣ける話なん
[01:40:03.360] だおいおいおいおいおいおいおの誰にも
[01:40:06.639] 言われたら
[01:40:08.920] なおいおいおいおいおいこの回にもなんか
[01:40:12.159] あるぞあの青鬼が恨んでたってことホの墓
[01:40:16.000] くいるそんななけんのまたなんかある
[01:40:19.360] じゃん
[01:40:20.520] ほらここはああもうパーティーが強制で
[01:40:24.360] 変わっ
[01:40:25.840] た音あげる
[01:40:29.040] よ多くはそこにい1枚の写真を見
[01:40:33.360] 何何何それはどこから運ばれてきたの
[01:40:36.040] だろうか家族写真風に乗り偶然そこに
