[00:00:26.240] はいどう
[01:20:10.320] 塗装がさ本当はこの塗装なのよこれ分かる
[01:20:13.120] このこの紫なんだけどこのキャンディ塗装
[01:20:15.600] みたいのしてくれてめっちゃ可愛いこれ
[01:20:20.400] 大好きはい次え爪できましたつできました
[01:20:25.320] 翼クリア翼をえここでけましたはい20番
[01:20:30.040] ですEの5とEの4Eの5とEの4多分
[01:20:34.560] これだなこれだねなんかわかんねえよく
[01:20:37.840] わかんねえこのパーツをつつけるらしい
[01:20:39.920] こだわり出てるの
[01:20:41.920] いいそうめっちゃいい
[01:20:46.560] でしょは
[01:20:49.199] ああはあはあはあはあ
[01:20:52.199] えええつくこれあつくわ
[01:21:00.159] えつくこれ待って待って待ってつかないよ
[01:21:04.400] あ逆
[01:21:05.920] だあ今マイクチェックした
[01:21:10.199] えしてないよはいはいはいこれなんかこの
[01:21:15.120] なんか変なよくわかんねえのをつけ
[01:21:17.520] ます
[01:21:19.360] はははしてたへいはあ
[01:21:25.040] おいはいはいはいはいはいはいはいはい
[01:21:28.880] はい
[01:21:33.199] はいいやこれなんかどどんできてきたこう
[01:21:36.920] いうもんなのかななんかさグラグラめちゃ
[01:21:39.199] かっこいいいやこういうもんなんから若干
[01:21:41.520] ぐらつくんだよねえこういうもんだよねで
[01:21:44.280] もね若干のぐつきってあるよね若干本当に
[01:21:48.560] 遊びぐらい遊びパーツ同士の遊びぐらいな
[01:21:52.159] あんまり若つく干ついてるいやもうエロさ
[01:21:57.159] 感じるやろ群つくわこんなもんえ次反対側
[01:22:01.480] のパーツの番号をかこにうーんまたむそう
[01:22:05.080] なのでた
[01:22:06.320] なおそらくこれでしょうおそらくこれ
[01:22:11.440] でしょうこれと何どれこれ
[01:22:15.199] かおそらくこれだ
[01:22:18.239] なこれだねこれだこれをくっつけるらしい
[01:22:22.840] んだけどこれが2つある2パーツ分ある
[01:22:25.679] らしい右左でばんは昼間は5ドム失礼した
[01:22:30.239] ですあいえいえいえお疲れちゃん今日は
[01:22:33.520] プラモデル配信でございます
[01:22:35.760] よ
[01:22:38.360] えっと
[01:22:40.440] えこうでこうだ
[01:22:45.560] ねはいはいはいはいはいうんなんだか
[01:22:49.880] わかんないなんだかわかんないけどかっこ
[01:22:51.760] いいのができました
[01:22:55.080] 多分
[01:22:56.960] 羽多分ハネだなこれなはい2個できました
[01:23:01.960] はい2個できました
[01:23:04.760] えっとb
[01:23:07.120] のb
[01:23:09.040] のbの1と5ああこれ
[01:23:13.800] えこのバンパーみたいなやつああこれはい
[01:23:18.719] 2個できたはい2個できました
[01:23:26.440] えっとこれ
[01:23:29.000] をけるんや
[01:23:33.199] けどこうのこうでしょ違うこうのこうか
[01:23:39.280] こうかこうだ
[01:23:40.860] [音楽]
[01:23:44.440] わはいはいはいはいはいはいはいこういう
[01:23:47.239] ことねはいはいこういうことっすこういう
[01:23:49.840] こと何のこっちゃわからんと思うけどこれ
[01:23:53.159] もそうこのなんかこの縁みたいのを
[01:23:55.199] つつけるわけよこのなんかバンパーみたい
[01:23:56.800] な縁をつつけるこれだって下し追っかける
[01:23:59.960] よなマジ
[01:24:01.360] であでも綺麗にはまるようになってるわ
[01:24:04.920] そんでそんでよはい地獄来ました地獄来
[01:24:09.719] ましたこのここ分かる
[01:24:13.440] このもう多分わかんねえと思うけどここ
[01:24:19.159] このニッパーとこ行った
[01:24:24.760] ここここにクリアパーツ入れます
[01:24:27.840] めちゃくちゃ
[01:24:28.920] ちっちゃいとんでもなく
[01:24:31.719] ちっちゃいこれなくすぞGの
[01:24:35.040] 1111と10これこのトップクラスに
[01:24:39.880] ちっちゃいの来たわこれ正直これなくして
[01:24:42.280] もいいもんだって気づかねえもんついて
[01:24:44.320] ないことにさっきのクリアパーツがでかく
[01:24:47.480] 感じるわ
[01:24:49.199] 先端えっと今からやるの
[01:24:52.760] はこれ
[01:24:55.800] これこいつをけてきますこれねこんなんさ
[01:25:02.760] 本当に
[01:25:04.800] 何いやまじこれは本当になくしたら一生出
[01:25:07.719] てこんと思うマジ
[01:25:10.560] でどうてこんだよこんな
[01:25:15.040] の
[01:25:17.320] はいはいはいはいはいできましたはいはい
[01:25:20.040] はい
[01:25:21.679] これ
[01:25:23.320] これるみんな分かるこれこれだよパーツ
[01:25:28.639] これこんなもんメヤじゃんメヤ簡単に
[01:25:32.320] 取れるんだねうんすげえちっちゃいも見て
[01:25:35.440] これこれだよこれを今からつけてくんだよ
[01:25:39.199] ただのゴミじゃん本当だよなこんなもんと
[01:25:43.119] かどういう風にどういう待っ
[01:25:48.800] てどうけんのパツとはもうちっちゃすぎて
[01:25:53.080] さでもつめないんだよねどうけんのこれも
[01:25:59.360] しかもこれにもねパーツの番号があるんだ
[01:26:01.000] よ11番ってどっち11番わし11番取っ
[01:26:04.400] たよ11番
[01:26:07.920] は11番逆すねこっちだ11番
[01:26:15.280] こっちいや待ってこんなもん俺できねっ
[01:26:22.719] て待ってこれさあこのこのパーツに最初
[01:26:26.360] 入れちゃった方がいいんじゃないよくでき
[01:26:28.199] てるよなよくできてるなのかこれはもう
[01:26:31.000] ちょっともうちょっと親切設計にしても
[01:26:33.119] 良かったんじゃないかなって俺思うけどあ
[01:26:35.760] ぶない
[01:26:37.600] 危ねえ待てこれ無理だぞこんな
[01:26:42.170] [音楽]
[01:26:45.280] の
[01:26:47.400] え絶対違うよねこれ
[01:26:50.340] [音楽]
[01:26:58.400] あこうだはまったはまったけどこれなんか
[01:27:02.320] ボンとかなんとかでくっつけねえとこれ
[01:27:04.119] 絶対なくす
[01:27:05.760] だろ分かるつきましたこれだ
[01:27:10.920] わなもう赤ペンでちょんて塗りよくない赤
[01:27:14.800] ペンでちょんと塗りええやんこれ見て
[01:27:17.960] これこれだ
[01:27:20.320] よ
[01:27:22.280] えやばいよねマジ
[01:27:26.040] でちなみにこのこのちょっとこれは切り
[01:27:30.320] たいな接着剤は欲しいなこれ接着あった方
[01:27:33.639] が良かったか
[01:27:41.080] なま出来上がったらもう動かさないから俺
[01:27:44.400] 飾っておくだけだからいいんだ
[01:27:48.119] けどまいっかこんなもんでいやこれは骨が
[01:27:53.239] 折れるね
[01:27:54.960] マジ
[01:27:58.760] で緩いとこ派出てくるねそうだよ
[01:28:04.800] ねはいはいこう
[01:28:11.320] ですこんなの
[01:28:14.440] さマジでこれ勘弁してくれよこんなパーツ
[01:28:18.600] マジでさあもう1個行くぞもう1個行くぞ
[01:28:21.960] これなくしたらガンナマジで
[01:28:25.280] なくしたら
[01:28:26.480] 眼内まこれパーツを切り離すところがまず
[01:28:29.840] もう無理だもんな
[01:28:33.750] [音楽]
[01:28:35.600] 怖えできました取れました取れました取れ
[01:28:37.760] ましたよ取れました皆さん見てください見
[01:28:39.600] てください見てくださいこれです手の手に
[01:28:42.280] ついてるゴミの方がでけえこれです皆さん
[01:28:45.159] 今からこれを組んできますよ皆さんこれね
[01:28:48.639] これだよ
[01:28:50.000] これおかしいやろこれ
[01:28:55.360] でもちゃんとここにぴったりはまるように
[01:28:57.040] なってんだよこんなよりちっちゃい本だよ
[01:28:59.440] こんばんはやさんこんばんは今日はねプラ
[01:29:02.280] モデルを組んでるんだけど今のプラモデ
[01:29:04.920] ルってやばいのねパーツこれプラもやっ
[01:29:08.040] てるねこれパーツですこれ意味わかんねえ
[01:29:10.960] だろこれだよこパーツですこの赤いのでも
[01:29:15.920] ちゃんとここにはまるようになってんだよ
[01:29:17.880] だすげえよなマジでマジですげえわ
[01:29:25.080] ちょ前髪
[01:29:26.360] 邪魔七味に小さい本当だよ七最悪七味入れ
[01:29:30.400] りゃいいじゃんなくしたらそれやって
[01:29:32.199] 落としたとかならないようにねいやマジで
[01:29:34.679] ねさっきなったから
[01:29:36.240] [音楽]
[01:29:39.760] ね今のプラモの技術すごいよねやばいね俺
[01:29:43.639] もプラモってあんまりやったことないから
[01:29:45.760] さわかんないんだけどすごい
[01:29:48.940] [音楽]
[01:29:52.520] ねこれね生にもねこれパーツ向があって
[01:29:57.679] ね向きがあって入んねこう
[01:30:01.880] かこうだあこうだ
[01:30:05.199] わ今のパーツは一見削りかすと間違え
[01:30:08.920] ちゃいそうだよねマジで
[01:30:13.560] そういや入んねえよこれちっちゃすぎ
[01:30:18.159] てこんな無理だよ
[01:30:25.520] 待ってこれちょっと待ってごめん1回これ
[01:30:28.360] 避けるわ入ん
[01:30:30.920] ねちょっと本気でやらせていやこんなん
[01:30:34.800] 入るわけねえ
[01:30:44.800] じゃんいや待てちょっとステちょっとステ
[01:30:49.159] ちょっと待ってくれ前髪邪魔くせえわ
[01:30:52.320] ガンプラビームさがランナーと間違うよう
[01:30:55.600] な配置で並んでるからねあそうなん
[01:31:03.199] だこれこのねこの角にこの赤いのはめ込む
[01:31:08.320] んだ
[01:31:09.440] けどちゃこりゃ
[01:31:12.630] [音楽]
[01:31:19.480] ほんまちょっと待ってこれはまんねえよ
[01:31:22.600] こんなの
[01:31:25.710] [音楽]
[01:31:34.159] 入っ
[01:31:35.719] た入ってない
[01:31:38.080] あれなんでだよ
[01:31:40.760] これ今入った
[01:31:48.560] じゃん入った入ったけどこれゆいなこ
[01:31:54.000] でこれくっつけねえと死ぬぞ
[01:31:56.880] これなんか接着剤買っときゃよかったな
[01:31:59.960] これ絶対おこすべ落ちねえか入りました
[01:32:04.239] 分かりますこれこれだよこれこの赤
[01:32:11.400] ポチどうかしてるよなマジで
[01:32:16.360] これすごいね
[01:32:19.080] これこだわりが伝わってくるねコナミの
[01:32:23.780] [音楽]
[01:32:26.320] いやでもやっぱあるとないと全然違うわ
[01:32:29.199] このクリアパーツがあるとないのと全然
[01:32:31.119] 違う仕上がりがやっぱりあなた以外に手先
[01:32:34.320] きようね待ってもうこれさだめだこれ抜け
[01:32:38.199] ちゃうこれなんかくっつけなきゃだめだよ
[01:32:40.400] これ落ち
[01:32:42.000] ちゃうどうやってくっつけよう
[01:32:47.300] [音楽]
[01:32:48.760] これ細かいなそこから接着するなら
[01:32:52.960] 流し込み着剤を爪楊枝でちん付けするのが
[01:32:56.320] いいのかなそんなもんは
[01:32:59.119] ないそんなもんはないなんかノりみての
[01:33:03.840] なかったっ
[01:33:05.840] けのりみてのなかったかなちょっとさ
[01:33:10.199] 爪楊枝とさのりを探していき
[01:33:18.119] ますね
[01:33:25.679] パズルのノり
[01:33:31.600] は
[01:33:35.280] それだよな
[01:33:37.360] ソピ接着剤っていうか
[01:33:41.119] さ気休めかもしんねえけどちょっと気休め
