[00:00:09.639] H
[01:28:54.679] ねなんで最近コロめっちゃ押されてんだ
[01:28:56.840] 気持ち悪くない何なの何が目的な
[01:29:02.760] の後ろ色ってなんで押されてんのあんな
[01:29:06.320] に本当になんか気持ち悪いんだけどなんか
[01:29:09.040] やけに
[01:29:10.400] さコロ食わせようとする
[01:29:13.520] じゃんなんで手取足取りじゃあ夜のお供に
[01:29:22.400] どうぞそれあれなこっちのやつ
[01:29:28.970] [音楽]
[01:29:30.440] なこっちんのクリップだべこれ
[01:29:34.199] 多分布団の上もリードあの手取り足取り
[01:29:38.480] うんうんこれは本当にちょっとドキッと
[01:29:41.040] するから
[01:29:43.719] だめちょ本当にちょっとそれはもうウナギ
[01:29:46.679] ぱい食べようだめだやべえウナギぱい食べ
[01:29:49.119] たくなってきちゃっ
[01:29:52.199] たうん
[01:29:56.040] 元気になっ
[01:29:59.080] ちゃう
[01:30:01.760] うまなんかコ今から食っとけば田1個は
[01:30:05.679] デリシャスハッピーに見えるやろっつう
[01:30:07.840] ことで食わせてるらしいどういうことどう
[01:30:09.840] いうことあ今から食ってこそれが当たり前
[01:30:12.520] にな
[01:30:13.239] るってこと気持ち
[01:30:15.440] 悪い絶て食わねえよ
[01:30:18.080] 俺虫無理だもん悪いけど私ね族の代表者
[01:30:23.280] たちよが死ぬほど嫌いなんですよ戻ってき
[01:30:27.360] たしかしまだ道のりは険しいぞ尻が美味し
[01:30:31.600] そうに見えるようにコ見るとよだれ出る
[01:30:34.119] やろってやめてよマジ気持ち悪いな今日
[01:30:36.840] ご飯中にさうんえ
[01:30:39.360] 何ゴケ
[01:30:43.360] ブれよつ見てたら
[01:30:46.199] さお
[01:30:49.750] [音楽]
[01:30:59.639] 虫食べるみたいなサムネでて備えた
[01:31:03.679] うぜえあいうの出すのやめてほしいよ
[01:31:11.080] なポチポちょって感じの口で食うの可い
[01:31:15.199] ちょちょウナギぱいちょちょウナギ何島
[01:31:19.280] さん
[01:31:21.880] こんばんはおい島
[01:31:25.440] さん俺のTシャ売れてんなあれどこにも
[01:31:29.239] 操作方法が書いてない自分も思い出せない
[01:31:33.280] なんでやでもなんかできたよこの俺のT
[01:31:37.719] シャツ何枚売れた何枚売れた教え
[01:31:41.840] て知りたい俺のデザイン者者がどんだけ
[01:31:44.960] 売れたか家族でスハでってる画ながらてた
[01:31:51.640] [音楽]
[01:31:54.119] のすくないプレゼントとかじゃなくて5枚
[01:31:57.199] 買われてんでしょすごい
[01:32:01.760] よ島とこ大島先生連絡遅くなってすみませ
[01:32:06.840] んでしたハリボテは世界で50
[01:32:12.610] [音楽]
[01:32:20.080] 枚かいいえ
[01:32:22.860] [音楽]
[01:32:31.159] これMPを減らしますまずは
[01:32:34.040] ねで
[01:32:36.600] 防御5中4はまのケを狙う変態に何
[01:32:46.840] [音楽]
[01:32:48.000] 誰何なんか割となんかこのTシャツ買い
[01:32:51.199] ますみたいな人多くて嬉しい
[01:32:54.080] かえ4枚買ったの
[01:32:56.880] あいつや
[01:33:00.920] [音楽]
[01:33:04.239] ば肛門ぽちぽちなんか腹立ってきたので
[01:33:09.239] 出して確認しますま無理せず
[01:33:12.790] [音楽]
[01:33:15.199] なポチポチ
[01:33:19.280] ラムネ4枚すげええ嘘でしょ
[01:33:24.199] 変わってんなあと案件の話もまたします
[01:33:27.679] 案件くれるんすか僕にやっ
[01:33:32.280] た何の案件くれんの俺にあかん肛門
[01:33:35.280] ポチポチでシンプルに笑顔になっとる疲れ
[01:33:38.280] てるんやな肛門ポポ案やだよAVじゃんや
[01:33:43.719] だ体やもうみんな飲んでるやつ
[01:33:48.560] でしょ頭がすっきりするやつじゃないの
[01:33:51.760] それがする
[01:33:55.000] みんな飲んでる
[01:33:59.520] よケツから油の出る痩せる薬もあるよ
[01:34:03.280] 何それ
[01:34:05.000] え何それ
[01:34:07.360] 気持ち悪何ケツから油の出る痩せる薬って
[01:34:11.239] 何それ
[01:34:14.239] 痩せ薬って本当にあん
[01:34:17.560] の白と黒の材飲むだけで痩せてうっすらと
[01:34:21.520] 腹筋出るやつや焼肉とか食べた後にその薬
[01:34:25.360] 飲むと焼肉の油だけ放出するえ気持ちでも
[01:34:29.000] やじゃねケツから脂
[01:34:30.610] [音楽]
[01:34:37.040] ってついに僕にも案件ですかや話ですね
[01:34:42.600] YouTubeのくっそ怪しい広告の状態
[01:34:45.760] えりみたいになるよ
[01:34:48.080] ええケツから油出す案件したいのしたく
[01:34:51.600] ねえわ
[01:34:53.800] どうやって紹介するんだよ見ててください
[01:34:56.840] ね今お尻から油が出ますよブリブリブリ
[01:34:59.719] みたいな来たねマジ
[01:35:01.830] [音楽]
[01:35:05.520] でああいいねレベルがいっぱい上がって
[01:35:09.880] いいねあゴブリン進化油出したら興奮する
[01:35:13.960] よねカオスや笑笑油でる興奮し
[01:35:19.719] ねえしないしない
[01:35:28.199] トイレ掃除大変そううわあや
[01:35:31.040] だやだなそんなのなんかでもなんか案件と
[01:35:36.560] か関係なくちょっと配信でやりたいのが
[01:35:38.480] あっ
[01:35:40.400] てあのよくさんじゃま痩せ薬もちょっと
[01:35:44.360] やってみたいけど惚れ薬もやってみたく
[01:35:46.520] ない
[01:35:48.400] 惚れ薬じちゃん呼んでじュちゃんに飲ま
[01:35:50.960] せるで俺に惚れるのかどうかやろうぜ
[01:35:53.840] 惚れ薬買おうよみんなでじちゃんに飲ま
[01:35:56.719] せる配信しよう惚れ薬笑笑俺に俺に惚れる
[01:36:00.159] のかどうかキスされ
[01:36:01.560] [笑い]
[01:36:04.239] そうやだやめ
[01:36:07.880] てガじちゃんガンまりよガンまりあいつで
[01:36:13.880] され
[01:36:15.920] そうやべえやえでも惚れなんて
[01:36:19.760] サイクロプス進化してるやん
[01:36:24.480] ちゃんに下入れられたんだけど笑笑俺
[01:36:27.880] そんなこと言うのぎとかつっていや俺笑え
[01:36:31.719] ないと思うこんな落されたら惚れ薬飲んで
[01:36:35.000] みて飲んでみ俺が飲んでもいいかも俺が
[01:36:37.480] 飲んでも
[01:36:39.040] いい実際そんなあんのかねと思うけど
[01:36:44.560] ねちょっと電気消してとか言うかもね配信
[01:36:49.199] で笑った後裏で泣いてそうピエロだ
[01:36:56.119] そ面白い配信して案件ちょいちょい多いか
[01:36:59.000] あ本当嬉しいねいい
[01:37:01.520] ねいいですねちょっとまた打ち合わせ
[01:37:03.960] なんかしましょう
[01:37:04.980] [音楽]
[01:37:07.400] ねちょごめんこれくそ簡単にここで
[01:37:09.840] ちょっとレベル上げ
[01:37:14.380] [音楽]
[01:37:15.800] しようABボタンこや押してるだけでに
[01:37:18.400] 乗った大島さん了解ケツから油出しましょ
[01:37:22.980] [音楽]
[01:37:25.920] いいねガンガンレベルが上がっていいよ
[01:37:27.639] おかした
[01:37:31.960] [音楽]
[01:37:37.159] 食べよあもうウナギパイがないある
[01:37:41.920] ちょっと違う形のウナギパイ発見バラム
[01:37:44.920] ツって魚も食べたらケツから油出るよ魚
[01:37:48.960] おいしいよ
[01:37:50.719] へなんかとねなんかさ
[01:37:54.239] みんなが見たいなんか特殊な配信って
[01:37:56.560] なんかないもうもうままだまだあと50人
[01:37:59.880] ぐらいんだ1200人配信でなんか特別な
[01:38:02.080] ことしたいんだけどさケツから魚入れる
[01:38:04.480] 配信BANじゃねえか
[01:38:06.560] よそれ長いから裏切って呼んでるだけじゃ
[01:38:10.119] これウナギパいって言わないじゃんウナギ
[01:38:12.440] パイてああああ何何何ああああレイド
[01:38:17.679] だレイド
[01:38:19.719] だレイドじゃないかさんからこんばんはあ
[01:38:22.760] さんこんばんはさん
[01:38:26.679] こんばんは地獄
[01:38:29.320] ボテちょうど合体きましたゴブリンの合体
[01:38:33.520] ゴブリンの合体
[01:38:35.599] はゴブリンの合体やろライドサンキュー
[01:38:39.560] あざさマップ中で1ボタン押しっぱなしで
[01:38:43.880] 押している間だけ時間加速します
[01:38:49.840] こんばんは今日はですねPCエンジンの
[01:38:52.360] ですねえっとラストハルマゲドンていう
[01:38:56.000] ゲームやってるんですけどあのすいません
[01:38:57.639] 今日先に言っときます今日はですね
[01:38:58.920] アルミホイル叩いて鉄球にしますつって
[01:39:01.400] 最終的にパチンコ玉してほしいあの今日は
[01:39:04.880] ですね地獄のレベル上げなんで俺がバハ
[01:39:08.119] BGM素晴らしい俺がねうつろなあお疲れ
[01:39:10.880] 様ですしさん今日はね俺がねうつろな目を
[01:39:13.119] してあの怒りシジみたいにあの目標
[01:39:16.239] センターに入れてスイッチやってるだけな
[01:39:17.880] んで地獄みたいな配信です今日
[01:39:20.840] はゴブリンてさに引っ張り出して確認し
[01:39:25.159] ありごめねゴブリンって結局さ何装備
[01:39:28.239] できるんだっけかえ全部装備できるんだよ
[01:39:31.400] なだから別にそんなに考えなくていいよ
[01:39:34.560] ねアイテ島村エルフさんの義父見て元気
[01:39:38.239] 出してますあのあれな
[01:39:42.280] あのパあのファミコンぶん殴るやつね何と
[01:39:46.639] 合体しよっかな何と合たしようあ呪文も
[01:39:50.520] ちょっと
[01:39:51.520] これ運転にや呪文もちょっと考えたら
[01:39:55.880] ちょっとミノタウルスの方がいいかもしん
[01:39:57.679] ねえなあの魔界に帰るちょっと欲しいよ
[01:40:00.960] なあれちょっと君が成長したら島村エルフ
[01:40:04.719] になるかなだならん
[01:40:07.800] わおおかっこいいかっきいい
[01:40:14.360] かっきかっきやんウナギパイ食べていい
[01:40:19.119] ウナギパイ食べていいか今日地獄なずっと
[01:40:23.360] ずっとこれ2時間2時間これやってる
[01:40:30.440] だけうん
[01:40:37.440] うま魔法
[01:40:40.960] みたい
[01:40:43.560] ああザホム来た
[01:40:46.280] ねこれ欲しかったんだよ
[01:40:50.170] [音楽]
[01:40:55.239] 相変わらず魔法の効果が分から
[01:40:58.920] んムは
[01:41:02.639] せかいいねここ23日でうちのうちに遊び
[01:41:06.480] に来てくれてる人たがみんななんか洗脳さ
[01:41:08.840] れていく俺がさ洗脳が進んでますねザホ
[01:41:13.159] ムって何だっけって言ったらみんなが石化
[01:41:15.760] とかさそのうち本当みんな白目いていう
[01:41:18.679] ようになるだろうな無意識で
[01:41:23.840] [音楽]
[01:41:29.679] あらゴブリン強い
[01:41:35.360] ねちょいと魔法のレベルも上げたいから
[01:41:39.199] めどくさいんだけどこ1回往復するね
[01:41:42.119] ゴブリンかっこよくなったねかなり
[01:41:46.930] [音楽]
[01:42:02.440] うまうギっ
[01:42:05.090] [音楽]
[01:42:18.840] ぱいうんナっぱいうまいあが魔族の代表者
[01:42:24.840] たちよよくぞ戻ってき
[01:42:38.360] た
[01:42:41.980] [音楽]
[01:42:48.159] ああさすがにもうずっとこの往復しんどい
[01:42:51.440] な
[01:42:57.719] もう2時間2時間ぐらいこの調子なんすよ
[01:43:01.530] [音楽]
[01:43:12.119] ずっとわざとMPを使い切ってから
[01:43:17.960] の防御も入れとくかここで
[01:43:26.560] これ何やってくかわかんないよね多分ね
[01:43:28.599] 初見で見る人は
[01:43:30.119] ねこれで今レベルを上げてるんす
[01:43:34.400] よわけのわからん防御連打でど防御の
[01:43:38.800] レベルが上がるん
[01:43:42.440] で奥のレベルを上げてるところですこれ
[01:43:45.960] こんくらいでいいかな
[01:43:53.440] [音楽]
[01:43:56.679] おおいいねいいね魔力がレベル6になった
[01:44:01.679] 攻撃力だけめっちゃ高えな27だ
