[00:00:04.560] G
[01:11:32.679] ね男友達ですからあなたはって言うんだ
[01:11:34.600] けど男友達って言い方嫌やわブラおじと
[01:11:38.679] スイーツ食べてたない確か確かにまブラ
[01:11:40.960] おじとはどこにでも行く
[01:11:42.600] けどそうです
[01:11:44.800] ね願望と言われても別におでないよな男
[01:11:50.000] 友達がいたらやりたいこととか別に友達は
[01:11:52.239] いっぱいいるけど男友達主人公
[01:11:55.760] まままままままあなあでもそれじゃダメ
[01:12:00.600] ですダメじゃないダメじゃないせっかくお
[01:12:04.159] 友達になれたんですし一緒に何かしてみ
[01:12:07.639] たいです最甘い物好きな男の子にも人権
[01:12:10.600] できてきた人件なかったの甘いも好きな女
[01:12:14.120] 男ってだよねじゃあ何
[01:12:16.920] する今すぐ決めるんですあこれデートに
[01:12:19.800] 持ってくやつじゃねのえとりあえず映画で
[01:12:21.480] も映画でも確かにでもスイパラとかけ
[01:12:24.719] なかったもんなかった笑ももなかったよ
[01:12:28.159] なかったか笑笑別にいいと思うけどね俺
[01:12:31.199] 甘いもんそこまで大好きじゃないけど嫌い
[01:12:34.400] でもないけど別にいいと思うけど
[01:12:38.120] ね前話急げって言うじゃないこういうこと
[01:12:40.480] は早く決めた方がいいんだよなんかさこの
[01:12:42.040] さ主人公のこのなんかやだお前マジ持てん
[01:12:46.280] わそりゃあまりちゃんの気がは変わらない
[01:12:48.639] うちにね最悪
[01:12:50.560] くぜ
[01:12:51.860] [音楽]
[01:12:53.400] うとりあえず
[01:12:56.000] お酒を一緒に飲んでみるこれあれの方も
[01:12:59.040] あれの方でさすげえガード硬くないガード
[01:13:04.080] 硬くないなんかそのデートに持ってかない
[01:13:08.480] ように持ってかないようにトークをトーを
[01:13:11.400] 回してるもう飲んでるじゃない鉄壁すぎる
[01:13:15.840] 鉄壁の女だこいつじゃあ2人で
[01:13:19.840] 脈もう脈ないよ脈ないも諦めろよなくて
[01:13:24.440] 知らないのかな経験なて知らないのか全部
[01:13:28.080] 知った上で俺のこと騙してんのかそれも
[01:13:31.280] いつもと一緒でしょ
[01:13:33.920] ふ膝となるとなかなか難しいですね
[01:13:38.679] まあまあまあなじゃあいつのこと思い切っ
[01:13:41.400] てデートなんかしてみないもうまほんま
[01:13:44.840] この俺この橋本連と嫌いですり忘れてない
[01:13:48.159] から初手チェリー煽りしてきたもん
[01:13:52.320] なデートですデじゃーじゃ遊びに行く友達
[01:13:56.560] 同士遊びに行くっていう
[01:13:59.440] どうででもデトデートって言い方が良く
[01:14:04.520] ない女の子との友遊びに行きもつもりで
[01:14:07.600] いいんだそうだ
[01:14:09.159] よただ男と女で遊びに行くからデートって
[01:14:12.000] 言ってみただけだからさじゃそうですよね
[01:14:14.960] おポでお友達同士で遊びに行くだけです
[01:14:19.320] もんねいいのこれデート行けんのじゃあ
[01:14:21.800] 今度の休みどうかな早いはいいいですよ
[01:14:26.360] じゃあデートしますえどこ行こっかなどこ
[01:14:31.159] 行くどこ行こっかなアートアクアリウム
[01:14:34.679] 行く俺の鉄板
[01:14:37.199] ネタなアートアクアリウムだなまずは初
[01:14:40.920] デートは持ってても覚えててくれるかなえ
[01:14:44.000] 揃って使われたらひどいわみたいな
[01:14:46.199] クロージングだね水族感大好きまずは
[01:14:50.280] アートアクアリウムって相場が決まってた
[01:14:52.239] 初デートは
[01:14:55.120] いやあの昔付き合ってたあの人行っ
[01:14:59.440] てアートアクアリウムっての行った日本橋
[01:15:02.400] のしたらめっちゃ綺麗だったけど金魚が
[01:15:05.760] 金魚が死ぬほど病気になってて
[01:15:08.639] めちゃくちゃ汚なかっ
[01:15:10.520] た成功2度と行かないと思っ
[01:15:14.159] たつもう何年も前の話
[01:15:17.120] だ遠い昔の話だなあ
[01:15:25.199] 痩せてたじゃあもう少しだけいいちゃい
[01:15:28.320] ますゲまだあの当時痩せてたからもし
[01:15:31.360] よかったらあなたのボトルをご一緒しいい
[01:15:35.080] よねいいよねいいよねもしよかったら橋本
[01:15:37.719] さんのボトルをご一緒したこいつボトル
[01:15:39.920] ガンガン飲んでくるやん俺にどうやって
[01:15:42.120] そうやってボトル超入れさせるつもりだろ
[01:15:44.159] 魚付きそうただこの猫ちゃんの口みたく
[01:15:48.199] なんの可愛くないたまに猫ちゃんの口見
[01:15:50.360] たくなるからうんこの子お酒好きだろうね
[01:15:55.199] もかないわけてありがとうございます
[01:15:58.120] とっても美味しそうですお金使わせない
[01:16:00.719] ようにしてるのかもそうサ把握されてるし
[01:16:04.159] ボトル稼ぎのプロやなくこの口好きやな
[01:16:08.000] この口めっちゃ可愛い
[01:16:09.480] じゃんとてリアルでされたら引くけど乾杯
[01:16:14.800] 乾杯リアルでされたらなんやと思無理して
[01:16:17.960] ならなくてもいいです
[01:16:20.199] けどこの前部屋の掃除していたら
[01:16:25.520] 私が出てきたんですどうし
[01:16:29.679] てそれはひど写真なんですよああ玄関で寝
[01:16:34.040] てる写真ね玄関裸で寝てる写真なんです
[01:16:37.760] 玄関で裸ひどすぎると思いません
[01:16:42.560] かこれどうなんそれってどういう状況だっ
[01:16:46.600] たんだろうねうんそれが全くわからないん
[01:16:50.080] です両親にも聞いてみたんですけど覚えて
[01:16:53.960] ないらしく
[01:16:57.480] よかったら今度見せてよその
[01:16:59.840] 写真ですだめだめ恥ずかしいから絶に見せ
[01:17:06.600] まぜあの
[01:17:09.760] あれあこの子形だ
[01:17:15.760] ねこの形だ
[01:17:18.639] み三角形の変の求め方はい
[01:17:24.960] 求め方はあそこのあのあの空間の空気をさ
[01:17:29.040] 3の定あのあのあの空間の空気をあの
[01:17:32.560] なんか袋詰めして1パック2000円で
[01:17:35.880] 売ろう1パックにパケ1パック2000円
[01:17:39.480] で売る
[01:17:43.560] べとんでもない勢いで今戻ってたあもう
[01:17:47.199] 終わりストローですストロー角形で
[01:17:50.080] キャンピングでき
[01:17:51.960] そうあ昔あのこのゲームやっ時にあの隙間
[01:17:56.040] に入りたいて実際入ったことがあるよ俺は
[01:17:58.080] 何言ってるかわかんないと思けどっ
[01:18:00.560] キャンプしたよ
[01:18:01.920] なて
[01:18:04.000] くださいルート
[01:18:06.159] にああこのこのおっぱいのところここ
[01:18:10.440] ルートにってそういや入ってたね笑入り
[01:18:14.040] たくて入ったありがとうございましたエ
[01:18:17.239] これからもよろしくお願い覚え
[01:18:20.800] てるこれが本当のソロキャンプだよつって
[01:18:25.000] それではまたお待ちしてますおう雨宿りさ
[01:18:28.920] せてつって
[01:18:30.320] なこれ手振る時可愛いなこのこの自分の
[01:18:34.600] 可愛い角度理解して
[01:18:37.320] やがる自分の可愛い角度理解して
[01:18:40.719] ぞあ全然危ねえ全さん5000円前菜さん
[01:18:47.400] 4900まだ月の始めなのに終わったな1
[01:18:51.760] 日ももやしで生活しなきゃな
[01:18:54.780] [音楽]
[01:19:02.760] 実際にお客さんのこと好きになっやばいよ
[01:19:08.000] みんな所持5000円でデート行くのか
[01:19:13.159] よ中学生だってもっと持ってるだろ笑笑
[01:19:17.000] おいあちゃん今日のお昼間サイゼリアで
[01:19:20.639] いいか
[01:19:21.639] なじゃデートデートデートデートだよ所持
[01:19:25.679] 金4900しかないのにおいあちゃんお
[01:19:29.840] 昼ご飯サイゼリア行こっか笑笑サイゼリア
[01:19:33.520] 行こっ
[01:19:35.239] かサイゼリア行こうおしいところすいませ
[01:19:39.600] ん甘ですデートのさですがちょっと困って
[01:19:41.880] ます私なんかが男の人と一緒にどっか行く
[01:19:43.960] なんてでもせっかく誘てやがたので頑張り
[01:19:46.199] ますねどうしても不安の時はそ許して
[01:19:48.360] くださいそれでは当日どうぞよろしくお
[01:19:50.159] 願いし
[01:19:52.080] ますドリームクラブマガジン当店の味
[01:19:54.920] ドリームクラブグラえ突然か皆様の我が家
[01:19:57.880] の味といえば何でしょう当店の我が家の味
[01:19:59.719] はふんわり卵のオムライスです食べる前に
[01:20:01.760] ケチャップで絵を盛り付けばあもそれいい
[01:20:04.159] やえ俺大丈夫金た金これ金かかんてんよな
[01:20:07.400] 確か
[01:20:08.520] な確かお金かかんないと思うんだよな全部
[01:20:12.840] あの多分出してもらうことになると思う
[01:20:14.440] 女の子
[01:20:16.040] にごめんありちゃんごめん
[01:20:21.679] おおお待たせしましたいいね族館初めてき
[01:20:26.000] たかもこのオムライスにおいしくなるを間
[01:20:28.679] してもいいですかあ私服初めて見たあの
[01:20:32.080] そのあれがあるんよそのオムライスのね
[01:20:34.480] ミニゲームみたいのある私服可愛いねいい
[01:20:38.400] ね似合ってるじゃん
[01:20:41.560] 可愛いやちゃん俺も今来たところだよあね
[01:20:45.880] ちゃに時間かけすぎだ
[01:20:48.760] よだ
[01:20:50.679] からすこの声はってんでなんでせ姉さんが
[01:20:55.880] いるんすかなんでせ姉さんがいるんすか
[01:20:59.840] おいちょっと待て友達友達友達だからって
[01:21:04.000] さうわあ私服すごいそういうこと言わない
[01:21:07.760] で虹の下に
[01:21:13.199] ハローその虹の虹の下にハ虹の下にハロを
[01:21:18.320] つぎやめてよね公式から私服のネタバレだ
[01:21:23.320] 虹のに
[01:21:25.719] ハローやめてやえちょっと可愛いけどさ
[01:21:30.280] ちょっと待って友達同士とは言ったけどさ
[01:21:34.280] 友達同士と言ったけどさじゃい分かった
[01:21:36.480] 分かったいいやせちゃんに全部出して
[01:21:38.080] もらう今日は1番なんこいうブランドあっ
[01:21:40.239] たねあったあったこんなブランド1番1番
[01:21:43.760] 年上なんだしせっちゃんがせっちゃん1人
[01:21:46.360] だけ30代だからせちゃん1人だけ30代
[01:21:49.719] なんで今日出してもらおうあれちゃんだけ
[01:21:52.920] じゃないのちゃんかけてるごめんなさいせ
[01:21:57.639] ちゃん可愛いんよなこう見ると
[01:22:00.639] なやはり私いきなり男の人と2人切りで
[01:22:05.199] 出かけるのは少し今日説いるん
[01:22:07.719] かうわ今日説いるんか俺でもそっちらが
[01:22:10.560] 疲れると思うぞっちゃんに相談したらつい
