[00:00:00.240] お肉はね鶏肉の形なんだ
[02:12:08.880] がにゃむずもうわからん見えん見えん
[02:12:13.639] 見えんう
[02:12:19.630] [音楽]
[02:12:43.960] 今まで神眼で見てたもんねうん心まで見て
[02:12:48.000] たよ
[02:12:56.450] [音楽]
[02:12:58.239] 待ってちょっともう疲れ
[02:13:01.079] た疲れ
[02:13:03.880] [音楽]
[02:13:09.199] たラ
[02:13:12.330] [音楽]
[02:13:21.239] たけどもしゃあねえなやんねえと
[02:13:25.199] なここまで来てじゃクリアせずに眠ります
[02:13:28.119] なんてわけにいかねえんだよ意でもクリア
[02:13:30.520] してやんだ
[02:13:34.210] [音楽]
[02:13:46.239] よああ
[02:13:51.679] すごいな憧れちゃうな
[02:14:00.960] [音楽]
[02:14:06.440] ろああやべえもうね14時間やってんすよ
[02:14:11.159] これちょっとねちょっと疲れてきてるマジ
[02:14:13.840] で正直指が痛い
[02:14:26.880] 好きなおにぎりの形は何ですか俺のり巻い
[02:14:30.800] てない丸いやつの方が好き
[02:14:33.040] だコンビニロ言ったらあとあしなしなの
[02:14:37.920] ノりのが好き
[02:14:38.890] [音楽]
[02:14:40.599] です好きなお尻の形は何ですか
[02:14:47.360] え好きなお尻の形
[02:14:51.320] なんだろなおっぱい派だ
[02:14:54.239] からおっぱい派だからごめん
[02:15:00.559] なこせない
[02:15:04.320] だここせここはこどうやってやならヒント
[02:15:08.920] くんねああぺったりいねえのかよぺったり
[02:15:13.199] はあそこどうこすんだよ
[02:15:21.400] あ
[02:15:22.760] ボテ良くないですねないですねない
[02:15:28.599] おっぱいの方がいいよって言ってるにさ
[02:15:30.719] 頑張るしかないあペテた頑張るしかないん
[02:15:33.800] だあそこ
[02:15:36.679] はおっぱいが
[02:15:38.639] 好き巨乳が全てなんて一言言ってないじゃ
[02:15:41.440] ないですか
[02:15:45.360] [音楽]
[02:15:52.440] 頑張るしかねえ
[02:15:54.239] のあのさファイヤーおっぱいファイヤー
[02:15:59.079] ファイアーなんだっけファイヤー兵士はさ
[02:16:02.960] どう倒すのよあれ倒し方がわかん
[02:16:05.639] ねなんか頭でも狙うのかと思っても
[02:16:08.320] ジャンプジャンプジャンプで当てようとし
[02:16:10.239] てるけどさあんまりそれも意味なさそうな
[02:16:12.760] んだ
[02:16:14.119] よガードされちゃうんだよね
[02:16:17.930] [音楽]
[02:16:33.160] おいいぞノ
[02:16:36.760] ダメぱチョイスのセンスでその後の人はく
[02:16:40.880] 左右されますあれじゃねえかAカップB
[02:16:44.559] カップなんちゃらかんちゃらじゃん
[02:16:48.139] [音楽]
[02:17:04.280] ここまではノーダメ行けないこともないん
[02:17:07.080] です
[02:17:09.319] よ本当これでも凄まじい集中力がの濃厚
[02:17:14.040] か知らんけど
[02:17:17.400] [音楽]
[02:17:27.240] 何何これ
[02:17:29.920] おなんか今なんか今見えた
[02:17:36.750] [音楽]
[02:17:42.760] ぞ
[02:17:45.080] なんかあなんか
[02:17:48.679] なんかなんもテリおぺってだわやっぱ
[02:17:54.920] やっぱぺってだよな困った時はぺったりだ
[02:17:58.880] わさすがなんかなんかぺってりゃてた今
[02:18:03.359] いつもの場所来
[02:18:04.800] た来たくそでかちょどうすんねんこれう
[02:18:09.559] もう死ぬし何このでかクソでかコブ怖
[02:18:15.960] ぺたぺったんぺったんいいじゃないかぺた
[02:18:20.990] [音楽]
[02:18:28.679] はいはいゲたはいゲタ
[02:18:37.280] ああハート
[02:18:41.319] なそこにおられたら何もできないんだ
[02:18:46.760] よし
[02:18:48.760] よしああよし
[02:18:53.840] よし来た来た来た来
[02:18:56.459] [音楽]
[02:19:00.040] たこの時間停止ものAVみたくなっちゃっ
[02:19:04.740] [音楽]
[02:19:10.800] た何その
[02:19:12.570] [音楽]
[02:19:15.080] 動き強い強いむずなんやね
[02:19:19.240] それそれどういうAVなんですか詳しくお
[02:19:23.160] 願いします時間が止まるんだよ犬とかには
[02:19:26.519] 人間にしか聞かないらしいんだけど特殊
[02:19:28.240] 訓練受けてるからあれそうそうそう黒表
[02:19:31.519] あの黒表も特別な訓練受けてるから
[02:19:41.780] [音楽]
[02:19:45.639] な見えないこの黒
[02:19:48.960] がどこにった
[02:19:53.680] 何あいつなんだ
[02:19:57.280] あいつ
[02:19:59.359] 危な止まる時間そして駆けずり回る
[02:20:03.050] [音楽]
[02:20:09.479] 犬いやなんだそれもう難しいねまわってっ
[02:20:17.280] た
[02:20:22.480] [音楽]
[02:20:26.080] 疲れました疲れまし
[02:20:29.840] た疲れまし
[02:20:32.920] た寝る笑いや寝ない眠いけどねこれここで
[02:20:39.479] やめれねえだろこんなところ
[02:20:42.359] でやめられるかこんなとこ
[02:20:46.200] で寝ちゃう寝るわけねえだろここまでて
[02:20:50.240] やる
[02:20:51.319] か寝つきが悪いだろここで出
[02:21:04.020] [音楽]
[02:21:18.560] たらオ
[02:21:21.410] [音楽]
[02:21:28.200] かっけこの曲マジ
[02:21:32.390] [音楽]
[02:21:33.880] でハートは全部取っとく
[02:21:40.359] よ
[02:21:44.800] ルルメ
[02:21:48.200] よなんだかんだるてたお猫やくと今眠りに
[02:21:52.910] [音楽]
[02:21:54.720] く何通話でもして
[02:21:57.880] たお
[02:22:01.160] [音楽]
[02:22:14.040] ね普通にテス楽しみやなって話してたおお
[02:22:18.240] いいじゃん遊びこいよマジで待っとる
[02:22:24.840] べあノーダメちゃうんかいおあれだよな
[02:22:30.160] ボテベスで今度さあれしたいわ今度の
[02:22:32.880] ゲームさドラキュラにしてくんねえかな
[02:22:35.680] ドラキュラ8作品全クリア
[02:22:39.040] 目立つ全然余裕だと思うけど
[02:22:44.319] 正直あそ間違ったこれ上行かなきゃだめだ
[02:22:51.390] [音楽]
[02:23:04.319] ビテコって最近俺の配信なさ来るように
[02:23:06.640] なってくれたじゃんはるくの配信のレかな
[02:23:09.560] かな多分あボテとかってあのボテとかって
[02:23:13.920] いつから知ってんの
[02:23:16.310] [音楽]
[02:23:18.600] 最近最近
[02:23:21.900] [音楽]
[02:23:26.120] 危ねえうま見
[02:23:28.960] たいあ
[02:23:32.359] はあはあはあちょちょめっちゃ最近
[02:23:35.560] じゃんめっちゃ最近
[02:23:38.040] じゃんレトロゲー界隈というかな
[02:23:41.410] [音楽]
[02:23:44.800] うんいいねありがたいすねそう
[02:23:47.650] [音楽]
[02:23:49.439] いう違うところから入ってきてくれんの
[02:23:52.200] ありがたいよな全部最近やであそうなんだ
[02:23:56.600] そうだよなそう確かにだって他んとこにい
[02:23:59.880] たら知ってるもんな大体うちの配信に来
[02:24:02.240] なくてもさ大体良くも悪くもさやっぱ
[02:24:07.160] みんな一緒だからね見れるとこね大体ね
[02:24:10.160] それがどんどんこう違うところから入って
[02:24:12.000] きてくれるのありがたいよねそういうのが
[02:24:13.800] ね大きくなるからね
[02:24:16.930] [音楽]
[02:24:21.399] お最近見たあのレトロゲー界隈な誰が一番
[02:24:25.600] 面白い言ってみ俺だよなそれまでふしか
[02:24:28.760] 見取らんかったあそう
[02:24:31.240] なんFPSの配信ってでもいやわからんよ
[02:24:35.880] 俺は楽しんだろうけどあれずっと見続けん
[02:24:39.520] のてすごないあもそういやそういう文化も
[02:24:43.920] あるもんなだも
[02:24:45.680] なFPSか
[02:24:50.640] うちのモデレーターやってくれてるさワ
[02:24:52.359] るってやつがいるんだけどあいつもFPS
[02:24:55.080] 配信者で
[02:24:57.439] さからレるたまにいるねあれも一種の戦略
[02:25:02.120] 系なんでるああまあ
[02:25:05.600] ねま楽しいよなな確かに
[02:25:09.880] ななんかレトロゲームさ配信無理だああ
[02:25:16.319] やっぱりまそのゲームをさ知ってる人は
[02:25:19.520] いいよね
[02:25:21.040] ああうんいるいるDVD勢からはいるね
[02:25:23.960] 結構
[02:25:25.120] ねそのゲーム知ってりゃおもしれえけどな
[02:25:28.880] いきなりバロラントやりますって言われて
[02:25:30.840] もさルールわかんねえもんな俺らな推しが
[02:25:33.840] やってたとしてもさ何をすんださんもボテ
[02:25:37.000] ちゃんもそうだっって聞いたそうだねボテ
[02:25:39.040] さんも元々だっってDVD6000時間
[02:25:41.800] やってる男だからねめちゃくちゃうまいよ
[02:25:43.399] だからあの
[02:25:44.100] [音楽]
[02:25:46.120] 人やってなれるもんやねんああそう
[02:25:52.770] [音楽]
[02:25:57.319] なやっちたやっちたけ
[02:26:04.640] た公開して成長するゲームやねん何それ
[02:26:09.800] 何それ
[02:26:12.700] [音楽]
[02:26:16.479] じゃないとないあそうなでもあれは無理
[02:26:21.080] だった
[02:26:24.319] な自分がやってれば見てても楽しいだろう
[02:26:27.800] けどねまあそうだよねそうそうそう自分が
[02:26:30.560] 好きなゲームだったらなそれ
[02:26:32.720] なでもレトロゲームがさいいところはさ
[02:26:35.680] 自分が好きじゃねえゲームでもさなんか
[02:26:37.520] 楽しく見てられないだってみんな悪魔女
[02:26:39.760] ドラキュラなんてほとんどやったことねえ
[02:26:41.160] だろなのになんかわかんねえけど見て
[02:26:43.439] られるじゃんそれがいいとこなんだよなと
[02:26:45.600] まで行ったら楽しいと思うは一緒にやる
[02:26:48.680] 相手で変わるあそもそうだ
[02:26:53.279] よレトロゲームだってさ俺がやってる
[02:26:56.040] ゲームやったことあるやつだって1割もい
[02:26:57.920] ねえだろほとんど
[02:27:00.439] でもなんかしんねえけど見れるってのは
[02:27:03.160] やっぱレトロゲームのいいとこだゲと一緒
[02:27:05.200] でちょっと高いそうそうそう格ゲも
[02:27:07.479] めちゃくちゃ高いね正直ポコミのラウンチ
[02:27:10.800] 配信とか俺全然見てらんねえもんなわかん
[02:27:13.040] なすぎて俺がそれたは楽しいんだろうけど
[02:27:16.359] ゲ界隈だからはレトロゲーやってるはに
[02:27:20.399] そのロってみたりしてる
[02:27:22.399] けどラウンジか今日はと思っちゃうもんな
[02:27:26.680] 分からんもんなんなら確定の方が悪無理
[02:27:29.960] うんまあわかそのあれだよね普段からやっ
[02:27:32.840] てないからわかんないよ
[02:27:35.160] ね俺もうレトロしかやらねえからレトロっ
[02:27:39.040] てだって知らなくても見てられる
[02:27:42.200] じゃんなんならやってる俺もだった初見で
[02:27:44.920] なんだこのゲームって言いながらやってる
[02:27:46.200] わけじゃん一緒に理解してけるじゃん
[02:27:48.279] みんなとそれはいいよね
[02:27:50.680] あこれこういうゲームなんかしかも単純だ
[02:27:53.840] しね全然難しく
[02:27:55.840] [音楽]
[02:28:10.840] ないいよしもここで1ダメなんだよなこれ
[02:28:15.000] じゃな
[02:28:20.710] [音楽]
[02:28:34.680] いやもうむずな何に当たったんだかわかん
[02:28:38.080] ねえよ
[02:28:42.440] [音楽]
[02:28:47.070] [拍手]
[02:28:52.439] にゃー
[02:28:54.080] にゃー回殺してくれもうゲームはトや
[02:28:57.160] キャラを見るから操作性は見のすなんよね
[02:29:00.160] なるほど
[02:29:02.000] ね
[02:29:05.160] う疲れたんです私はもう
[02:29:11.120] ね膝かけが欲しくなんか寒くなってき
[02:29:13.840] ちゃった材が欲しい膝
[02:29:19.040] がしク膝かけないあ気持ち
[02:29:30.110] [音楽]
[02:29:33.279] いい格とキャラを見る分には好きだけど
[02:29:36.640] やる気にはなれないのよ
[02:29:44.010] [音楽]
[02:29:46.600] ねちょっとだけストリートファイター5
[02:29:49.319] やったことあんけどあれもまむずいよ
[02:29:52.439] なFPSも格もそうだけどまEスポーツっ
[02:29:57.240] ていうぐらいだからみ練習するじゃん俺
[02:29:59.880] ゲームで練習ってのがわけわかんねえと
[02:30:02.040] 思っちゃうんだよなどう
[02:30:04.720] も練習しなきゃあFPS練習しないと下手
[02:30:08.680] になっちゃうとかコンボ練習しないと
[02:30:11.160] 繋がんなくなっちゃうとかなんか俺努力し
[02:30:13.640] てやるもんじゃないんだよね俺にとって
[02:30:14.920] ゲームってまもちろんこうやってクリア
[02:30:16.960] まで努力はするけどさなんかちゃうねんな
[02:30:21.080] そ普段から練習すると
[02:30:23.319] かそう俺は俺にとってゲームってそうじゃ
[02:30:26.359] ねえんだよ
[02:30:27.560] 正直本当に楽しいなんつう
[02:30:31.319] の娯楽としてやるもんだから
[02:30:34.560] さあんまり
[02:30:36.920] なんか熱くなりたくねっていや熱くなるよ
[02:30:39.840] もちろんクリアするまで絶対やるんだとか
[02:30:41.840] さ相手を倒すよりで人を殺す方が気持ち
[02:30:45.520] すぎてい方
[02:30:50.830] [音楽]
[02:31:00.200] 練習が楽しい人もいるんだまあまあそうだ
[02:31:02.840] よなそうそうそれでうくなってそれが実感
[02:31:05.359] うまくなる実感そして敵を倒す嬉しさそれ
[02:31:08.319] はもちろんあるよなそれはもちろんある
[02:31:10.960] だろう
[02:31:12.319] ねそれはいいことだと思うよめちゃくちゃ
