[00:00:24.880] はいはいはいはいはいはいはいはいどうも
[01:27:24.760] おりお
[01:27:26.280] 帰り
[01:27:31.159] ラン
[01:27:33.119] えーここちょっと他のモンスターのレベル
[01:27:35.800] が上がんないっすねあまりにも毛衣を振っ
[01:27:39.239] て
[01:27:40.760] いるあまりにもこのサンダーアローがモイ
[01:27:44.920] を古いすぎ
[01:27:47.119] てちょっとちょっとやばいね全然レベル
[01:27:50.440] 上がってないが
[01:27:54.400] もらうたまにやなや
[01:27:57.750] [音楽]
[01:27:59.679] も強すぎでしょこれ全体に無条件で
[01:28:04.800] 240こっち何もないんだで
[01:28:08.280] 消費
[01:28:11.040] このちょっと
[01:28:13.320] だけちょっとだけこれを直すのがめど
[01:28:16.000] くさいですちょっとだけこのディスマット
[01:28:19.560] とかをこう作っとくかいっぱいいちいち
[01:28:21.960] なんかどうせいっぱい使うしないっぱい
[01:28:24.480] 作っとこうあとディスポイズもいっぱい
[01:28:26.320] 作っ
[01:28:27.119] とこういっぱいいっぱい作っとけなどうせ
[01:28:29.960] どうせまだいっぱい使う持てねえんだ
[01:28:34.800] れ
[01:28:36.480] はい
[01:28:39.320] ラちゃまさんちゃまさんちゃま
[01:28:44.040] さんダッシュねえんだっけな前ダッシュ
[01:28:47.760] あったと思うんだけど
[01:28:49.800] ねなん
[01:28:52.280] やなんかどっかにCDルームってのがあっ
[01:28:55.880] てなんかそこでCDを拾わなあかんらしい
[01:28:57.880] んや
[01:28:59.880] けどないよねああああマット来るぞやめて
[01:29:07.600] やめてやめてやめてああ
[01:29:12.199] もこのオナホール先輩マジくだらねえ
[01:29:17.230] [音楽]
[01:29:19.600] こいつララララ
[01:29:23.360] [音楽]
[01:29:33.400] もう何回先制取られてんの
[01:29:37.040] [音楽]
[01:29:45.639] これサイクロップス素早す遅いんか
[01:29:50.560] ねおも終わるね
[01:29:54.560] 上がるには上がる
[01:29:57.639] ねん毎回戦闘ごとにこれ直すのありい
[01:30:04.840] な直さなくていっかもう
[01:30:08.900] [音楽]
[01:30:13.320] マットあダッシュあったダッシュこれだ
[01:30:17.880] スタートボタンだ忘れたわスタートボタン
[01:30:21.119] ダッシュなんて笑笑
[01:30:24.639] ダッシュスタートだった
[01:30:26.600] わ覚えてるわけなくねえかもも何時間
[01:30:32.679] です今この配信開始から1時間
[01:30:40.760] 半あ全部で全部で8時間8時間ぐらいじゃ
[01:30:46.320] ね
[01:30:49.670] [音楽]
[01:30:58.119] あれここなんだっ
[01:31:00.920] け見たこともないイがいくつを置いてある
[01:31:04.600] ここか何に使うかは分からないが8時間頑
[01:31:09.199] した
[01:31:09.960] 人ま走りも徒歩だけどその中の一体のミ
[01:31:14.679] 薄汚れた本を大事そうに胸に抱いているね
[01:31:19.199] ガーゴイルはその本を取り開いてみた味が
[01:31:21.960] あるよねどうやららし味があるよねその本
[01:31:26.000] にはこう書いてあるこの
[01:31:28.719] グラフィックこれが私の最後の日記となる
[01:31:34.520] だろう地上はもう我々が住める世界では
[01:31:40.639] ないこのコールドスリープルーム
[01:31:44.280] なら地上が蘇る時
[01:31:47.520] まで私を眠らせておいてくれるはずだ
[01:31:53.960] その時を楽しみ
[01:31:56.040] に今は
[01:32:01.159] 眠ろう人間とはなんと朝な生き物だ再び
[01:32:05.679] 蘇ることを夢みて口はてていくとはなすい
[01:32:08.960] ませんさあ行く
[01:32:12.080] ぞすいませんでした愚かですどうもあ
[01:32:16.199] ミスター愚かことちゃま
[01:32:18.040] です見たこともないもうこのイベント
[01:32:20.440] スイッチが雑毎回言うイベントスイッチの
[01:32:23.520] 配置が雑1回踏んだら反応しないようにし
[01:32:26.760] て欲しい
[01:32:28.270] [音楽]
[01:32:31.760] ですやかまし愚かやんあなんなんでもない
[01:32:35.600] すいません今の
[01:32:38.670] [音楽]
[01:32:46.600] なし愚か
[01:32:51.679] も敵よ
[01:32:56.970] [音楽]
[01:33:02.960] よプレイ
[01:33:04.540] [音楽]
[01:33:05.960] もバカ
[01:33:08.880] もそいつガルパン
[01:33:12.280] だもうこのさ状態以上毎回直さなあかんか
[01:33:17.800] バカ
[01:33:21.040] も直しますよ
[01:33:24.460] [音楽]
[01:33:26.639] い違うスライム死ぬっ
[01:33:28.580] [音楽]
[01:33:37.639] てオやばい
[01:33:41.239] もう時間が時間がないん
[01:33:45.920] [音楽]
[01:33:51.280] だ広いマップが
[01:33:54.679] マップが
[01:33:59.760] [音楽]
[01:34:10.760] クリップてダウンロードできないんだあ
[01:34:14.159] できねえな変なサイト使わねえとクリップ
[01:34:17.880] ダウンローダーみたいな俺あのあれだよ
[01:34:22.280] あのもこ
[01:34:25.159] ボテのイベントのさ告知動画とか作った
[01:34:28.040] じゃんあのたすぐならできるはずあそうな
[01:34:33.600] のあれであのさ人の素材勝手に
[01:34:37.040] ダウンロードして
[01:34:38.520] から勝手にダウウンロードして勝手に作っ
[01:34:41.639] て作った後にこんなの作ったんだけどいい
[01:34:44.400] よねあの当時集めてたよねまだうんあの
[01:34:48.600] まさかダメなんて言わないよねこんな動画
[01:34:51.040] 作ったんだけど作った後に言ったわ
[01:34:54.760] すいませんでしたその説は皆
[01:34:59.040] さクオリティで黙らせ
[01:35:01.840] たあなんか進化したガーゴイル進化しとる
[01:35:05.520] や
[01:35:08.550] [音楽]
[01:35:10.199] んすああいっぱいいたああデモクリカいる
[01:35:14.520] あの赤いもじゃもじゃが嫌いなんだよ
[01:35:18.520] 俺あいつがうざいのよ
[01:35:21.920] ね全員防御もうサイクロプス頼むオケ
[01:35:26.800] ナイスもうこれで余裕よ初手取ったら勝ち
[01:35:32.870] [音楽]
[01:35:40.119] だ
[01:35:41.840] アップなんかアップ
[01:35:44.880] スター
[01:35:46.639] ああ変わっちゃっ
[01:35:49.080] たやばいですこれはこれはやばい
[01:35:55.080] ぞま1回セーブ死にそう
[01:35:59.360] おおここで12時間待っていいか12時間
[01:36:04.040] 約12
[01:36:05.280] 分12分1秒に1分済むから12分で12
[01:36:09.080] 時間
[01:36:10.199] だろこれはやばいもう弱いねんなこいつら
[01:36:14.080] マジ
[01:36:15.920] でマジで弱いんですよこのヒルパーティー
[01:36:20.480] があでもあれかハーピーがボイス使える
[01:36:25.119] かバンシーボイスさえ入やだめだバカ弱え
[01:36:29.639] こいつらバカ弱えほらこれ使えばいいんだ
[01:36:36.360] けど防具力くそ弱えこいつやばちょっと
[01:36:40.679] マジ
[01:36:44.000] かハピが
[01:36:50.719] 死ぬ金もたまんねえから装備もな変えねん
[01:36:54.639] だよ
[01:36:58.420] [音楽]
[01:37:02.719] なハーが発表
[01:37:05.320] かあそうなんだまあと魅力もじゃないの
[01:37:10.400] けどあえ
[01:37:13.840] [音楽]
[01:37:15.960] ハーピー
[01:37:19.000] 行ける発狂会場えん
[01:37:22.520] のちょっと弱すぎるかも
[01:37:25.760] [音楽]
[01:37:28.239] よいすねはレヌ
[01:37:31.679] 覚えるあれはじゃあこいつらの技は悪く
[01:37:36.000] ないのかもしんない
[01:37:36.820] [音楽]
[01:37:42.119] ねあれこれ移動した
[01:37:47.679] 今スケルトンとじスがすあれこれどっちが
[01:37:52.480] あれうわもう最悪
[01:37:54.990] [音楽]
[01:38:06.080] これオ初手初手取ってくれらいいよマジ
[01:38:10.639] であどっちどっちここれ発表解除がになに
[01:38:18.119] なり多分ね入りとかないよこれ多分それ
[01:38:21.440] ファミコン版かなんかだろ
[01:38:23.770] [音楽]
[01:38:26.159] まあねこゴブリンが今あのアゾット券装備
[01:38:29.320] できてるから博士じゃんあのしさ
[01:38:33.000] こんばんはあのまだねいいけど
[01:38:37.100] [音楽]
[01:38:44.400] ねいやバシよしよしよしよしよしよし
[01:38:49.080] バンシーボイハーピーのバンシーボイズ
[01:38:51.639] さえ入っちゃえろこっちのもん
[01:38:55.960] よあれなんかここなんかあるし絶対何なん
[01:39:00.560] もねえのかよ
[01:39:01.840] ここえ何もないの
[01:39:08.840] ここいやもう
[01:39:11.680] [音楽]
[01:39:15.880] ぜピたのこいつピドしか覚えてねえから
[01:39:20.000] よ魔法使って育てようにもさじゃなだって
[01:39:24.920] ピドって戦闘離脱だもん
[01:39:28.159] なちょっとそれじゃあ
[01:39:33.000] ねやばい死ぬか
[01:39:37.150] [音楽]
[01:40:04.639] ちょっときついこいつら
[01:40:06.680] [音楽]
[01:40:14.440] 弱えなんだとこれ2回何もねえよな
[01:40:19.950] [音楽]
[01:40:23.719] いやよええハーピーマジ
[01:40:26.630] [音楽]
[01:40:39.880] で魔法育てたいんだけどねああやばいああ
[01:40:45.560] 終わっ
[01:40:46.719] たこれは勝てないかも
[01:40:52.400] [音楽]
[01:41:13.159] 弱えなやっぱこのパーティーなどうすっか
[01:41:17.560] なこのパーティーマジ使えねえな
[01:41:24.199] ああアイテム作成死んじゃったこれは
[01:41:26.599] 終わった
[01:41:27.599] わこれは終わったか
[01:41:30.060] [音楽]
[01:41:31.719] も
[01:41:36.119] まあやばいやばい
[01:41:38.280] ばうわあこれどうしようアイテム作成死ん
[01:41:42.199] じゃった
[01:41:43.110] [音楽]
[01:41:49.840] よ
[01:41:52.239] えどうすんだよこれ帰れる帰れねえよ
[01:42:01.000] なありありありありありりりりりりこれは
[01:42:06.159] まずいんじゃ
[01:42:08.310] [音楽]
[01:42:11.440] ない
[01:42:16.360] つおっとこれは
[01:42:26.880] あああみな終わった
[01:42:30.440] やばいあ行けませんああお客さん行けませ
[01:42:34.480] んこれはあ壊れ
[01:42:37.679] ちゃう壊れちゃっ
[01:42:40.119] たすか本当だ
[01:42:42.639] よ弱いやだマジで弱いんだよそんな聞きた
[01:42:47.960] マジでこのパーティー弱すぎるレベル上げ
[01:42:51.000] に行きます久々に見たレベル上げに行き
[01:42:54.520] ますも変わっちゃってんだこれもう帰ろ
[01:42:57.320] まだみんなが生きてるうちに
[01:42:59.239] 帰ろ久々にゲームオーバー画面見た笑い
[01:43:04.000] やら
[01:43:05.599] ログ覚えてないよなんてちょまじちょっと
[01:43:09.560] さちょっとちょっとこいつら育てに行くべ
[01:43:12.719] だめだこれ弱すぎマジで昼のパーティー
[01:43:15.440] 弱ええっととりあえずこっから帰りたいん
[01:43:18.639] です俺は魔法でピド使いまくるドピで
[01:43:24.360] はってではもう特殊能力ボイスで勝てれば
[01:43:28.679] これ入れば勝てるからハピーさ知らなきゃ
[01:43:31.679] 勝てんだよただハーピーが弱すぎるから
[01:43:34.239] これで進むにはなまちゃんこんばんはうま
[01:43:37.040] ちゃんこんばんはえ無事逃げることができ
[01:43:39.320] たって今勝ったんちゃうの勝ったんじゃ
[01:43:42.000] ないん
[01:43:43.440] だ帰る帰る帰る
[01:43:46.320] 帰る帰るけどここから帰ん
[01:43:49.119] のこは
[01:43:53.199] 音楽聞いてて
[01:43:55.280] くれ今日はねラストハルマゲドンちゅう
[01:43:59.040] ゲーム
[01:44:00.719] をやって
[01:44:03.000] いるやってい
[01:44:05.040] ますラストハルマゲドンていう
[01:44:07.840] [音楽]
[01:44:10.880] ゲーム思い出したか思い出したかな忘れて
[01:44:16.719] ただろ俺たちの心の中にあるこの曲
[01:44:20.440] を初めからやってるんだよ
[01:44:24.000] またラストゲドンというゲームを聞いてい
[01:44:27.960] ます聞いているんだっ
[01:44:30.599] てこれまた抜け出すまで長いど
[01:44:38.119] これもう敵強いっ
[01:44:43.370] [音楽]
[01:44:44.639] ておマロティ
[01:44:49.159] なお勉強しに来た
[01:44:52.040] 懐しい
[01:44:53.719] 毎
[01:44:55.400] ボテゴースボテロタスセンキュー
[01:44:59.760] ありがとうレドセンキューありがとうお
