[00:00:10.480] D
[01:18:25.040] レ君電話待ってたんだよおどったのあのさ
[01:18:31.040] 遊び行こうぜ来週来週行けるから来週もう
[01:18:35.320] すぐええええええ何これ寺ポさん電話も
[01:18:41.920] もちもちもちもちっ
[01:18:44.719] てねええこれもしかして天気システムある
[01:18:48.760] のねえ天気システムなんか雨とかムチムチ
[01:18:53.360] 見てボッキボッキ
[01:18:56.960] 何言ってんだよ本当にもうねこれさ天気
[01:19:00.560] システムありもしかし
[01:19:02.239] て雨晴れ晴れ雨晴れ落ち着け雨曇り
[01:19:08.199] くもりえどこ行く植物園中央公園河川敷
[01:19:13.679] いやちょ中央公園いい中央公園行こうぜ
[01:19:17.040] 月山
[01:19:18.040] デュエル4月18日に月中央公に行かない
[01:19:21.960] ごめん部活あるんだ別の日に誘って
[01:19:26.520] ねくそ
[01:19:30.440] ええ寺おポンさん草さん
[01:19:35.760] 処刑手札だからあれだよマジック
[01:19:38.520] シリンダー使ってくるよ通しないからだえ
[01:19:41.120] 通販するのこれ通販した方がいい
[01:19:44.199] のも日曜これ1週間経ったんだろさん
[01:19:47.320] URL省略Tテレビギレディッシュどう
[01:19:53.320] もう読むの疲れたどうやってやんの見して
[01:19:56.040] ムキムキの
[01:19:58.600] もちもち寺ポンさん助かるムキムキの
[01:20:02.400] もちもちババままままこれで君これで
[01:20:08.120] め君もこれでムキムキのもちもちイトさん
[01:20:12.320] 指合わせてガリアリアル恋愛マスターだあ
[01:20:16.199] これいや違う何もできない
[01:20:18.480] よの天なっ
[01:20:21.840] ちゃうね笑笑
[01:20:28.639] あムキムキのモテモテかムキムキの
[01:20:32.679] もちもちっ
[01:20:34.400] て意味がわかんねえ何もできないトさん
[01:20:39.480] 背景の受に合わせて入力だったかえ背景の
[01:20:43.440] 受話器どういう
[01:20:46.800] ことサオ寺親ポンさんおすのなんだよ
[01:20:50.960] ランディさん
[01:20:52.679] でかあすげえあそういうこと
[01:20:57.440] かあのだからこれ四角丸バツバツバツまま
[01:21:01.239] まってこのボタンだわボタン四角丸四角
[01:21:05.159] バツバツバツ丸丸丸丸ね
[01:21:07.000] オッケーえっとサオ寺おやポンさん裏技
[01:21:10.560] じゃんフェイトさんそそ
[01:21:16.400] すげえあれ
[01:21:22.199] んおすげえ
[01:21:25.560] [音楽]
[01:21:26.920] ポンさん違うよ
[01:21:31.040] さん
[01:21:33.880] URLそうだからだからだからあのあれだ
[01:21:38.400] よ鼻の下が伸びてここが鼻の下がちぎれて
[01:21:41.639] リの天空になっちゃうよっっていう下り
[01:21:44.320] ですそういうボケですはいすいませ
[01:21:47.639] ん自分のボケ説明する時ほど恥ずかしいの
[01:21:50.880] ないからん
[01:21:52.320] [音楽]
[01:21:55.040] リの口2つあんだべよ口が口が上と下で2
[01:21:59.320] つあんだここが鼻の下伸びてちぎれてリの
[01:22:02.239] 天空だ
[01:22:04.520] よ配達は今かよし到着まで
[01:22:09.600] 待とうですおいランディ
[01:22:13.760] さんぽさんずあここ
[01:22:18.120] くださいのこの女の行けますかね宅のこの
[01:22:22.320] 女の子行けますかさん説明してくれなきゃ
[01:22:25.800] わかんないってばどいうことサさん行ける
[01:22:30.520] フトさん行けます行けんのさん行けます
[01:22:33.920] 行けんのこの子マジでくそ可愛いじゃん
[01:22:37.960] だってこれランデさんマジでおっぱい出し
[01:22:41.120] てるし笑笑うんいいですよポンさん全部顔
[01:22:46.159] もぎさんBGM2022年の有効で草そう
[01:22:50.960] なのこれ今の流行りこれコド進行と
[01:22:54.830] [音楽]
[01:22:56.120] はもさんしっかりシティポップじゃシティ
[01:23:00.239] ポップかへえこんな綺麗なお姉さんが高
[01:23:03.040] やってるんだなあどうしたの私なんかつい
[01:23:07.520] てる普可愛いですあいえその別
[01:23:10.800] にさては私の顔に見れてたな何この人あ
[01:23:18.080] ズボさん
[01:23:20.000] 可愛いおポンさんはいやあのその
[01:23:26.840] モテモテだなよしこんな焼いたらマジで
[01:23:31.199] やべえ
[01:23:32.080] けどえ本当にもちろんして聞くのよ少年
[01:23:37.239] 電話来てるよ私の名前
[01:23:39.760] はしで
[01:23:42.320] 独身の
[01:23:43.960] [笑い]
[01:23:45.719] 導入たごめんね続はまた
[01:23:50.440] ねあマカさん行っちゃったうん綺麗な人
[01:23:53.679] だったな
[01:23:55.040] えーこの人も行けるん
[01:23:57.600] だよしさ使ってみようのキじゃない
[01:24:03.120] ね27だな28だなそだな本当に聞いてる
[01:24:09.600] のかなまあいいや何これ聞いてるのなんか
[01:24:12.239] 筋トレグッズ買ったけど日曜日の予定は
[01:24:15.360] それで終わったとさんかってんじゃん
[01:24:19.199] 元くなんだそれえ勉強もしなきゃなんない
[01:24:23.639] のかな
[01:24:25.080] ポさんまあ見てなってフトさん一応あ一応
[01:24:29.639] 聞いてるんだどうしよっかな筋トレ
[01:24:33.880] かま筋トレか寝る
[01:24:38.719] か遊びもいい
[01:24:41.440] けど遊びだけ行ってみかどちょ1個1個
[01:24:44.119] やってみよっかどんな感じなのかえ遊ん
[01:24:46.360] でんのこれ勉強してん
[01:24:48.490] [音楽]
[01:24:50.040] じゃんさんテレビが
[01:24:53.320] 感じるブラウン感だ
[01:24:58.000] ね帰ってゲームする
[01:25:01.920] ぜもうだから持てないんだってささんフト
[01:25:07.040] さんが淡々と女落としてるとこ見たいから
[01:25:09.880] 今度時メモリしよあいいね笑笑もう
[01:25:13.639] フェイトさんなんか全部女の出てくる
[01:25:15.719] 女の子のことデータとしか見てないから
[01:25:18.320] データとしか見てないから帰ってゲーム
[01:25:20.199] するぜあみさんだ2022年のちゃん俺が
[01:25:24.440] 俺会社から帰る時じゃねえか俺がさん
[01:25:29.600] 笑笑一に
[01:25:32.440] 犬ね一緒に帰るみさんなんだけどえみいや
[01:25:37.400] これこそみなんかと2人で帰ってるとこ光
[01:25:39.880] に見られたらこれ無視だな俺光狙うからま
[01:25:42.840] いいか
[01:25:44.800] 帰ろしかもほちゃんとバレないで帰って
[01:25:47.199] これるのがいいわ前回
[01:25:49.400] 前回さあのさあれだったじゃん女の子にっ
[01:25:53.280] てからるからさ高とがりだったけど合わ
[01:25:56.719] なけりゃいいんだ
[01:25:57.880] よ学んだなデートしようよ
[01:26:02.679] デートデートしよう
[01:26:06.260] [音楽]
[01:26:08.600] よゴールデンウィークの予定はレ君電話来
[01:26:13.960] そうな気がしてたんだあ本当それで今日は
[01:26:16.719] どうしたのゴールデンウィークなんだけど
[01:26:19.000] ちょっと予定あるか
[01:26:21.159] なゴールデンウィークはフェイトさん連ん
[01:26:24.840] 君すごくない違和感ないでしょじおやぽん
[01:26:28.560] さん宅配おねえよぼよ宅配おねえよなんか
[01:26:31.440] 宅配しなきゃダメなんじゃないのなんだ
[01:26:34.400] いっぱいあるじゃねえか
[01:26:35.950] [音楽]
[01:26:39.280] よ遊園地スタジアム遊園地お思い出の地
[01:26:43.840] 行こうぜ思い出の地サオ寺おやぽんさん
[01:26:47.000] スタジアム5月3日に遊園地に行かないか
[01:26:49.679] い
[01:26:51.360] えっとうん大丈夫ですよぜじゃ5月に5月
[01:26:56.679] 3日にえバス停で待ち合わせへ了解忘れ
[01:27:00.840] ちゃだめだよ忘れるわけなかろ
[01:27:03.639] てホルホル5月3日予定ありってさんそう
[01:27:08.360] ゴールデンウィークやった楽しみだぜ寺
[01:27:12.360] さん一緒に行けばいいのにねなんでバスで
[01:27:15.159] 待ち合わせなんだよえ来週1週間は何
[01:27:18.400] しようかなと筋トレ
[01:27:20.239] え筋トレしてみようじゃ
[01:27:24.360] さんそして約束すっぽかすとわなかろジお
[01:27:28.440] ポンさん3つしか覚えられないスタンドか
[01:27:31.159] よどういうことどういうこと何それ緑の日
[01:27:33.880] あこの日もであれか電話できるのかえこれ
[01:27:39.650] [音楽]
[01:27:41.600] さあダブルブッキングしていいのかなあの
[01:27:44.560] またまたでさその5月3日の次の週とかに
[01:27:47.760] もう入れちゃっていいのかなデートムド
[01:27:50.400] クスプスさん前作壮大にすっぽかしたし1
[01:27:54.320] 回デートすっぽかしたら全てが終わったよ
[01:27:56.239] ねそれだけはしないようにしようかマジで
[01:27:58.280] なもしもし日の本さんのさのえいいのこれ
[01:28:02.800] ダメく電話待ってたんだよそれでどうした
[01:28:07.400] のいいいでしょ別にもデートしまくるよ3
[01:28:11.239] 日はデートが入ってる4日も入れちゃおう
[01:28:13.840] かなお4日も入れねえかな4日もま止まっ
[01:28:18.239] ちゃえばいいじゃんね止まればいいじゃん
[01:28:20.760] 園地ってさね
[01:28:24.480] ぽさんちゃまく覚えられえ覚えられるよ
[01:28:27.400] そんななめん
[01:28:29.360] な女の子の予定忘れるわけねえ
[01:28:32.639] だろあセなんてどう
[01:28:36.800] よさんゴム買っ
[01:28:39.090] [笑い]
[01:28:41.920] てんですかゴムって知らねえなどうわかん
[01:28:46.159] ないそういうのなんか
[01:28:48.679] え5月4日に駅前広場
[01:28:52.119] 待ち合せ文字のでさんがったのかと思った
[01:28:56.520] 確かにフェイトさんと一緒だからな水色
[01:29:00.080] で俺フェイトさんが言ったらだもぎちゃん
[01:29:03.600] が言うから俺は笑いで済ますけどフェイト
[01:29:05.600] さんが言ったらしっかりちょっと怒ると
[01:29:07.560] 思うフェイトさんどうしたんですかもぎ
[01:29:09.679] さんおイトさんさん笑どうしたんですか
[01:29:16.119] 一体やっ
[01:29:18.480] た2日連続ぜデートだよサオ寺おぽんさん
[01:29:22.320] 心に刻むとこだったフトさん俺も流れに
[01:29:26.239] 乗った方がいい飲んなくていい
[01:29:29.000] よ飲んなくていいよえ5月2日日曜日明日
[01:29:33.320] がデートでございます明日がデートなんだ
[01:29:37.239] けどえっとこれどうする容子磨いとくか
[01:29:41.480] いやこれ電話した方がいいんだでも絶対
[01:29:43.560] だってさんすぽすっぽかすわけねえだろ
[01:29:46.560] ちょ順電話してみっ
[01:29:49.199] かじんちゃん
[01:29:54.960] もしもしジュンお疲れあ俺だよジュン
[01:29:58.320] よそうそうお前知ってるかおっと長電話に
[01:30:02.360] なっちまったのそれじゃなええ何これ何も
[01:30:06.480] えー何意味のないコマンド最寺ぽんさん
[01:30:15.480] え
[01:30:16.630] [音楽]
[01:30:18.480] え本身の
[01:30:20.880] 予定え5月2日だよね
[01:30:24.560] えデートって明日だっけえデート明日だよ
[01:30:28.960] ねねデート明日だよなデート明日だよ
[01:30:32.320] ねぽさんま覚えられるかなさん一郎
[01:30:39.480] アクエリア
[01:30:42.800] 橋本なんで俺だけ俺だけミドルネームなん
[01:30:46.040] だ
[01:30:47.000] よ俺だけ間に入ってんのえっとじゃ安静に
[01:30:51.159] しようぜ怪我とかしたくねえし寝よう1日
[01:30:55.040] はいはいどこでああれバス停だよね最初は
[01:30:58.920] ねバスだよ
[01:31:01.810] [音楽]
[01:31:03.520] ねもしかして場所間違えたかないやいや
[01:31:05.920] あってるあってるあってるもう少し
[01:31:10.480] 待つ光が遅く来るなんて今日は雪がるかな
[01:31:14.400] ごめん待ったよねごめんなさいいいよいい
[01:31:18.040] よいい男は待つ
[01:31:20.400] のいいいじゃんこ
[01:31:24.520] ださんていうか今ポインター動かす作じゃ
[01:31:28.719] ないんだねあうんなんか普通にカーソルで
[01:31:31.320] あの選んでみたいなさんすっぽかされたと
[01:31:34.679] 思って期待しいやいやいやいやいや
[01:31:36.719] すっぽかされるってあるのあいいんだ俺
