[00:00:18.600] D
[01:35:31.600] 車見て経してたっさそそ笑面白
[01:35:35.960] すぎる面白すぎるその
[01:35:45.320] エピソードここなんか厨房すごいな
[01:35:48.159] バーニング使っちゃったけど大丈夫あう
[01:36:00.679] よくわかんねえこの敵口いねえじゃねか
[01:36:07.560] 口口いないのこのゲームゲームボイ版
[01:36:12.560] ドラキュラつったらな口がいねえと始まん
[01:36:15.880] ねえよ口Aがいねと始まんないよやですね
[01:36:25.280] えこちいいや仕
[01:36:28.800] しようBGMかけんだけどな口口A一郎
[01:36:33.760] ってやつがいるんだよこういうこのゲーム
[01:36:35.840] ボーイ版に出てくるドラキュラに毎回出て
[01:36:38.639] くるやつがいるんだよお約束のキャラがい
[01:36:41.840] て今当たっ
[01:36:44.580] [音楽]
[01:36:48.000] た
[01:36:51.880] でなんなのこの敵よくわかんね何なん
[01:36:55.840] だろうあのこれ下のやつこんなんだろう
[01:36:59.800] これ
[01:37:01.400] 使えそっちああの上のやつ
[01:37:05.239] ね当たり判定もよくわかんねえしなここが
[01:37:08.000] マジきついんだよ
[01:37:10.119] な実はね僕この曲でサウンドドライバーが
[01:37:13.920] ドラキュラ伝説2だといいんだろうでなん
[01:37:17.360] で虫で盛り上がってたのこ敵なんだっけう
[01:37:21.800] なんか部屋さんが部屋さんが
[01:37:23.920] 2万2000円かけてゴキブり倒したよっ
[01:37:25.760] て話を聞いたからだよそっからだよあそう
[01:37:29.480] やあランディさんいたよ
[01:37:32.320] なあだからそうなんでかその話になった
[01:37:36.080] かって言うとあのなんだろう配信者配信者
[01:37:40.159] 机の下汚い選手権やりたいなっていうの
[01:37:43.080] 言ってたから今仕方のない出費仕方なく
[01:37:45.760] ねえだろ高いよえ2万2000だぞあ
[01:37:49.679] なるほどそう机の下汚い選手権やろって
[01:37:53.679] 話したん
[01:37:54.679] だ地獄だから俺も机の下だと思ったんだ
[01:37:59.800] けど実は俺験だまあまあいい勉強代になっ
[01:38:04.520] た
[01:38:08.040] なゴキジェット置いとけば別にね裕二の際
[01:38:11.440] はもうそれ
[01:38:15.119] でなんだかんだゴキブリ1年に1回見る
[01:38:18.159] もんな1回は見るもんな今年見てないけど
[01:38:20.760] まだまだ多分出んだろうなあって
[01:38:24.000] いるってかけてもどっか行くもんあいつ
[01:38:27.360] いやいやいやいやいやいや行かないよ速攻
[01:38:30.199] で死ぬよあの黒いプレだったら速攻で死ぬ
[01:38:33.360] 攻で死ぬもう死ぬほどもうあの床に
[01:38:36.960] 水たまりができるぐらいてしらたのかんで
[01:38:41.000] だに焼肉からうんこちゃんに駆けてもえる
[01:38:45.639] に引っ越したい
[01:38:49.080] で5000円程度で終わるなら払
[01:38:53.560] 確かに000京都いで京都ってゴキブリは
[01:38:58.080] 京都ってゴキブリは10年見てないやば
[01:39:01.639] それは何イロハスちゃんが嫌いだからそう
[01:39:04.360] いう対策をめちゃくちゃしてるってこと
[01:39:06.760] 2万焼肉食べれそう2万ならマジで京都
[01:39:10.159] 行って帰ってこれるでしょねまけどG苦手
[01:39:13.400] に人は本気で金に痛めつけないからな自分
[01:39:16.639] も知り合いに交通ひか次第とか全部出す
[01:39:19.560] からG倒してくれって呼び出されて1匹
[01:39:22.719] 倒しただで交通費疲れたそれなんよ京都
[01:39:27.560] ってゴキブは意味わからんすぎだろわかる
[01:39:31.400] だろ分かるだろ別になんで変だった京って
[01:39:35.199] ゴキブリは変かなこれ何このちんちん
[01:39:39.520] みたいな時ごめんあすいません嘘嘘です今
[01:39:42.920] ごめん恐怖お金で払拭できるなら全然払う
[01:39:46.400] よ意味
[01:39:49.560] わかんの流れ的に
[01:39:52.320] る私の流れ的に分かる
[01:39:56.000] だろ北北海道ってゴキブリは出ないんだ
[01:40:00.159] でしょどでしょゴキブ多いのってことよく
[01:40:03.400] 出るのってことてけど出てないあそうなん
[01:40:06.560] だあのアパートとかでも3回以上に進むと
[01:40:09.920] 出なくなる出なくなるってよねあいつら
[01:40:11.840] あの高いとこ来れない
[01:40:13.960] からま家に来る可能性もあるかもしんね
[01:40:17.960] けど俺4回部屋がし
[01:40:22.320] てい近すむ京都おいでからの京都って
[01:40:26.719] ゴキブ
[01:40:27.880] はでし笑笑けど最近暖から北海道でも出る
[01:40:33.199] とには出るそうなそれかじゃないあそれ
[01:40:36.679] ちゃ
[01:40:37.639] こんばんは終笑笑京都ゴキブ少ないからお
[01:40:42.639] いでって話ではないよ笑おはようござい
[01:40:46.360] ますなんて毎日見てますがなえなんで俺の
[01:40:51.159] ブったで俺のブラ
[01:40:54.560] ブラしてん
[01:40:58.280] の俺の中学校の時の
[01:41:01.440] さあブラの
[01:41:06.159] ラん俺普通にエジン君がなんかボてんのと
[01:41:09.920] 思ったなんかボケてんのと思ったなんか
[01:41:13.719] 体調悪いでしょ心配だね若くねえんだ
[01:41:18.960] コロナ重化しまうよ大丈夫か
[01:41:22.510] [音楽]
[01:41:27.880] いて
[01:41:31.520] 痛今月で終わりなのか俺だって体悪くても
[01:41:36.040] 配信見て
[01:41:37.320] るっせね見るがとやるえからなてるみたい
[01:41:42.239] な敵なんなのこれこいつも意味わかんねし
[01:41:45.920] ちんこに見えないそれ言ったそれ言った
[01:41:50.159] リアルリアルなちんに見えるなまめっちゃ
[01:41:54.520] けてるけどするけどめっちゃ避けてるけど
[01:41:57.760] いててててて自分は隣の下正直見える正直
[01:42:02.679] 見える言ったし俺
[01:42:04.760] もずるんつってルルルンつっ
[01:42:09.119] てスプリットタンならぬスプリット
[01:42:12.270] [笑い]
[01:42:13.719] チンマジでいるけどねスプリットチンやっ
[01:42:16.199] てるやついるけど
[01:42:18.760] ねああいうやらって何なんだろうなねああ
[01:42:22.480] いう人たて
[01:42:23.650] [音楽]
[01:42:24.880] うんああいう人たって何なんだろうねもう
[01:42:28.199] そういう欲求に狩られんのか
[01:42:32.159] なまスプリットタもだから一種のそれだと
[01:42:35.159] 思うけどビ入れ生き物は分かるけどさああ
[01:42:40.239] 信とかねのいや拡張なんて違う
[01:42:44.679] でしょ元々避けてたものあそうなの拡張は
[01:42:49.080] ちょっとまた違うな話がえくないのかな
[01:42:53.800] えどえどう拡張も一緒です
[01:42:57.700] [音楽]
[01:43:00.440] かいやもあれは違う
[01:43:04.679] でしょピアスなピアスピアス
[01:43:08.239] だんで関わりたくないになるん
[01:43:11.480] だピアスの話
[01:43:13.800] ね配信にはあんま写んないけどこっちねあ
[01:43:16.639] 違う
[01:43:18.320] こっ今ゲームのが大事なんだこいつ22
[01:43:23.560] だれPCエンジンとかも魔改造じゃんPC
[01:43:27.280] エンジンポかと思った何拡張
[01:43:32.040] てと変わらないでしょ感覚派いや
[01:43:36.639] えそうな
[01:43:39.280] のこれな違うこれこっちねこれ
[01:43:44.520] ね1cmかなちょうど10mmかな
[01:43:49.040] 今今っても広げねえけどピアス開けまくっ
[01:43:52.119] てたくさんたけれ顔キモいから似合わない
[01:43:56.400] ねんだけいやでマジで仕事中とか本当に手
[01:44:00.719] が開かないとかペンペンとか差し込ん
[01:44:02.360] じゃうよたまにあちょっとあっていや嘘
[01:44:05.880] それは持ったことしねえしねトランポあ
[01:44:09.199] そうトランポリンえそうだよななんだと
[01:44:11.320] 思った
[01:44:22.040] ポドクターグリップさして遊んでた
[01:44:24.960] ドクターグリップってんだっけシャーペン
[01:44:26.639] あのグニグニする
[01:44:30.480] やつそう結構でけえなあれが入るってあれ
[01:44:35.320] が入るって結構でけえ
[01:44:37.110] [音楽]
[01:44:44.199] な痛いよやめてドクターグリップフトシが
[01:44:49.760] 出てくるやつではあフトシが出てくるやつ
[01:44:52.400] か懐しい
[01:44:53.719] な毒ねこれどうやって使うのソウル
[01:44:57.000] ウェポンマくだけ笑ってはけない15分間
[01:44:59.880] クプってよんでだよなんでだよなんで笑っ
[01:45:03.719] ていいだろだめ
[01:45:05.250] [音楽]
[01:45:06.440] かいやそうそれそれされたらもう無理
[01:45:09.599] じゃん無理だね無理無理だってて俺だって
[01:45:13.239] さ俺が笑うのって本当に面白い時と本当に
[01:45:16.719] 面白い時とあのどうでもいいどうでもいい
[01:45:19.320] 時な15分とどっちがいや絶対笑う15分
[01:45:22.199] でどうやってやんのそれずっと笑い続け
[01:45:24.280] の本当に面白い時に笑うんじゃなくてあの
[01:45:27.400] わけわかんない時とかあのみんなでのあの
[01:45:30.719] みんなのコメント返すのめどくさいととか
[01:45:37.080] も自分で突っ込みして
[01:45:41.880] そのどくさいも笑っ
[01:45:45.280] とんすわからなくてとりあえず笑いもむわ
[01:45:49.520] でしょ笑っちゃいけなかったらやばいぜ
[01:45:53.280] 笑なくていい
[01:45:54.560] じゃ知って
[01:46:00.040] た愛笑いしてる時
[01:46:03.920] わかる亀
[01:46:06.040] 可愛い笑い禁止で行こう笑わないデブの
[01:46:10.040] 配信にどんな需要が金入れようパラス
[01:46:13.560] みたいだね
[01:46:16.000] 顔笑わせにくんなだめでしょ何パラスみた
[01:46:19.920] いって絶対似てない
[01:46:21.920] し笑わせにくんの禁
[01:46:25.480] だはいうんこきこちゃんの勝ち草
[01:46:30.520] 笑笑あら暴言禁止だあほいしょうがねえな
[01:46:36.360] いや笑い禁止より暴言禁止の方がずっと
[01:46:38.920] 簡単ずっと簡単あれはだって意識意識的に
[01:46:42.280] たに笑い転げてるふりして言い訳考える
[01:46:45.199] 時間稼ぐらしいあなるほどねあそれある
[01:46:48.760] なんか俺もなんか爆笑したふりしてなんか
[01:46:51.800] 考えてる時ある嘘それはないかもそんなに
[01:46:54.080] 俺そんなに頭良くねえわねあのさあいつ
[01:46:57.480] マジで害悪すぎるのねあの辺な
[01:47:02.520] なんかあのなんかケツの穴みたいなやつあ
[01:47:05.320] マジ
[01:47:06.599] で絶対当たるもんだっそんなもい
[01:47:10.800] も頭の回転は早いよねかなり僕ですか本当
[01:47:18.880] にうん知ってるそうなんだ早いんだよな俺
[01:47:23.440] うん素直じゃんどうした
[01:47:26.670] [笑い]
[01:47:28.520] きしちょっとなんだこのゲーム楽しい
[01:47:31.820] [笑い]
[01:47:35.400] な楽しいなこのゲームな
[01:47:38.720] [音楽]
[01:47:40.159] 笑もうさ結構溜まったぜこの貯金箱結構
[01:47:45.040] 溜まった
[01:47:46.080] よすごくないすごくない何に使おうかな
[01:47:50.679] 何に使おうなんかもう普通に
[01:47:53.760] 普通に自分の好きなも
[01:47:57.280] 普通
[01:47:59.639] にやばい入れさせの頭おかしいだろ
[01:48:04.000] 振り込み先するね1万1万行くんじゃない
[01:48:08.239] 本当になんかみんなのために使うとか言っ
[01:48:11.000] たけど普通に自分の好きなゲーム買高い
[01:48:15.520] ゲームせっかくみっ
[01:48:18.480] てってもえず
[01:48:22.960] したいしな競馬に全してみたい
[01:48:25.800] なすそれでさだって運が良かったらさ配信
[01:48:29.159] でやってね配信でやるよ当たり前じゃん
[01:48:31.880] 当たり前じゃんはスイスの銀行に振り込ん
[01:48:34.440] でおいてくれ何何何スイスの勉強なんで
