[00:00:00.280] 詳しい
[01:45:43.920] え何これ
[01:45:48.000] パンサーだここ
[01:45:51.030] [音楽]
[01:45:57.480] おめえがちょっとちる
[01:46:03.580] [音楽]
[01:46:06.840] か気づいたけど闇のイメージなのか紫
[01:46:10.800] っぽい色
[01:46:14.440] 多いこちげえな
[01:46:18.920] ここ本当楽しそうでいいね
[01:46:23.480] ど
[01:46:29.480] でしょどうでもええねんコメント
[01:46:32.119] ラプソーンの紫めっちゃ前に出てくる
[01:46:35.930] [音楽]
[01:46:37.440] ねこれどこだ
[01:46:41.800] よ俺的にはこれ紙だと思うんだよねはい
[01:46:46.560] ビンゴですあ言たこの人ビンゴですね
[01:46:54.480] bgo
[01:47:03.310] [音楽]
[01:47:13.000] bgo違う違う逆逆逆逆
[01:47:17.119] 逆こここここここここね
[01:47:31.480] さてさてさてどうでしょう
[01:47:35.920] かいやデスタムは無いなねみんな
[01:47:41.480] ねねデタムじい
[01:47:44.980] [音楽]
[01:47:49.960] ね1個入ると次々と進でいく最高だろえ
[01:47:56.960] 簡単だ
[01:47:58.440] よこれ多カタパッドに下だよねこれ
[01:48:06.599] ねどこがカバットなんのよ
[01:48:22.250] [音楽]
[01:48:50.360] 7楽しい
[01:48:53.180] [笑い]
[01:48:55.480] 楽しい楽しい音楽
[01:48:57.599] ね楽しい
[01:49:01.560] これはい繋がっちゃっ
[01:49:04.679] たはいはい繋がっちゃったはい繋がっ
[01:49:08.800] ちゃいまし
[01:49:20.560] たさん持ってないんだっけん持ってる
[01:49:25.199] よ7やりたいけど最初つまらないのよね笑
[01:49:29.560] スライムと戦うまでに1時間かかるからな
[01:49:31.800] あの
[01:49:33.960] ゲームそれは確かにちょっとね飽きてくる
[01:49:36.960] よね長笑笑そう初戦闘まで1時間かかんだ
[01:49:40.280] よあのゲームあの設定がまずモンスターが
[01:49:44.199] 初めてこのように存在このように生まれ
[01:49:47.320] たっていうかままなんつうのかなま
[01:49:49.119] ちょっとねセブンはねストーリーがそう
[01:49:50.719] いう感じなんだよステ番だけねあPS版
[01:49:53.480] だけなんだあれって長いのってじちゃんに
[01:49:56.000] パクられてなあるのね笑あ俺swch5台
[01:49:59.360] ぐらい持ってる
[01:50:01.280] からスイッチ5台ぐらい持ってるから
[01:50:04.280] 俺普通のスイッチ2台とスイッチライト3
[01:50:06.960] 台持ってるからはうんまじまじ
[01:50:11.000] マジ何のためわかんないなんか色色色版は
[01:50:15.080] もち早い
[01:50:16.920] 笑笑なんでライトそんなにある
[01:50:20.760] のすのにやにコレクターのせいじくんのに
[01:50:26.080] 1人でポケモンやるためだ
[01:50:29.119] よ1台はだからもうカラーリングも全部
[01:50:32.119] 変えちゃった
[01:50:33.800] よ
[01:50:35.679] よ1台はモノクロにし
[01:50:39.480] たボタンとかもこれ全部色変え
[01:50:43.239] てこんな
[01:50:45.840] 感じもう1台は友達に貸してるな今でもう
[01:50:49.159] 1個は普通にま使ってねえけど
[01:50:53.159] プレゼントニコさんみたいやんほほうまく
[01:50:56.880] いったんか
[01:51:02.280] ハロー
[01:51:03.840] アメリー
[01:51:05.679] メリークリスマスメリークリスマスfor
[01:51:07.840] カミンジャパニーズ
[01:51:10.000] サンタクロースアイムジャパニーズ
[01:51:12.400] サンタクロースareOKpleas
[01:51:15.199] プレゼントformeウェルカム
[01:51:17.760] ウェルカムウェルカム
[01:51:20.880] ウェルカムなんでやね
[01:51:23.920] ウェルカム
[01:51:27.079] ウェルカム白と黒ってニコさんカラーやん
[01:51:30.560] しかもフアめかよ
[01:51:34.159] 笑笑ニコカラーかあれや意図せずニコ
[01:51:39.040] カラーにしてしまったごめん
[01:51:41.840] なそうだっけ笑笑なんだこれもどこだよ
[01:51:45.960] これ
[01:51:48.700] [音楽]
[01:51:53.040] 違うこれここ
[01:51:55.770] [音楽]
[01:51:56.960] だニてしろっていうか淡い水色じゃない黒
[01:52:01.880] と水色だと思ってたチュートリアル的に1
[01:52:05.239] 時間かかるゲームは近年そこそこあるけど
[01:52:07.920] ドラ7は純粋にストーリーで1時間かかる
[01:52:10.760] のよね笑おいがな
[01:52:23.360] この辺のお手てだと思うんですよね
[01:52:32.920] これああこいつバカだ最近キーマウゲーム
[01:52:37.760] のせいで色すぐ変わるんだよ
[01:52:41.159] ね
[01:52:50.840] 色やる
[01:52:53.719] 髪の
[01:52:54.920] 色あキーコンフィグかぶってるのかドラ7
[01:52:59.599] って聞いたのでじんたしてきます腹
[01:53:03.000] ホットドッグ作りに
[01:53:05.440] 参る
[01:53:12.040] ホットドッグアラホットドッグlike
[01:53:15.560] ホットドッグforメンバーミー
[01:53:23.719] マイスター設定の仕方わからん
[01:53:26.199] ホットドッグゴッド
[01:53:28.079] 笑笑peopleルミホッ
[01:53:30.840] ホットドッグゴッドソーセージは太い方が
[01:53:33.520] うまいよねpeoplecallme
[01:53:36.239] ホットドッグゴッド
[01:53:40.000] プリズコールミーホットドッグゴッドいい
[01:53:43.079] ずれホットドッグゴッドいい
[01:53:49.199] ずれホットゴッグ
[01:53:52.800] 言えて
[01:53:54.920] ねえ言えて
[01:53:58.280] ねえ最近ケチャップの良さが分かってきた
[01:54:02.800] ケチャップうまいよ
[01:54:16.599] ねプンプンプンプンプツプツ
[01:54:22.440] 枠で旅の恥はかき捨てをするちゃま酸味
[01:54:25.679] 少なめのコのあるケチャップ
[01:54:29.000] 好き何が酸味少なめのコのあるケチャップ
[01:54:32.679] だよ全部一緒だろうがケチャップ
[01:54:35.079] なんか何を何をおく止まってんな
[01:54:40.440] よ何が酸味がアコーだだ一緒だよ
[01:54:44.079] ケチャップなんか
[01:54:48.370] [音楽]
[01:54:53.800] デブのくせに味もわからんのか味がわかん
[01:54:56.400] ねえからデブなんじゃ
[01:54:58.400] ない味がわかんねえからデブなんだと思う
[01:55:01.079] わなんでもうめうめて作っちゃうからこれ
[01:55:04.040] だからちゃまは殴る
[01:55:06.639] よ始まった始まっ
[01:55:09.380] [音楽]
[01:55:12.000] た
[01:55:15.970] [音楽]
[01:55:20.480] トゥルトゥルトゥルもよなかけてあれば
[01:55:23.679] うまいもんなそううちゃんと溶けてかけて
[01:55:25.960] あれば全部うまい
[01:55:27.639] から誰の羽だ
[01:55:30.000] これ元気だな
[01:55:32.920] 笑笑もう俺30時間以上連続で起きてるん
[01:55:36.400] ですけどね溶けてればいいどけてればいい
[01:55:39.639] よチーズは割と万人がそうあでもブルー
[01:55:43.360] チーズてめえだけは許さねえ
[01:55:47.840] ぞこの辺じゃないこれよく頭働くな
[01:55:53.119] ブルーチーズうめえよえ
[01:55:56.000] マジマジブルーチーズ行ける
[01:55:59.520] [音楽]
[01:56:01.880] 人酒飲む時に良いマジ
[01:56:05.360] かめっちゃ癖あるよねでもねやっぱり
[01:56:09.560] あれシフではくわんブルーチーズ単体は
[01:56:13.239] きついよなきついきついまたツーブルまた
[01:56:17.679] ツー
[01:56:18.880] ブルまたツーブルさんも殴っと殴っとけ
[01:56:23.079] 殴っとけまたツールよツブルてんだて
[01:56:27.920] ケチャップの味はよく知らんけどハツの
[01:56:30.440] ケチャップは逆さ置きだから好き好きなん
[01:56:33.440] だからいいだろうがよってます
[01:56:36.920] よ僕のある深い国のあるな深い国のある
[01:56:42.400] アーダ
[01:56:45.599] コーラこの辺がぐちゃっとしてんだよな
[01:56:50.110] [音楽]
[01:56:57.360] 好きならしゃあない
[01:57:00.760] よシキシキシキシキよしシキシキシキ
[01:57:05.920] シキシキしけシキピピ主シあれあれや笑笑
[01:57:14.000] 何バンド名出てこんステックパニックな
[01:57:17.760] おはようヒステリックパニックメイさん
[01:57:19.840] こんばんはこんばんはじゃないおはよう
[01:57:21.520] まだやってるよヒスパニア笑笑さそ知っ
[01:57:24.880] てる
[01:57:27.639] ねコとかいう便利な言葉使えばみんな
[01:57:31.159] プラスイメージになると思うなよ言ってる
[01:57:33.920] 言ってる笑シピのやつね走んでるねそう
[01:57:37.040] そうそうシピのやつもうクリア目前す
[01:57:45.500] [音楽]
[01:57:50.400] よちょっとももうここまで来た本当
[01:57:55.800] もうスパにほぼ効かんけどそれだけ周りに
[01:57:59.400] 一時期言言ってたから知ってるわ国の宝石
[01:58:02.880] 箱や国とまろやかは信頼してない
[01:58:07.520] こんにちはとまろやかは信頼して
[01:58:10.719] ないあさんこんにちはまだやってるよ
[01:58:14.159] 頑張ってますねやかかこうとしたら先に
[01:58:17.199] 言われた
[01:58:20.040] 笑笑ここかあどこラプソーン
[01:58:26.480] 右はいバチっとはまりまし
[01:58:32.040] たいやもクリア目前でしょこんなもん
[01:58:36.679] は
[01:58:38.910] [音楽]
[01:58:47.199] ね半分は過ぎたかいやもうあだいや洞窟の
[01:58:54.840] 音楽だから迷ってクリアできないとか
[01:58:58.239] 顔ドラ4で言えば希望の祠まで吐きた
[01:59:03.079] な
[01:59:04.920] ドゥルルルモンスター同士の繋がりが
[01:59:07.760] できると思う完成ですねそうだねほとんど
[01:59:10.760] もう完成みたいなもんだここまで来たら
[01:59:14.990] [音楽]
[01:59:27.560] もうそポンポンはまってくもんもうピース
[01:59:32.079] が分かるんだよねあこれあそこのやつだあ
[01:59:35.360] これあそこのやつだっ
[01:59:37.639] てこれここだと思うんだよ
[01:59:44.719] なありったけの夢をかしやめげかもしげか
[01:59:49.320] もしんない上下すんのかこれ
[01:59:53.679] えこれ違うのここしかなくね
[02:00:01.079] もうちゃうんやなどこ
[02:00:08.679] やあとう
[02:00:13.119] じゃんこっち側
[02:00:15.599] だここだ
[02:00:20.119] ねありてけ
[02:00:26.159] 夢だいぶ仕上がってきたねせ
[02:00:30.880] やろ
[02:00:34.119] かき集め探し物探しにのさ
[02:00:41.040] ピース000
[02:00:43.480] ピースすげくだらねこと言っちまった
[02:00:45.840] なからねえネタちまってせられて俺が滑っ
[02:00:50.000] たみたくなるじゃねえか
[02:00:53.079] うまいピス笑笑う笑笑うまいなうまい
[02:01:05.650] [音楽]
[02:01:11.679] かまだでも結構あるな100あと100
[02:01:15.360] ぐらいはあるぞうまいよななあ
[02:01:19.400] みんな殴られるぞ
[02:01:24.300] [音楽]
[02:01:30.560] 笑えよ怖えな殴る
[02:01:33.520] ぞどうしちまったんだ
[02:01:36.480] よどうしちまったんだ私は好き
[02:01:40.400] ですあ俺も嫌いじゃないよ私は好き
[02:01:45.430] [音楽]
[02:01:49.639] ですどうだこれ
[02:01:52.800] 微妙
[02:01:54.679] です来い
[02:01:58.079] よどうなってんだこれ違うのか
[02:02:01.679] なやってやん
[02:02:09.560] よああシュシ
[02:02:37.400] うんなんだろうこれ違う
[02:02:42.000] なう
[02:02:50.320] [音楽]
[02:02:55.679] プルプ腹減っ
[02:03:01.000] た不思議と眠気が全然こねえなん
[02:03:05.840] で
[02:03:07.520] [音楽]
[02:03:09.800] ペペロンチーノなんで今でかい音量で言っ
[02:03:12.679] たのペペロンチーノてはいはいホ
[02:03:16.840] みみガストでペペ頼もう
[02:03:20.760] ぜいやもうかあのさっきコンビニ行った時
[02:03:23.840] に買ってきちゃった弁当弁当っていう
[02:03:27.000] かガーリックアーダコーダドンみたいな
[02:03:30.840] やつ美味しそうだったからペペロンチーム
[02:03:33.040] うるせえ
[02:03:34.760] なうるせえ
[02:03:40.760] なえこれどこ
[02:03:44.870] [音楽]
[02:03:47.079] 笑笑えこれどこ
[02:03:49.960] だろう見せて
[02:03:51.990] [音楽]
[02:03:53.639] しょうがねえ
[02:03:54.800] なリスナーチャンス
[02:03:57.880] 使うしょうがが使う
[02:04:00.800] よ見せてみなほらよほらせじゃ
[02:04:06.880] ねそれは分かるんだよそれは分かるうん俺
[02:04:09.840] も鎧かなと思ってんだけど鎧らしきやつを
[02:04:12.079] 洗ってるんです
[02:04:13.480] けど5000びつええ
[02:04:16.320] [音楽]
[02:04:22.679] さよう鎧おらんのんおるよおるけど違い
[02:04:25.760] ます鏡んとこのメタ
[02:04:30.280] 金鏡のとこのメタ金は全部終わってるね
[02:04:33.760] 正直メタキは終わってる
[02:04:37.920] はずメタルライダーいないメタキの
[02:04:45.890] [音楽]
[02:04:47.960] 下牙みてえなやつってんだよねちょっとね
[02:04:55.480] 手で
[02:04:56.679] 今
[02:05:00.320] [音楽]
[02:05:03.760] おりああこれ鎧じゃねえわこれだわここ
