[00:00:18.240] 邪魔ゲームさんコメントお待ちして
[01:20:43.840] 何このイベントさんバッ
[01:20:47.400] トリップかさくつあるんだろわかん
[01:20:52.400] ねあれじゃエング
[01:20:55.520] さん本
[01:20:59.520] 大さん犯罪しやすい状況ですね笑さん
[01:21:06.280] じゃバット入っちゃうある大丈夫大丈夫
[01:21:10.320] それより宇宙さん会えなかったの悔しいよ
[01:21:13.639] そうだねなんだこの
[01:21:18.239] イベントさんまだ来てないようだな
[01:21:20.760] おはよう
[01:21:24.679] 顔れたか
[01:21:26.679] なことないよ俺も今来たとこだよさん何か
[01:21:30.280] 戻ってたのいや夜ね寝ぼけた子が
[01:21:34.679] 思いっきり
[01:21:35.800] に入れて
[01:21:40.199] 何それ何それ何それ
[01:21:42.920] 大丈夫なの大丈夫だ
[01:21:48.520] よこつてねなかそう
[01:21:54.800] かわいそうだけどそれを脳天気にね出現
[01:21:58.239] ってそなし沼みたいなものまうちの
[01:22:01.679] チャンネルはコメントは出現ばっかりです
[01:22:03.560] けど
[01:22:05.320] ねうんそういうところもあるかもしれない
[01:22:07.760] ね実際あじゃあさ
[01:22:13.000] しぐさの
[01:22:14.220] [音楽]
[01:22:15.600] 元あれ
[01:22:17.920] てほらロボテさんまでボさんまでロたわる
[01:22:22.159] さんがはは死ねってお前
[01:22:25.880] すげえやすげえや何の躊躇もなくそんな
[01:22:30.120] コメント打てんのすげえやまあまあね僕の
[01:22:33.560] チャンネルならではですよねぐしぐし
[01:22:36.520] さんもう尊敬の息に達しているそうだね
[01:22:40.880] 転場の先の杖ってやつだねそうそうね
[01:22:44.480] ところでささての杖どんな杖
[01:22:48.760] なんだ様欲しい
[01:22:53.120] なんのの杖ってことそれは多分どこにも
[01:22:56.440] 売ってないと思う
[01:23:00.760] んわるさんよ出る出る出た出た出
[01:23:06.040] た今日だよさんかこされか
[01:23:09.639] ぐしぐし
[01:23:11.920] さんさんバトル来た
[01:23:15.080] 笑さんく
[01:23:17.639] ださん
[01:23:19.639] ぐしぐしさん北海道
[01:23:27.120] と
[01:23:28.800] でだ速歩
[01:23:35.840] [音楽]
[01:23:53.440] だす耐える頑もう1回耐えて回復入れる
[01:23:56.800] いや回復入れだめだで素さ
[01:24:01.280] 引く
[01:24:02.460] [拍手]
[01:24:04.159] やば危ねえるさん火力高か火力はめっちゃ
[01:24:08.400] 高いんだ
[01:24:09.600] けどアクティブタイプが低すぎてこいつ
[01:24:12.960] 間に合わねえ回復
[01:24:15.840] ぐしぐしさんナイス防御ボテさん
[01:24:22.120] おっ遅すぎるねこれさんおっそ笑たげたげ
[01:24:27.120] さん
[01:24:28.120] あこれ
[01:24:31.960] [音楽]
[01:24:36.239] 何だめだ食われてしまう073った2回
[01:24:41.840] 攻撃本だラマ笑笑またるさんあっな笑笑
[01:24:49.080] ボテさんそそうなんだ
[01:24:52.440] こいつちイ
[01:24:57.250] [音楽]
[01:25:24.560] さん
[01:25:25.639] ぐしぐしさんおじいちゃん最強今日だよ
[01:25:29.440] さんこの銃にぶあほ勝ったよ勝った勝った
[01:25:33.760] 勝っ
[01:25:35.880] たこれマジでこのジングルダメだよな
[01:25:40.199] ぐしぐしさん基本がま勝つたからいい
[01:25:42.920] でしょ逃してあげたっていう事実もあるし
[01:25:46.080] 言わなけばあれねえよ倒してきたよっ
[01:25:48.560] ていい人が通りかかってかった
[01:25:54.600] のりダメ
[01:25:57.440] 普通にギ高いいやさこの間のさトラック
[01:26:01.719] 突っ込んできためちゃくちゃ笑ったよ
[01:26:04.199] トラック突っ込んできたガチで笑った意味
[01:26:06.239] わかんねだ急にはいさん完全にFの曲の
[01:26:11.800] パクりだよ
[01:26:13.119] ねよかったよかったまでもいいんじゃない
[01:26:15.400] のこれいいんじゃないすかあおなんだその
[01:26:18.840] ポーズはトラックと猫とかたくさんたの
[01:26:21.880] 最高だったんだったんだあれあ
[01:26:26.870] [音楽]
[01:26:39.480] さん俺
[01:26:41.719] のみれ
[01:26:45.340] [音楽]
[01:26:55.719] でも絶対怒られないこれだったらのせいで
[01:26:59.199] いつも迷惑そんなことないよそんなこと
[01:27:02.840] ないよジージさんジさんジさんおっぱい
[01:27:05.639] もんでいいすかこの子
[01:27:07.800] のないさんおおもいいよねここまで来たら
[01:27:12.080] な1回ぐらいマジですいませんあのお願い
[01:27:14.560] し
[01:27:15.920] ます宇宙人が服に取り込まれたそんなこと
[01:27:19.639] ない
[01:27:21.600] よさんと一緒だとすごく楽しいしで
[01:27:25.719] も本当だよだってそうじゃなきゃこの修学
[01:27:28.920] 旅もずっとコさんと一緒にいるはずがない
[01:27:30.840] じゃ
[01:27:32.119] ない
[01:27:34.480] あらあらもあ一緒に修学旅行できてさん
[01:27:40.679] うおっ
[01:27:43.280] た今日だよさんあわんさんうわしし
[01:27:49.119] さんかさ骨抜きになっちゃう俺これ骨抜き
[01:27:52.719] になって
[01:27:54.679] さん初めて本当したどうすんだこおきに
[01:28:00.080] なっちまうよ俺フトさんどうすんの骨抜き
[01:28:03.880] になっちまうよ俺が囚人さんさんたげたげ
[01:28:08.320] さん胸に当たってるのかなさん
[01:28:13.220] [音楽]
[01:28:14.800] 出し
[01:28:16.320] 最神イベント来たわ
[01:28:20.679] さんいい
[01:28:23.119] ねに帰ってきたな久え久々の響きのだいい
[01:28:28.840] イベントだったねランディさんなんて
[01:28:32.960] ぐちゃぐちゃだったそしてそしてデートで
[01:28:35.960] ございますいやもうポワポワモード入った
[01:28:38.679] ねポワポワモード入ったね勝った
[01:28:44.199] ねドンキー
[01:28:46.639] コーン足なんで俺参戦したスマブラに
[01:28:51.600] サムスの言い方だけすげえ切れてるよな
[01:28:53.440] サムス
[01:28:55.080] ドキコンサムスポテさんときめきモード
[01:28:59.679] 入ってるやんそ来たこれえしかも待って
[01:29:01.920] なんか髪の毛髪型に注目です俺気づくすぐ
[01:29:04.639] これがモテる男の技術すぐ気づくお前ら
[01:29:07.679] 気づかなかっただろどうせ気づかなかった
[01:29:09.480] だろ髪型が変わってるのにどうせまだ
[01:29:11.239] 気づいてねえよ俺だけだ気づいたのな俺
[01:29:13.880] だけだよ気づいたのこさんあ来たおあ
[01:29:18.480] しかもなんか俺より早く来てんじゃんいつ
[01:29:20.639] もよりごめん待たちゃったかな触覚が増え
[01:29:23.440] たえさん今ねえしかもなんか俺より早く来
[01:29:28.800] てる運も良くなってきてんのかな本当は
[01:29:31.280] 結構待ってた気がするなうわあ可愛すぎる
[01:29:34.360] 行こう行こうだってこの子が結構待つって
[01:29:36.480] ことは5時間前に来てるからね5時間前に
[01:29:39.280] 家出てるからねこの子が俺の俺の中合時間
[01:29:42.760] より待つってことは5時間ぐらい前に出て
[01:29:45.440] ます家くそ可愛い
[01:29:47.600] です強ぐしぐしさんえポワポワモード
[01:29:52.480] めちゃ可いこれなんだよどこに行くの
[01:29:55.280] おめえの好きなファンシーショップに連れ
[01:29:56.760] てってやるよ俺がバ行こう行こうそくそ
[01:30:00.080] 可愛いやこいおアフターおこっから
[01:30:01.560] アフター来るぞアフターあるぞアフター
[01:30:03.880] イベントねみゆにどんなアクセサリーが
[01:30:06.600] 似合うおめえ似合うの
[01:30:09.239] は可愛いキャラクターのペンダントこれ
[01:30:12.239] だけだ可い
[01:30:14.520] あい美のこと分かってくれてるね
[01:30:18.239] めちゃくちゃ可愛いですもう何もいらない
[01:30:21.159] マジで邪魔者とかマジでいらない匠とか
[01:30:23.000] マジ早く死んでくんねさん私にも何か買っ
[01:30:25.920] て
[01:30:27.199] ください何を買ったがいかなじゃな
[01:30:29.600] ファミコンソフト
[01:30:31.600] かさんよしよししたい
[01:30:35.119] よよしよしして引かれたい
[01:30:38.119] われたら
[01:30:40.800] にいやじ怖い怖い怖いた来たらた近寄らせ
[01:30:44.679] ねえから
[01:30:46.220] [音楽]
[01:30:47.800] なまで送ってほしいな
[01:30:54.639] ねこれ可いすぎるでしょ家まで送って
[01:30:57.400] ほしいなっ
[01:30:59.880] てポテ
[01:31:01.200] [音楽]
[01:31:05.080] さん
[01:31:08.550] [音楽]
[01:31:18.080] 故重い
[01:31:21.800] なてるだろ
[01:31:25.560] なんだなんだこのゲームおいこんな面白い
[01:31:30.480] ゲーム他にあったか可いすぎるでしょ
[01:31:34.119] こんなおもろいゲームが
[01:31:36.239] 今
[01:31:38.199] ただ勝つてあっただろうかこんなに面白い
[01:31:41.480] ゲームがランディ
[01:31:44.800] さんでも言ましょう
[01:31:47.960] かしい無とでも言いましょうかこれあれ
[01:31:51.199] あの2ののやるかてセリフ聞いたような
[01:31:57.159] さん笑笑あそこ切り抜いて俺のチャンネル
[01:32:00.520] ポにするべかな怒られるかなだめかなあれ
[01:32:03.040] あそこだけ切り抜いて無料でも言い
[01:32:05.840] ましょうかってあの画面に出んのあれあれ
[01:32:08.320] 使ったら怒れるかなとめ2の発売言い
[01:32:11.159] ましょうかねね言いましょうかねだっ
[01:32:14.080] け
[01:32:15.639] え11月今10月でしょ笑笑えっと10月
[01:32:20.480] 15日え紅葉見に行こうよ行きましょう
[01:32:23.920] じゃあ10月で10月15日か結構先だね
[01:32:27.639] 結構先だからここはじゃあちょっと普通に
[01:32:31.280] デート重ねよっかもうポワポワモードなん
[01:32:33.840] でどこでも連れてきますどこにもつどこで
[01:32:35.960] もついてきますこの子はねえーすっごい
[01:32:39.320] タイミング今電話しようとしてたんだ何何
[01:32:43.639] こっちから行っ
[01:32:47.080] ておかしくなっちゃう
[01:32:49.440] 俺おかしくなってしまう俺こんなことされ
[01:32:51.920] たらランディさん顔笑笑ボテさんおかしく
[01:32:56.600] なっちまうよ笑笑おかしくなる頭
[01:33:02.119] 壊れるさどこ行こっかなもうポワポワ
[01:33:05.880] モードになったら1回公園挟みたくね
[01:33:08.280] ポワポワモードになったら1回公園挟んで
[01:33:10.560] いいんだよ公園でいいわけ俺たちはもうお
[01:33:12.719] 金とか必要ないから一緒にいるだけで幸
[01:33:14.840] せっていうモードだからこれもう
[01:33:17.159] あのこれって今2年生ですか今2年生です
[01:33:20.679] 2年生です今2年生
[01:33:25.199] テさんやんこれ
[01:33:31.000] 笑笑大丈夫大丈夫
[01:33:34.159] ラッキーて言おうと思ったら喉にまっ
[01:33:37.440] ちゃっラッキーって言うことすらできない
[01:33:39.800] のこのラ活大丈夫か大丈夫部活もちゃんと
[01:33:43.199] 覚えてるよラッキーって言おうとした
[01:33:45.760] 言おうとするだけでこの
[01:33:47.480] 子なの
[01:33:53.880] 言葉大オッケー俺も使うべあ全然大オケー
[01:33:57.080] すその日大
[01:33:58.560] オッケわるさん爆弾はないかもうもう
[01:34:02.840] ごめんなもうもうここからただの幸せさ
[01:34:06.880] ダオ使うべえな俺らでみんなでな使うべえ
[01:34:09.400] 大オケあその日オさんが今までのこの子の
[01:34:14.119] 不幸を消しにさそうなんだそうなんだよな
