[00:00:16.279] ジマゲームさんコメントお待ちしてまジマ
[01:17:14.639] 下心丸見え
[01:17:17.520] もその日だけはだめな
[01:17:20.560] のギガプリンさん電話は嬉しい
[01:17:27.360] [音楽]
[01:17:33.600] ギガプリンさんガチャ切りやめてもらっ
[01:17:38.679] てビリヤードルポンさん新しい男できた
[01:17:46.239] なこれだからやだわ
[01:17:50.490] [音楽]
[01:17:55.800] えプールはいつプールはええプール行く
[01:18:01.199] まで諦めないよ
[01:18:03.400] 俺プール姿見るまで俺はスさんちゃまさん
[01:18:07.120] だめですよ顔がものすごくあああもう
[01:18:11.080] ついにイルス使われた
[01:18:12.719] わえなん
[01:18:14.920] でほらえなんだあんなに俺のこと好きだっ
[01:18:19.080] た
[01:18:19.960] じゃんなん
[01:18:22.920] でえ
[01:18:26.080] でも違う女
[01:18:27.440] 誘違う女誘ってプール行く
[01:18:31.840] べはいそうですあやっぱりかけてき
[01:18:36.720] [音楽]
[01:18:38.840] ますプール行か
[01:18:42.040] ないムドクスプスさん用事のある日だから
[01:18:45.679] いないのですほその日はダもうプールが持
[01:18:50.040] 予定が入ってますまた今度誘ってください
[01:18:55.159] これプールだから断られ
[01:18:58.840] るってことえーもう
[01:19:01.960] ちょっとなんでだ
[01:19:06.199] よもうストレスが全然回復しない女の子に
[01:19:09.719] さんプールそんなんでこんな地高いのプー
[01:19:12.960] ルっ
[01:19:14.280] てスプさん女子さんの下されているんです
[01:19:20.360] リアルな話どうなのリアルな確かにプール
[01:19:24.719] やだままそ現実でこんなにプールばっか
[01:19:27.920] 誘う男いたらもう頭おかしいけど
[01:19:31.080] さ行けてしるべきなんじゃねえ
[01:19:34.239] のディスク4ですなんとこのゲーム
[01:19:37.679] ディスクえ全え5枚組です次やっと4まで
[01:19:42.639] 来ましたギガプリンさん彼氏彼女の関係
[01:19:46.520] だったらいいと思うけどまねさん彼みな
[01:19:50.760] もんだあれか
[01:19:53.400] フトさん
[01:19:55.440] 助けてフェイトさいないかなフェイトさん
[01:19:58.880] ノロ直った
[01:20:00.520] わしよ
[01:20:04.650] [音楽]
[01:20:07.400] えフェイトさんえ笑えこれプールってなん
[01:20:11.199] でこんな断られんのなんかした
[01:20:13.280] 俺ラストプールなラストプールこれ行け
[01:20:16.800] なかったらマジでもう素直に
[01:20:21.360] 諦める頭おかしくなっちゃう
[01:20:24.840] 嬉しい焦らされて嬉し焦らされた後の
[01:20:28.480] プール気持ち断られるんだったかな忘れ
[01:20:34.199] たそんなあんのそんなそんな理由そんな
[01:20:38.080] 理由じゃ俺何もできんそれはそんな理由
[01:20:41.080] だったら俺は何もできんよ行けたわでマジ
[01:20:45.840] でそっぽいだってディスク入れ替えたら急
[01:20:48.080] に行けるようになったじゃんギガプリン
[01:20:50.199] さん成功確率相当低いんかなディク
[01:20:53.520] 入れ替えただからそうブディグレさん
[01:20:56.400] キングキングthanforカミンダブル
[01:20:59.280] ディング
[01:21:00.320] さんよしよしよしよしよしよしよしよし男
[01:21:04.480] 供おいおい男供俺に感謝しろよ俺に感謝
[01:21:08.520] しろよおめえらみんなあれだろスケベだ
[01:21:11.320] から見てたの光の光のあのビキニ姿しょう
[01:21:16.440] がねえから見せてやるよしょうがねえから
[01:21:18.360] なギガプリンさん寝ますな見て見てかない
[01:21:22.560] のまた同じ
[01:21:25.239] よろしくおやすみありがとうレド
[01:21:27.560] ありがとうね配信お疲れ
[01:21:29.639] ちゃんあみんな同じクス俺も俺もお結局俺
[01:21:33.320] らずっと同じクラスなんだ
[01:21:35.480] ななんだよその反応はくお前ら2人とも誰
[01:21:42.040] の情報を頼りにしてるんだよまそれはも
[01:21:44.280] まあそれは確かにそうだ
[01:21:47.239] けどま仲良くやろうよ同っていうからさお
[01:21:52.320] 難しい言葉だねああ
[01:21:55.080] まあまあまあな仲良くやろうなじゃあ俺高
[01:21:58.040] の挨拶周りに行くからじゃ
[01:22:01.600] ね
[01:22:04.360] つまらああ
[01:22:09.239] う最高にハッピーだね最高にハッピー同じ
[01:22:13.800] クラスやべえじゃねえか
[01:22:21.360] よなんかエラー入てるなつんねてなんだ
[01:22:25.679] ごめんなんかこれ見れないね
[01:22:27.679] なんかURL間違っ
[01:22:30.679] てるそれはよかったねところで何のことな
[01:22:33.400] の同じクラスなんだよハッピーだよ
[01:22:35.760] ハッピーだよなえ俺と俺と光と同じクラス
[01:22:39.880] でハッピー
[01:22:42.720] [音楽]
[01:22:49.920] よんだよラスラ
[01:22:54.840] ジに
[01:22:56.120] 諦める
[01:22:59.719] 欲しくなっちゃう嬉しい焦らされてらされ
[01:23:05.560] たプール気持ち
[01:23:07.639] いこれがさこれが女の子の配信でさ流れて
[01:23:12.360] こらん本当に終わり本当におしまいだと
[01:23:17.480] 思うナイスクリップ
[01:23:20.239] ありがとうそうだよねくそ可愛い日光
[01:23:24.880] 嬉しいけど戸惑うだとなんでてが止ってん
[01:23:27.320] だよん気持ち悪いよ半端じゃなくキモい
[01:23:29.679] でしょえ何これ
[01:23:32.320] [音楽]
[01:23:33.660] [拍手]
[01:23:35.880] え
[01:23:37.560] 嘘何この神
[01:23:40.239] 展開嘘でしょ今年この学校に不妊してきた
[01:23:45.360] 麻生かですこれ神ゲーだわさんらしてる
[01:23:49.760] から紹介動画には持ってこいトさんか先生
[01:23:54.000] 来たついに先生になったんだかみ
[01:23:57.760] ちゃんこのクラスをすることになりました
[01:24:01.679] す皆さんよろしく願めちゃめっちゃ曲いい
[01:24:07.120] えかちゃんちゃんと先生になったん
[01:24:10.679] だ
[01:24:12.520] やばみさん不妊してるんだったら教えて
[01:24:15.120] くれてもよかったの
[01:24:16.679] にすげえちゃんと先生なって戻ってき
[01:24:20.120] たやべえこのクラス何かが起きるぞこが
[01:24:24.520] 揃っちまっ
[01:24:25.960] たうまくいったでしょえ何うまくいっ
[01:24:28.880] たってもうがっちり口が半開きだったわよ
[01:24:32.199] 何何何何したんだよもしかして光知ってた
[01:24:36.000] うん私電話で聞いてて内緒にしようってや
[01:24:40.199] あそういうことねそまそういうこと
[01:24:44.920] すげえぐるポンさん知らねえのはちゃま
[01:24:48.119] だけうわ寂しいそうやって言われると
[01:24:50.520] めちゃくちゃ寂しい
[01:24:54.340] [音楽]
[01:24:56.400] まとりあえず光とデート
[01:24:58.320] なよしおいおまた皆さんお待たせいたし
[01:25:02.600] まし
[01:25:03.840] たうわ何この春服うわめっちゃいい制服
[01:25:10.040] これ制服に着崩した制服の上にこう
[01:25:14.800] セーターみたいなこれめちゃくちゃ良く
[01:25:17.280] ないこの服なおいおいめっちゃ良くない
[01:25:22.320] おい
[01:25:24.679] 君たちに言ってるんだけどどう思うみんな
[01:25:27.000] みんなあの感想述べよめちゃくちゃグーだ
[01:25:30.800] よこれフェイトさんかよ半端じゃなくない
[01:25:33.480] この服これ制服でしょ制服着崩してあえて
[01:25:38.639] 着崩してその上からあのなんかそのなんて
[01:25:42.320] いうのセーターみたいな来てるこれ最高に
[01:25:45.800] 可愛いです
[01:25:48.119] 点ワンスクショ入りましたあざすねんく
[01:25:52.480] ちょっと早くついちゃってさやば屈してた
[01:25:55.199] んだいやいやいやいや120これこれは
[01:25:58.239] 120点だこれはもう国民の総意だよね
[01:26:01.040] うちのチャンネルのトさん前作に比べいや
[01:26:04.280] 本当だよ服の服のさパターン半端ない
[01:26:07.760] ねいやこれは120点
[01:26:13.280] だそんなことこの後プール行くからこれ
[01:26:15.920] 脱ぐんだけどなかったから早く来ただけ
[01:26:18.040] これ脱ぐことになるんだけどねじゃ行こう
[01:26:21.000] よいや最高最高
[01:26:25.800] 夏じゃなくてもプールで泳げるのは嬉しい
[01:26:27.639] よねそうだねさ入ろうよ入り
[01:26:32.440] ましょうこれはいいですねさらにさらに
[01:26:36.119] ここではいはいはいはい
[01:26:41.360] はいはいはいはいはいはいはいはいはい
[01:26:46.639] はいはいはいはいはいはいスクはいク
[01:26:56.520] 乾期の
[01:26:57.760] 舞ねえなんだそこのなんだそこのこのこの
[01:27:06.000] なんかいいですねいいですねさんリアルで
[01:27:10.639] もそんな感じな
[01:27:12.719] のなわけない
[01:27:15.040] じゃんなわけないだろ俺このピエロだ
[01:27:18.199] ピエロ顔で笑って心で泣いてんのな分かる
[01:27:22.520] かだんな好きでやってんじゃねえんだよ
[01:27:26.320] いや好きでやってはいるんですけど
[01:27:28.320] ねそんなことないよ似合うよ嬉しいなでも
[01:27:33.400] 来たと見られたら恥ずかしくて死んじゃう
[01:27:36.080] よ
[01:27:37.800] えいいよそんなことないよな泳ぐあ終わっ
[01:27:42.560] ちゃっ
[01:27:43.600] たねお腹すかない時間
[01:27:48.880] 何これモードねモ
[01:27:54.440] 私服も見れて水着姿も見れて追加デート
[01:27:57.840] これだからこれだから俺俺と光の中になっ
[01:28:01.639] たらこうなのもういたれに尽くせなんだよ
[01:28:04.520] ねそうだねそうしようよかったじゃ行こう
[01:28:08.840] よ最高だ最高
[01:28:11.760] だおさゆさんさんURL省略Tテレビ
[01:28:17.199] ヘルレいいね作るね作ってくれるじゃない
[01:28:21.360] かいいのを作ってくれるねここではいはい
[01:28:26.719] はいはいはいはいはいはいはいはいはい
[01:28:37.480] はいクシはい
[01:28:40.639] スクこいつ本当わればいいのに気持ち悪全
[01:28:44.560] 全女性の敵
[01:28:46.960] です全女性の敵本当にこ配信者え今日は
[01:28:52.760] いつもよりすいてるね何これ
[01:28:54.360] じゃんナクドナルズナック来た
[01:28:58.760] ナックうんじゃあ適当に買ってくるねはに
[01:29:03.360] 席を取っといてくれ女の子に買わせるとか
[01:29:05.760] ありえねえんだけどおそこはお行けお嘘俺
[01:29:09.440] が行くよってあああじゃねえトさんナク
[01:29:12.199] ドナルドナックナック来たナック光はいつ
[01:29:15.239] も行動が早いから楽お前さねマジでこの俺
[01:29:18.679] この主人公嫌いだわなんか最低じゃない
[01:29:21.639] これ行動が早いから楽だよ
[01:29:25.600] はあれじゃんなんか雪がさ嫁さんと結婚し
[01:29:30.239] た理由なんか
[01:29:32.960] あの僕のというか何なんだよ雪と一緒
[01:29:39.280] じゃん僕がでも結婚したのはあの僕のあの
[01:29:44.480] 妻というか彼女というかかというか奥さん
[01:29:46.760] なんですけどあの掃除が好きなんですよだ
[01:29:49.639] から楽だなと思って言ってた
[01:29:52.199] あいつ一じゃんなんか考え方きしこいつ
[01:29:56.199] YouTubeとかでひゆの切り抜き
[01:29:58.080] めっちゃ見てそうなんか考え方感化されて
[01:30:00.520] そう雪はそう言っといてデレそうね裏では
[01:30:03.480] 絶対デレデレだよねあの奥さんが書いてる
[01:30:06.360] さひ行の奥さんが書いてるさあのひの漫画
[01:30:09.760] 見るとめっちゃ分かるよねなんかあの駐車
