[00:01:15.960] ああああああああ映ってますか映ってる
[01:59:46.400] にどうも大根です
[01:59:52.159] 怖怖い笑何が怖いのよ何が怖いのよ何が
[01:59:56.599] 怖いの何どうし
[01:59:58.599] た俺怖いのは人間だと思う一番怖いのは
[02:00:01.880] お前らみたいな人間だよ怖いよ俺は大根に
[02:00:06.159] バナナなムキムキ
[02:00:09.119] メメメバナナ
[02:00:11.159] な洗っ
[02:00:13.480] たん大洗った洗っ
[02:00:16.570] [音楽]
[02:00:18.199] た怖い
[02:00:28.079] バララ理ってき
[02:00:31.520] 姉ちゃんに教えて
[02:00:38.679] あげよう姉ちゃんに教えてあげよ料理配信
[02:00:42.199] したんだってこないださネット配信で料理
[02:00:45.520] 配信したんだ気持ち悪いな言われだろ
[02:00:52.679] 言われるだろうな多分
[02:00:54.520] なもうゲームしたいよ俺もいつになったら
[02:00:58.639] できんのこれち悪い
[02:01:01.679] なバナナなムキムえメメメ
[02:01:07.719] メルルもれにくまでお姉さん
[02:01:14.119] 怖しいないいんだよでも俺姉ちゃんと仲
[02:01:17.000] いい
[02:01:18.639] よしみだな
[02:01:22.679] よしこれどうよいいんじゃねいいんじゃね
[02:01:26.840] いいんじゃ
[02:01:28.159] ねいいんじゃね俺より楽しいよ
[02:01:34.000] のはまた皮くのかよもうきしかして
[02:01:39.240] [音楽]
[02:01:40.639] ね君はボイルし
[02:01:45.000] たの向きにただ夢中になってるボイルした
[02:01:51.960] 皮て何にしてくれるこの前さ韓国料理大量
[02:01:56.800] に作っ
[02:01:58.800] てだ韓国料理なんと
[02:02:02.520] かキムチ
[02:02:05.679] アリーナキムチアリーナ出ました
[02:02:09.560] ねごめんこれ1本使うの勢いで皮向い
[02:02:13.840] ちゃったけどこれ1本使う
[02:02:16.000] の勢いで皮向いちゃったく大きいね
[02:02:22.119] さんこんにちは
[02:02:23.880] M大きくねえ
[02:02:26.520] よバナナな
[02:02:30.599] ムキムバナナ
[02:02:42.840] バナナかじればいっか馬みてになんだし
[02:02:47.280] どうせ
[02:02:48.960] 俺でだし
[02:02:52.400] 配信者ってよく言われ
[02:02:55.239] てる
[02:02:57.159] バナナ
[02:03:01.079] メオ先っぽは捨てるよねさすがにさすがに
[02:03:04.599] 先っぽは捨てるよ
[02:03:06.320] ね先っぽはら
[02:03:09.800] んでこの皮向いてないところは取っとこう
[02:03:13.280] なここは取っときますこれちゃんと後で
[02:03:15.000] 何かにあで何かに使ますに持ってきます
[02:03:19.239] 持ってられて困ると思うけど
[02:03:21.960] っ
[02:03:23.800] て姉ちゃんにあげようそして姉ちゃんち
[02:03:26.800] 持ってくか姉ちゃんちに持ってこう
[02:03:29.719] 姉ちゃんこれはいこれ余ったから気持ち
[02:03:31.880] 悪いなこれは本当に気持ち悪いこれ持って
[02:03:33.920] こられたら本気持ち悪
[02:03:37.950] [音楽]
[02:03:39.599] 迷惑あと何いる
[02:03:43.100] [音楽]
[02:03:45.559] てれてい
[02:03:52.119] おめえも乱切りな
[02:03:54.360] のまた乱切りらしいあフォローあざます
[02:03:57.920] 遠藤作遠藤優作さんガチの名前じゃんあと
[02:04:03.000] 僕は橋本て言いますはい
[02:04:05.599] ね
[02:04:09.599] ルルルルルバナナ
[02:04:13.520] な乱切りうますぎか邪魔
[02:04:18.719] ゲーム乱切りうますぎおじさんか
[02:04:23.640] [拍手]
[02:04:29.000] な
[02:04:33.119] はい
[02:04:34.760] けどの切りうまいな包丁こ包丁の使い方こ
[02:04:53.239] あなんかもうなんかもうちょっとちょっと
[02:04:57.239] もうなんかあれになってきてるじるになっ
[02:04:59.960] てき
[02:05:05.239] てる世間は許してくれません
[02:05:08.679] よ見
[02:05:15.719] 少てんでん
[02:05:21.960] だ料理配信
[02:05:23.920] じゃなんでよ料ま少ないけど少ないけどさ
[02:05:30.400] はいいいじゃない人参ちょっと少なかった
[02:05:34.079] かな何その
[02:05:37.719] 突っ込みなんだよなんだよなんだよ何か気
[02:05:42.199] に食わなかっ
[02:05:43.599] た
[02:05:47.040] 次では椎茸の石を切り落としつに切って
[02:05:51.960] くさい
[02:05:54.040] 椎茸
[02:06:01.559] あはいもCたお
[02:06:07.280] です
[02:06:12.040] ちゃん皆さんこれ見てくださいえ千葉け
[02:06:15.840] さん千葉けさんの生椎茸茸今日こちらを
[02:06:20.639] ですね使っていきたいと思います今日
[02:06:24.280] は何個ぐらい4つぐらい入れれいい4つ
[02:06:28.000] ぐらい入れれいい豚に椎茸なんや
[02:06:33.760] へおいい形の
[02:06:37.199] 椎茸ねねねここってどうすりゃいいのここ
[02:06:41.679] 取っちゃっていいのこれこれベリって取っ
[02:06:44.119] ちゃっていいベリってベリって言っていい
[02:06:46.159] のベリって取っちゃっていいのこれ包丁で
[02:06:50.079] 落とすいら
[02:06:53.079] えどっちどっちベリてくの
[02:06:56.480] 包丁こういうことをってくさいて言われて
[02:07:00.119] た包丁てもいい
[02:07:03.760] よそう
[02:07:05.360] そうそうバターで食べたい
[02:07:09.119] オオオバター醤油なんか最高だねバター
[02:07:11.840] 余ってるから作ろうか
[02:07:13.719] な食べれる硬いから硬いんだこ
[02:07:19.360] れってオ
[02:07:22.480] オオオ
[02:07:25.079] オ4つに切るオッケー4つに切りましょう
[02:07:27.880] 私は石も好きだけどね椎茸まだあるのああ
[02:07:32.239] なんか椎茸感あるなのと椎茸感ある
[02:07:38.880] なすげえ椎茸感あるね
[02:07:48.679] これあって柔らかいところポン酢落として
[02:07:52.440] 食べてもはいはいはいはいはいこんな感じ
[02:07:54.960] ねだって椎茸
[02:08:01.159] だんおおすげえ椎茸じゃんこれ次に細ねぎ
[02:08:07.679] を細ねぎてなんだよ細ねぎてなんだよセラ
[02:08:13.599] リンコってなんだ
[02:08:15.960] よはい用意しましたこれ細ねぎてこれで
[02:08:18.840] いいの細ねぎてこれでいいだよなこれしか
[02:08:23.159] 知らないないんだけどなかったうちの
[02:08:24.760] スーパーに
[02:08:27.400] はなんか違う
[02:08:30.440] な細ねぎてこれでいい
[02:08:38.490] [音楽]
[02:08:41.639] のこれでも長ねぎでもいいん
[02:08:48.599] だなんか
[02:08:51.599] してたのと違うまいっ
[02:09:00.960] かまあネギは食感違うだけで味危ない
[02:09:06.719] の味はネギなんだオッケーオッケー大か笑
[02:09:11.079] どこから使えんのこれどっから使えるの
[02:09:14.159] ここも全部使えんの先っぽも笑ね先っぽも
[02:09:18.480] これ全部使えるの全部使えるね
[02:09:22.079] え根っこ以外は全部けオッケオケオオじゃ
[02:09:24.199] 根っこだけ切っちゃおうかここだけ切っ
[02:09:29.880] ちゃおうえる根っこ以外全部うんあまだ
[02:09:34.480] 根っこ残ってん
[02:09:40.079] じゃんネタバレになるから
[02:09:44.719] ないしなんか見せて可いな
[02:09:52.760] なんでここまでネタバレ禁止守っとんねん
[02:09:55.119] えんじゃネタバレで禁止とかええわ今日は
[02:09:59.559] ええわ全部使っちゃおうよこれ余ったって
[02:10:02.119] しょうがないんだもん余ったってしょうが
[02:10:04.119] ないもん全部使う
[02:10:06.440] よ全部入れると多い気もするけど冷凍すれ
[02:10:10.599] ばいつでも
[02:10:16.400] 使えるネタバレとは
[02:10:26.800] ネタバレ
[02:10:33.360] おしいったら汁にでも入れればええそう
[02:10:37.280] だったネタが禁止だったネギてやりに見え
[02:10:41.159] てきたな
[02:11:01.320] 僕いっぱいネタバレしちゃったごめん
[02:11:03.440] なさい切りでないのね
[02:11:09.040] オおいえんちゃうのとに最後乗せるネギ
[02:11:14.199] みたいえんちゃうのえんちゃうのに切って
[02:11:19.040] くださいでは豚肉を
[02:11:22.159] じゃこれどうすんのよ豚肉は分かったけど
[02:11:24.639] これここに入れとけばいいのこれボールに
[02:11:26.960] 入れとけばいいのえちょっと待ってえあの
[02:11:28.719] さ鍋に入れちゃっていいこれこれ鍋に入れ
[02:11:30.920] ちゃっていい鍋に全部入れといて
[02:11:33.719] いい鍋に入れちゃっていいよね結局入れん
[02:11:36.079] でしょこれ鍋に入れてお鍋にしよう鍋に
[02:11:38.679] このまま白菜入れてお鍋にしようそれも
[02:11:40.440] いいねそれもいいね鍋とかも作りてえな
[02:11:43.800] ちょっと脳た鍋でええよ
[02:11:54.400] このお鍋はこのお鍋はねあれよくあの実家
[02:11:58.320] 実家にあのなんか昔カレーカレー作って
[02:12:01.320] もらってもらったままそのまま洗って俺が
[02:12:03.960] パクっ
[02:12:06.320] た俺がパクったそ
[02:12:10.000] ちゃんそそじちゃんじちゃん呼んでねじ
[02:12:12.520] ちゃん多分無理やじちゃん無理
[02:12:15.239] やじちゃん呼んでじちゃんにも食わせて
[02:12:17.960] やりたかったけどなあいつまだ病み上がり
[02:12:19.639] だからもらったもんは返さないもらった
[02:12:23.320] もんは返さ
[02:12:26.440] んじゃなかったら食器とかこ買わないもん
[02:12:29.760] だっ
[02:12:31.280] てじちゃん大変だね今なったら
[02:12:38.960] 困る不調なったら困るなあいつ
[02:12:43.440] なまあまあまあでもますぐ元気になるよ
[02:12:46.800] すぐ元気になるえごぼはこれどの
[02:12:49.320] タイミングで行く行くのぼは
[02:12:51.639] これぼどのタイミングで行くの
[02:12:54.599] よぼまだいいのまだあれなのぼ
[02:13:02.400] はこっち
[02:13:05.710] [音楽]
[02:13:10.119] かれクソ時間かかんじゃねえ
[02:13:13.559] かれ硬いから今入れ
[02:13:16.550] [音楽]
[02:13:22.119] ざからあげげちゃうら明日以降のの都合の
[02:13:27.159] いい日明日ちょっと厳しいわ俺じゃあうわ
[02:13:30.280] めっちゃ汚たねえからえこれ何これが
[02:13:37.079] 悪これが噂の悪ってやつですかめっちゃ
[02:13:40.920] 汚いねこんなのそそいうこと
[02:13:45.719] タおおすごい匂いだ地球の匂いがした今流
[02:13:51.520] てからげ地球の匂いが
[02:13:54.770] [音楽]
[02:13:55.920] する
[02:13:58.520] アースの匂いがした
[02:14:04.920] 今これ確実に地面タイプだ
[02:14:10.079] ねこれは地球の匂いだわ今のはすごいえ
[02:14:15.360] これ鍋にンしていい
[02:14:17.760] のにンしていいのん
[02:14:21.199] いいのこれ入れるよええのんかええのん
[02:14:27.840] か
[02:14:31.480] バええのわなんか
[02:14:36.400] さゆすいでからもう入れちゃったよ入れ
[02:14:40.360] ちゃった
[02:14:41.440] よ入れちゃったよもういいよもういいいい
[02:14:44.679] やもういいもういいやいいいい大丈夫
[02:14:46.599] 大丈夫ちょっとちょっとあれだろちょっと
[02:14:49.599] 苦くても笑いいでしょ別
[02:14:52.170] [音楽]
[02:14:55.199] にに切ってください豚肉な豚肉な次は
[02:15:01.000] 豚肉豚肉クソ入れる
[02:15:03.630] [音楽]
[02:15:08.159] からいや料理って底だなこれねこんなこと
[02:15:12.800] 毎日やってらんない
[02:15:16.520] よよし
[02:15:22.159] 私食べに行ってもいいこの先生はいはい
[02:15:26.159] 大根がクソ余っちっ
[02:15:28.840] たしそうだ危ねえわかろ危ねえ
[02:15:33.880] 危ねえ食べにおいでおいでお
[02:15:38.440] いでおいこれさ映っちゃってんじゃねえか
[02:15:41.440] よ
[02:15:42.440] もう平屋が平屋が映っちゃってんじゃねえ
[02:15:46.960] かよメタ笑
[02:15:51.280] 平らが映っちゃってんじゃねえかしてき
[02:15:54.559] ましょう住所が映っちまってるうちのこれ
[02:15:59.000] いいねスーパーをらしていくスタイル笑笑
[02:16:02.880] これいいお肉じゃない美味しそうじゃない
[02:16:05.679] ああお高めのお肉だなんかうんすごいあの
[02:16:10.599] お肉の匂がしますねお高めか高くねえだろ
[02:16:15.199] 肉ってこんなもんだいつもこんなもんだ
[02:16:17.920] よで肉をアーダコーダするつたね豚肉を
[02:16:21.800] 熱湯に塗らせますでは豚肉を4cm幅に
[02:16:26.159] 切ってくだ4cm
[02:16:29.239] 幅えもうだってこれこま切れやんえこれ
[02:16:32.359] 切る必要ないよね切る必要ないよねこれね
[02:16:36.359] こま切れだもんどこまでも自分のしていく
[02:16:40.280] スタイル笑別にそのま入れいでしょね切ら
[02:16:44.200] なくてほら全然切られてるやつじゃんこれ
[02:16:47.120] そのままでいいよらなくていいよ
