[00:00:44.559] おはようおはようはいさ
[01:55:06.320] おしゃれなやアンチョびってもうまま確か
[01:55:09.920] にな基本だから
[01:55:12.199] ねいいね稼ぐねまこんだけ金あったら別に
[01:55:16.440] も傷だらけにこんだけ金あったら別にさ
[01:55:18.920] バカンス行ってもよくないおはようござい
[01:55:20.800] ますおエジお疲れえおあれ熱出てん大丈夫
[01:55:25.599] かデブの
[01:55:27.800] 元寿司で言う卵なるほどあ分かるわ厚焼き
[01:55:32.239] 卵がうまい店はどこで行ってもうまいから
[01:55:34.280] なええ基本だからお花が咲いてるといい
[01:55:38.639] ななんか11歳のバイトの失敗団聞くだけ
[01:55:42.480] で泣けてくるんだが素晴らしいですてあ
[01:55:46.040] コロナかマジかえお大事に大丈夫味とかさ
[01:55:50.719] あアンチョビね
[01:55:52.800] ワのねちょっと
[01:55:55.679] 待てこれ誰を指さしてんだ何指さしてん
[01:55:58.480] だろうねパパ見てあの
[01:56:00.119] 人そんなことねえよ
[01:56:02.639] な可愛い
[01:56:05.480] ですよかった回復したんじゃ
[01:56:09.520] ない回復した100使ったけど娘
[01:56:15.880] 働かねれはみねねってるから丈
[01:56:22.400] やん
[01:56:23.440] け100ドル使ったんだぞじゃあお話
[01:56:27.119] しよっかもうやべえ3月終わり
[01:56:31.560] じゃんえこのゲームむずないありがとう
[01:56:35.719] お父様私のこと気づかってく休ませてえ
[01:56:40.440] やっぱ休ませるしかない
[01:56:42.920] のでも今ので多分疲労減ったぜお父さんと
[01:56:45.639] 話したから単純でいいわこの子お父さんと
[01:56:47.840] 話す疲れ取れるあれ減ってねあ減ってる
[01:56:50.199] ほら半分になるんだね疲労が
[01:56:54.280] えこれさ疲労が回復するアイテムとか売っ
[01:56:56.920] てねえのが壊れる様えこれ彼氏連れてくん
[01:57:00.000] の画面ぶん殴っちまうかもしん
[01:57:02.880] ね彼氏なんか連れてきたら許さねえ
[01:57:06.400] 俺お父さんと結婚するって言ってんだから
[01:57:08.800] こ彼出てきて
[01:57:10.520] ほしいね疲労あ疲労回復できんじゃん
[01:57:14.800] マイナ30マイナあこういうのか
[01:57:22.480] でけえでモラル10もでかいなるほど
[01:57:24.520] ぬいぐるみぬいぐるみだぬいぐるみを
[01:57:27.480] 買おう金なくて買えねえ
[01:57:29.840] けどなるほどな薬草HP50あ薬草持って
[01:57:34.360] いけばいんじゃないの外に稼ぎ行く
[01:57:36.280] [音楽]
[01:57:38.280] 時モラルお父さんと結婚なんて夢の産物だ
[01:57:42.960] わでもできるよ別にだってあれだもんこの
[01:57:44.639] 子血繋がってないもん戦闘中にモラルあげ
[01:57:47.639] て疲労抜いたんか多分そういうことだな
[01:57:50.360] さっきさっきそういうことだろうな多分な
[01:57:52.440] 1回使ったもんね使わなきゃ意味ねえんだ
[01:57:55.360] なるほどえじゃちょっとお金あげてさ疲労
[01:57:58.400] 貯まるの分かるんだけどお金がっつり貯め
[01:58:00.639] て1個モンスターにぬいぐるみ使ったら
[01:58:05.000] 多分そうだろうなマジかちょ街の評判も
[01:58:08.119] 聞いてみる久しぶりに久しぶりに街の評判
[01:58:10.639] も聞いてみよっ
[01:58:12.079] か青いの評判ああ知ってるよ赤いリボンの
[01:58:16.520] 子だろ上品な感じまだ上品な感じは保っ
[01:58:19.840] てるなちょっと可愛気がないってえ
[01:58:23.440] 誰が言ってんだ出てこいてめえら俺の娘に
[01:58:26.040] 可愛系がクソ可愛いだろうがカスクソ
[01:58:28.679] 可愛いだろうが分かってねえな何まきし
[01:58:34.239] た瞬きするのこの
[01:58:38.639] 子えっとまちょっとここお金稼がなきゃな
[01:58:43.400] 身長伸びたよ151cmだよすげえ伸びた
[01:58:48.040] ね体重でもえ待って11歳のの重って
[01:58:52.480] どんなもんまた滝にビビるパパめっちゃ娘
[01:58:55.639] 目てるいやだってクソ可愛いじゃんだって
[01:58:58.400] 何歳だっけ11歳11歳で11歳で
[01:59:02.320] 151cmあでかいかでかいよねそうだよ
[01:59:05.360] ね女の子だって大人の女の子でもそん
[01:59:07.599] くらいだよね大人の女の子ってで151は
[01:59:10.960] 高いよね高いねかなりねえ体重ってどんな
[01:59:13.760] もんなん女の子ってあんまりこういうの
[01:59:15.800] 聞かない方がいいかもしんねけど体重って
[01:59:17.840] どんぐらいなんいやぱ大出なのかなのか
[01:59:22.920] マムみたいだわあマム結構性高いん
[01:59:26.000] だもうすぐ抜かさ
[01:59:28.719] れる私17とかで161だったからああま
[01:59:34.320] ここから伸びなくな
[01:59:36.079] るっていうのもあるよね多分ねここ
[01:59:39.480] がっつり稼いで次ちょっとねちょっとお
[01:59:42.280] 人形とか買ってあげよう
[01:59:44.199] よ腕力気品150はあったからああちょ
[01:59:48.000] でかいねあだからそっから止まるんだいや
[01:59:50.239] そんなもんだよな多分なそっから止まるよ
[01:59:51.920] なそ30とかなんじゃないちょっとあ
[01:59:55.239] そんなもん
[01:59:56.599] か疲労少ないから多分結構稼げると思う
[01:59:59.600] [音楽]
[02:00:01.960] よはいはい
[02:00:05.000] 頑張れちょピザ頼むわこの間にちょっと腹
[02:00:07.639] 減ったらだめだクソ腹だっ
[02:00:10.040] たえカニマヨグラタンフレッシュトマト
[02:00:13.880] アンドバジル持ち明太3種のミート
[02:00:15.880] ミックスまいった何食べようかな住所書き
[02:00:19.520] 間違えたみたいうんいいよ許す
[02:00:25.119] いや迷うな全部うまそう全部うまそうなん
[02:00:28.760] だ
[02:00:29.130] [音楽]
[02:00:33.440] よど稼いでる知力も上がってきてるよね
[02:00:37.719] 知力
[02:00:39.040] もゲッツウィンタークラブウォーター
[02:00:42.760] 何それ何それバジルと持ちでお願いします
[02:00:47.679] 持ち面体ってかマジ最高ね
[02:00:52.560] うわこれめっちゃうまそう大人気
[02:00:54.280] ウィンタークラブと復刻リクエスト
[02:00:56.599] ナンバーワンゲッツ照り焼きチキン
[02:00:58.280] ピザーラプルコが一気に頼みしめピザー
[02:01:00.400] 35周年を記念して作られたアーダコーダ
[02:01:03.670] [音楽]
[02:01:05.760] ですゲッツって何
[02:01:09.719] よ娘があれだよ娘が稼いでる間にお父さん
[02:01:16.159] ピザ最低です娘が稼いでる間にした
[02:01:23.119] 合せ見つけれるから最低最低すぎるでしょ
[02:01:26.679] おお前働けよお父さんピザ頼んでっからな
[02:01:30.560] ッピングでチーズであもう神か水をこぼし
[02:01:34.040] ちゃったああああいいや俺はピザ食ってく
[02:01:36.079] からいい
[02:01:36.880] やお父さん大嫌い
[02:01:39.400] [音楽]
[02:01:43.159] シグをひっくり返して壊しちゃったでも
[02:01:46.840] 欲張りクォーターとかでもいいんだよな
[02:01:48.639] 持ちメタプルコギポテトピザーラチーズ
[02:01:50.719] ラバーペパロニラバー
[02:01:52.360] 欲張りクオーターでいっ
[02:01:55.520] かあ終わった仕事お疲れあお疲れあいよ次
[02:01:59.040] も働けお前あれな次きこりだよ次きこり次
[02:02:03.079] きこりだ
[02:02:04.119] よお父さん今ピザ選んでるから次きこり
[02:02:08.440] ほら
[02:02:13.000] 頑張れちょっと待ってログインしてるから
[02:02:15.360] おさ今お父さん今ログインしてる
[02:02:19.040] からお父さん今ログインしてるから待って
[02:02:21.480] なはい頑張れ
[02:02:25.960] 頑張れ欲張りクォーターでしょLサイズ耳
[02:02:30.719] までチーズだろうが何を言ってるんだ
[02:02:33.920] トッピングも追加
[02:02:35.639] しよう意外とトッピング高いよなしちゃっ
[02:02:39.239] たトッピングって高くない意外とチーズ
[02:02:41.440] 700円とかだぜわかん
[02:02:45.520] ないから食べ終わった食器持って
[02:02:49.000] 全部それだねだよななんて男もするもん
[02:02:54.199] だろ普通に1人暮らししてるとそれはもう
[02:02:57.400] あれだ思うよね女だからだこだとかお
[02:03:00.880] 見合い結婚だろうなが人のいる方へ倒れて
[02:03:04.840] 人が出たのそれはまずいじゃんチーズ
[02:03:07.159] 700円高いチーズ700円
[02:03:12.320] 高いちょっと待ってイタリア風ソーセージ
[02:03:16.000] はでもつけたいな
[02:03:17.840] あガーリックもいいよね
[02:03:22.110] [音楽]
[02:03:26.679] ペすみっこぐらしのお皿ももらえるらしい
[02:03:29.360] よ今だったら280円仕事させてもえるの
[02:03:33.480] ごめんちょっとごめんゲームおりになって
[02:03:35.239] ごめんな今ちょっと頼んじゃっていいこれ
[02:03:37.000] 時間かかるから先頼んじゃうわ冬のお得な
[02:03:39.520] Aセット何それお得なCセットあいろんな
[02:03:42.800] のがつくんだこれ
[02:03:48.090] [音楽]
[02:03:52.000] これだうはスーパーの容量入ってるとける
[02:03:56.760] チーズ買って手動でかけるんだよこえあ
[02:04:00.639] なるほどそれ頭いいそれ頭いい
[02:04:04.310] [音楽]
[02:04:06.639] ねうわこちゃまちゃんが発するピザが気に
[02:04:10.960] なる欲張りクオーターLにえっと
[02:04:14.119] トッピングえイタリア風ガーリック
[02:04:16.960] ペッパー
[02:04:18.520] ハム5000円っちゃったまにいいでしょ
[02:04:22.520] たまにはいいでしょうねえ欲張りだたまに
[02:04:27.119] はいいでしょう
[02:04:28.719] よ贅沢じゃ今日今日ボテラジもあるから昼
[02:04:32.400] 昼夜って考えたら笑昼夜って考えたらいい
[02:04:36.040] よなたまには
[02:04:37.280] な現在利用可能なクーポンが1つも設定
[02:04:40.520] 80えクーポンあるのクーポン利用できる
[02:04:43.119] らしい
[02:04:44.119] よクーポンがなんかこのクーポンは利用
[02:04:47.920] いただけませんできねえって言ってんやん
[02:04:49.239] けなやねいいでしょクーポンなしでしょ
[02:04:52.280] うんいいんじゃないはい欲張りおデブの元
[02:04:55.040] ピサ
[02:04:56.159] ピサ置き置きにしよっかあの多分気づか
[02:05:00.239] ねえからクーポン使えるいやクーポン
[02:05:03.320] なんか使えねえのになんか使わなくていい
[02:05:04.840] んですかて言われ
[02:05:09.540] [音楽]
[02:05:11.760] たDは随時
[02:05:15.800] 決B払いってできんのこれまいいや
[02:05:18.280] クレジットカードでいっかめどくせから
[02:05:23.490] [音楽]
[02:05:26.960] はい注文できましたありがとうございます
[02:05:29.199] はいあとは届くの街ですさた待たせたね
[02:05:32.440] 待たせてね青いお父さんご飯食べてたから
[02:05:34.480] 食べるあれだからごめんな待たせたねえ
[02:05:37.719] えっとえっと娘と話そっか金結構稼いて
[02:05:41.599] ちょっと今多分疲れてると思うんだ疲れ
[02:05:44.280] てると思うんだよねえっとヒ45でしょ
[02:05:48.199] ちょっとここで0にしてあげてえな0にし
[02:05:50.639] てあげたくない1回
[02:05:54.679] あどうだこれ話すと娘と優しく話すとあの
[02:06:01.159] 疲労が半分になるんだよ半分ってのか
[02:06:06.000] なま半分にし
[02:06:10.800] てありがとうお父様うん私のこと気づかっ
[02:06:14.800] てくさうんいよ半分にし
[02:06:19.400] て買い物
[02:06:22.960] えこれどうするあれ
[02:06:24.639] あのお人形買うお人形さん買って
[02:06:30.050] [音楽]
[02:06:31.559] あげるお人形さん買ってあげるかこれ疲労
[02:06:35.599] マイナ30までいけんのよでモラルも10
[02:06:37.880] アップする気品15いやでももう
