[00:00:18.800] ジマゲームさんコメントお待ちしてま邪魔
[01:28:37.320] 精神かいい
[01:28:40.080] ねうそう言うんじゃない思って心に秘めて
[01:28:43.960] くれてればいいよえ
[01:28:46.600] 何彼女作る部屋だよ
[01:28:52.500] [音楽]
[01:28:54.400] のって俺俺だけかたるが何言ってっか
[01:28:57.040] わかんないのってあんま声大きくして言え
[01:28:59.400] ないんだけどあいつ今あいつ今いねえから
[01:29:01.679] 言うけど何言ってくたかだ
[01:29:03.870] [音楽]
[01:29:06.040] なはい文系行きます勉強しねとやべえも
[01:29:10.159] さんデラコマさんのコメントにかけたんだ
[01:29:13.280] よわたるんさんおめえ嫌いだわもぎさん
[01:29:18.040] ちゃま君がどん匂いだけあそうすねどん
[01:29:20.280] 匂いです
[01:29:21.440] か俺こいつと帰んのやだな
[01:29:24.840] あ爆弾解除したよしよしよし
[01:29:29.840] よ
[01:29:31.480] 0703
[01:29:35.800] さん俺がなんかれ
[01:29:40.159] てるちゃんやっぱ呼だろな俺もわかん
[01:29:43.000] なかっ
[01:29:43.880] たい
[01:29:49.990] [音楽]
[01:29:53.040] てん
[01:29:55.440] 笑笑えっと
[01:29:57.930] [音楽]
[01:30:00.480] ねテスト
[01:30:03.199] でしょやばいな50文系50ないとやばい
[01:30:06.760] ねもうここでテスト超えらんなかったら
[01:30:08.920] もう無理だよさんさんちょっとしってなら
[01:30:12.080] ないでさん絶妙な空気怒ほいじゃちょっと
[01:30:17.520] しないとだからあよレドありがとね
[01:30:20.960] ありがとねさんラコマさん渡る好きだぞ
[01:30:27.880] これでテスト超えられんかったらもう無理
[01:30:30.119] だわこれだ最善だと思うこれがもうこれが
[01:30:32.840] ベストもこれで超えらんなんとかったら
[01:30:34.400] もう部活諦めるもうもう多分無理リセット
[01:30:37.040] してもねこれで超えらんかったらもう無理
[01:30:43.639] よねこんな最高な状態室の裏絶妙な空気
[01:30:49.360] なっ
[01:30:50.040] たん
[01:30:52.920] 今あラグラさんこんばんはもうあかんで
[01:30:56.760] このゲームよし行くぞもうこれでテスト
[01:30:59.080] 行かんかっ
[01:31:00.010] [音楽]
[01:31:01.960] たら嘘でしょみさん面白い例えしようとし
[01:31:06.199] たらめっちゃつまんなかったごめんね
[01:31:09.239] 大丈夫だよえ嘘でしょこれでダメなのもう
[01:31:13.480] 無理だあもうこれ多分
[01:31:15.960] どんなケ使っても多分もうこれ超えらんな
[01:31:19.040] いっす0703ラコマさん
[01:31:22.920] 笑笑これはもう部活無理だ
[01:31:28.520] ね何のために1時間半も頑張ったんだよ左
[01:31:31.920] さんさん体育大学決定就職ま諦めました
[01:31:36.080] さん相当前に戻んないと思もうこれもう
[01:31:38.880] 間に合わないね多分どんな手使ってもだっ
[01:31:41.080] てこんなノイローゼでもなく
[01:31:44.199] てジジさんサラバ部活もう多分部活無理だ
[01:31:47.639] ごめんうわなんだよもう前回から
[01:31:51.840] 超くそ
[01:31:55.239] あしょうもななんだこのゲームマジででも
[01:31:59.360] 部活捨てるよ
[01:32:01.280] もうじじさん引きこもねえどうしようも
[01:32:05.719] ないねこれ
[01:32:06.980] [音楽]
[01:32:08.880] ね
[01:32:13.159] ええももう多分無理だと思う
[01:32:21.679] これうわもう
[01:32:24.679] さんストレス100まで貯まったら左の
[01:32:27.480] 選択肢に自殺アイコン出てくるよ神ゲー
[01:32:35.360] じゃんごめんもうこれ先進むね無理だ
[01:32:40.159] わうわインターハきたかったもうこれどう
[01:32:44.320] しようもないよねマジでねもうね
[01:32:46.639] ぶっちゃけどうしもないよねもう
[01:32:51.040] ねあ見られちゃったお互い困ったことに
[01:32:53.600] なった無理だもう無だそうだよね別に困ん
[01:32:58.040] ないよ
[01:32:59.080] 全然1人だったら嫌だけどさ今回は心強い
[01:33:05.199] 味方もいるしもういい最高だわもうここれ
[01:33:08.280] いいもうこれでもういい救われた俺お前が
[01:33:10.280] そうやって言ってくれたからもうそれで
[01:33:11.520] いい
[01:33:13.480] わほらそんな暗い声出しちゃってどうにも
[01:33:19.119] ならないよくそ一緒に勉強しようねおさ
[01:33:23.400] さんさん
[01:33:27.239] ね
[01:33:29.639] あいいよな俺たちバカでバカップルでいい
[01:33:33.440] じゃんお前はんで部活大丈夫なの
[01:33:37.520] めっくちょうどしかも俺もなんかあの
[01:33:41.119] なんかちょっと心モードだったからさお
[01:33:45.679] なんか前よりめっちゃ可く
[01:33:48.040] 見の励まし方なんだな気を使ってくれてる
[01:33:51.280] んだないやめちゃくちゃ
[01:33:52.719] ですも僕元気もらいましたインタがんだよ
[01:33:58.040] 結局俺なんで俺いっつもさメもやると
[01:34:00.960] バカップルになんの学年で一番バカな女と
[01:34:04.679] しか俺恋できないのなんだろキーていこと
[01:34:08.040] 考えられないくらいピュアでそうなんだよ
[01:34:10.679] ねそうなんだよあのあのさ変な目で見れ
[01:34:14.040] ないよな俺もうあの光ん時なんか赤ちゃん
[01:34:16.960] の名前考えよねとか言ってたんだけど
[01:34:19.679] なんかこの子はないですそういうの
[01:34:22.719] がくれる俺をもぎさんわかるおさゆさん
[01:34:27.000] さんちゃまく付き合ったらバカップルに
[01:34:29.600] なり
[01:34:30.639] そうそうなんですよもうごめんこれ行くよ
[01:34:33.440] ごめんなもうこれは無理やもうこれどう
[01:34:35.159] しようもない無理無理無理もこれ進みます
[01:34:38.320] すいません1時間半ほど無駄にしまし
[01:34:40.840] たよしデートするじデートするじまあいい
[01:34:45.400] よあの爆弾爆弾解除できたし冗談だ爆弾
[01:34:49.760] 解除できたからまいい
[01:34:51.280] でしょうんこことぶきよ
[01:34:58.280] もうしゃあないしゃあないこれ
[01:35:02.480] はかいいな
[01:35:05.159] お前
[01:35:06.960] ホワイトさんま友達
[01:35:11.150] [音楽]
[01:35:15.520] のじそんなこと言わ
[01:35:18.600] [音楽]
[01:35:20.040] ないねこう
[01:35:22.199] いうなんか
[01:35:24.840] 元気つけてくれる子はいいねいいねもう
[01:35:30.119] ちょっと3週目頑張ろうね終わっ
[01:35:33.930] [拍手]
[01:35:34.860] [音楽]
[01:35:37.000] たーるみてじゃんデート
[01:35:41.430] [音楽]
[01:35:43.360] する悪かったて言ってんじゃごめんね思
[01:35:46.639] ないこと言ってごめんなんないツイートし
[01:35:49.760] て
[01:35:51.360] なんな
[01:35:54.320] 君はまた部活を休んだのでしてもバかよ
[01:35:58.199] こいつこの部長とかいうやなんでもない
[01:36:00.920] 説明ない
[01:36:02.280] よ
[01:36:04.040] フレバーテキストしか
[01:36:06.199] ない効果なしあ腕あの腕みたいめっちゃ
[01:36:11.679] 引くやつ
[01:36:14.199] ねしょうもねこのゲームマジでだだまあ
[01:36:17.600] いいやまいっかごめんもうあの活の
[01:36:22.800] イベント
[01:36:24.370] [音楽]
[01:36:27.560] やろんなもうデート行くしかねえ
[01:36:31.320] [音楽]
[01:36:34.239] だろ響きのサンブラザーが大ブレーク
[01:36:38.199] アイドルスピーチスピーチが来る大人気
[01:36:42.440] グループスピーチさんURL省略もう読む
[01:36:45.360] の疲れ
[01:36:46.030] [音楽]
[01:36:47.239] た早えんだよお貼るのがよ見つけたら
[01:36:50.360] そんな早くいいんだらなくて桜見に行き
[01:36:53.400] ます
[01:36:55.119] 桜を見に行くまずはまずは君あちょっと
[01:36:59.520] 待ってそのその前に1回ちょっとさ1回
[01:37:02.360] ちょっと爆弾の様子見ていいワン
[01:37:06.560] 爆弾ちょっとワン爆弾見して
[01:37:09.719] 当今
[01:37:11.440] えうんこんな感よう爆弾持ってるなんでホ
[01:37:16.880] おめえ爆弾持ってんだ
[01:37:20.360] よってんだよ
[01:37:25.140] [音楽]
[01:37:28.280] 了解笑顔本当だよ
[01:37:31.960] ねさと仲が悪い
[01:37:34.480] らしい
[01:37:36.400] そうああれ
[01:37:39.840] か笑顔ってでも相当ステータス高いから
[01:37:43.719] ねえもう
[01:37:47.599] またがらなかったえん
[01:37:56.480] ああさん一緒帰るか
[01:38:01.840] じゃなんだ貴様か何これイントロけじゃ
[01:38:05.679] 忙しいのだ貴様誰に
[01:38:14.280] えーちょっと待ってくれよイントロ
[01:38:17.880] めちゃくちゃかっこよかった
[01:38:20.679] ねさん笑ってえコンビネーションてたよね
[01:38:31.920] 笑笑おささんさんなんかでもこんな感じで
[01:38:35.880] 積んでなかったちゃんさんまく
[01:38:39.760] のない
[01:38:40.920] [笑い]
[01:38:42.360] かれやだよ作るのめ
[01:38:45.720] [笑い]
[01:38:48.320] にち悪笑笑
[01:38:55.320] それ需要あんのかよラグナアクシブさん
[01:38:59.599] 笑笑あどうしたんだ飯が冷えるから手身近
[01:39:03.040] に頼む
[01:39:04.560] ぜとろっかなじゃああのなんかあのエロい
[01:39:08.000] 女が使ってるあの耳型のマイクでさあの耳
[01:39:12.040] 型のマイクあんじゃんなんかam耳なめ
[01:39:14.840] 音声とか取るやつそれで撮ろうかななんか
[01:39:16.960] 取る配信しよっかね取る
[01:39:20.960] 配信セリフを皆さんからじゃあ
[01:39:23.920] あのあれしよう募集しようセリフをなんか
[01:39:29.159] エロいamsr
[01:39:31.800] でにち悪マジで気持ち悪いのマジで気持ち
[01:39:36.520] 悪い
[01:39:38.960] のわかんねえじゃないある一定層にはよ
[01:39:44.000] あのおさんチョコレートけ
[01:39:47.800] てコレ
[01:39:50.800] 遊び誘はこだだあ赤いデートでってさん
[01:39:55.440] たげたげさんチマキングのそ忘れんじゃ
[01:39:59.159] ねえ
[01:40:00.440] ぞ
[01:40:02.040] ああ部活なくなっちゃっ
[01:40:05.440] たくっそ腹立つ
[01:40:09.090] [音楽]
[01:40:12.040] なもみ
[01:40:14.719] さん何そのそんなのできるんだあディス来
[01:40:19.199] たもう俺はもう俺は振り返らないもう俺は
[01:40:23.719] リセットしないこと誓いますめんどくせえ
[01:40:25.719] からめんどくせえからめんどくさいから
[01:40:28.880] あのもうリセットしないだるいん
[01:40:32.320] でまだももう見たかったな部活なすげえ
[01:40:37.320] めんどくせえだもん
[01:40:39.159] 部活やっぱ1回失敗した時点であれしとく
[01:40:42.480] べきだったんかな1回間違って飛ばし
[01:40:44.960] ちゃったの2回まで見たかったねね2回
[01:40:47.920] まで許してくれんのよただ多分なんで2回
[01:40:51.560] まで許してくれるかってそミスじゃなくて
[01:40:54.199] もうどうしようもなくてもうこういう状態
[01:40:56.440] 1回はどうしても飛ばさなきゃいけないっ
[01:40:58.080] て時のために取っとかなきゃいけなかった
[01:41:00.000] んだね取っとかなきゃいけなかったんだわ
[01:41:02.599] 面の予定何これ部活か部活あれ次の部活
[01:41:08.840] いつ操作ミスした時点ダだったのはそんな
[01:41:12.320] に難しくなかったよね部活やあれで1の時
[01:41:15.520] 部活ってどうだったっけ1の時って部活
[01:41:18.280] どういうんだったっけ覚えてない部活って
[01:41:21.199] ずっと入ってたんだっけ俺てねえな部活の
[01:41:24.239] イベントそんなになかった気がすんだよな
[01:41:26.880] ああったわなんか水槽学部とか入ってた気
[01:41:29.800] がするあれなんだっけでも首になったりし
[01:41:33.199] なかったもん
[01:41:36.040] ね
[01:41:41.360] えっともう1回赤いホムラとデートしとく
[01:41:44.560] か爆弾抱えてたからさ爆弾解除しとかねと
[01:41:47.560] さん運動部でも首になるよ運動はなるん
[01:41:50.920] だん普通に3年間やりからヤンキーと喧嘩
