[00:00:22.800] ぐーぐい。お疲れ。
[01:08:37.377] [笑い]
[01:08:39.000] あの人もう2
[01:08:40.520] 番の歌詞全飛ばししてもうなんか普通に歌いながらあれなんだっけ?ああごめん。ああごめん。あ、なんだっけ?って言うからね。
[01:08:47.857] [笑い]
[01:08:48.239] でもここって本当に外に音が漏れない。
[01:08:52.080] ポルノのライブ見に行ってみてえな。1回
[01:08:53.960] まるで世界から確された秘密の部屋みたい。ここでならどんな声を出してもバレないかも。
[01:08:59.647] [笑い]
[01:09:05.000] 出たよ。すぐそうこと言うんだよな。
[01:09:06.279] 誰にも邪魔されない
[01:09:08.319] 2人きりの空間だし。あなたは何か
[01:09:13.000] ほんまあかんね。こ
[01:09:14.400] いや、あかんで。こんなとこそういうことしちゃ
[01:09:17.987] [息をのむ音][笑い]
[01:09:19.120] おりこさんね。でも
[01:09:21.839] カメラついてるのか。
[01:09:22.560] あなたのそういうところ好きよ。
[01:09:27.040] せっかくだから2
[01:09:28.679] 人で歌いましょうよ。行っちゃいますか。いいわ。
[01:09:31.759] あら、あら。[笑い]
[01:09:33.839] 声なら重ねても怒られないでしょ。
[01:09:39.839] 他に何を重ねるんだって話だけど。
[01:09:41.920] 唇を
[01:09:42.719] あらくらいなら怒られないと思。
[01:09:45.400] まあな。え、あのカラオケバイト店員ないの?カラオケバイトしたことあるやつ。本当に部屋でそういうエッチなことするやつとかいる?まあいるよな。ま、いるだろうな。いるよな。
[01:09:58.320] Yのマイクどうかな?[笑い]
[01:10:01.880] Yのシュアーのシュアーの思行
[01:10:04.280] マイク性マイク
[01:10:06.199] あれやんだ。え、良くない
[01:10:10.560] あなたをドキドキさせるの好きなのよ。
[01:10:13.159] あら何一緒に歌うの?終わった。今日は
[01:10:16.938] [音楽]カラオケに連れて行ってくれて
[01:10:19.120] ありがとう。
[01:10:19.600] これで3万だもんな。
[01:10:20.560] あなたのおかげね。すっきりできて大満足
[01:10:23.400] よ。あなたも楽しめかしら。
[01:10:26.159] まあ楽しかったっす。し、ありがとうござ
[01:10:28.320] 2
[01:10:28.440] 人でドエットできて嬉しかったわ。
[01:10:31.719] 私たちの
[01:10:33.760] すごくいいのかもしれないわね。[笑い]
[01:10:36.360] それじゃ、
[01:10:37.080] もうガーデンの配信のさ、日を重ねるごとにさ、
[01:10:43.120] もうちのリスナーがみんなもう我慢できなくてどんどんどんどんコメントが過激になってくんだよね。まあ、ここまでされたらそろそろな、そろそろさせてもらわないと困るわけですよ。こっちとら。
[01:10:57.600] もう我慢。あ、やべえ。ガゲギャンブルが
[01:11:00.360] 光ってるんだけど。なんかギャンブルが
[01:11:02.880] 光ってんだけど
[01:11:08.960] ね。これギャンブルが光ってる時って暑
[01:11:11.719] いってこと?
[01:11:14.840] 1回行ってみるか。1回行ってみるか。
[01:11:18.000] ギャンブル光ってんの何なんだろうな。
[01:11:22.440] これもう勝てんのかな?
[01:11:27.120] おお
[01:11:29.644] [笑い]
[01:11:30.719] おやっぱりそういうやっぱギャンブルが
[01:11:34.360] 光ってる時は勝てるという
[01:11:37.560] そういう感じなのかな。
[01:11:41.920] ま、別今そんなギャンブル頑張る必要ない
[01:11:43.360] んだけどね。あれ、
[01:11:47.159] いい感じじゃね?やっぱ光ってる時は。
[01:11:53.400] 光ってる時ってやっぱり
[01:11:59.040] 赤い。赤はやばい。赤はやばい。いや、
[01:12:01.920] すげえいい。え、いいじゃん。いいじゃん
[01:12:05.159] 。
[01:12:06.719] あるえ、あるえ。マジで光ってる時いあ、
[01:12:11.080] 目光ない。
[01:12:17.460] [笑い]
[01:12:20.000] うわ、[叫び声]
[01:12:22.120] ここでやめよ。ここでやめよ。
[01:12:25.159] あ、7のつく日とかなのかな。なるほど。
[01:12:28.080] ここでやめよ。なるほどね。
[01:12:30.480] 賢い。
[01:12:31.760] 賢い。ここでやめれるのがチャバゲームなんすよ。ここでやめれる。
[01:12:35.920] 雑魚。
[01:12:37.765] [笑い]
[01:12:38.159] おい、やだ。雑魚って。おい、誰だよ。おい。あ、誰が雑魚だよ。違う。あんまりやりすぎると店行けなくなるんだよ。
[01:12:44.800] あんまりやりすぎると店、このこの日がなくな、この日がこのあと
[01:12:48.960] 1
[01:12:49.040] 回ぐらい行けるかな?あんまりやりすぎるとさ、この日なくなっちゃうんだよね。さすがに店行っときてえなって。あと
[01:12:54.080] 1回ぐらい行ける。
[01:12:54.840] は、ちょいエロを期待して。
[01:12:56.600] 任せろよ。今日もみんなにスケベどもに餌巻くから。しんさんもこんばんは。しんさんこんばんは。
[01:13:02.360] 4月にやるのが最強。もう4
[01:13:03.960] 月過ついちゃった。もう
[01:13:06.440] 1
[01:13:06.560] 回ぐらいいけるかな?いや、やめとこう。もういい。
[01:13:09.000] 37
[01:13:09.480] 万あったらなんかプレゼントしようです。じゃあなんかプレゼントしよう。
[01:13:13.400] ど、この、これなんなんこれ?これ、これ、これど何なんすかこれ?どう、どう、え、わかんない。どう使うんすかこれ?いや、わかんないけど。なんなのこれ?なんかプレゼントしよっかな?
[01:13:13.790] [笑い]
[01:13:27.520] 餌に釣られてDisccord
[01:13:29.000] にたなのです。[笑い]
[01:13:30.600] ボタンついてない。
[01:13:32.040] ボタンついてんのかな、これ。これさ、ネックレスとかあげたらさ、ネックレス使ってくれんのかな?直産おつまみセット。こういうの喜びそうだけどね。こういうの喜びそうだけどな。なんかあげたいなあ。これパジャマとか来てくれたらあちんだけど。これ多分これ来てくれるとかないだろうな。
[01:13:53.600] せめて男子しよう。トイレの便器を横にしただけにしてもろて。
[01:13:57.639] 実アートお揃いのアクセとか最高やな。
[01:14:01.606] [笑い]
[01:14:03.440] いや、け結構きついけどな。お揃いのアクセ。ええ、キャバ嬢とお揃いのアクセのコントローラーのあ、ゲームのコントローラーのボタンがしたアクセスリーちょっとぷニプニしてる。え、
[01:14:19.440] 5万5万。それ5万もすんの?[鼻息]
[01:14:22.719] 現代アート泉出て出てきます。
[01:14:27.080] のチケットでもあげよっか。なんかエステ
[01:14:29.040] のチケットでもあげるか。なんとなく。
[01:14:31.880] いや、行きてえ気もするけど。まあ、いい
[01:14:33.400] や。今日は行こう。今日は行。え、本日は
[01:14:36.600] 招待された方のあ、何日何今日何なの?
[01:14:40.520] 今日何の日招待された方って何?誰かの
[01:14:44.000] 誕生日かな?
[01:14:46.480] 誰かの誕生日か
[01:14:47.280] むくんでるよね。
[01:14:51.360] 何何何何何どういうこと?どういうこと?どういうこと?
[01:14:52.041] [笑い]
[01:14:53.920] はみサミゴあ、今日はみわみわかのみわかちゃんのバースデーなんだ。俺招待機持ってねえわ。じゃあもうギャンブル溶かそうよ。今日もう勝つしかないから。今日はもう勝ちしかないんで
[01:15:15.440] 40万行っちゃおう。40万
[01:15:19.159] タコ負けしろ。
[01:15:20.639] タコ負けって何?タコ負けって何?めっちゃ負けること?いや、負けも今日は優しいから多分。赤怖え。赤怖い。赤怖い。おらね。やっぱ今日は暑いね。今日は激びだね。
[01:15:38.080] うますぎ。
[01:15:38.960] 設定6だろ、これ。設定6。
[01:15:40.719] よくわかってないけど。ごめん。よく分かってないけど。パチンコ行ったことないから。うん。
[01:15:47.360] でもでもでもこんくらいだったらこん
[01:15:48.920] くらいだったら全然うさぎちゃん来い。
[01:15:50.639] うさギちゃん。うさぎちゃん来ねえか。
[01:15:53.239] うさぎちゃんがここでぴょンって出るとさ
[01:15:54.800] 、勝ち確なんだよ。頼む。
[01:15:59.920] うわあ。
[01:16:02.320] まあでもこんだけかなるとそんくらいの
[01:16:04.040] 負けじゃだってどうせ7万ぐらい勝つもん
[01:16:06.320] 。次ガツカチ。ガツカチ。これガツカチ。
[01:16:10.280] 赤怖い。赤怖い。赤怖い。あおえ。
[01:16:13.600] まだ行けんの?来ないか。あ、両。両熱いよ。両熱いよ。お、
[01:16:26.280] 40
[01:16:27.017] [笑い]
[01:16:27.080] 万行った。
[01:16:28.639] 40万行きました。
[01:16:30.280] だあんなに所持金真っ赤にしてた。
[01:16:32.239] 本当だよなあ。嘘みていに当たるよ、今日。
[01:16:35.440] くんくん。
[01:16:36.280] あ、
[01:16:37.760] やっぱりあなただったのね。
[01:16:39.280] 俺の匂いが、俺のフレグランスが。
[01:16:43.440] ほらみやみごな
[01:16:45.358] [笑い]
[01:16:45.760] んでお疲れ?なんでお疲れ?今日もやっていく。
[01:16:48.840] ういねん。
[01:16:49.639] ドラクエの配信ちょっと残念だったな。見たかおかしいんねけど。なんディは
[01:16:53.280] ちょっと残念でした。見たんだけど。
[01:16:54.800] あなたの匂いを辿どってここまで来たの?
[01:16:57.239] あら、そんなに匂いしてた?フェロモンがフェロモンがむん。
[01:17:02.679] それで今日は洋服を探していたのかしら。
[01:17:06.040] 本君が持ちなの?
[01:17:09.159] 何が?え?が持ち?何?ガチってがえ、が持ち。
[01:17:14.080] チョーカーってなんかこういいよな。
[01:17:16.159] チョーカー引っ張りたいもんね。ピッツってな。ガちてる。
[01:17:19.560] マげの見返してきた。
[01:17:21.280] あ、見てきた。
[01:17:22.440] 脇がとかのがあ
[01:17:23.520] あ、そういうことの画持ちね。
[01:17:26.480] 脇がとか脇が以外あるの?裾、裾、脇がってなんかあるよな。裾脇がって俺よくわかんない。裾が、裾が
[01:17:37.520] いえ、
[01:17:38.040] が持ちではないと思う。いや、そういうのって自分じゃわかんないって言うけどね。
[01:17:42.280] そうだ。あなたに選んでもらおうかしら。
[01:17:45.440] 誰だって脇の下なんかいい匂いするわけねえよな。
[01:17:49.000] 私が下着を着ている姿を想像して似合うか似合わないか。
[01:17:54.960] 考えてくれた。
[01:17:55.719] 君
[01:17:57.639] 臭いなあ。
[01:17:59.840] あらあら、顔が真っ赤になってるわよ。
[01:18:03.320] いや、別に今更下着姿ってお前回お前少しい刺激が
[01:18:06.880] 前回1
[01:18:07.600] 丁で俺にのしかかってた。ましたやん。え、これでまだ
[01:18:14.080] 10
[01:18:14.280] 万もいんでしょ。はあ、すごい。おい、おい。行きな。何これ?めっちゃめっちゃ金回り良くなったな、急に。
[01:18:25.480] おお、りんちゃんのバースデーだ。お
[01:18:27.159] めでとう。前世の俺だったらめちゃめちゃ
[01:18:29.639] 喜んでただろうけど。ごめんな、今回は。
[01:18:34.159] しかもまさかの明日
[01:18:37.159] 直前でごめんなさい。バースで当日の入場
