[00:00:50.559] うしゃっす。
[01:23:56.239] 16GBとか32GB
[01:23:58.000] の素出た時みんな買った。
[01:24:00.639] 高かったよね。当時プレステのメモリーカードって何バイトだった?
[01:24:03.920] わ、8メ
[01:24:04.520] とかじゃない?多分あれには来てたか?
[01:24:06.760] エグには来てるらしいね。来てるらしい。ま、僕はこの時代にあの見えないけどここにあのありますか?実機がこの例は
[01:24:16.560] 8年に
[01:24:17.199] 買ったんや。
[01:24:18.400] 令和8年に。うん。
[01:24:20.440] ま、データ、データだけだったらそんなにね、かんないからね。容量で。俺も接近して戦よ。プレステ
[01:24:31.639] 2は8MB、プス
[01:24:33.520] 1は128KB。
[01:24:35.400] あ、そうなんだ。そんなに少ないんだ。
[01:24:37.400] 1
[01:24:37.719] がないぜ。ちょっとさ、これさ、距離が離れるとめっちゃだるいんだよ。お前こ降りてこい。降りてこい。はい。降りてこい。いや、もうだるいって。早く降りてきてよ。ない。
[01:24:50.320] 少ないね。1
[01:24:51.199] 目がないんだね。も、これもうダメージ書くわ、これ。もうだあ、もう強いな。
[01:25:05.119] ダ早くね。
[01:25:06.199] 早い。早いしさ、つ尾えぐい。オふう。金にもいいわ。金に物言いわとプレイになっちゃったの。
[01:25:19.119] エモカがいきなり8MB
[01:25:21.000] になったのですごかったのです。
[01:25:22.679] あ、なるほどね。よし。
[01:25:33.600] ディノ男性。ディノダ。な
[01:25:35.199] んで怒ってんの?クレス早く行けよ。怒ってるなんかなんで怒ってんのよ。上行っちゃおう。
[01:25:44.800] ボス戦中なのに金で解決するのやめてね。
[01:25:48.159] 結局ね。が43
[01:25:49.719] 結局金なのよ。世の中ね。世の中ね。金かお金かなのよ。切れる若者プッツんやな。マジでここの
[01:26:00.679] BGM好き。このステージ3のBGM。
[01:26:05.239] 世の中ね、買かお金か。
[01:26:06.719] 世の中で顔かお金かなのよ。あ、
[01:26:13.360] BGM
[01:26:13.960] 良すぎ。マジで。ドゥドンドドンドドンドンドドンドン。
[01:26:19.800] 山下最高だわ。やっぱり危ねえ。潰されるかと思った。や、
[01:26:32.560] このステージの色好き。
[01:26:33.960] お、
[01:26:35.440] このなんか落ち着いてていいよね。あのさ、あの前までめちゃめちゃ青かったからこれ落ち着いてていいよね。なんか絨毯みたいなこういう絨毯あるよな。
[01:26:47.840] 金持ちの友達ちのさ、大せとかにあるたベースラインよね。い音しか使えないのでこの曲はズば抜けてましたね。ペルシャ
[01:27:00.320] ねえ。これもさ、SCC音源なのかな?
[01:27:03.400] SCCかな、これ?
[01:27:07.000] SCC。あ、
[01:27:09.280] SCC
[01:27:10.000] じゃない。普通にこれ内臓音源だけなんだ。すごいな。すごいな。内臓音源だけなんだ、これ。
[01:27:17.760] ペルシャータ。
[01:27:19.119] いや、シャスは3音。
[01:27:21.000] すご、これ3
[01:27:21.800] 音しかなってないんだって。これ
[01:27:23.080] ダバを思い出す曲。
[01:27:24.800] あ、ダバもこんな感じ。あ、ね、迷宮寺院ダバってさ、これの続編みたいな感じ。俺持ってるんだよね。ダバ持ってんだよね。やべ、ダバボも今もやりてえな。ダバキジ員ダバ。あれもなミだもんな。
[01:27:46.480] あれはディスクシステムか。
[01:27:51.040] いや、関係は
[01:27:52.280] あ、関係ないんだ。
[01:27:53.119] 笑が全然違う。
[01:27:55.520] あれ?あ、全然違うゲームなんだ。パズルゲーじゃないんだわ。これど、あ、どうなんだ?あ、だりこれあれなんだ?ど行かなきゃいけないんだ。ここでもなんか雰囲気似てるよな。
[01:28:14.560] パズルアクションって感じ。
[01:28:16.480] あ、でもじゃやっぱ綺麗かと見てたら熱出した時の夢の絵
[01:28:20.679] やっぱり何?熱で夢ゆ夢で熱出た時の夢みたいだな。ここってさ、確かここ待って
[01:28:32.760] 1
[01:28:32.880] 回戻るわ。木あったっけ?木あった?ここないかな?木んだったら扉開けて戻りたいんだけど。これじゃス倒せないよ、俺。
[01:28:43.760] ああ、ないんだ。ないんだ。ここ
[01:28:47.520] で行くしかないんか。いや、痛いな。
[01:28:49.080] やめろよ。
[01:28:55.600] やっぱお金あると安定するね。お金あると
[01:28:58.480] 安定するな。やべた。
[01:29:05.520] え、あとMSXのさ、面白いのゲーム
[01:29:11.000] 心の落ち着きが違う。
[01:29:12.679] うん。全然落ち着くも。そう、
[01:29:15.040] リアルもそう。心の余裕がね、やっぱお金があるとやっぱね、心に余裕が出るよね、本当に。危ね、危ねえ。今ので死ぬんか?今のも危なかったね、今。あと
[01:29:30.600] MSX
[01:29:31.239] のあれもやりたい。エルギーザ。エルギーザの封印もやりたい。エルギーザの封印。あれもゲーだよね。
[01:29:44.760] 何があるかな?こはまず外しがないのか確かですけど。そう。こは別にいけそう。何やってもおもろいの分かってんだけどさ。
[01:29:59.239] ニット防ない?
[01:30:00.920] 熱くないよ。うん。熱くない。別にこれ倒せないんかい?これ。よし。
[01:30:10.239] 回復しよっか、1
[01:30:10.960] 回。いや、怒り状態で倒せるか、ここのボス。いや、これ、これワンチャンさ、
[01:30:21.199] 夜はまだひんやりしてますよね。
[01:30:23.520] うん。クレスで来た方が良くね?
[01:30:27.080] モンタ君の123ス頼む。
[01:30:30.719] なんだそれ?コナビのゲーム知らない。
[01:30:35.119] これ行けるかな?
[01:30:51.440] ま、飛距離があっていいね。
[01:31:07.000] いや、でもやっぱあれがね、あの攻撃力が
[01:31:10.760] 弱いからこれ長期になるな。
[01:31:19.600] 回復しろ。回復しよ。回復、回復、回復、
[01:31:21.199] 回復。
[01:31:22.960] やべ、4000キッチちまん。4000
[01:31:24.679] キッチちまん。くそ
[01:31:28.679] でもどのボスはもうしゃあな。こいつは
[01:31:30.440] めっちゃ強い。本当に他が弱すぎるだけか
[01:31:33.080] もしれんけど。
[01:31:35.239] いやあ、弱ええ、弱ええ。マジこいつの攻撃まだ死なないんかい?ちょっと待って。ちょっと待って。ちょっとやめて。え、待って。うわ、上乗れなくなっちゃったんだけど。
[01:31:53.000] なくなる。2
[01:31:53.920] 回なくなくなるんだけど。待って待って待って。動けねえ。よしよしよし。ああ、強い。
[01:32:02.600] ていうか、どの状態じゃ勝てん、あいつには。いや、めっちゃ人回戦になっちゃった。まあ、しゃあな。しゃあないしゃないしゃない。まだまだ大丈夫。金あるから。
[01:32:12.840] パチパチ。
[01:32:13.760] まだ金あるから大丈夫だよ。でもやっぱになっちゃうよ。行きゃいいんだろ。早く行けよ。なんかめっちゃ怒ってます。
[01:32:22.400] 2人とも怒ってます。
[01:32:24.320] 2
[01:32:24.520] 人とも怒っている。回復しよう。やべえ。金がちょっとずつ減ってきたよ。
[01:32:31.560] ギスってますやん。変化してるやん。
[01:32:34.199] ギスってますやん。木ないの?木。うわ、これさ、あれじゃね?怒りじゃ押せなくない?岩多分これ岩押すんでしょう。
[01:32:54.639] この状態でちょっと
[01:33:01.360] 違う。間違えた。
[01:33:05.600] ああ、くそ行けね。
[01:33:09.920] もっと投げてこい。こっちにもっと投げて
[01:33:11.280] こい。
[01:33:13.000] 投げてこい。投げてこい。
[01:33:16.679] よし。オッケー。
[01:33:24.360] やっぱこの辺からむずいね。むずいでございますね、これ。その攻撃さ、長押しでチャージとかできへんの?
[01:33:35.440] いや、できないできないできない。わかんない。やってないけど多分できないと思うよ。おい、このカま飯しマジうぜえって。やべえ。金がどんどんなくなってきた。
[01:33:52.400] さっき説明し損ねましたがムスックス
[01:33:55.400] 2
[01:33:55.560] のゲームではシステムをコピーした上でセーブするゲームもあったりするので
[01:34:00.280] 1対
[01:34:02.440] なるほどねそれってどうやって見分けるの?それ言ってくれるの?ちゃんとゲームがゲームが言ってくれるの?それちゃんとこれ以上入りませんよとかいっぱいだよとか言ってくれんの?黙って上書き保存とかしないよね。
[01:34:20.600] 黙って問答無用で上書き保存とかされない?
[01:34:30.280] 行ってくれます。あ、大丈夫ですよ。
[01:34:35.800] 気をつけろ。あれ潰せ潰されるぞ、これ。あ、下まで来ないのね。ドンドン。
[01:34:49.440] マジでBGM神。ブグム神。
[01:35:03.280] あうん。落ちちゃった。
[01:35:10.679] こらるって音がいいね。
[01:35:12.440] ニョキニョキニョキニョキニョキニョキニョキニョキ音
[01:35:15.080] が
[01:35:15.199] 疲れた上で上書きする。あ、なるほどね。
[01:35:17.639] やっぱ上書きしていいですかは出るんだ。そりそうだよな。
[01:35:21.719] 前回どこまでやったっけ?
[01:35:23.520] 前回ここで終わったよ。
[01:35:24.679] ここだっけ?
[01:35:25.320] ここで?うん。ここれ以上進んでない。ここなんかあのなんかね、物理的にジャンプ力足りなくなっちゃって初期地になっちゃって積んだ。今日金あるからさ。めっちゃあの強気で進めるから。
[01:35:42.000] デデデ
[01:35:43.840] デデデでんでん。デデデてでんでん。
[01:36:05.880] オー。
[01:36:10.400] あれ、ここってど違うよね。どじゃないよな。間違ったか俺?あれ?俺ど取っちゃったんだけど。大丈夫?これ取っちゃったんだけど。ここ
[01:36:23.600] Iだよな。
[01:36:28.239] 80
[01:36:28.719] 年代のBGMっていいよね。
[01:36:30.760] いやあ、特にこのね、コなミのこの油の乗った
[01:36:34.080] BGMめっちゃいいよね。
[01:36:39.040] そのね、なんか俺は
[01:36:40.760] 場所来た。
[01:36:41.880] でもこれちょっと階段長すぎてちょっとあれだな。俺はね、このね、ソフトウェアのね、音源をね、この
[01:36:51.440] 3
[01:36:51.639] 音しか鳴らさせないでこんな曲が作れるってのは俺はもう素晴らしい。本当に感動する。
[01:37:03.960] 制限がある中でさ、こういういい曲を作ろうってのはい。すごいいいね。素晴らしい試み。危ねえ。潰されるぞ。ここ
[01:37:12.880] 形派最強。
[01:37:13.880] 区派なんよな。やっぱ
[01:37:15.280] しやってみてや。
