[00:00:36.879] バンはどうした
[02:35:51.840] 1kg超えのなんかでかいの出てるよね。
[02:35:54.000] あるね。
[02:35:55.439] あれ食い食ってみたいんだけどさ、売ってねえ。どこ行っても。
[02:35:58.399] 50%
[02:35:58.800] 増量キャンペーン中華そばと見た監州でか豚ラーメン油
[02:36:05.000] 1kg超えで734円じゃ安いよな。
[02:36:07.640] 1kg超えで734
[02:36:08.800] 円じゃ安いよな。でもどこにも売ってねえんだよな。
[02:36:16.960] ラーメンはチルドより面がいい。
[02:36:19.600] カロリーは1446kg。
[02:36:22.760] 1401
[02:36:24.880] gです。
[02:36:25.960] おそれで終わりじゃねえけど。1日
[02:36:29.840] 終わりでもねえか。ま、成人男性は
[02:36:32.640] 2002000
[02:36:33.479] ちょい取ってもいいからな。
[02:36:35.600] 2000とかでだ痩せたいんだったら
[02:36:38.680] 1800
[02:36:39.319] ぐらいで収めとくと痩せ痩せやすいんじゃないかなっていう
[02:36:42.439] LINEがあるんですよね。
[02:36:48.840] 全盛紀のチまなら浅めし
[02:36:50.720] まあね。うん。
[02:36:51.399] 全盛紀のチマならそれ食ってそれ朝に食って
[02:36:55.680] いやいわかんない今とかわかんないけどこれどうします?
[02:37:00.520] 会社の飲み会の後の夜食でいいぜ。
[02:37:02.960] 最悪。あ、そうだ。あ、そうだ。思い出した。昨日、昨日会社の飲み会えのビンゴ大会であれだ。ビンゴ大会であれだわ。あのカップヌードル当てたんだ俺。食べセット
[02:37:16.760] 10
[02:37:16.920] 個ぐらい。あ、それ食べよう。あ、忘れてたわ。
[02:37:21.200] カップヌードルのあの
[02:37:24.080] 10個セットなんか
[02:37:27.279] ええやん。
[02:37:27.960] でもそのビンゴ大会もまず新入社員歓迎のあれだったから俺
[02:37:32.680] 1
[02:37:32.840] 番最初に当たっちゃったのね。選び放題だったんだよ。他にもなんかけになってよかった。
[02:37:37.399] なんかあの他にも色々あったんだよ。なんか水筒とかなんかちゃんといい水筒ねとかなんかタンブラーとかなんか色々あったんだよ。なんかモバイルバッテリーとかま、大したもんねえんだけど。
[02:37:47.920] でもなんかさ、本当はなんかちょっといい
[02:37:50.840] ツイ筒なんか欲しいなと思ったんだよ。今
[02:37:54.279] ジムとか言ってるしさ、プロテインとか
[02:37:56.359] 入れられるかなとか思ったんだけどでも
[02:37:59.000] さ空気4んだよね。空気4んだよね。
[02:38:03.080] なんか俺でもそれ俺が取っちゃったらなんか新入社員のために取っとこうと思ってなんかキャラ的に
[02:38:10.000] タンブラーも同じちゃうん?
[02:38:11.960] いや、水筒タンブラなんかそのタンブラコップみたいなあの魔法瓶魔法瓶のコップみたいなあんじゃん。
[02:38:19.359] プロテイン飲むならプラみたいなやつの方がええんちゃうの?
[02:38:23.040] ま、プロテインとかあと水とかもさ、持ってきるよ、自分力。あ、間違えた。ごめん。喋りに向いて間違えたわ。
[02:38:29.240] え、どうしよう。カップ麺食べようかな。腹減った。ここクリアしてからにしよう。
[02:38:33.600] ここクリアしてからにしよう。あ、全然検討つかないんですけど、ここ全然検討がつかん。おむずやろ。ここだいぶ
[02:38:47.040] さっき食った冷凍の次郎
[02:38:49.040] 1600KC
[02:38:51.359] だった。
[02:38:51.640] あ、それ810kgだけど810gだけど
[02:38:56.000] 1600kmカリ1600
[02:39:00.040] もう終わりやで。
[02:39:01.760] でもそんな気にしてたら食えねえからよ。最悪。お前来るんかこっち?こんな気にしてたら食えねえからよ。いいんだよ。食う時は食えばいい。お疲れ。
[02:39:13.720] 食いと食いたい時は食えばいいね。ペロンお疲れ。
[02:39:16.600] 32まで来ました。早
[02:39:17.880] えな。
[02:39:18.760] 今日はもう6時からやってるよ。今日6
[02:39:21.399] 時からやってる。で、腹減ったからそろそろ晩飯食うかってところなんだけど、ここクリアしたい。めちゃくちゃむずい
[02:39:27.319] が結局1番強いからな。
[02:39:30.040] 1
[02:39:30.240] 番強い。
[02:39:31.760] 食うやつが1番強い。そうなんだよな。
[02:39:35.279] 1番強いんよな。
[02:39:39.520] いや、ジの蝶じゃないよ。ここ難しすぎて
[02:39:41.840] さ、
[02:39:45.120] マジで。あの、あそこの弾どう取るんだ?
[02:39:47.720] マジでマジでわからん。
[02:39:54.760] だってさ、無理だよね。
[02:40:08.160] えー、わかんないんだけど。
[02:40:19.880] え、ここ掘るの間違ってるんだろうな。
[02:40:22.680] 間違ってんだよな。
[02:40:25.279] だってあれツハとかじゃどうにもならない
[02:40:27.399] よね。
[02:40:39.240] え、あれどう取るんだろう?
[02:40:42.560] ああ、取れるじゃん。アホ分かった。
[02:40:45.680] 取れるじゃん。よく考えたら
[02:40:53.080] 一旦逃げる。こうだ。こうか。なるほど。
[02:40:58.240] いや、頭硬いね。
[02:41:00.120] 頭硬いね。何してんだよお前。あ、こうか。なるほど。
[02:41:11.720] なるほどね。回。
[02:41:13.040] いや、なるほど。わかった。こうだわ。頭硬かったね。
[02:41:25.399] もみもみ。
[02:41:27.240] あ、マジ硬かった。なるほど。
[02:41:32.560] でもひらめいたな。なるほどね。
[02:41:36.319] あそこドリル出てなきゃ取れないって
[02:41:38.120] 思い込んじゃったのがちょっと良くなかっ
[02:41:40.800] たな。
[02:41:51.200] そういう作戦なのかも。ええかもね。
[02:41:56.640] あれ?これさ、しかもん、あれでもなんか
[02:41:59.520] おかしいね、これ。ん、これでいいのか?
[02:42:02.680] アイテムあんな余る?
[02:42:06.240] いや、まかミスってる。戻れなくなった。
[02:42:10.200] いや、ミスってるわ。ごめん。いや、なん
[02:42:11.960] か今まで全部正解のピースは正解のピース
[02:42:16.439] は頭にあるからこれを繋ぎ止めればいける
[02:42:19.720] だ。
[02:42:20.000] まずまずね、あとこいつをぶっ倒し、こリス狩りして
[02:42:36.040] 1つなぎの大成功を。
[02:42:40.880] ちょっと待って。も前なんやねん。も前も前えなんやねん。
[02:42:53.399] お前ポ
[02:42:55.040] 小前も前えポマイラポマイラケコーンシルポマイラ持ちけよしよしよし完璧完璧完璧完璧
[02:43:15.800] もお前判断が早
[02:43:23.439] オケ。ほんで弾も取っていくと温が早い。
[02:43:32.319] 黒崎さんもびっくりだ。
[02:43:34.120] 俺、俺の大好きな大塚フォーチね。大塚フォチンね。俺の大好きな大塚フォーチン。ドトン読みも。
[02:43:47.560] これしかないから激人
[02:43:49.640] 2ではこれしかやらないと同じみ。
[02:43:55.560] いや、判断早い。あが好き。
[02:43:58.359] あ夫も好きだけど。判断早いしょ。判断早いしょ。ええしょ。いいしょ。そんでここうまいことやらんと。ここ考えんとあかんと。
[02:44:06.319] 愛も好き。
[02:44:08.439] 何?何?何?何?愛。ここか。
[02:44:17.000] いや、わかまねえ、間違ったよ。でも
[02:44:21.319] 間違ったけど間違ったようにこのハンマー
[02:44:23.279] で突っ込ればいいや。間違ったように余る
[02:44:26.040] 余るなと思ったからちょうど良かったわ。
[02:44:32.399] え、こういうことやんな。これであ、これ
[02:44:35.200] でいけるよね。多分ね。
[02:44:41.479] こういうことやね。こういうことやね。
[02:44:50.240] こういうことやんな。こういうことやんな
[02:44:51.720] 。夢やんな。
[02:44:57.000] ああ。
[02:45:01.319] ねえ、これもうこさ
[02:45:07.200] でしょ。笑笑。
[02:45:08.800] これしビやすぎん?これ掘るの真下掘ってよ。これ真下掘ってくださいよ。これめんどくせえなあ。
[02:45:24.520] つハ下手くそ。
[02:45:27.560] どういう原理で掘ったんや。
[02:45:29.920] 本当だよ。どうやったあの奥掘ったんだよ。
[02:45:35.960] クソが、
[02:45:38.359] クソがよ。
[02:45:41.319] ま、もうでも、もう、もう行く。もう行く
[02:45:43.120] 。もう行く。
[02:45:45.399] 全部出す。
[02:45:53.720] 行く。全部出す。見せみろ。
[02:45:59.399] 全部出すの元ネタだ初めて知ったわ。
[02:46:02.359] なんかあの配信切り忘れて。配信切り忘れたっていたしちゃった人のやつなんだね。よ
[02:46:11.720] 吉生のね。ああならないように気をつけよ。マジで俺も。俺もああならないように気をつけ。怖くなったわ。ああいうの見ると怖くなったわ。ま、でも配信切ってすぐここで抜いたりしないけどね。
[02:46:32.080] 抜いたりしないけどね。
[02:46:36.399] いつもベッドでしてるからええやん。
[02:46:38.399] そうやねん。やっぱベッドだよな。もうこうやって何にもか
[02:46:42.399] ここで抜くの?
[02:46:43.399] ここで抜かない。
[02:46:44.279] かったら抜くんだ。
[02:46:45.800] ここじゃ抜かない。ここじゃ抜かないよ。
[02:46:49.960] ここ抜かないとか抜くとかなんか言ってるんだったらもうお前ダブルの谷エルギーザの封印ックスにいカメラのレンズにキャップする。
[02:47:02.120] なるほどね。カメラレンズにキャップ。うん。めんどくさくてしてない。まあ確かにいや、カメラ、カメラじゃなくて声もアウトだからな。
[02:47:20.120] ま、別にそういったことをすることに関しては否定はしないじゃん。それ誰だんだから。男なんか。男なんか誰だんだから。それするけどさすがにね。
[02:47:28.720] で、す時に行く行く言う
[02:47:30.439] 言わない。
[02:47:32.920] うん。言わないよな。普通言わないよな。よく考えたら。あ、分かった。
[02:47:44.040] 掘りたいところの真ん中を狙うんだ。掘り
[02:47:47.800] たいところの真ん中を狙う。で、これは
[02:47:49.479] いらない。これブラフ。
[02:47:56.520] こういうことだ。オ。
[02:47:59.600] よし、やっとクリア行けるぞ。やっと
[02:48:01.720] クリア行けるぜ。
[02:48:12.000] ああ、むずかった。
[02:48:13.680] ここ多分全部出したわ。ダ音不解分ましょう。
[02:48:29.200] 何?何?何?私多分全部出したわ。う、すげえすげえなってるんだ。それ私多分全部出したわ。
[02:48:40.600] これえぐいね。笑笑。
[02:48:43.399] エロ分。エロ分や。
[02:48:46.399] 笑笑。
[02:48:48.000] よし。あれ?行けねえ。あれ?え?
[02:48:57.640] ちゃまびっくり。うせやろ。
[02:49:04.479] あれ?
[02:49:07.960] ふがってますね。
[02:49:09.840] あれ、もうアイテムねえもんな。うわあ、多分かった。あの俺らね、いらない。そうだ、そうだ。絶対それだ。絶対それ。絶対それだ。いらねえつって捨てたやつだ。
[02:49:20.040] 運動会頑張って可愛かったね。好き。こんばんは。笑笑。なんやねん。その好きよ。レオルこんばんは。レオル久しぶりじゃん。頑張ってたよ。人と仲良くなれてよかった。なんだあれ?使うんかい?あれてなると話変わってくるぞ。
