[00:01:26.840] エた。
[01:33:45.080] ばあさんが知ったこっじゃねえよな。
[01:33:48.760] なんじゃとお主の予言で何かわからんのか。
[01:33:51.755] [音楽]
[01:33:52.639] もうこのこの村長もなんか性格悪いな。さっきからなんかな。
[01:33:57.199] ば、ばあさんがあ、こうだあって言っといて。こういう時だけばあさん頼りかい。
[01:34:03.000] さあなあ。わしの予言は足らんでな。ふ、冗談だよ。どれ?ちょっと見てみるとしようかね。あお。見えた。うん。これはなんじゃ?酔っ払っておる。
[01:34:26.840] 全部とだらしのない顔の男じゃん。
[01:34:29.639] おじさんかに何か持っておる。
[01:34:34.119] 壺やか。
[01:34:37.119] 行きたいと。
[01:34:38.280] え、え、持ってんじゃない俺それ。
[01:34:40.000] おや、あれはお主じゃ。お主がその男と何やら話しておるぞ。わしに見えたのはそれだけじゃ。
[01:34:52.880] どうやらその瓶の液体にこの黒い炎を消し去る力があるらしい。
[01:34:53.325] [音楽]
[01:34:58.840] 7色の入り絵だっけ?
[01:35:00.880] お主は何か心当たりがあるのではないか。
[01:35:05.960] あるで。もらったで。それ
[01:35:08.159] 何?その男から
[01:35:10.600] B
[01:35:10.800] をもらったじゃんとなぜそれを早く言わぬ?
[01:35:14.239] 原作だとさ、あれ、これなんか鳥に戻らされたような気がすんだけど。そんななかったっけ?原作だとこれなんか鳥戻ったよな。
[01:35:21.520] わざわざなんか現代に戻って違ったっけ?
[01:35:24.880] さあ、早速その瓶はあの黒い。
[01:35:28.000] そんなそんなだったよな。わざわざ取り行ったようななんか覚えがあるわ
[01:35:31.679] ねえ。この辺なんか簡単になってんね。なんかま、でも確かにただのお使いイベントになっちゃうもんな。それだとすごい精水を振り巻いた人体人体型光職売だよ、これは。
[01:35:51.040] これをスプレーをこれをこのスプレーを振りかけると食品添加物が消えます。
[01:35:58.280] 何が消えてるかは分かりません。
[01:36:00.600] 黒い炎が消えたぞ。おお、消えたぞ。
[01:36:05.600] やれやれ。結局最後の最後までお主たちの世話になってしまったようじゃな。これでもうわしの予言が現実のものとなることはないじゃろ。
[01:36:15.856] [笑い]
[01:36:17.440] 味はあんまり分かりません。
[01:36:19.400] 説得力ある説明なかなか見ないよな。
[01:36:22.239] 何が消えてるか分かりませんって。すごい。
[01:36:24.480] 私にも何が消えているかわかりません。
[01:36:26.639] すごい。すごい自信まに言ってたからね。てかお前ら全員見てんのかよ。あれなんななんだっけ?生体融合型光職売ね。
[01:36:29.611] [笑い]
[01:36:38.781] [鼻息]
[01:36:40.760] 顔がそして旅の方たちを本当に申し訳なかった。
[01:36:49.320] 間違ってたのはわしの方じゃ。
[01:36:53.480] なんじゃにもなく随分としら
[01:36:57.320] の方が聞きそう。[笑い]
[01:37:00.239] 最近しまった。
[01:37:04.639] 集団ストーカー帽子リングでワッシャーあんな
[01:37:07.199] 1個5円とかのワッシャーが2000
[01:37:09.360] 円で売れるからな。
[01:37:10.877] [鼻息]
[01:37:11.280] わいを防ぐことができれもなくお主のおかげじゃ。この音は言葉だけではとても返せぬ。
[01:37:21.639] 1
[01:37:21.800] 人あの炎の帽子まだかぶってるけど
[01:37:24.119] 是非画したいのじゃがわしらにできることはあるかどう?
[01:37:28.719] どうせならグラビティ野菜にしてよ。
[01:37:30.840] 懐かしい。グラビティ野菜あったね。
[01:37:31.182] [笑い]
[01:37:34.800] あ、なら1つだけ。
[01:37:36.119] グラビティ野菜。[笑い]
[01:37:37.239] 村のは外れに落ちた大岩を
[01:37:39.639] 撤去してくれませんか?
[01:37:40.639] ああ、そうだね。帰れなくなっちゃったからね。
[01:37:43.040] なんというか、その岩のせいで俺たち困ってるんです。
[01:37:48.800] おいご用じゃ。明日の朝までに綺麗さっぱり片付けておくとしよう。皆のもの聞いてくれ。日送りの木は無事に終わった。
[01:38:04.560] あとは村に戻って夜明けまで宴の続きを楽しむとしようではないか。
[01:38:11.000] これの援護のストーリーってこれで終わりだっけ?なんかまだあった気がすんだけど。
[01:38:16.679] もちろんお主たちもじゃ。なんと言ってもこの村を救ってくれた英雄から。
[01:38:22.927] [笑い]
[01:38:24.159] グラビトン野菜。
[01:38:27.199] 何?グラビトンってもあれやん。ガッシュベルやん。ガッシュベルのあのブラゴの技じゃん。
[01:38:33.880] バベルガグラビドン。なんだっけ?バベルガグラビドン。
[01:38:38.520] 村のものみんなで精一杯表なしせねばならん。早いとこ村へ参ろうぞ。大人になれない僕らのわがままを
[01:38:53.560] 1
[01:38:53.760] つ聞いてくれ。お前絶対ほら絶対そうだと思ったんだよ。なんかなぞ。
[01:38:59.760] え、大丈夫なんかい?何?こうし[鼻息]
[01:39:02.960] て無事の義を終えた人々は村へと戻って
[01:39:07.159] いった。人々は全てそれまで感じていた
[01:39:10.320] 不安を全て吹き飛ばしたかのように
[01:39:12.239] 踊り歌い
[01:39:13.880] 騒ぎ続けた。レンたちは村の人々と山の
[01:39:17.360] ような料理に囲まれ共に楽しんだ。そして
[01:39:21.280] ああ、やがて祭りの時は過ぎ。
[01:39:24.199] そしてヨガが開けた公式。
[01:39:31.049] [音楽]
[01:39:38.320] 最後に帽子捨たのは大丈夫だったのか。
[01:39:40.080] 下にコ師匠がいないから大丈夫。
[01:39:42.199] あ、そういうこと。やっぱり大丈夫か?雑魚いないから。あ、援のストーリーってこんなあっさりだったかな。
[01:39:54.520] 全くあんたじると飽きるってことがないわね。もちろん悪い意味でだけど。
[01:39:58.440] 祭り終わってから雰囲気に戻ったみたいだな。
[01:40:03.144] [鼻息]
[01:40:04.679] 夢はよく眠れたようじゃな。お主には本当に世話になったからな。何か霊をせねばと思ってな。で、
[01:40:09.560] 1
[01:40:09.679] つだけあったよ。わしにできる霊な。これを受け取ってからどうせ石板でしょう。ほらでか。あざす。
[01:40:22.599] 大体分かるやろ。大体分かるて。なん占い
[01:40:27.880] の[音楽]役に立つかと思って持っておっ
[01:40:29.679] たものなんだが。この石板わしよりお主に
[01:40:32.560] 持たれたいようじゃ。わしの占いは当たる
[01:40:34.880] でな。まあ何かあれば力になるからたまに
[01:40:37.599] は顔出してくれ。では足なレたちよ。
[01:40:41.134] [鼻息]
[01:40:41.880] 長きしろよバ。よし。
[01:40:47.360] どこだっけ?帰る道。あ、1番上か。
[01:40:53.000] よし。
[01:40:55.719] こんなあっさりだったかな?援護のストーリーって。
[01:41:01.000] ま、全然覚えてないんだけど。
[01:41:03.520] さあ、
[01:41:06.000] なんかもっと胸くそ悪かったイメージあるな。
[01:41:10.280] うん。
[01:41:13.119] よし。よき。可愛いな。
[01:41:17.360] 石板大事だけど旗から見たらただの石渡して終わりにしてるやつね。
[01:41:20.435] [音楽]
[01:41:22.760] なあ、この石板はお主たちに持たれたようじゃとかさ、とんでもねえこと言ってるよな。ただのさ、ゴミ押し付けてるだけだよな。よ
[01:41:35.400] さ。
[01:41:35.920] オケー。もう1
[01:41:37.199] 発で行けるようになりましたと。
[01:41:38.840] おお。
[01:41:40.320] せア。
[01:41:40.760] あ、中魔獣も行けるようになってるよ。
[01:41:45.159] 中魔獣なんかに屈しないふ数になってる。は
[01:41:48.960] うわけ。
[01:41:50.760] いや、これでも確かにこんな感じでさ、簡単に経験値稼げたらそりはそりゃレベル上がっちゃうよね。そりゃレベル上がるよね。これ
[01:41:55.150] [音楽]
[01:42:07.239] まあでもいいんじゃないのね。
[01:42:10.520] 何度上げるか迷ちょっと迷ってるけど。
[01:42:14.040] まあでもな、普通に楽しみたいね。普通に楽しみたい。は
[01:42:23.970] [音楽]
[01:42:31.360] ブんぷンプクブン。うん。
[01:42:35.599] 火山が爆発しなかったんだからあの村はあれで良かったんだよな。
[01:42:40.360] うん。
[01:42:41.639] ってことはこれで世界にまた新しい島ができてればいいわけだから。そういうことじゃな。
[01:42:48.480] 城の人間たちならもう新しい島が現れたかどうかも知ってるかもしれない。よし、すぐに城にまだこれはめちゃう。
[01:43:01.360] あ、だめダめなんかい
[01:43:04.119] ね。
[01:43:04.880] キーファのゆりまずはお城に行ってみましょう。はい。
[01:43:21.440] マップがちっちゃいからさ、ルーラ使わなくても全然行けちゃうな、簡単に。しかもここにモンスターが出ないってのがまだ楽で。話聞いてみるか。
[01:43:35.760] ええ、まあ、
[01:43:38.760] まあ、キーファ王子、こんな大変な時にこんなとこで何されてんですか?
[01:43:43.000] いや、噂によると調査団の
[01:43:44.800] 1
[01:43:44.880] つはもう新しい島から戻ってきてるとかどんな方向が聞けるのか楽しみですね。大きいわじ。王子なら新しい馬がどんな島か知っとるんじゃろ。城に戻るか。
[01:44:00.911] [音楽]
[01:44:11.480] ここにも動屋があるじゃん。
[01:44:14.920] 大した装備は売ってねえな。お
[01:44:22.480] 王がお待ちだと座の前。はい。この城も全然探索してないな。そう思えば。あ、お父ちゃんいるやん。
[01:44:29.400] お、
[01:44:30.000] おれ、お前たちの話はそこの老人から色々聞かせてもらったぞ。俺には今
[01:44:34.159] 1
[01:44:34.239] つ信じられん話だが。まあ、それはいい。お前たちも見きしてきたことを王に話すのが先であろう。あ、アミットもいるじゃん。おお、マリベルア、無事に戻ってきたか。お前の話は今夜にでもゆっくり聞くとするが、それよりもまず王様に報告を済ませておいで。優しい。どうもこんばんは。
[01:44:54.360] キーファよ。
[01:44:55.560] そしてフィッシュベルのコラもよくぞ戻って
[01:44:58.480] 省略するなや。なんだ?フィッシュベル。
[01:44:59.960] お前たちがわしに隠れ何をしていたかはそこの老人が全て話してくれたぞ。その老人の話が全て本当ならこの世界にはかつてたくさんの島があり、何らかの理由により消えてしまった島を世界に戻す冒険をしているのだな。
[01:45:23.000] そしてお前たちが再びこの城に戻った時、
[01:45:27.000] 新しい島が現れるはずだと。正直わしは
[01:45:32.159] 半分疑っているが、一応調査団にその島を
[01:45:36.400] 探させている。もしも本当に新しい島が
[01:45:40.280] 現れていたならキー
[01:45:43.719] お前のこともそこの老人の言葉も信じよう
[01:45:47.400] 。早ければ調査団ももう間もなく戻る頃だ
[01:45:51.239] 。
[01:45:56.800] ちょ、調査団より万ゾに報告いたします。先日現れた北製の島よりはか北に新たなる島火山の大陸を発見しました。うん。ご苦労であったな。下がって良いぞ。
