[00:02:02.680] 4日目だし、そろそろすごい飲みたいね。
[02:16:51.800] ?来い来い来い来い[咳]来い来い。あ、
[02:16:56.519] 来い
[02:16:59.840] 来ない。
[02:17:02.439] ほんまに仲間になりづらいんですよね。お
[02:17:04.599] チームメドだ。ありがてえ。
[02:17:13.200] えー、ファーラット仲間にならないの?
[02:17:30.880] うん。
[02:17:37.439] ま、こんなもんか。ピッキーが出ると思っ
[02:17:39.519] てきたけど、ここ出ないみたいだな。あ、
[02:17:41.559] フォローありがとう。プププさん、
[02:17:43.200] ありがとう。
[02:17:45.960] ま、あの、普段からね、普段からレトロ
[02:17:47.760] ゲームを、レトロゲームを愛し、レトロ
[02:17:50.920] ゲームに愛された男。
[02:17:54.280] あ、ピッキー来た。ピッキー来たで
[02:17:58.160] な。ビッキー
[02:18:00.920] なんで欲しいやつから倒しちゃうのかな。
[02:18:10.679] た、ここ出るな。
[02:18:18.240] ま、レベル上げがな。
[02:18:22.359] 素ばさんの種いいね。
[02:18:33.319] あ、なんかすげえ。やっぱ相当神。やっぱ
[02:18:37.800] アイテムソートって神やわ。
[02:18:41.200] すげえ分かりやすくなった。
[02:18:46.679] チームだ。あ、これチームだ。来ない。
[02:19:05.639] この辺は仲間にしてるからね。
[02:19:17.319] でもレベルが足んねえとなあ。
[02:19:23.791] [音楽]
[02:19:24.359] やっと配合ができるとこまでは来たのにさ
[02:19:26.719] 、全然レベルが足んないんだよ。
[02:19:41.840] いいね。
[02:20:04.840] タコマスも怖くていけねえしな。
[02:20:19.920] ピッキーだけでも仲間にして帰ろう。
[02:20:23.600] あ、来た。多分これ命令しねえとピッキー
[02:20:26.560] 倒しちゃうよね。多分ね。
[02:20:48.000] オ、
[02:20:53.120] なんか早い段階でもうヘルコンドル作って
[02:20:56.520] 置いとけばさ。いや、そのうち
[02:21:00.040] あれな。うー、ここはどうすっかな?これ
[02:21:04.200] 骨つき俺こいつに骨つき肉はいらないと
[02:21:07.680] 思うんだよな。さすがに燻製で仲間になん
[02:21:10.479] じゃないかなと思ってんだけど
[02:21:15.479] そもそもお前肉食じゃねえだろ。鳥なんだ
[02:21:18.560] から来い来い来い
[02:21:25.560] や仲間
[02:21:29.553] [鼻息]
[02:21:30.200] ならねえ。笑笑
[02:21:32.840] もう分かった。じゃあもう骨付き投げるわ
[02:21:34.680] 。次はもう本気。もう骨きやるよ。だっ
[02:21:36.680] たらやるわ。ここまで言うんだったら
[02:21:39.200] しゃあねえ。骨つき肉やろうじゃねえかよ
[02:21:41.319] 。
[02:21:46.640] 燻製肉ごときじゃもう仲間にならないと。
[02:21:49.160] そういうことですか。
[02:21:54.040] 間違えて逃げちゃった。
[02:21:58.399] 頑張れ。今け力の限りやれ。[笑い]
[02:22:03.560] なんだその取ってつけたような応援は。
[02:22:11.359] まあでもね、ま、2
[02:22:12.720] 周目ともなればもう落ち着きが違いますよ。ビ
[02:22:15.359] ッツで喜ばないのと同じやな。
[02:22:17.368] [笑い]
[02:22:22.800] 確かに。あ、そういうことか。あ、そういうことか。あ、そういうこと。俺が
[02:22:28.319] 1
[02:22:28.520] ビ来てもはい。ありがとう。はい。あれぐらいで終わっちゃうのと一緒か。そら仲間になりませんわな。
[02:22:32.434] [笑い]
[02:22:35.960] やっぱ100
[02:22:36.600] ビぐらい投げてくんないとやっぱね、骨付き肉ぐらいくんないとやっぱりそういうことか。分かりやすいね。確かに。肉じゃ喜ばねえか。
[02:22:45.533] [笑い]
[02:22:47.920] いやいや、嘘。いや、嬉しい。
[02:22:49.680] 1ビでも嬉しいですよ。
[02:22:51.720] 1
[02:22:51.920] みつでも嬉しいよ。こんな配信者いないでしょよ。しゃあねえな。
[02:23:01.908] [笑い]おい、お前ら何?俺らにその俺に
[02:23:04.439] ビッツ投げる時ってそういう感じで投げて
[02:23:06.240] たんだ。[笑い]
[02:23:08.399] やっぱ骨つき肉ぐらいは欲しいよな。
[02:23:10.560] やっぱな。骨つきぐらい投げてくんねえと
[02:23:12.880] やっぱこれ嬉しいですよ。
[02:23:21.200] さすがにこれ仲間になるっしょ。
[02:23:25.120] 100ビたんだから。
[02:23:30.000] ええ、こいつ高飛車すぎる。高飛車すぎる。は、
[02:23:33.349] [笑い]
[02:23:37.359] 笑笑
[02:23:37.920] 美人女配信者だったかもしんないな。今のは美人女配信者だ。もう
[02:23:42.120] 100ビごときじゃもうナびかんと
[02:23:45.319] 100ビ
[02:23:46.080] ごとじゃめよ。ダブルお手紙の価値はクリップよりそれそれそれそれ冗じゃないですか。それそのクリップは冗談じゃないすか。
[02:23:58.600] そのクリップは冗談でしょ。嬉しい。1番
[02:24:02.399] 嬉しいじゃないですか。
[02:24:07.800] 1番嬉しいじゃないですか、そんな
[02:24:09.279] プレゼントが。ただただただ、あの、すい
[02:24:12.640] ません。
[02:24:13.000] 飾る場所がなくてちょっとまだど、あの、床に置いてるんすけど、これ飾る場所がまだ決まんなくてね。えー、骨
[02:24:28.960] なタンプレやな。
[02:24:30.000] いや、本当でしょ。
[02:24:34.160] え、骨つき肉でも仲間になんないピッキーって何?え、絶対ピッキー仲間になったと思ったんだけど、なんかなってねえんだけど。え、なったよね。さっき
[02:24:45.200] 1匹ね。あ、ベホミになった。
[02:24:47.680] 本おばちゃんこんにちは。
[02:24:48.840] はい、お疲れちゃん。ルさん、こんばんは。お疲れちゃん。誰がおばちゃんやねん。ま、おばちゃんみたいな今格好してるけど。これベホイミになったからさ。
[02:24:59.279] おっさんや。
[02:25:00.840] ベホイミになったから行けるよな。ベホイミになったから行けない。全然敵でどうました?もうピッキーいらねえかな?
[02:25:16.080] 全体になるとなおい。
[02:25:18.040] うん。全体にはならない。こいつはあのベホ、ベホマラー覚えないから。
[02:25:30.399] ね、ちょっと俺
[02:25:32.080] ベホい止まり。
[02:25:33.080] ベホミ止まりだね、これ。ベホ、ベホマかな?行ってもベホマまでベホマラーとね、ベ、あの、ホイミ系はちょっと別、別スキルなんだよね。スキル別扱いだからもこれ行っちゃおっかな。
[02:25:51.359] そうなんか
[02:25:52.200] そうマラを覚えるやつはね、あの、決まってるんだよね。
[02:25:56.359] ヘルコンドルがマラー覚えるんで、
[02:25:59.560] ちょっとヘルコンドル作ろっかなと思って
[02:26:00.880] んだけど、ヘルコンドル作るのにピッキー
[02:26:02.560] が必要でピッキーを捕まえに来たのに仲間
[02:26:05.960] にならないんだ。骨付き軸上げたんだぞ。
[02:26:08.439] 100だぞ、あれ。
[02:26:12.040] 分かりやすい。分かりやすい指標だな。
[02:26:14.680] 魔物の餌が1ビッで燻製肉が
[02:26:18.880] 10ビッ、骨付き肉が
[02:26:22.439] 100ビで下振り肉は1000ビ。
[02:26:24.600] でもここ1ビッ禁止じゃん。
[02:26:26.520] 禁止じゃねえよ。禁止じゃねえよ。
[02:26:27.581] [笑い]
[02:26:30.720] 1ビみんな投げてんだ。逆におめらも
[02:26:33.520] 1
[02:26:33.680] ビなんか荒らしみたく使うじゃん。なんか何回も何回もさ、
[02:26:36.096] [笑い]
[02:26:38.520] 1
[02:26:38.680] ビ投げてさ、もう通知めちゃくちゃバグらせていくじゃねかよ。
[02:26:45.200] お金で遊んじゃいけませんね。お金で遊ん
[02:26:48.000] じゃいけないよ。
[02:26:52.520] あ、ピッキー来た。
[02:26:54.680] ピッキー仲間なんねえすか?これ
[02:27:08.600] みんなで1
[02:27:09.319] 円投げて茶まが拾わされてるって思うとなんかシル
[02:27:12.880] そうでしょ?こっちも素直に喜べないの分かるでしょ?
[02:27:17.319] 1
[02:27:17.479] 円を笑うものは1円なく
[02:27:21.760] そ俺に言ってんじゃなくて、その投げてるやつに言って
[02:27:25.760] J、
[02:27:27.120] ありがとうございます。ありがとうございます。
[02:27:30.800] 1
[02:27:31.080] 円拾うのに3円のカロリー使うらしいね。
[02:27:33.920] 何それ?そうなの?さすがにこれは仲間になっていいんじゃない?ねえ、何このゲーム?おかしいでしょ?なんでこれで仲間になんでんだよ。もういらねえよ。もういらねえよ。ピッキーなんて鶏肉不勢が。
[02:27:55.279] 骨つき肉使って仲間になんねえのかよ。まジか。もう全然本当に渋いな。
[02:28:11.520] PSち
[02:28:14.348] [笑い]
[02:28:17.720] でも各ね、ま、イベントでね、あの100
[02:28:20.080] ビッツいただいてそれあのわざとじゃない
[02:28:22.279] んすよ。普通になんか天夜ワンで
[02:28:24.240] 呼び飛ばしちゃってブロックされたことが
[02:28:25.720] あるからね。[笑い]
[02:28:27.479] とあるリスナーにブロックされたことが
[02:28:30.160] ありますからね。それはごめんて。
[02:28:34.319] わざとじゃないもん。も逆に言ったらそんなんだったら最初から
[02:28:39.760] 100
[02:28:39.960] ビ投げないでくださいよ。そんななんかコメント呼ばれ読まれるために投げるんだったら普通にコメントしても読む時は読むし。
[02:28:47.800] 女性
[02:28:48.520] うん。女あ、来た。
[02:28:50.373] [笑い]
[02:28:58.120] 大体予想ついちゃった。
[02:28:59.960] めちゃくちゃあの
[02:29:02.240] Twitter
[02:29:02.800] であのえ、カラリプで悪口言われてたわ。ごめんて。だってさ、そん時はもう天んやだったんだよ。
[02:29:06.748] [笑い]
[02:29:14.040] ごめんって。
[02:29:15.960] ガチでガチでで、その後ブロックされちゃった。いや、ま、いいんだけどさ。
[02:29:20.000] ちょっと読まれないぐらいでそうなるなら投げるなよな。
[02:29:23.840] なんかそのなんかそのこっちを別にさ、くれくれ言ってるけどさ、ま、ネタじゃん。くれくれ言ってるけどさ、そのなんかそのごめんて
[02:29:38.188] [笑い]
[02:29:39.160] 冗談ですがな。笑[音楽]
[02:29:41.040] ごめんて。まあでも気肉がなかったんだろうな。多分な。筋肉がなかったんだろうな。
[02:29:57.319] 全然いい配合ができねえな。この辺がマジでレベル上がんねえと。
[02:30:01.920] 合わん時はワン。
[02:30:03.240] あ、ごめん。ピッキーたわ。ピッキーるじゃん。あれ、さっき見たらいなかったと思ったんだけどわ。ごめん。ました。こいつらがレベル上がんねえとな。ごめんごめん。たいたいた。ごめんごめん。
[02:30:14.214] [笑い]
[02:30:18.439] そりゃなりませんわな。草。
[02:30:20.960] そりゃなりませんわなかったんか。
[02:30:23.120] だからスカウさだりでこれ
[02:30:25.680] 2
[02:30:25.880] 匹目ってめっちゃむずいんだよね。あ、通りでいうや、もったいねえ。骨つき肉
[02:30:31.680] 2
[02:30:31.840] 個も使ってきた。まあしゃあなわな。ま、しゃあなわな。ほんでさ、
[02:30:40.479] ちゃんと見ないから。
[02:30:41.600] ほんでさ、ほんでさ、あの
[02:30:47.619] [音楽]
[02:30:48.040] コメントも預かりしも
[02:30:51.319] ほんでさ、俺ちょっと闘技場行っていい?闘技場行っていい?ビ
[02:30:56.600] つ投げて無視されて文句言ってるやるいるやん。
[02:30:59.409] [笑い]
[02:31:00.960] 俺だ。俺や。俺だった。確かに。確かに俺も同じことしてるのに今気づいた。
[02:31:10.479] 骨つき肉投げて無視されてめちゃくちゃ切れてるもん。おい、ミラトリがミーラになったな、今。ミーラトリがミーラになってる。俺だって今確実にピッキーのことブロックしたもんね。
