[00:00:20.560] おいす。
[02:36:57.640] 絶対おっぱい揺らすために出るやん。それ未来て色
[02:37:05.359] 弾も復活しろ。
[02:37:07.359] 復活とかやってねえよ。もええ出るんだ。そからこそや。
[02:37:20.359] もう人からゲームの大嫌いやのストロ楽しみすぎる人にもそのではなく新バトルシステムとしてはファ論みたい。そうか。
[02:37:38.520] DJ
[02:37:40.640] ぜ非本当に。
[02:37:44.399] おえ。
[02:37:49.120] ファイナルバトルの準備をせよ。もう疲れてます。セフィロスじゃないの?これ
[02:38:08.279] 1人の人間のために星が落ちてきた。
[02:38:15.680] あ、最終か。星が答えた。
[02:38:19.080] 最終だろ。FF7
[02:38:20.520] のリメイクのアルテマウポ
[02:38:24.800] 巨大な兵器たちが目覚めた。
[02:38:28.560] 最後ない。
[02:38:29.439] 最後だよ。多分
[02:38:31.080] 3
[02:38:31.240] 部作でしょ。世界がやばいのさ。じゃ、どうする?セフィロスをボコボコにしてやろうぜ。
[02:38:46.319] なんであんなとこに刀つけてんの?ね、
[02:38:53.560] 前俺の問題だ。
[02:38:57.760] お、ビンセントが出るんだ。今回
[02:39:00.600] かっこいいんだよね。ビンセントね。
[02:39:03.920] かっこよ。
[02:39:04.359] かっこいいね。です。
[02:39:07.000] 大丈夫。ケロベロスマジクソゲーだったけどわ。
[02:39:13.600] 笑笑。
[02:39:14.200] お死んらへ。
[02:39:17.800] そりは武器かしら。
[02:39:22.479] キャラのセリフまで日本語に共は敵味方も関係ないようだな。
[02:39:27.920] アルテマウポンのことさっきからずっと武器とか兵器とかしてるね。知らねんだろ。多分どうしたんだよ。
[02:39:35.479] 笑笑査パートではなんちゃアクション性ないんだっけ?
[02:39:41.319] アルテマウェポンのことさっきものすごい兵器がアルテマウポンってものすごい兵器なんだ。
[02:39:45.380] [笑い]
[02:39:49.560] 君たちがいなければここまで来れなかった。
[02:39:51.760] 笑。
[02:39:55.000] 約束するよ。なんこれ?
[02:39:58.319] ん?今出てたじゃん。
[02:39:59.960] 君た。
[02:40:02.279] あれ?出てなかった。
[02:40:06.520] 約束よ。
[02:40:07.439] クラウ。君たちの運命を見定めてみよう。あれ?いつって出ないん?あ、出てないわ。
[02:40:20.080] 君たちがいなければここまで来れなかった。
[02:40:25.560] 約束するよ。
[02:40:27.160] ああ、出てない。
[02:40:28.479] もうこれポンをネタバレ帽で隠してる作のかもしれない。
[02:40:33.195] [大歓声]
[02:40:33.880] 映像にがっつり出てたけどね。これソルにはまだ星が浮いている。
[02:40:43.960] そしてリメイクの最後はどうなるのかみんなと共に目の飛行戦が手に見られます。ハイウィンドすごく広いオワールドをそれで探索できます。やべえ。ウータイや。ここ決めて行ってみましょう。
[02:41:05.800] まあだろうね。
[02:41:09.840] なんか映画ボと変わった。
[02:41:13.720] 心配するな。このパラシュートは強えぞ。
[02:41:16.840] 俺の予想プカの世界をフルオープンワールドね。で本だけフルボックスでしょ。チームレスに移行します。
[02:41:40.319] 間がいる。そうですね。れている。バレンタ見てみましょう。
[02:41:50.000] 発売日は嫌いなんだよ。
[02:41:56.840] これ発売されたら一気にやりたい。
[02:41:59.680] 一気にやるの。くそ長いけどね。
[02:42:01.439] これ
[02:42:05.399] 1作1作が1本分のゲームぐらいの
[02:42:08.279] なんか良いゲームありましたか?お疲れのリメイク全部買ったら高そう。
[02:42:16.520] 来年春だって。来年春。来年春出るって意外と早え。
[02:42:23.240] 来年春
[02:42:24.200] 約束は満たされる。旅はここで終わる。
[02:42:28.800] 2027年春。ほお。
[02:42:36.399] リベレーションも普通に100
[02:42:37.960] 時間超えるって噂されてる。
[02:42:40.880] へえ。お疲れ。
[02:42:44.160] あるさんお疲れ。やべえ。もう2
[02:42:45.560] 時過ぎてる。もうもう寝よ。ま、いいします。はい。
[02:42:48.800] はい。ありがとうござました。お疲れさんでした。やべやべ。もう寝よ。もう寝よ寝よ寝よ。
[02:42:54.760] おやすみ。危ね、危ね。ありがとな。で、
[02:42:59.399] ありがとうね。お疲れちゃん。なんだよ。何がところでよ。もうねえよ。ところではところがない。もうないです。寝ます。
[02:43:05.920] 2
[02:43:06.080] 時過ぎ知った。久々にこんな時間まで配信したよ。
[02:43:07.960] お疲れ。
[02:43:08.520] スプラなんかねえ。
[02:43:09.319] 笑笑。
[02:43:10.840] お疲れちゃん。ありがとうね。
[02:43:12.399] 長々ありがとね。
[02:43:13.520] いやいや、こちらこそありがとうございました。おもろかった。でもおもろかった。ゲーム見ておもろかったな。
[02:43:17.880] お疲れ様。
[02:43:18.560] お疲れちゃん。お疲れちゃん。ボみたいなやつはうの?いや、変わない。
[02:43:22.560] 来年の1月。
[02:43:23.720] いや、変わ。面白そうだけどね。面白とこ
[02:43:26.080] で次回は次回はですね、次回の配信はあの
[02:43:30.840] プラモはですね、塗装していただけないと
[02:43:32.479] いけないんで、次回の配信は、え、あの
[02:43:36.279] 米国通ショからいただきました
[02:43:39.960] ボーイレ配信でお会いしましょう。
[02:43:42.040] ありがとうございました。あ、いいね
[02:43:44.240] やりますんでよろしく。
[02:43:46.040] お疲れ様でした。ちゃどびっくりきちゃー
[02:43:49.399] 疲れ疲れちゃん。じゃあ冷凍するっか。
[02:43:53.200] 塗装優先度高いのはそのレゴか?笑
[02:43:57.520] 塗装言。これは塗装しないからね。レゴは塗装しないからさすがにこっちはね、塗装していただかなきゃいけないので。いや、もう、もう、もう、も、こ、も、これもあるしよ。
[02:44:10.680] 楽しみやで。
[02:44:12.600] 楽しみやで。ここから先、
[02:44:17.160] まだまだたくさんありますから。
[02:44:19.439] とりあえず、とりあえず
[02:44:22.760] あの遊戯王、芋コからもらった遊戯王は
[02:44:26.000] 一旦後にしてレックスから行こっかな。
[02:44:28.640] あのポリメが来たらあの俺普通にあれやり
[02:44:31.319] てえからなんだっけ?あのメタルギア
[02:44:33.000] ソリッド1もう1回あのやろうかなと思っ
[02:44:35.080] てるからそれに合わせてなんかやりたいな
[02:44:37.399] と思って。
[02:44:40.760] そんな感じでございます。そんな感じで
[02:44:43.520] ございます。ということで、
[02:44:46.760] ということで今日はここまでにしたいと思います。
[02:44:51.240] 秋スタに楽しみ。
[02:44:52.600] お、よかったというわけでね。えー、どうすっかな?誰にしよっかな?
[02:45:03.319] やっかりドラテのアプでも来るんやね。
[02:45:05.800] ドラ、ドラクエ
[02:45:07.720] 10。
[02:45:10.359] ま、今日は今日は
[02:45:18.040] 天ぷら食いたいな。
[02:45:20.399] イカ。今日はもうレートなしで寝るし。はい、お疲れ様でした。はい、ありがとうござました。
[02:45:22.709] [笑い]
[02:45:25.479] クエ10はぼちぼチストーリー終わ。
[02:45:27.399] まだ終わってねえんだ。あれ
[02:45:28.800] お疲れ。
[02:45:29.439] お疲れさんでした。またね。おやすみなさい。明日、
[02:45:32.319] 明日はちょっとじんちゃんと飯行くからと明後日配信します。ということでまたね。
[02:45:45.040] クいるぞ。奥ちゃまぐ。確かにクに合うかもしんない。
[02:45:46.944] [笑い]
[02:45:50.920] お疲れね。みんなありがとう。お休みゲーム時代を超えたゲームで心を踊らせたも過ぎちったの。
[02:46:09.215] [笑い]
[02:46:13.640] クもあれだよ。社よ。いや、休みじゃね。仕事だよ。なんで休みや?普に仕事なんて冗んゲームのが見えたよ。ちょ、明日配信なくて明後日やるけど。
[02:46:36.120] 遅くまでありがとう。
[02:46:37.520] いやいや、こちらこそありがと。
[02:46:40.600] あの、明後日やるけど、もう明日、あ、ま、たまたまね、明後日が
[02:46:45.760] ちょうど、ま、本当の俺の誕生日だけど、もう祝わなくていいからね。もう十分われたんで。うん。もう別に俺も別に誕生日ですとか言ってやらないんで。
[02:46:54.319] 笑笑。
[02:46:54.880] もう、もう言わんでええから。
[02:46:56.399] ちら
[02:46:57.319] ちらじゃねえよ。ちらじゃない。あえて、あえて言うんで。なんか、なんかうわ、こいつまた誕生日にもやるんかいって思われたらなんかやだなと思っても普通の配信だと思って。
[02:47:06.720] おやすみ。
[02:47:13.000] ケーキは買っとこう。
[02:47:15.040] いや、いいよ。
[02:47:16.681] [笑い]
[02:47:18.600] お休みつことでまため。
