[00:00:50.800] ひ茶まどびっくり。[音楽]
[02:55:16.080] いや、そんくらいや、そんくらいさ。
[02:55:19.239] いや、そんくらい先よく行った方がいいでしょ。そりゃ
[02:55:22.680] だってさ、
[02:55:23.200] 一緒前のもリスト増えててくから
[02:55:25.316] [笑い]
[02:55:26.800] バれた。
[02:55:27.239] 人生縛りだよな。
[02:55:29.120] バレた。あ、人生縛りかしねえ。
[02:55:31.399] キャバ。
[02:55:31.880] ちなみに欲しいものリストもいっぱい放銃しておきました。欲しいもの、欲しいものリストもたくさん補充しておきました。みんなの財布事情も考えて安いものから高いものまでと
[02:55:41.640] 片っ端しから買ったろ。
[02:55:44.160] よろしく。全然よろしく。
[02:55:48.080] それはまあ誕生日配信なんで。うん。1年
[02:55:51.399] に1回じゃいいじゃない。1年で1回
[02:55:53.680] ぐらい
[02:55:57.520] 。素直に行った方が良くない?だってさ、
[02:55:58.960] こんなさ、誕生日配信30歳うわーって
[02:56:01.680] やってさ、え、なんでなんでサブスク
[02:56:05.000] ギフトそんなくれるの方がキモくない?あ
[02:56:08.720] 、うん。オビリスク欲しい。[笑い]
[02:56:11.479] あれ?マケプレの商品は住所見れるって噂あったけど大丈夫?
[02:56:17.120] え、そういうのはDM
[02:56:18.120] で言ってよ。そういうのは
[02:56:20.337] [笑い]
[02:56:21.560] DMで言えって。マジ
[02:56:24.520] 欲しいものリストダイエット高くて草。あ、あの、笑。
[02:56:28.196] [笑い]
[02:56:28.920] あのさ、あのプロテインとか高くてさ、マジだからプロテインとか高けえからさ、そういうの買ってもらったらすっごい嬉しい。高くてよ。
[02:56:39.359] プロテイン
[02:56:41.319] 本名も住所も開示していく系配信者
[02:56:44.279] ちょっとどうせ見れないでさすがに見れないっしょ
[02:56:49.399] プロテイン飲んでんの?
[02:56:50.880] 飲んでるよそりゃ筋トレしてんだから
[02:56:53.000] 今月になって大量に追加されてるの草そういうのってバレるのやそういうのバレるんかいそういうの
[02:56:56.362] [笑い]
[02:57:02.120] マンジェロ追加した[笑い]
[02:57:03.720] そういうのってばAmazon
[02:57:04.800] で買えんのマンジェロってそれはちょっと恥ずかしいな俺
[02:57:09.200] ビコンみたいなキーボード買チマピス
[02:57:12.319] チャマピスまあまあ別にあのうん
[02:57:25.520] 90%
[02:57:26.200] オフなったら考えるもまあまあのねまあまあそんないいからやめてねなんかそんな
[02:57:27.803] [笑い]
[02:57:35.600] 初クッパ
[02:57:36.520] ここ初クッパもクッパクリアしたよ。
[02:57:38.000] クッパはクリアしたんだけど、これクッパのコースの赤コインが難しいんだよ。
[02:57:43.522] [叫び声]
[02:57:46.760] 怖ええ。
[02:57:48.000] ここの赤コインが難しいんだよね。
[02:57:55.720] このゲームカメラ操作が
[02:57:57.560] そうなんだよ。クライさん珍しく分かってんじゃん。
[02:57:59.800] むずいっていうか、うざいっていうか。
[02:58:01.279] そう、そう、そう。むずいっていうか、うざいっていうか。
[02:58:04.279] 5
[02:58:04.520] 秒で笑えるクリップ。
[02:58:07.103] [笑い]
[02:58:09.279] ここむずい。スペマリオ
[02:58:11.640] 64
[02:58:13.720] ままみや。
[02:58:15.600] ちょっともうこんなとこであれしたくないよ。俺どんどん行こか。開
[02:58:21.479] 64はど世代よ。
[02:58:23.040] 赤コイン。え、すげえ。せ声優さんこんばんは。すごい赤コインどんどん行こうかって買分なの?すご。
[02:58:27.408] [笑い]
[02:58:37.359] 赤コどんどん行こうか。すごすぎ。それはちょっとここ最近で
[02:58:43.800] 1番かも。ここ最近で
[02:58:46.560] 1番かもな。すご。こんばんは。どうも
[02:58:53.000] 30歳になりました。
[02:58:53.760] 天才や。
[02:58:54.760] そうなやねん。天才やねんな。
[02:58:56.600] てへへ。
[02:58:58.359] 内容にバチクそあってる。
[02:59:00.120] そう、内容にバちくそあってる。
[02:59:01.279] 誕生日配信おめでとうございます。
[02:59:03.720] ありがとう。30
[02:59:05.160] 歳からもよろしくな。30
[02:59:06.600] 試合のチマゲームもアクションパズルのごとくアクションパズルのごとくやっていきますのでどういうこと?もう下手くそが
[02:59:14.568] [笑い]
[02:59:15.920] 抱富は[鼻息]
[02:59:18.080] え30歳の抱はな
[02:59:22.080] んだろうな。別抱風って何?例えばおめらの豊富教えてくれんじゃない?今年の方
[02:59:28.439] 配信で作れよ。
[02:59:29.960] 何が何が何が何が何が待ってやべて何を作んの豊風一旦捨て
[02:59:39.760] 転職するという豊富
[02:59:41.439] 転職はいや転職はしないかな
[02:59:47.239] えちょ待ってええ危ねえ本当にリさんなんか逆に逆になん
[02:59:49.284] [笑い]
[02:59:59.359] なんかさ、もうなんかどう反応していいかわかんないで。なんかそんなさ、
[03:00:01.074] [鼻息]
[03:00:03.160] うお、
[03:00:03.800] わざとらしくなっちゃうじゃん。え、本当にありがいいや、本当にありがとうね。やった。本当に買ってくれたの?嬉しい。嬉しい。まずまずデラコマ君の家に送らなきゃいけないという。あの、そう、そういうの、まだちょっと時間かかりますけどね。まず塗装が入るんで。えー、じゃあもう
[03:00:20.680] 1
[03:00:20.800] 回俺メタルギア配信しよう。メタルギアもう
[03:00:23.399] 1回配信しよう。俺も、
[03:00:25.439] 俺もめっちゃ欲しかったんだけど高くてさ。
[03:00:29.479] え、本当に?リビさんありがとう。
[03:00:31.319] デラコマさんのお仕事増やした。ま、デラデラコマ君に塗ってもらおう。めっちゃかっこいいの作ろうぜ。え、嬉しい。マジかよ。超嬉しい。え、本当に?
[03:00:33.824] [笑い]
[03:00:45.880] MCTオイルとかラ臭い。いや、
[03:00:48.234] [笑い]MC、MCT
[03:00:50.120] オイルも高くて欲しいんだけど。
[03:00:53.680] MCTオイルでもMCT
[03:00:55.000] オイルマジで痩せるからね、あれ本当にジャラの
[03:00:57.640] 5倍は痩せるわ。あれ飲んだら
[03:01:05.040] 何してくれるやつ?
[03:01:06.399] あのあれはね、あの中査死亡さんって言って死亡の年少を高めてくれるんだよ。これ医学的にあのあれしてるからね。その眉つ葉もじゃなくてもう
[03:01:16.680] 腹に合わないから諦めた。
[03:01:18.920] あ、腹に合わない人はいる。うん。
[03:01:21.359] オイルなのに中さ脂肪さんってのはね、いいんだ。
[03:01:23.880] お腹痛くならない?
[03:01:25.359] あれはね、ま、人による。俺もね、最初慣れるまではお腹下してたけど、もう慣れた。お
[03:01:32.880] 中鎖とか炭差とか。
[03:01:34.680] そう、そう、そう、そう、そう。オメガなんだっけ?オメガ
[03:01:37.120] 3
[03:01:37.439] 死亡さんみたいな。ちょっと待って。ここむずくね?ここむずくね?
[03:01:40.636] [笑い]
[03:01:44.279] ままミや。
[03:01:47.040] あとあれはな、何て言うの?あのね、
[03:01:51.439] 調査死亡さ、あのMCTオイルってなん
[03:01:53.760] つうの、体に吸収されるまでのあの
[03:01:58.040] ファクターなんて言うのかな?そのあれが
[03:01:59.840] ね、普通の油よりずっと早いんだよね。
[03:02:03.080] 普通の油は胃であのなんて言うの?分解
[03:02:06.399] 酵素であの油をね分解してからエネルギー
[03:02:09.439] に変わるんだけど調査死亡さんっていうの
[03:02:11.760] はそのまんまエネルギーに変わってくれる
[03:02:13.319] からあのお腹にたまらないんだよね。
[03:02:15.720] だから朝とか筋トレ、あの朝起きてジム行く前とかもすぐエネルギーになってくれるからめっちゃいいんだよ。めっちゃ詳しくなっちゃったんだけど俺。めちゃ詳しくなってもたわ。
[03:02:25.176] [笑い]
[03:02:28.080] 速攻燃える油。
[03:02:29.160] そうそう。速攻燃える油で。それにそれに反応して他のあの体の脂肪とかも燃えあの一緒に燃えやすくなってくれる。
[03:02:36.760] たし加熱したら
[03:02:38.000] そう。加熱しちゃだめ。そう。あれはだプロテインに混ぜて飲むとかサラダにかけるとかそういう使い方。
[03:02:45.560] 油燃やし物。
[03:02:48.680] そう。油。油、油を燃やすも。そう、そう、そう。油、それひらがでかれると難しいな。など油も安物って言ってんのか?油も燃やすもって言ってるのか。日本語の妙ですな。
[03:02:53.996] [大歓声]
[03:03:03.760] これが
[03:03:12.359] ジュースくらいガブガブ飲めばいいって。
[03:03:14.479] いやあ、あの本当に小さじいっ杯いだね。
[03:03:16.279] 1日1
[03:03:16.840] 日小さじいっ杯い。あれ飲みすぎると肌腹く下す。高いよ。でもこんなこんくらいのボトルで
[03:03:21.507] [叫び声]
[03:03:29.920] 700円とかするもん。
[03:03:33.080] めちゃ高い。
[03:03:45.560] 慣れるなら飲んでみようかな。
[03:03:47.399] まあ、最初は俺も腹下した。結構
[03:03:50.439] PP
[03:03:50.800] になってたけど。ま、でもだからってそれだけで痩せるわけじゃないけどね。うん。ただ金に君とかだって使ってるからね。金に君も大会の前とかは使ってる。
[03:04:00.800] 原量する時使ってるって言ってるから、ま、飲んだだけでやないよ。飲んでなんかすると効果が良くなるってかな。バフみたいな感じ。ダメージ魔法っていうよりはバフ。
[03:04:18.000] ちなみに去年から
[03:04:19.520] 15km
[03:04:20.120] 落としたけどここに別くらい体重停滞してるか。
[03:04:24.520] すごい。
[03:04:25.160] 俺も去年から11km落としたけど。
[03:04:27.239] はデバフ。
[03:04:28.760] 何?ケにはデバフ。ああ、ケツにはデバフ
[03:04:30.840] 。あれは
[03:04:32.680] すごいね。クさんどうやって痩せた?ジム
[03:04:34.800] とか言ってんの?
[03:04:47.680] ほんであっちか。
[03:04:50.239] これ
[03:04:52.359] 家で筋トレしたりするけど結局
[03:04:54.880] は食事
[03:04:56.680] もやきゃダめだよな。
[03:05:06.560] オッケー。うまい。
[03:05:09.359] オケー。やっていった。ふう。うまいね。よし。ここで死ぬなよ。ここで死ぬんじゃないよ。
[03:05:19.560] 優勝したね。
[03:05:21.840] 何が優勝。
[03:05:25.303] [泣き声]
[03:05:25.760] これさ、行ける、
[03:05:28.040] 行ける、いける。
[03:05:30.520] あ、危ねえ。やめて。
[03:05:50.920] よしよしよしよしよしよしよしよしよしよし。
[03:05:56.640] イエー。
[03:05:59.760] オッケー。てかこれ抜けた。パチパチ。
[03:06:04.239] イエス。
[03:06:06.920] オ、次行こう。何?この鍵は開かない。この鍵は地下への鍵。あ、地下なんだ。新しいとこ行くぜ。ここのさ、テレサって、あ、もうテレサんとこも行けんのか。行くとこ増えたな。
[03:06:34.680] よし。健康診断で痩せと言われ
[03:06:37.439] 10年かけてやっと10km
[03:06:39.160] 増やしたら今度は痩せろって言われてむかついて痩せ。
[03:06:44.160] 鼻から出たピーナッツが聞ける。
[03:06:46.120] 何?鼻から出たピーナつって。何?鼻から出たピーナつって。
