[00:00:15.960] こんぽ
[01:37:39.199] え、してた?あ、じゃ、あれ、あれ?あれ?別にレベル上げじゃなくねえか。
[01:37:44.800] そういうことや。
[01:37:47.119] 嘘。15個
[01:37:48.599] まつかりしてた。
[01:37:49.760] まつがりこれ踊り子行っていい?踊り子行きたい。踊り子行っていい?踊り子行きたい。踊り子行っていいか?行く。俺は今日から踊り子になる。レベルがめちゃくちゃ上がっているという。
[01:38:03.320] い女にしよう。
[01:38:05.000] ちゃうちゃうちゃう。踊りこんなの俺ね。
[01:38:08.520] 踊りこんなの。あのなんかあのムキムキの
[01:38:10.440] ムキムキの男のさ、あのこういう踊りやら
[01:38:12.679] せるわ。あのなんかよくTwitterと
[01:38:14.000] かで流れてる
[01:38:16.239] ムキムキの男のあのなんか
[01:38:20.760] もうやだな。なんかあの
[01:38:23.679] パリピとかがやる。なんかこういうこう
[01:38:25.960] いう踊りし出したらやだな。なんか
[01:38:28.168] [笑い]
[01:38:28.840] パリピがやる
[01:38:31.159] 陽キがやる。あの陽キがやる。なんかさ、
[01:38:33.679] あのさ、横ステップみたいな踊りある
[01:38:35.560] じゃん。こういうの。こういうのこうの
[01:38:37.599] こういうの。あれ、[笑い]あれやり出し
[01:38:39.760] たらやだな。
[01:38:46.599] そ侶と今度魔法使行くでしょ。そしたら
[01:38:49.119] 今度魔法使い行くしかないでしょ。あれ
[01:38:50.760] 待って。でもさ、カマキリあれカマキリ
[01:38:54.040] りっていうのでさ、これさ、でも次ボス戦
[01:38:56.480] でしょ。さすがにちょっとごめんちょっと
[01:38:58.599] さすがにちょっとやっぱやめとくわ。
[01:39:00.239] ごめん。さすがにちょっとボス戦は
[01:39:01.679] ちょっとこれでやらせて。
[01:39:04.119] ボスはちょっときついわ。さすがに何も覚えてないで行くのは。うん。
[01:39:07.760] はい。
[01:39:08.960] ボスはちょっとこのまま行く。うん。次ストーリー進める時道中レベル上げながら行けんだったらいい。俺転職しても。来た来た来た来た来た。ここやろ。ちょさ俺さ、これさ、ちょっと変えたい。
[01:39:27.480] ーの方がいいんじゃない?あれなんだっけ
[01:39:29.880] ?なんかさ、
[01:39:33.840] 毒画のナイフとかのがいいのか?敵を薪と
[01:39:36.719] かにさせれるっていうことは
[01:39:39.920] 攻撃力ちょっと下がるけど攻撃力ちょっと
[01:39:43.000] 下げられる。下がれるけど下がれるんだ
[01:39:45.880] けどこっちの方が強ない?薪とかにさせ
[01:39:49.119] たらさ。うん。で、うん。こっちにしよう
[01:39:52.679] 。ごめん。あえてこうするわ。あえてな。
[01:39:59.869] [笑い]
[01:40:01.280] よくぞ血闘に勝利したな。だが残念ながら
[01:40:05.920] 貴様らを神殿の外に出すことはできん。
[01:40:13.840] 血闘に勝つためにま抜けな人間どもが
[01:40:17.000] せっせと修行に励むおかげで思ったより
[01:40:20.520] 早く力が集まっておる。
[01:40:23.800] そのまま行けば我らの魔王は時に強大な力を得るであろう。
[01:40:29.760] うん。
[01:40:30.119] オスオス。
[01:40:31.119] お前おちゃ。お疲れちゃん。やってんで。
[01:40:33.639] このまま生かしておくことはできん。
[01:40:36.159] なんか転職1
[01:40:37.760] 回したんだけどなんかもうマスターしちゃった。モンスター借りまくってた。
[01:40:41.960] まだダーマでダーマされた。
[01:40:43.719] ダーマでダーまされるということはまさにそういうこと。
[01:40:52.599] どういう?ええ、でかアントリア。これセブンにセブンもこんな見た目だった。
[01:41:05.040] ちゃ魔ゲーム来た。
[01:41:06.679] [笑い]
[01:41:08.560] 確かに全盛期チマゲームこんくらい太ってたからね。全盛紀のチマゲーマジで腹こんくらいあったからね。今は多少減ったけど。
[01:41:19.920] 全盛紀チまゲームはマジでこんくらい腹が出てた。
[01:41:25.840] 夢詰まってる。
[01:41:27.640] [笑い]
[01:41:29.119] 夢と希望な。
[01:41:34.840] よし。
[01:41:38.560] 全員を確実に復活て悪い効果もいいや、まだやんないちゃっ。いや、なんかあれだな。でもあれ、あのデバフやるやつがいなくなっちゃったな。
[01:41:46.679] ちょっとね、デバフやるやつがいなくなっちゃった。魔法トーン効かない。お払い。ま、スカラ巻いとくか。じゃあスラでもこいつジャンプしたら足やるんかな?
[01:41:59.040] やるよ、足。こいつんだけ体重あったら
[01:42:02.880] こんだけ体重あったら足やるで。俺もやったんだからイベントの時。すスリッパでスリッパでさ、
[01:42:08.840] DJ
[01:42:09.199] やってジャンプしたらさ、そのままこけてさ、人体やってんだからで、救急車で運ばれてモコライトに
[01:42:14.719] 1[音楽]万円借りてんだから。
[01:42:15.920] レベル足りてるのか?
[01:42:17.159] ば、バカりてるよ。全然りついてねえよ。
[01:42:20.320] 笑笑。
[01:42:21.880] レベル10上がってんねんから。
[01:42:25.520] 11。適正レベルより11
[01:42:27.639] 高いんだから。意味わかんねえんだろ。適正レベルより
[01:42:28.555] [笑い]
[01:42:31.760] 11高いって
[01:42:35.080] 行け。
[01:42:35.760] なんか盗切りでなんか盗めないの?あ、盗めそうなもの持ってないんだ。
[01:42:44.000] ほぼ倍。ほぼ倍や。スカラもい。
[01:42:51.320] スカラ。ま、これやろうね。
[01:42:58.840] あ。はいはいはいはいはいはいはいはい。や、
[01:43:03.271] [音楽]
[01:43:05.159] ちょいとレベルを上げすぎました。ただちょっとこれあれだな。毒が効かないってなるともうこの子やることなくなっちゃうんだよな。
[01:43:13.080] 色変わっても見た目変わらんの
[01:43:15.719] ね。3DS版は変わったんだよね。確か
[01:43:18.840] 3DS
[01:43:19.400] 版って変わったよね。マリベルのさ、あの武踏の姿とかめっちゃ可愛いんだよな。お団子のお団子部屋になって心配で目が離せない。は、
[01:43:33.440] もう絶対負けないと思う。
[01:43:36.000] サンドスエチだった。
[01:43:37.599] サンドスエちだったんだよ。見てないんだよね。
[01:43:40.520] マリベルがさ、見た目変わんの良かったけどな。マリベルの見た目変わったの見たかったな。
[01:43:49.440] それ。あ、ジバリナ消えた。正味やることがない。やることがない。ケの穴がない。
[01:44:06.119] キャダルコう
[01:44:13.960] ベ番だ。穴いやもうだってこれさ、敵に状態以上与えらんないじゃないですか。
[01:44:24.679] あ、ジバリーナやろか。またもうあんま強ないもん。
[01:44:35.000] アントリアは熱くなってる。[音楽]
[01:44:39.960] 奥も回復間に合ってるか?間に合うしてた方がいい。負けないだから。
[01:44:46.960] ドラクエ7
[01:44:47.599] する前にしておいて方がいい。ナンバリング別になくない?別になくない?別にねえよな。
[01:44:54.622] [音楽]
[01:44:55.480] だって別にドラクエって別にやっておいた
[01:44:57.480] 方がいいナンバリングってま
[01:45:01.520] 、ワツ3とか456やるんだったらまあ
[01:45:05.960] 7全然ないよ。そのままやってもいいと
[01:45:07.760] 思う。別にストーリーとか繋がりし
[01:45:14.520] 789は別にないと思うな。7
[01:45:17.199] は独立してるから単純。
[01:45:19.119] そう、そう、そう、そう、そう。ワツが
[01:45:23.440] 456
[01:45:24.000] はさ、まあ、ま、あれも別にそんな気にしなくていいけどね。そんなに気にすることないよ。てやってないんだ。セブン。俺もやってなかったけど。マラ入れとく。いや、マラー入れてもな。
[01:45:33.267] [ベル]
[01:45:43.520] それ元々やってたら魔法が何か
[01:45:47.520] あ、まあそうそういうなんかそのゲームのシステム的な面でそういうのあるかもしんないけど別にねやた
[01:46:01.840] はあドンだ
[01:46:09.320] 3
[01:46:09.560] ボスでやったけどもう忘れたも
[01:46:11.639] ああ、もうだって3DS版出たのもう10
[01:46:15.679] 年ぐらい前でしょ。もっと前か。倒した。
[01:46:18.960] すいません。なんぬるっと倒しちゃった。
[01:46:20.400] レの活躍により人間から奪った力で魔王を
[01:46:23.560] 強化するという計画は失敗に終わった。
[01:46:26.920] その後法解放されたえ新官たちの手で神殿
[01:46:29.800] に救う魔物は退治された。ひうごとに
[01:46:32.880] ダーマ神殿はかの賑いを取り戻していった
[01:46:35.400] 。
[01:46:36.560] はアクションリプレイ使ってたような気がする。
[01:46:39.719] アクションリプレイ懐かしい。お、俺技ポンとか持ってたわ。持ってはないや。もう友達が持ってた。ポンな。わざポン
[01:46:43.353] [笑い]
[01:46:49.560] ねえ。
[01:46:51.320] 今のボスだったんかな?ライブダーマも落ち着きたみたいだし、そろそろ出かけましょうか。ああ、でもその前にお世話になったホズに挨拶していかなきゃね。
[01:47:00.400] いやじゃ。
[01:47:01.360] ラブリーなう耳に似合うバネにならぬな。笑は国の元には帰らんぞ。
[01:47:06.199] おお[音楽]
[01:47:08.199] ねえ。
[01:47:15.239] はい。
[01:47:15.760] 町に行った人がどんどんくなるから私もボロアパートの親さんをやめてきちゃったわ。ああ、あの、あのボロアパートの人ね。家賃にもらって変な石を家に置いてきた。家賃の代わりにもらって変な石をああ、石板だ。
[01:47:30.440] 忘れずに取り行かねえとな。うん。後悔し
[01:47:34.159] ないのか。ここで働くしたくてお前なりに
[01:47:36.239] 頑張ってきたんだろ。やっぱやめとくぜ。
[01:47:38.360] 盗賊だって俺にはこれなんて読むの?みや
[01:47:41.360] みやみやわかんないんだろこれ何わかん
[01:47:45.639] ない。えわかんねってことがようかかった
[01:47:47.320] 。[音楽]お前には色々と世話を焼いて
[01:47:49.639] もらって悪いけど親営隊には入らねえよ。
[01:47:52.040] そうか。寂しくなるな。回ができたって
[01:47:54.960] 思ってるくせによ。
[01:47:57.119] キャップ
[01:48:01.960] じゃあ
[01:48:02.440] チム小僧と姉ちゃんにもよろしく言っていてくれ。
[01:48:07.080] ああ、
[01:48:07.719] フーラルと同じようにネリスと盾も一緒にやって旅立っちまうだろうな。私がめたらネリスは私の元にもまってくれるだろうか。よし。しかし、え、彼女がここに残ると言ってもな、ザジに反対されたらどういう結果になることか
[01:48:15.054] [音楽]
[01:48:19.520] ねえ。
[01:48:22.280] なんかでも俺こいつさ、このカシムカシムなんかさ、モヤモヤするんだけど姉ちゃんのことだってもう完全に狙ってますやん
[01:48:33.840] よ。
[01:48:35.119] ちょうどいい見てくれよ。転職して戦士になったんだ。どうだい?見た目だけでも強な感じするだろ。これで姉さんもきっと僕を見直すんじゃないかな。じゃあまた後でね。
[01:48:44.239] やり目ですやん。いや、マジで。いや、マジで。そう。言葉選まなかったらあいつはやり目だよ。
[01:48:50.800] 弟邪魔になってますやん。もうなんかね、弟、弟がね。
[01:48:57.119] 弟がいたらそういうことできないからね。もうちょっとやり目ですや。あ、いい。精度のやり買う。
