[00:00:01.280] つけましたよ、もう。
[01:54:59.920] そんだけ金かけてやったのにで顔出ししてやったのに再生回数
[01:55:03.360] 23回。うわ、うわ、うま。
[01:55:07.040] 2
[01:55:07.199] 度とやるかと思ったんだけど。
[01:55:09.800] 2度、2
[01:55:10.400] 度とやるかと思ったんだけど。うん。
[01:55:12.480] でも当時その生意きにも生意きでもなんかいや、これでもこのまんま顔出さないでやって有名になった時になんかイベントとかやって顔した時にブ細工だったら恥ずかしいと思ってもう最初から顔割れしちゃおうと思って。それもあった。
[01:55:28.639] そういうのもあったね。
[01:55:29.360] それもあった。もう楽やん。
[01:55:30.880] なんかやっぱそう
[01:55:32.719] ある程度やってファンがついちゃうとそっから顔出しって
[01:55:36.800] うん。
[01:55:37.840] やっぱさ、悪い方向に倒れることもあるやん。
[01:55:41.560] ま、そうだね。
[01:55:42.000] 特にこのこのフェイスじゃ、この生塗るフェイスじゃさ。
[01:55:45.520] うん。
[01:55:46.000] 塗るまう運んじゃねえよ。バカ。お前、この野郎。
[01:55:51.159] いや、だから最初にこう最初にこうさ、顔出しちゃった。
[01:55:58.159] ちゃった。
[01:55:58.719] うん。
[01:55:59.119] たまピわかるって言ってるけど俺たピと会ったことあるけどバカ美人だからね。
[01:56:03.239] たまピみたいな人は多分顔出ししてももうなんなら顔出したらもうグーやで。
[01:56:09.679] グーって。
[01:56:10.560] うん。
[01:56:12.599] あ、むいちゃんこんばんは。むいちゃんこんばんは。むちゃこんばんは。
[01:56:14.639] ラジオってますよ。
[01:56:16.760] こそこで買って2
[01:56:18.000] 個送る。じゃあ俺そしたらバカバカやるわ。また
[01:56:20.920] そう。そんな感じかな。そんな感じかな。俺は
[01:56:24.480] 牛としてはね。
[01:56:25.840] うん。あんたは
[01:56:27.719] 最初顔出ししてなかったんだよ。え、お、もしかして俺が言ったんか?
[01:56:33.760] 可能性は高いがも俺。
[01:56:35.599] そんな無責任なこと言わないよ。
[01:56:38.159] 多分かんないけど言うかもしんないけど。
[01:56:39.599] いやあ、言うよ。あなたは
[01:56:43.480] 言ったかな?
[01:56:44.079] うん。
[01:56:44.800] あなたは言うよ。
[01:56:46.280] 出すか出さないかってなった時になんなんか色々こうちょっと教えてもらった気がするんだよな。
[01:56:56.719] 何を出す方法?
[01:56:58.920] え、出す方法はカメラで映せばええやん。そんな
[01:57:01.719] あ、分かる。いや、俺その務わかんないかなと思ってたんだ。
[01:57:04.440] そこは分かるわじゃなくてなんかなんうん、わかん。俺本当本当に覚えてない。
[01:57:14.400] 最初は出してなかったよね。でも
[01:57:16.920] 俺最初何でやってた?
[01:57:18.560] 最初はお前あれや。もう地獄みたいなモンハン配信してたよ。なんか
[01:57:23.320] あ、もう画面
[01:57:24.840] 画面だけコメもない。
[01:57:27.520] カメラもない
[01:57:28.760] でお前も喋らない。
[01:57:30.920] それで2
[01:57:31.960] 回目のグータラジオの時にあ、俺配信いてないわって言ってた。
[01:57:36.320] そういうことか。
[01:57:40.639] 喋らなかったんだ。
[01:57:42.239] 喋ってなかったよ。
[01:57:44.360] なんか
[01:57:46.679] あ、でもなんか一番最初にはい、じゃあ今日は、え、ウカムルバスやっていきますみたいなこと言ってたんだ。ああ、あったかもな。
[01:57:59.840] うん。あの当時のアーカイブ残ってないの?見ようよ。今は見ないけど。今度
[01:58:04.079] 見ないよ。見ないよ。
[01:58:05.760] あ、今度配信で見よ。俺の個人の配信。
[01:58:09.280] 全部あの、全部あの非公開にしてるはず。
[01:58:11.639] おいかだ。
[01:58:12.760] おい、逃げんなよ。俺、俺も非公開にしてれんだからな。昔のバーガーバーガーの配信見れんだかんな。あのクソみてな
[01:58:20.480] 再生感数20何回の
[01:58:22.599] 俺配信は結構あるんだけど、そのスペックとか色々あってほぼテストみたいになってなってんだよ。
[01:58:28.920] 言い訳だから。
[01:58:30.599] うん。ま、そうだよね。分かる。
[01:58:33.079] もう全部あれしてね。解除してね。うん。
[01:58:35.480] うん。
[01:58:36.119] ま、そんな感じですよね。でも顔出ししてなかったらまずレベルアップできてないからね。
[01:58:42.520] どうなんだよ。
[01:58:43.199] それなんだよ。だからそこにも起決するのよ、結局。
[01:58:47.440] まあ、まあ、あと、
[01:58:48.679] あのイベント顔出ししてないとできないやん。
[01:58:51.239] うん。そうね。そうね。
[01:58:53.880] これで片方さ、顔出ししてませんだと大変だよ、あれ。
[01:58:57.159] 大変だね。
[01:58:57.880] あー、やっぱだから顔出しとくとやっぱもちろんリスクは伴うけど
[01:59:04.719] うん。
[01:59:05.239] 活動の幅がめっちゃ広がるんよね。
[01:59:07.800] 広がるのは広がるね。も、
[01:59:09.599] 特にしかもTwitchだとそう。
[01:59:12.159] うん。
[01:59:12.920] やっぱTwitch
[01:59:13.400] ってゲーム以外にもみんなやるじゃん。ま、
[01:59:15.239] YouTube
[01:59:15.440] もそうだけどさ、外行ったりとか、ま、俺あんましないけど料理配信したりとかさ。
[01:59:19.920] うん。
[01:59:20.480] 顔出しやっぱトラブルとかあるしね。やっぱ映したくないんで。映っちゃったのか。そういうの嫌じゃん。最初からもう映したいみたいな。
[01:59:28.760] ある程度ね、
[01:59:29.480] 眠くなってきた。おい、
[01:59:30.960] 眠くなってきた。なんや。
[01:59:33.079] 大丈夫。
[01:59:33.679] あ、クイさん、こんばんは。お疲れちゃん。暗いさんも結構古いリスナーだからな。
[01:59:38.280] 今度バーガーバーガー見る。マジやめてね。
[01:59:41.480] マジで本当にやめてくれ。本当地獄だから。パート
[01:59:44.440] 2で飛んでるから。
[01:59:48.760] 飛んでんだ。
[01:59:49.599] 飛ぶだろ。あんなもん。
[01:59:51.360] あんな金かけてやって。お前金かけてやってお前。
[01:59:56.000] じゃあうちの方で見とくわ。
[01:59:58.679] やめろよ。地獄やから。ということでそんな感じですね。顔出ししたきっかけはもうポンポン行くよ。まだまだいっぱいあるから。ポンポン行くよ。
[02:00:07.239] はい。
[02:00:07.880] はい。え、次。はい。
[02:00:11.800] 黒歴史なという思うことを教えてください。
[02:00:16.119] 黒歴し
[02:00:20.079] もう眠いじゃん。
[02:00:21.960] いや、眠くない。眠くはないよ。ちゃ、目がね、あのね、あの重いの
[02:00:26.199] じそ
[02:00:30.239] 10個したやん。しゃあなや。
[02:00:33.360] 黒歴史。いや、もうなんなら、なんなら、なんならこのラジオが元々黒歴史だったけどね。
[02:00:38.719] おお。
[02:00:40.000] 思うじゃん。そう思うじゃん。そう思うよ。
[02:00:42.840] いや、今でも今はあれですけどね。今はもうやってますけど。え、
[02:00:51.440] なんかやっぱじんちゃん声ね、なんか入んねえ時あんだよな。
[02:00:55.840] 黒歴史入ってる。大丈夫?
[02:00:57.840] また言い言えてなかったし。黒歴史になったし。
[02:01:04.719] プロ歴史はあれかな?え、た、例えばさ、
[02:01:11.119] ああ、
[02:01:14.079] どういうこと言うの?黒レ
[02:01:15.599] ないな。そ、え、
[02:01:19.159] だから昔黒歴史っていうのは
[02:01:22.800] ああ、簡単に言う。うん。
[02:01:24.040] 簡単に言うと、ま、昔、
[02:01:26.320] 昔
[02:01:27.639] なんつの難しいな。
[02:01:29.920] あの、昔の失敗ではないんだよね。昔はそれが良いと思ってたんだけど。
[02:01:35.159] うん。
[02:01:35.560] 実際今考えたらあれめっちゃ痛かったよなって。めっちゃダかったよなみたいな。
[02:01:43.280] え、別にないかな。
[02:01:46.239] あるやろ。ないの?
[02:01:48.599] 生切ってきた恥ずかしい学校。ああ、あるあるある。分かった。見つけた。
[02:01:56.560] 何?
[02:01:57.920] あれだ。金髪にした時これぐらい。
[02:02:01.719] 今もう金髪やん。あ、そっか。
[02:02:05.520] なんやねん。お前もう変ってこい。生ぬるいぬるトークしやがって。笑い声入ってねえし。ほがじ
[02:02:21.079] 高校生の時にやったことが
[02:02:23.920] うん。うん。
[02:02:25.159] なんかあれだったなっていうのはある。
[02:02:27.560] 何
[02:02:28.960] だ?金髪
[02:02:30.599] いや、今も金髪やん。ずっと
[02:02:33.239] 俺と知り合った時からずっと金髪やん。
[02:02:35.920] じゃ、ちょ、高校生の時にやったのがダメだったなって。
[02:02:39.880] え、言った?言うけどどっちかって言うとその年で金髪の方が痛いで。ああ、あら、気づちゃった。いや、そんなことないよね。
[02:02:54.480] いやいや、そんなことないよ。ごめん、ごめん。いや、いいよ。じんちゃんの個性だと思うね。個性だと思う。
[02:03:00.520] ありがとう。け、すごい言われる。あの、やっぱり
[02:03:03.639] マキンキンなんだもんだって。お前こそれもうブリーチしたてやろ。ブリーチしたまんま。
[02:03:08.960] たまんまだよ。したまんます。
[02:03:11.679] すごいんで、それ。いや、ま、いいんだけど、ま、似合う、似合う。もうじちゃんはもうこれでしかないのよ。
[02:03:17.199] 来週あたり卒あ、入学式あるからね。
[02:03:20.440] それで行くの?
[02:03:21.599] 行くよ。当たり前じゃ。
[02:03:23.840] 業卒業式もこれで言ったし別に
[02:03:27.560] 別に
[02:03:29.239] すごいね。うん。全別に気にはしないでしょ。
[02:03:36.360] まあ別にな。そういうお父さんがいてもな。美容院はどのぐらいの頻度で行くのだって結構行ってるよね。一丁前に。
[02:03:44.280] なんだかんだ。そうだね。
[02:03:45.480] 月1ぐらいで行ってない。
[02:03:47.599] 1
[02:03:47.760] までかない。1.5ヶ月ぐらいかな。
[02:03:52.920] しかもわざわざこっちに来てな。
[02:03:55.440] そうだね。
