[00:00:29.560] ああ
[01:26:49.239] あたお疲れ。あた、お疲れ。
[01:26:50.639] お疲れ。
[01:26:53.320] おお、いいね。
[01:26:59.920] なんかやっぱ防具んとしたきついな。なんか今日はちょっとね、特別な配信。特別な配信じゃないけど、なんかそうこういう感じでやってます。
[01:27:11.840] じ2
[01:27:12.360] 人が同じソファでゲームするのいいね。
[01:27:14.800] うん。懐かしいな。
[01:27:16.880] いや、防具作るんだったら
[01:27:18.679] うん。2
[01:27:19.760] 人とも同じように行けるのか。
[01:27:21.639] 銃が引っ張ってくような感じだと思ってたらマクやね。
[01:27:25.639] だよな。順がもっと頑張ってくれるんかと思ってたよ、俺も。え、そ
[01:27:31.719] 引っ張るよ。
[01:27:32.840] 全足をな、
[01:27:33.719] その
[01:27:35.480] 足をな、
[01:27:36.719] こっからや。こっからです。
[01:27:39.960] うわあ、なんか作ろう。
[01:27:41.239] ダブルクロスで見た街じゃん。ちアゲ以外とうめえ。
[01:27:45.280] 俺意外とうまいっしょ。いや、つよ。
[01:27:50.080] 16だもん。
[01:27:58.480] なんかさすがに防具作った方が良くね。
[01:28:03.400] 俺は大丈夫だけどさ。
[01:28:05.360] 俺か。
[01:28:05.960] うん。俺うまいし。今んとこまだいかもしんでないしね。
[01:28:12.840] 縛ってないなら作るべきだよ。
[01:28:15.440] ただ作るのも大変だよ。これ
[01:28:20.560] ダブレみたいなマッチね。あるね。
[01:28:24.639] おさんからレール来た。え、
[01:28:28.480] 38
[01:28:29.080] 人ありがとうございます。さんです。ありがとう。
[01:28:32.520] 今日はちゃんとモンハンセカ
[01:28:40.080] モンハンセカやってます。
[01:28:46.760] 懐かしすぎ。
[01:28:47.639] やばいしょ。やばいよ。もう
[01:28:50.360] 2人ちゃんとPSPだってね。
[01:28:53.719] ちゃんとPSPでやってますから。
[01:28:57.679] うおお。7レイド。
[01:29:00.080] お疲れちゃん。ランディ。お疲れ。
[01:29:02.320] お疲れです。
[01:29:03.239] ま、いいたけどな。さっきな。
[01:29:04.719] もちろんモンハンのモンハンもう人差し指がめっちゃ痛いよね。人差し指が
[01:29:09.440] 俺親指が痛いんだけど。
[01:29:10.920] 親指の方が痛い。人差し指が痛えよ。
[01:29:14.880] 731爆笑豚。731爆笑豚。
[01:29:20.520] え、どうしよっかな。
[01:29:22.400] てか俺こいつ連れてきたいんだけど。音も選択。あ、来た。俺もう音も連れてけるよ。
[01:29:31.840] 連れてける。
[01:29:32.560] うん。
[01:29:32.800] マジか。
[01:29:34.080] 確か通信でも連れてけるよね。
[01:29:36.840] いや、来たと思うな。うん。
[01:29:38.679] ね。
[01:29:40.159] あれだよね。自宅からだよね。
[01:29:42.280] そう。
[01:29:42.679] オッケー。
[01:29:43.440] あ、雇わないとダめだけど。雇った。
[01:29:45.440] あ、じゃあね、さっきのやつ解雇しなきゃダめってこと?
[01:29:48.040] いや、違う違う違う。猫、あの、お供はお供で雇えば。
[01:29:50.480] あ、これか。うん。
[01:29:54.040] どうしよっかな。ジャンゴネギとく肉でリィノ男。ディノディノ
[01:30:00.880] 可愛いの。もう
[01:30:06.800] 1時間半やってる。
[01:30:08.800] まだクエストに2個しか行ってない。
[01:30:11.719] 音楽懐かしすぎてなる。
[01:30:13.920] 音楽やばいよね。懐かしく。
[01:30:15.239] 笑笑。
[01:30:15.560] 音楽懐かすぎ。
[01:30:16.400] クエスト2個しかやってないのにもう1
[01:30:17.840] 時間やってんの。
[01:30:18.639] やばい。やばくね、これ本当にか
[01:30:21.000] 終わんの?これ
[01:30:22.199] 今日はあのカイクエストをやって上位まで持ってこうっていうたつんまだ?
[01:30:27.480] タ今用意してんのかな?
[01:30:29.440] ちょっつん来てくれ。マジで
[01:30:31.040] 3人3
[01:30:32.360] 人で
[01:30:33.719] のが早いわ。
[01:30:36.040] いや、これ防具どうする?
[01:30:38.600] 俺防具頭買った。チェーンヘルム。
[01:30:40.719] あ、買うのね。
[01:30:42.080] 買った。とりあえず買った。
[01:30:43.239] まあ買
[01:30:44.840] 生産じゃなくて金にも言わせたわ。
[01:30:46.880] でもさ、防御2
[01:30:48.119] だからね、あんまり意味なくない。しかも下手に
[01:30:51.400] 1
[01:30:51.560] 個変えるとスキル発動しなくなるからね。寒さとかの精霊の過去とかこれ
[01:30:58.280] あ、
[01:30:58.920] セカジーも人数増えると体験伸びるの?
[01:31:01.600] じゃあそこ行ったらホットドリンク飲まなきゃいけ。
[01:31:03.520] 飲まなきゃいけないんだ。いや、わかんない。どうなんだろう。今だから自分のステータス見てみ。
[01:31:09.520] 意外とマフモフってステータスは弱いけど、あのスキル強いから寒さと、
[01:31:16.800] えっと精霊の加護でしょ?
[01:31:18.679] あ、寒さはついてるわ。
[01:31:20.119] あ、ついてる。精霊の加過はなくなっちゃった。まあ、まあ、まあ、まあ、ま、
[01:31:25.040] まあ、まあね、まあまあまあまあま
[01:31:28.040] モンスターの体力変わらないはず。あ、
[01:31:30.199] モンスターの体力変わんないんだ。3
[01:31:31.520] 人だろうが何人だ。
[01:31:32.920] すみません。銃って本当に普段ハンやってない。
[01:31:36.080] え、本当だ。
[01:31:36.600] お前本当に普段モンハンやってる。
[01:31:38.719] え?
[01:31:39.119] モンハンの配信者なんじゃないの?
[01:31:40.719] やってるよ。
[01:31:41.760] 全然知らないじゃん。
[01:31:43.000] やってるよ。
[01:31:44.040] 笑笑や。やってるよ。やってるよ。
[01:31:46.880] やってます。
[01:31:49.440] うわ、ウォーメイス欲し。円盤石か。持ってないで円盤石は。
[01:31:56.560] あら。さ、この何気にこの行くたびにピッケル全部買ってかなきゃいけないじゃん。これ結構痛いんだけど。金が。
[01:32:06.080] ダム死ぬなって話だね。死ぬなって話か。
[01:32:10.719] つんまげはゲームの音聞こえてないの?
[01:32:12.800] え、聞こえてるよ。聞こえてるよ。もちろん。俺はパソコンからの配信と同じ状況であの棒読みちゃんとあのゲーム音聞いてる。じんちゃんは棒読みちゃん聞こえないんだよね。自分の音聞いてるから。
[01:32:26.080] ま、でもね、モンハンやるんだとどうしてもローカル通信になっちゃう。そう
[01:32:29.880] しょうがないよね。
[01:32:32.000] まだこれがでも懐かしくていいよね。
[01:32:35.080] 懐かしい。今
[01:32:40.480] うってなった。次何こっかな?
[01:32:49.360] 俺まだ防具いいわ。
[01:32:51.679] 防具いらない。
[01:32:52.280] 防御いらない
[01:32:53.679] ね。肉焼きセットで560円すんの?
[01:32:56.920] 高
[01:32:57.480] 高くない?ちょっと
[01:32:59.119] 肉焼きセット高。
[01:33:00.960] 今標準でついてんだけど。
[01:33:02.960] あ、今肉セットってないの?
[01:33:04.560] 買わない、買わない。ある、ある。
[01:33:05.639] あ、そうなんだ。
[01:33:06.639] 買わない。もう持ってるすでに。
[01:33:09.600] へえ。
[01:33:13.679] 開かないっすか?
[01:33:15.239] ラージャソい子。
[01:33:17.080] そういうのまだ出てきてねえ。ラージンとこな。
[01:33:19.480] これあと何だろうね?キクエ
[01:33:22.239] バコンがや。
[01:33:25.080] 多分これはまだ無理だと思う。俺も無理、
[01:33:27.239] 無理。
[01:33:27.400] さすに無理だと思う。俺も
[01:33:28.320] 無理、無理、無理。
[01:33:30.320] あ、ヤンクラソデコピでさすに。
[01:33:34.320] あ、そっか。あ、下必要だよ。沼ちだもんね。うわ、ドスゲネポストがいたね。
[01:33:43.199] ドスゲネ行く。
[01:33:44.760] ち、これでもね、ドスゲネのあれじゃない?ゲポス。
[01:33:47.840] ああ、
[01:33:49.800] で、ゲポスのしびれ武器とかめっちゃ強かった。
[01:33:53.080] ああ、けど他に素材しちゃうね。多分ね。
[01:33:56.199] そうね。ま、大名座。
[01:33:57.960] いや、これむ、無。
[01:33:59.600] デスパライズ作るべ。
[01:34:01.239] デスパライズえぐいよね。デスパライズ片けんね。
[01:34:05.199] 片手もない。
[01:34:06.159] ママか。
[01:34:07.520] 大量とかあるね。
[01:34:09.159] 片手行くの?
[01:34:10.760] 笑
[01:34:11.119] どうしよっかな。次何行こうかな。
[01:34:12.560] どうしよう。とりあえず今ドスビアノスとス番号クリアした。
[01:34:16.760] 修羅の道やぞ。片手派は
[01:34:19.440] 片手白修らばなんだ。スランポ。
[01:34:25.040] ドスランは倒せんでしょ。
[01:34:26.880] お前今まで各位1
[01:34:28.679] しるやつがなんでそんな余裕そうにど行こうぜ。
[01:34:43.600] いや、金がな結局かっちゃうとね。
[01:34:47.840] 難しいね。そのバランスというか。
[01:34:50.080] うん。ま、あなたが死ななければもうちょっと来られるんですけど。
[01:34:58.800] え、体力変わんねえのか。行こう。手がちゃんといっぱい持ってかないでね。
[01:35:15.239] 持ってかない。持ってかない。
[01:35:17.119] 死ぬんだから。
[01:35:28.600] よし。せい。
[01:35:39.400] 俺は採取してくからね。
[01:35:40.920] オ。
[01:35:42.960] うわ、うざい。こうさ、ここか。
[01:35:50.440] ちょっと採取するのにこいついただい
[01:35:55.800] しながらね。あ、キノコも拾う感じ。
[01:36:00.199] うん。全然死なない。
[01:36:08.199] 強いね。
[01:36:08.960] あ、ハンマー気絶えるから強いんだよ。
[01:36:11.960] だけど気絶入れんのも技術ですからね。
[01:36:13.880] あ、まあまあまあまあ。そうっすね。
[01:36:16.239] うん。そのなんかなんかあれよ。
[01:36:19.760] 笑笑
[01:36:21.560] 分かったけど俺死ななきゃいいんだ。
[01:36:23.119] そうだよ。文句言わないで死ぬな。
[01:36:25.280] ごめんなさい。
[01:36:25.800] うん。
[01:36:26.800] ま、ランゴスタいる。
[01:36:28.840] おい、絶対立つだろ、お前。今おい
[01:36:32.000] いないだろうが。
[01:36:33.239] 俺の画面で行ったねん。
[01:36:35.760] 本当に
[01:36:36.320] おわざとやってますからね。こうやって
[01:36:39.280] あるずちゃん。PSP
[01:36:41.760] え
[01:36:44.040] と、あの、ずれる時あるし。
[01:36:46.000] うん。何言っちゃたの?
[01:36:51.800] ちゃんと
[01:36:52.560] あれ?あ、死んでるじゃん。ほら、ほら、ほら、ほら、ほら。
[01:36:55.880] お、しかもそれはぎ取れんじゃん。
[01:36:57.080] うん。はぎ取れる。
[01:36:58.520] え、俺とこにも死んで本当だ。取れるじゃん。あ、違った。キモ。な
[01:37:03.199] んだっけ?な
[01:37:04.600] んだっけ?こいつの名前?
[01:37:05.360] ギリギリスみたいなやつ。な
[01:37:06.320] んだっけ?ギアノスじゃなくて忘たな
[01:37:09.239] んだっけ?
[01:37:11.320] カンタロス来た。
[01:37:12.520] カンタロスや。カンタロス。は
[01:37:14.239] ぎ取れる。カンタロス。
[01:37:16.080] カンタロス。
[01:37:18.520] ジから何もはぎ取れない。
[01:37:20.719] 骨しかないよ。
[01:37:22.800] り骨しランポスってどこにいるんだっけな。キラ取れるかもしんないね。
[01:37:33.880] フェイスメーカー。
[01:37:34.560] ベースメーカー。
[01:37:35.119] うん。
[01:37:35.920] はぎ取りで。
[01:37:36.440] ハ取りで。
[01:37:39.119] これいるか?
[01:37:39.719] 多分あれだろうな。多分激レア素材だ。
[01:37:41.800] 激レアだね。
[01:37:43.000] 激リとかそ置系のすぎる。
[01:37:46.040] 激とかそっち系だろ。パテ。
[01:37:48.199] あ、あ、来た、来た、来た。
[01:37:49.320] 草。
[01:37:49.840] 移動してきた。
[01:37:51.000] ナンバー。
[01:37:52.000] え、5番。555。
[01:37:55.119] あ、こ、
[01:37:56.960] 5番ましたよ。こにいる。
[01:38:04.639] やって。
[01:38:13.119] ここランポス多すぎてキモいな。あ、俺。あ、ごめん。俺赤いの見てた。そうな。
[01:38:22.400] 俺青だった。
[01:38:23.320] まずい。
[01:38:26.520] いや、これ強制薬欲しいな。い、
[01:38:30.480] 頼むよ。じんじゃん。今日は
[01:38:32.520] オ、
[01:38:32.920] あんた今んとこ全落ちしてるからね。
[01:38:34.719] 全落ちじゃない。言い方違う。
[01:38:36.360] 全落ちでしょ。各クエスト1
[01:38:38.800] つずつしてんだから。頼むです。
[01:38:46.719] ガキランコス見てるとジ魔死んでる。
