[00:00:17.800] 来た。
[01:28:55.719] 標のとなり高で裸配信するために部取っちゃった。
[01:29:00.840] 627章。
[01:29:03.920] どういう意味だ?
[01:29:05.280] 俺もわからん。どう意味?
[01:29:06.280] 表で
[01:29:07.840] 何か別の意思が働いているように番って乳首なかったっけな?
[01:29:12.159] これないんだよね。あの、もちろん僕はあの、
[01:29:15.320] MSX版も持ってますけども、
[01:29:17.760] MSX版も持ってんだけどね。MSX
[01:29:19.800] 版はあります。なら
[01:29:21.880] うん。[笑い]
[01:29:24.239] 行動できねえからな。
[01:29:26.239] こいつ可愛いよな。
[01:29:27.080] 種族の助けが必要だ。
[01:29:30.239] え、マグモさん詳しいな。ゲーム
[01:29:31.760] と夜は何度かなし。しかし
[01:29:34.520] これ格好き。
[01:29:35.600] サルバンの破壊をどうする?てて
[01:29:38.560] 一瞬にして押しつされてしまう。
[01:29:41.520] シャーマンの壺を使えば良い。
[01:29:44.199] 最我々は地標ではサルバの日しか行動できないき。
[01:29:50.280] 手前の人。エすぎる。
[01:29:51.840] 手前の人。
[01:29:53.000] に加えて地標での謎の解明かよ。お前たちそうまでして自に住まないとなんねえのか。
[01:30:03.157] [笑い]
[01:30:03.840] そうだ。
[01:30:04.280] もっとハキハき喋れよ。お前
[01:30:05.920] を制するものこそこの星の害者おもろい。
[01:30:10.080] 笑笑。
[01:30:10.800] 我々の住めるにしなければならなぜサルバンの
[01:30:16.400] こいつワイプと自分の体がなんか
[01:30:18.840] シームレスに繋がっててなんか
[01:30:21.440] めちゃめちゃ頭でかいやつみたい。
[01:30:22.800] いつまでう。
[01:30:24.772] [笑い]
[01:30:25.800] 早く行けよ。
[01:30:28.520] 早く行けよ。もう
[01:30:30.199] 各種族のた
[01:30:31.480] 何なんだその緑の机は。
[01:30:34.159] お来た。
[01:30:34.480] 我々に任せておけ。
[01:30:36.000] お、
[01:30:36.679] 調査など線でも異体などケ散らしてくれる。
[01:30:39.920] お、いいね。
[01:30:41.520] 魔族より選ばれし12
[01:30:43.159] 名の勇者を待ち受ける運命。それがとてつもなく過酷なものであることをこの星さえも予測できない。
[01:30:51.400] ま、確かにこのゲームだいぶ過酷だからね。この
[01:30:54.903] [笑い]
[01:30:57.280] BGMめっちゃかっこいい。デレて。
[01:31:02.108] [笑い]
[01:31:02.800] 確かにセンターお前な。
[01:31:09.968] [笑い]
[01:31:13.719] いいね。はい。じゃあやってきますか。音でか。
[01:31:17.173] [笑い]
[01:31:29.360] 音でか。
[01:31:33.639] これ、
[01:31:35.000] この戦闘BGMを聞いてほしい。戦闘
[01:31:37.880] BGM大注目。
[01:31:42.480] 笑笑。
[01:31:43.119] 獲物がたぜ。
[01:31:45.719] 獲物がいたぜ。[笑い]
[01:31:48.679] 懐かしい。かっこいい。
[01:31:54.239] 笑笑。茶まぷんちゃめちゃまんちゃめかっこよすぎ。
[01:32:04.119] いつ聞いてもる。BGM
[01:32:12.840] かっこよすぎない?良すぎるだろ
[01:32:14.813] [笑い]
[01:32:25.760] の。中国
[01:32:27.913] [笑い]
[01:32:29.520] かっこいい。これなんだ?
[01:32:32.040] ただよ。はませ最高や。
[01:32:34.040] そう、そう、これ。え、でもなんかこの曲は誰が作ったかわかんないらしいよ。これは山さんも知らないんだって。これだったんだ、この曲はっていう。気づいたらデータに入ってたらしい。怖すぎるだろ。
[01:32:39.049] [笑い]
[01:32:50.280] めっちゃ良い曲なのに。笑笑。
[01:32:52.360] そう。だからこの曲あの
[01:32:54.320] CD
[01:32:54.679] とかになってねえんだよ。あの誰が権利持ってるかわかんないから。
[01:32:57.389] [笑い]
[01:32:57.520] 名乗りでろや。
[01:33:00.080] こんなほ誇らしいだろ。こんなもう自動でいい。クスにとかで聞くと全く
[01:33:09.880] そう全然別の曲なんだよね。
[01:33:13.560] 自動半濁音があの半濁音とかダ音があの一文字扱いのやつね。
[01:33:14.419] [笑い]
[01:33:23.080] で、しかもこのゲームってちょっとレベル
[01:33:26.320] 、もちろんあのRPGだからレベルがある
[01:33:28.360] んだけどFF2と同じシステムなんだよね
[01:33:31.520] 。攻撃ばっかやってたら攻撃のレベルが
[01:33:34.000] 上がるし、防御やってたら防御めっちゃ
[01:33:36.080] 上がるしみたいな。ほら体力攻撃とかだ
[01:33:40.119] からね、結構これ気使うんだよね。魔法と
[01:33:43.040] かどんどん使ってかないと魔法育てないん
[01:33:45.280] だよね。超やん。笑えめっちゃおもろいよ
[01:33:48.080] 。めっちゃ面白い。
[01:33:53.040] で、あの、メニュー画面の[笑い]
[01:33:55.719] BGM
[01:33:56.159] もいいから聞いてほしい。あれ、メニュー画面でどうやって行くんだっけ?くる。
[01:34:04.920] これ
[01:34:06.679] なん?メニュー画面の曲聞いて。
[01:34:08.784] [笑い]
[01:34:10.639] 草。
[01:34:32.840] めっちゃいい。なんでメニュー画面こんなポップなん?チャーゲームみたい。
[01:34:37.360] なんでメニュー画面こんなポップなんだろう。
[01:34:48.760] V、お疲れ。
[01:34:51.280] ペペロンお疲れ。ペロンお疲れ。
[01:34:52.520] スーパーの材コーナー。
[01:34:54.635] [笑い]
[01:34:55.719] ポリメガリミックスで色々やってますよ。色々インストールしてるぜ。いや、すげえ。
[01:35:09.045] [笑い]
[01:35:09.440] 懐かしい。
[01:35:12.119] 心してきて。近くとは12の赤い石。証は
[01:35:17.360] 幻の鍵。なんかね、当面の目標はこの
[01:35:20.560] ゲームはね、この赤いを世界中にある赤い
[01:35:24.080] 板を探す
[01:35:26.440] のが当面の目的になるんだよね。あと
[01:35:29.040] ここポケモンセンターね。ここポケ。ここ
[01:35:32.560] 我が魔族の代表者たちよ。
[01:35:35.080] めっちゃ鼻声。
[01:35:35.960] よくぞってきた。
[01:35:37.560] めちゃくちゃ鼻声。
[01:35:39.440] しかしまだ見はい。
[01:35:44.119] 我々にはこのようなことしかできないが頑張って。
[01:35:48.800] 水着てるやついる。
[01:35:53.400] でも画質マジでいいね。
[01:36:01.880] もう1回だけ聞こうか。もう1
[01:36:03.199] 回だけ聞かせてくれ。もう1回だけ。
[01:36:05.040] 布面積少なめ。
[01:36:09.960] あとあとこの画面のさ、戦油低すぎでしょ。
[01:36:15.800] ゲーム本編の[笑い]
[01:36:17.760] ゲーム本編の画面の占率低すぎない?
[01:36:28.400] いや、夏なあ
[01:36:32.840] てんてんてんてんの
[01:36:38.126] [笑い]
[01:36:40.600] ゲーム配信
[01:36:43.040] のゲーム配信画面ちっちゃいからね。
[01:36:46.600] 誰がゲーム見てんねん、あれ。誰が見てんねん、あのゲーム。
[01:36:54.080] 笑笑。
[01:36:56.239] めっちゃ分かるね、これ。首から下見てそう。
[01:37:01.119] 今すごいことなんだって。16対9の中に
[01:37:03.880] 4対3があってそん中のそん中の
[01:37:07.080] 4対3対4。
[01:37:09.440] え、あ、死んじゃった。多く死にました。
[01:37:11.532] [笑い]
[01:37:16.400] あ、そうで、空も飛べるんだよね。空も飛べるんすよ、これ。
[01:37:19.600] 笑笑。
[01:37:20.320] そ、空も飛べるんすよ。な
[01:37:24.800] んで死んだ?
[01:37:26.239] わかんない。毒、毒で死にました。いやあ、いいね。これもう
[01:37:33.760] 1
[01:37:33.840] 回やってもいいな。これね、エンディング結構最初
[01:37:38.560] 穏やかすぎる。
[01:37:40.480] そり
[01:37:41.360] 多分みんな多分今これ見てく
[01:37:43.719] あんまり
[01:37:45.440] なんか古すぎる。このゲームどうなんだなと思ってかもしれこれね
[01:37:49.440] ストーリーが結構いいのよ。これ結構驚きの展開が待ってるというか結構エンディングであっと驚く。あっと驚くのよ。
[01:38:03.520] あ、やべ。あ、くそ強え。敵がなんか必殺技るの。実はおもろいゲーム。
[01:38:14.800] そうなのよ。
[01:38:15.840] あ
[01:38:19.080] あ、やべ。
[01:38:32.440] え、でもなんか、え、
[01:38:35.119] そういえばちゃんとシステムカードの挙動をちゃんと再現されてますな。
[01:38:39.520] これすごいよね。
[01:38:40.480] 初期バージョンの挙動もさ、もう嫁の疲れた。ちゃんと難易度高いのもいいな。
[01:38:45.679] 高いのよ。難易度が。これマジ曲が良すぎるよ。
[01:38:54.800] はうす。
[01:38:57.520] あ、エンディング確かにな。驚きのエンディングはうスだけど。ま、そんなもんかな。そんなもんかな。これも面白いんで是非皆さんやってみてください。やってみてくださいってやるやついねえと思うけど。リセットってできないんだ、これ。
[01:39:17.880] 高いねん。
[01:39:19.040] 高い。これ、これ高いね。次の上半身が男なの。初めて見た。
[01:39:19.913] [笑い]
[01:39:24.639] 出ないかな?
[01:39:25.599] 絶対出ないね。ちょっともう
[01:39:29.440] 1局聞かせたい曲があって、もう
[01:39:31.920] 1局だけ聞かせたい曲があるんだけど、
[01:39:33.800] いくらすんの?これ?
[01:39:35.040] これ5
[01:39:35.520] わかんない。今どんくらいすんだろうね。俺買った時
[01:39:37.560] 3000円ぐらいだったけど、もう
[01:39:41.400] 1
[01:39:41.520] 局だけ聞かせたい曲があるんすけど。あ、またや。もうこれとあ、ごめん。聞かせたい曲あったのに聞かせらんねえや、これ。うん。聞かせらんない。
[01:39:53.040] あの、またオープニング。またオープニングからなっちゃった。え、これさ、聞かせらんないのかな?オーディオプレイヤー。え、オーディオプレイヤー。
[01:39:54.629] [笑い]
[01:40:11.800] すっごお。うん。
[01:40:15.199] HシステムCDロムディスクです。
[01:40:18.719] これよ。2
[01:40:19.520] 局目にコンピューター用データが入っていますので再生しないでください。
[01:40:24.199] あ、これはダメなのね。
[01:40:30.480] 1
[01:40:30.679] は再生しちゃだめだよ。
[01:40:35.679] もうじゃあこれでよかったじゃん。
[01:40:37.859] [笑い]
[01:40:38.760] じゃあもうこれでよかったやん。
[01:40:42.440] 笑笑。
[01:40:44.719] うわ、懐かしい。[笑い]
[01:40:46.360] ゲーム度内にあるてる。すげえ。
[01:40:50.119] 懐かしい。懐かしい。
[01:40:51.840] クソ長い会議見なくてよかった。
[01:40:54.889] [笑い]
