[00:00:07.919] そ
[01:16:18.600] 龍雅ごとの英語名はヤザか。ライクワドラゴンっていう時もあるよね。ライクアドラゴンて。え、どこ行けばいいの?
[01:16:33.080] ラナのサブタイがライクアドラゴン。
[01:16:35.560] あ、ラナのサブタイがライクアドラゴンなの?えー、聖なる種火。種火、種火、種火。
[01:16:46.719] はい。
[01:16:47.239] 神様が武器を捨せよって言ったからうちもしばらくお休みするのよ。はいはいはい。え、種火ってどこにあんの?種火って
[01:16:56.600] メルビンの走り方いつ見ても可愛い。
[01:16:59.080] 下半身のが先にちゃってるもんね。上半身より下半身のが先行っちゃってるもんね。
[01:17:06.400] へえほ。へほ。
[01:17:08.560] ルイージみてだ。鳥山スタイル。
[01:17:10.800] 確かにルイージみたい。確かに鳥山スタイルなのか。動かしてるの?メビルんか?
[01:17:14.920] メビルン。メビルン。あ。
[01:17:18.679] あら。
[01:17:20.000] え、おじい様。え、おい、おい、おい、おい。おじいちゃんちょっとおい、生涯現役だよ。生涯現役。お前だってメルビンなんか順番
[01:17:36.000] 20本飲んでんだから。順
[01:17:37.639] 血圧上がっちゃうよ。
[01:17:39.040] 工順20
[01:17:39.800] 本のみ死ぬまで現役です。よろしく。
[01:17:43.199] やば。
[01:17:43.880] うん。
[01:17:45.199] わしは英雄メルビン慎んでするでござる。
[01:17:48.960] ヘビーユーザーか
[01:17:50.480] こ順じゃあ目をつっていてね。寝ろ。準備はいい?行くわよ。それエロすぎちゃうか。どうもこんばんは。ありがとうございます。どうだった?私のやっぱ元気がでしょ?
[01:18:03.639] むほ
[01:18:04.760] むほ。
[01:18:05.239] 笑。
[01:18:07.719] いいっすなあ。
[01:18:08.880] パクパクされてえなあ。されてえな。え、で、何?どこに行くねんで?どこに行きゃええねんと。
[01:18:20.159] 何が
[01:18:21.760] されてるくせに
[01:18:25.960] されておまへんてしてくれ。ハフという響きだけで素敵なこと。目を開けないメルビンが憎わろたな。
[01:18:37.760] ああ。
[01:18:39.600] されてえな。尻りなら。
[01:18:43.960] あ、これ聖なる食べ。種火か。食には普通の炎が普通の炎って何?は可愛い女だったらな。そしたらもうね、そしたらもうね、これどうどう言えてるからね。同意書いてもらって。
[01:19:03.080] 同意書かせてもらって。
[01:19:06.000] 同意したよね、これ。同意したよね。同意だよね。反抗してもらって。性的同意を得ました。え、種火どこにあんねん?種火
[01:19:23.040] 無理やり同意させられました。今のよ。ハート出しが訴訟あるから安心同意後に強制的に欠かされましたって言ったら向こうなんだよ。
[01:19:34.239] かす。
[01:19:35.199] ちょっとさあ、大東。いや、全然街の中にあるんちゃうんか。え、これ
[01:19:41.440] 1人で行くの無理ですぜ。
[01:19:44.600] 1人で行けんのわし
[01:19:49.480] えは現代は
[01:19:51.520] つれえな。現代はな。コスタローの許しなんやねん。ちょっとほんまにほんまやめて。
[01:20:02.840] ほんまやめて。おじいちゃん
[01:20:04.639] 1人だから。おじいちゃん1
[01:20:06.199] 人だからやめて。
[01:20:12.639] ほんまに。ほめに。でも怖いよね。そうやって同意したと
[01:20:27.000] 物
[01:20:28.080] ど同意したと思わせて実はしてませんでしたみたいな。
[01:20:35.560] 気をつけようね。ま、気をつけっても気をつける相手いませんけどもね。コスターローってどこにいんの?
[01:20:48.080] てなわけでね。
[01:20:49.400] てなわけで
[01:20:50.480] ピエロが印をさせよう。笑えよ。
[01:20:54.639] ナルトのあの口押せの術みたいにさ、こうやって切ってもらってピッてやってもらしかないな。やってもらしかないな。
[01:21:02.560] カリカリ
[01:21:04.440] あんななんかさ、カリってやってるけどそんな簡単にカリっといかんよな。梅星じゃないんだからカリっつチしてセコスターロー王ってどこにいるんですかと。どこにおるんやねん。どこにおるねんということなんですよね。
[01:21:22.040] レゴすごいよね。
[01:21:23.360] ここな。ここあんなん無理やて。
[01:21:30.040] コスタールをどこにいるんですかと。
[01:21:34.360] コスタールだ。こっちか。やめて。
[01:21:38.239] あぶねえ。こっからね、こっからどうにか
[01:21:41.480] ルーラする方法ないの?こった。危ない
[01:21:44.719] 危ない危ない危ない危ね。ルーラ覚えて
[01:21:47.920] ないんか。
[01:21:51.760] 笑笑
[01:21:53.440] 9笑笑上げて落とすスタイル
[01:22:01.440] ま、今ちょっとギリギリせえでっけえのいるな。やんべやんべえのいるなあ。
[01:22:10.480] から元気で嬉しい。
[01:22:11.920] どっちだ?どっちだ?こっちか?
[01:22:14.040] 雑しおる
[01:22:15.520] 違う。あれ?え?あれ倒したらいいことある?うわ、なんかいいことありそうだけど。でもメルビン
[01:22:19.480] 1人じゃ無理だよ。
[01:22:22.360] メルビン1人じゃ無理だよ。
[01:22:25.480] やめてください。
[01:22:28.120] これとああ
[01:22:31.440] 、
[01:22:35.520] そういや、こいつ出てきてねえな。まだ出
[01:22:37.360] てきてねえぞ、こいつ。
[01:22:40.600] やれ。ちょっと、ちょっと、ちょっと、ちょっと、ちょっと、ちょっと、ちょっと。意外と
[01:23:00.080] 割と強え。
[01:23:03.880] あ、あ、あ、あ、
[01:23:07.560] あれ?お、
[01:23:13.199] あ、あ、え、
[01:23:16.880] てね、ちゃんと負けた。
[01:23:19.760] 剣かっこよ。笑笑。
[01:23:22.480] ええ、
[01:23:23.000] ぐのとりけテス。
[01:23:27.280] ええ。
[01:23:36.480] という夢を見たんだ。
[01:23:42.239] やっぱ1人じゃ無理やてみ
[01:23:55.280] できたのに。そうだよ。おじいちゃん1人
[01:23:58.920] じゃ無理よ。コスターローか。違う。
[01:24:05.480] コスターローってどこにおんの?
[01:24:10.560] ここか。
[01:24:13.080] あ、ここや。
[01:24:17.840] おお。開くじゃん。開いてんじゃん。
[01:24:33.600] なんか装備変わるかな?
[01:24:36.960] ガバ。
[01:24:38.960] オケ。オッケー。
[01:24:41.960] ヤッホー。
[01:24:44.639] 旅のものよくられた。本来なら歓迎の席でも設けるとこなんだが、今はそれどころじゃないのだ。わしは神に呼ばれて神の城に生き、そして神の言葉を聞いた。だがわしにはどうしてもそれが本当に神の言った言葉と思えなくてな。
[01:24:56.280] だがわしの考えが正しければこれから恐ろしいことが起きるに違いない。いや、もうすでに怒ってるのやもしれるな。消された大地、その国はいつもいつ同じこの国もいつ同じような目に合うか分からのだ。ところでそのは何よでここへ参られたのかな?遊びに来たようには覚えぬか。
[01:25:11.520] わしはメルビンと申すもの。わけあってこの国の聖なる火をもらい受けに参った。そういえばそう。そうでないと言えばそうでない。説明するのが難しいでござるよ。
[01:25:23.560] 聖なる旅はこの国に代々伝わる大切なもん
[01:25:25.840] でしたな。神の命令と言えと聖なるびをお
[01:25:28.440] 忘れすることには参りませんな。お1人
[01:25:30.480] 願う。え、ダメなん?うん。
[01:25:34.360] 違います。いや、わしは生前でござったが
[01:25:37.920] 、あの日神の言葉をどうしても信じること
[01:25:39.960] ができず違反したのです。消し去られた
[01:25:42.800] 世界にいる仲間たちを救うためには聖なる
[01:25:45.040] 種火がどうしても必要なのでござるよ。
[01:25:48.639] 聖なるのためには神の力が宿ってると聞く
[01:25:50.679] 。もしかしたらふむ。あ、愛わ分かった。
[01:25:52.560] そなたの話でも信じよう。ん?あ、大入っていのね。オッケー。ちょろいな。
[01:26:01.760] 同意を得ました。うん。これ大丈夫?あの大東入った後にさ、本当は同意してませんでしたと訴えられない。大丈夫。これ怖いな。東大作されない。東
[01:26:15.000] 2猛作されねえ。大丈夫?これ東大
[01:26:17.000] 2猛作
[01:26:18.800] あるかも。
[01:26:19.520] え、嘘?そんなあかんですやん。東大二作ですやん。やり点で脅されたって
[01:26:29.719] 2号作チャンス。
[01:26:30.920] 2号作されてますやん。
[01:26:34.719] 1
[01:26:34.960] 匹なら歩いわだな。
[01:26:38.280] ほぼほぼほぼドラクエ1
[01:26:39.920] だろ。これもばっちりやっちゃ。ばっちり。
[01:26:48.600] おお、初めてこのじいさん使うもんな。
[01:26:55.719] いいね。
[01:26:56.119] この場合の毛作って
[01:26:57.679] 1回目は何が生えてる?でござ
[01:27:03.960] 確かにね。
[01:27:05.760] でもさ、あの、いわゆる、いわゆるその
[01:27:09.199] 2号作もさ、1
[01:27:10.199] 回目は何なの?いわゆるその
[01:27:16.560] 2
[01:27:16.840] 回目はお金チャンスじゃん。
[01:27:18.679] うん。1
[01:27:19.719] 回目はいわゆるそのいわゆるみんなが言わんとしてるそっちの
[01:27:25.639] 1
[01:27:25.800] 回目は1
[01:27:26.880] 回目何?
[01:27:30.840] 1
[01:27:30.960] 回目は何なの?そもそもそもそもじゃね?
[01:27:35.040] 気持ちよしチャンス。私この
[01:27:37.199] 2
[01:27:37.920] 初めて聞いた。
[01:27:39.400] 気持ちよしチャンス。あ、ああ。
[01:27:41.960] 1回目はだから1
[01:27:43.480] 回目はだからお互い気持ちよかったじゃん
[01:27:46.639] 1回目ね。
[01:27:49.719] そういうことね。なるほど。なるほど。
[01:27:52.280] トントンが生えてるのか。
[01:27:53.880] なるほどね。お互い気持ちよかったのに。ていうことね。
