[00:00:05.879] ちゃまぷんちゃめちゃまんちゃめちゃまんちゃ
[01:39:47.719] 確かにな。それだけやる配信もありだよ。
[01:39:53.480] ここでしょ。11かな
[01:39:56.000] の中でも最高に強かったね。
[01:39:58.400] あ、そうなんだ。
[01:40:00.760] きっかり。
[01:40:01.400] え、そこまでやってんの?みんな
[01:40:03.040] 本気にしただけ。
[01:40:05.400] え、そうなん。見た目はウルノを黄色にしただけ。
[01:40:08.560] そんなやついるの?
[01:40:10.349] [音楽]
[01:40:12.880] 着メロ暴走音にしようかな。
[01:40:15.080] どういうこと?着走て何?何?急に急に何?なんかなんか急にすごい平成が押し寄せてきた。着めろって。今時着めろって言わねえだろ。
[01:40:34.584] [音楽]
[01:40:38.400] 気がいい。
[01:40:40.119] おい。
[01:40:46.199] 逃がさない。
[01:40:48.760] ノガを金色にしたやつがいるんだ。決めるわ。
[01:40:55.000] まんまフリーザや。まんまフリーザじゃねえかよ。フリーザもなんか金色になるじゃねえかよ。
[01:41:01.159] 好きな人だけピンクのチカチカにする。
[01:41:03.405] [笑い]
[01:41:05.239] あったな。あの柄のな、ガラ系のあの色、色できるやつあったね。
[01:41:14.360] チソパリなんですかそれ?
[01:41:16.480] おお、ヤングメン蜂とか言た。お猫はあれだよね。お猫はさ、
[01:41:25.199] ガキは黙って
[01:41:26.199] あれだよな。あのガラパゴス形態って触ったことないタイプでしょ。
[01:41:30.440] 笑笑。
[01:41:31.040] ガキがラ系触ってねえのかよ。わ、おい、崖。ガラ系をご存知でないね。これ絶対パンドラボックスだわ。
[01:41:42.480] 着メロなる前に光るアンテナは光る。アンテナにしてた。
[01:41:46.635] [笑い]
[01:41:47.560] あさ。いや、それ俺らの俺のお父さんお母さん世代だからアンテナアンテナ光るやつに変えるの。
[01:41:54.960] かけると天気でそこからよ。
[01:41:56.880] それはさすがに俺子供俺はさすがにそこまでおっさんじゃねえわ。まだごめん。アンテナ伸びるやつ使ってんだ。もうさ、それそれお前ジーフォンだろ?ジーフォン。あ、ほら、やっぱりそうだ。もうやっちた。戦わなきゃいいのに。これめちゃめちゃ強いからな。
[01:42:25.599] 彼女からメール来てないかな?センター問い合わせ。
[01:42:28.880] センター問いなっち好きなことをメールやり取りしたあの
[01:42:30.520] [笑い]
[01:42:35.159] RE、あのタイトルのRE
[01:42:37.080] がどんどん増えてくの嬉しい。
[01:42:38.679] 笑笑問い合わせ夏。[笑い]
[01:42:43.040] あのなんかRE
[01:42:44.679] がどんどん長くなっていくのあれ嬉しい。
[01:42:47.760] 好きな子の好きな子とのあのやり取りの長く長くなった時の
[01:42:52.119] 笑笑に明けおめメメールしてもなち
[01:42:53.446] [笑い]
[01:42:59.360] なちあのあの変な動くテンプレートみたいの使ってすごいデコってメール作るやつ上と下で上と下でなんか文章文章真ん中揃いにしてなやべえなちいいな成に戻りて
[01:43:11.786] [笑い]
[01:43:19.040] 文章を真ん中揃えにしてかわいそう。これ知らないんだろ?今の若者かわいそうだな。
[01:43:26.239] ペ時代だもんな。真ん中揃いやるやる。
[01:43:29.440] 魔法のアイランド。魔法のアイランド世代ですけど僕。
[01:43:38.641] [笑い]
[01:43:38.840] ま、魔法のアイランド
[01:43:52.360] 応援だな。
[01:43:57.080] 強い。大丈夫。
[01:44:06.880] 1
[01:44:07.000] 人じゃないわ。よしせい。よいしょ。お、今もこお疲れ。今もこお疲れ。エンドコンテンツやってるわ。エンドコンテンツやっとんね。
[01:44:26.119] 20回やっぱ20
[01:44:27.320] 回が今んとこ最高。ただこれめちゃくちゃむずいぜ。マジで。う、どうすか?
[01:44:39.320] ダンジョンですか?
[01:44:40.800] え?
[01:44:43.000] あ、え、え、
[01:44:48.727] [笑い]
[01:44:51.480] 終わった。あ、冗談ですやん。
[01:44:55.239] 冗談ですや。おいおいおいおいおい。ないないないないないないないないないない。そんな
[01:45:05.679] ドワーがは笑えやない。
[01:45:08.377] [笑い]
[01:45:10.840] 字だぞ。
[01:45:12.080] えないだろ。
[01:45:14.000] こ笑。
[01:45:15.400] このボリュームで99
[01:45:17.199] 回っておい。今日最終回
[01:45:19.159] 2なんだけど最終回25まで行くぞ。
[01:45:22.520] 225
[01:45:24.119] まで行くぞ。
[01:45:28.000] あれやりすぎですよ。え、
[01:45:33.520] 次回ファイナルラスト
[01:45:34.800] 助かったよ。頑張れそう。
[01:45:40.639] せいよ。
[01:45:42.639] いや、ほんま勘弁して。それはそれはほんま勘弁して。どすぎてるからね。つけていけばいいさ。ファイナルラストレ。
[01:45:53.560] これさ、ベホマも覚えてないのが弱いんですよな。ベホマも覚えてないんですわな。邪魔だりえ
[01:46:01.920] 1コ案
[01:46:05.679] ベホマも覚えてないんですわ。
[01:46:11.719] あかん。それは
[01:46:13.599] 頑張れそう。
[01:46:16.320] ギガデイン
[01:46:19.159] ファイナルレ。
[01:46:21.738] [笑い]re増やしてくべ。
[01:46:25.560] えー、ちょっとさ、それはダめだよ。
[01:46:38.040] ここからは任せて。
[01:46:43.353] [笑い]
[01:46:44.639] 資料の平成声出しデ
[01:46:46.320] コベ
[01:46:49.760] なんか絵文字ダウンロードのサイトとか言ってなんかコスコスダウンロードしてたな。コスコスダウンロードしてたな。
[01:47:00.280] 着歌
[01:47:01.360] 着歌フる着歌フル[笑い]
[01:47:05.280] 自登録めっちゃした。
[01:47:07.599] 着歌るって何年ぶりに口した?
[01:47:17.360] このメールを送らないと幸せになりますよ。あったね。ね、
[01:47:22.800] 携帯動画変換の出番やね。
[01:47:25.760] 携帯動画変換君すぎる。[笑い]
[01:47:33.679] 夏すぎる。
[01:47:42.280] 俺さ、スライド形態使ってたわ。スライド形態かしってなんか黒のなんつったっけな。どこも
[01:47:50.440] J
[01:47:51.080] 風よ。
[01:47:51.800] Jだっけな。なんか忘れちゃった。
[01:47:54.040] D51みたいな。なんかなんだっけな。
[01:48:00.840] アドレスのの後にさとかつけるんだ。ごめん。
[01:48:07.119] D504
[01:48:09.360] どう?
[01:48:09.760] D504ああった。え、
[01:48:12.400] D504ってどういうやつ?
[01:48:13.920] ノーモアくらいやん。
[01:48:15.480] あ、D51はノーマくらいか。え、
[01:48:18.840] D501って俺が使ってたやつかな?
[01:48:21.760] 見た目はいいけど案外不便なスライド形態。
[01:48:25.520] え、でも結構使いやすかったよ。フル。
[01:48:29.119] D501
[01:48:29.960] フル知らんわ。何これ?お父さんが使ってるやつやん。
[01:48:33.719] あのアンテナチキって伸びるやつやん。
[01:48:36.840] 振る。
[01:48:38.960] ああ、電池パックの蓋の裏にプリクラ張り
[01:48:42.920] て
[01:48:57.719] 。
[01:48:57.880] 今のガキはやらないの?プリクラをどこに貼るの?今のガキは?あ、み、メタルハンド来た。
[01:49:10.199] データです。クラ
[01:49:13.360] 何データって?
[01:49:14.599] 透明なスマホケースに
[01:49:16.320] プリクラ貼れよ。貼るだろ。
[01:49:18.159] 食らっちゃって甘いわね。
[01:49:21.360] 何?推しって推しの写真クラ取れへ。
[01:49:28.880] クラウドです。逃さないよ。です。
[01:49:32.599] FF7
[01:49:38.159] 茶まげのソロプリデータでくれよ。
[01:49:40.719] いや、絶対だわ。
[01:49:42.199] も早になろうね。
[01:49:44.119] 興り何スパダリって?スポー取りしか知らないけど。アクエリ
[01:49:53.400] iPhoneの裏に入れる。
[01:49:54.679] 行け。
[01:49:55.320] やめろよ。[笑い]
[01:49:59.800] 何?スパダリってなんで?
[01:50:04.760] え、スパりんの?
[01:50:07.040] わかんな。
[01:50:10.159] やべえだろ。
[01:50:10.800] 甘いわね。
[01:50:12.440] なんか韓国完スターとか入れてんでしょ、女の子って。そういうとこに。
[01:50:17.800] 俺の写真入ってたらやばいって。められるって。
[01:50:23.199] 決める。
[01:50:28.199] いじめ返すよ。怖。え、これどこだろう?当たり。
[01:50:38.199] 彼女できたら目アド変更して一斉送信でも
[01:50:41.840] 1回に5人までしか1
[01:50:43.440] 回に5
[01:50:44.000] 人までとかだったっけ?そうだった。全員に送れなかったっけ?行か。
[01:50:51.400] あ、
[01:50:52.280] スパダリってのはスーパーダーリンや。多分
[01:50:55.760] せ気が
[01:50:57.199] こんばんは。です。
[01:50:59.599] ガルゴエルサさんどうもこんばんは。初ありがとう。
[01:51:02.840] ガルゴエルサさんは
[01:51:04.719] 1番最初に使ってたガラ系は何?
[01:51:08.880] 嘘ガラ系世代じゃなかったりして
[01:51:11.520] 無限の
[01:51:13.560] スーパーダーリは完璧な男性。あ、無限の無限の回廊。そうそうそう。
[01:51:21.280] めっちゃしんどい。めちゃくちゃしんどいわ。ここなんかアイテムねえじゃん。
[01:51:31.599] 井戸の携帯ですね。
[01:51:34.040] 何?井戸井戸の何それ?知らね。やっぱ俺、俺より多分ちょっと上の世代なんかな?みんなの使ってるさ。何それ?ちょっと調べよう。
[01:51:49.520] え、俺が使ってたさ。
[01:51:51.599] 青の携帯は前派?
[01:51:55.360] AU
[01:51:55.679] の携帯の前。もうごめん。俺それ全く知らんわ。行け。
[01:52:00.377] [笑い]
[01:52:01.599] え、何それ?
[01:52:03.920] 合うより前。
[01:52:07.840] ちょっとそれちょごめん。ちょっと狙そうな。
[01:52:10.920] ちょっとお父さん世代すぎるかも。
[01:52:13.477] [笑い]
[01:52:14.079] 何それ?あ、
[01:52:18.159] 何それ?ウブ
[01:52:19.199] のさに前ブなっつ
[01:52:25.719] eつ
[01:52:28.040] ebでおばあちゃんの落形態でさ、おばあちゃんの楽でさ、
[01:52:35.880] クソ
[01:52:36.560] エロエロエロ動画見まくってさ、パケホ入ってねえから
[01:52:41.400] 5万円ぐらいの請求来て
[01:52:42.960] めっちゃ怒られたわ。懐かしい。
[01:52:46.119] Eージウェブで。
[01:52:46.880] 笑笑。
[01:52:47.880] Eージウェブでよ。小学校の時さ、おばあちゃんの楽でさ、もう世界で俺だけかもな。楽でエロ動画見てんの。楽でエロ動画見てたらさ、い
[01:53:03.440] レベル上げになったでしょ。
[01:53:06.719] いいレベル上げてない。それ続きを見つけるやつ。
[01:53:09.808] [笑い]
[01:53:12.800] その星のリンクのどれかが続きのやつ。
[01:53:15.920] 笑笑。
[01:53:16.960] あちそ。
[01:53:20.288] [笑い]
[01:53:21.280] それ
[01:53:23.040] 夏すぎる。
[01:53:24.199] た。笑笑
[01:53:27.159] 何だったんだろうな。あれしこいてなってたな。
[01:53:33.159] 笑笑。
[01:53:34.159] 夏すぎるだろ、それ。
[01:53:38.400] スクルとしてから超絶技してみたら。
[01:53:40.920] 作るとしてから超絶技。超絶技って何どうやってやんの?だって体力半分じゃなきゃできねえんだよな、確か。違ったっけ?やばい。
[01:53:51.159] MPがない。らず
[01:53:55.239] レベル上がんねえかな。
[01:53:56.280] 切りなさい。
[01:54:02.800] 行くぞ。
[01:54:06.360] 50%じゃなくても
[01:54:08.840] え、そうなの?
[01:54:10.840] 食いても遅い。
[01:54:11.960] え、そうなの?え、そうなん?知らんかった。これ絶対こっちなんかあんな。え、そうなの?
[01:54:29.520] だいぶ変わるのでは?技によって色々と条件あった気がする。
