[00:00:32.680] わこつ
[01:16:54.360] もう骨付き行く。骨付き行くわ。もう、
[01:16:57.239] もう、ま、お前来なかったらちょっとこれ
[01:16:59.000] 企画にならん。お前来い。ここで来てくれ
[01:17:02.639] 。頼ま、
[01:17:06.080] 頼ま。
[01:17:09.280] 来い来い来い。俺の仲間になれ。レベルはま、レベルもいいんだけど。レベルもありがたい。来い来い来い来い来い来い来い来い来い。よっしゃ。
[01:17:16.798] [笑い]
[01:17:20.920] 来た来た。仲間します。
[01:17:24.719] しゃー。
[01:17:25.520] お前の名前
[01:17:26.040] ちゃどんちゃめ。名前。お前の名前はテロテロな。
[01:17:28.840] ちゃまぷんちゃめ。よし。
[01:17:31.679] お前の名前。ぷんちゃめ。
[01:17:35.280] ここにすべ。テロテロ。
[01:17:37.600] しかも[笑い]、しかもあの波波波線あり
[01:17:40.639] 波線お前のテロテロテロボス
[01:17:44.920] なんだろな。鳴き声で来た。
[01:17:49.679] やった[笑い]
[01:17:51.760] やった。テロテロ来た。テロテロ
[01:17:57.880] いいね。
[01:18:00.800] 格闘と地面4倍。
[01:18:02.400] 見せろ見せろ。ちょっと見せろ。強さ見せてくれ。
[01:18:03.303] [音楽]
[01:18:04.400] お前の攻撃力
[01:18:06.840] 27。戦力やん。え、インドやん。戦力やん。
[01:18:07.888] [笑い]
[01:18:18.000] 27レベル4だぜ。は、
[01:18:21.600] これはテロテロ。
[01:18:22.600] テロテロやん。くんくるくるテロテロ仲。いや、
[01:18:30.920] 1回帰りて。[笑い]
[01:18:32.840] 1
[01:18:33.080] 回帰りたいぐらいなんですけど。いや、ここでもレベル上げてかないとな。レベル上げてかないとな。やべ、強い、強い。いや、怖いな、これ。ちょっと、ここでちょっとさ、レベル稼ぎましょう。ちょっとダめだ。弱すぎる。ここも怖いけどね。ここでやんのも強い。
[01:19:01.440] ここでやんのも怖いけど、
[01:19:07.120] さすがにさ、さすがにコドラコドラ2匹は
[01:19:11.560] ないよね。さすがに
[01:19:13.880] さすがにコドラ2匹はないよね。終わるぞ
[01:19:17.080] 。そしたらそしたら終わり。
[01:19:20.199] コみん貧弱すぎて怖ええ。そうなんだよ。
[01:19:23.000] コみんが撃たれ。ちょっとレベル10
[01:19:25.760] ぐらいにしたいなあ。
[01:19:30.360] これ。あ、ないんだ。相当はできないんだ
[01:19:33.239] 。
[01:19:35.080] まあ、ちょっと次の、ま、ま、結局ここで
[01:19:37.520] うろうろしててもいいし、次行っても
[01:19:38.719] 変わんねえから次行くけど。ま、こん
[01:19:41.520] くらいだったらいいよね。こんくらいだっ
[01:19:42.920] たらいいや。
[01:19:45.960] 素早さ高いからな。
[01:19:49.320] うん。
[01:19:51.639] やっぱちょっとスラボぐらいちょっと強く
[01:19:53.800] いて欲しいね。
[01:20:02.239] いや、ゴーストもだいぶ強い。あれ、
[01:20:04.760] こんなに敵強かったっけな。ゲームボイ版
[01:20:07.840] って
[01:20:09.679] めちゃめちゃ強く感じる。
[01:20:19.360] 頼むよ。
[01:20:25.320] オケ。
[01:20:29.040] 16ポイント全然あの、さっきの
[01:20:30.960] ダンジョンに比べたら10倍ぐらいもられ
[01:20:32.360] てるから
[01:20:34.199] さすがにこっちでレベル上げした方が早い
[01:20:35.840] のは早いんだけど。
[01:20:38.639] 早いのは早いんだが。あれ?これ迷いの森
[01:20:42.120] とかじゃない?これ違う。あ、普通に穴
[01:20:43.960] あったわ。
[01:20:48.365] [音楽]いや、若干怖いなあ。
[01:20:53.606] [音楽]
[01:20:58.280] ま、アイテムどんどん使おう。アイテム
[01:21:00.159] どんどん使おう。うん。アイテムガンガン
[01:21:03.159] 使う。もうこれもう薬草めちゃ落ちてる
[01:21:04.840] から。でもやっぱさ、ダメージ食らうのっ
[01:21:07.520] てなんかスラボが多いよな。
[01:21:08.880] やっぱこれ対列関係あんのかな?うわあ、これ行けるか?ちょっとデス円下なんじゃないの?これ大丈夫?あわ。よしよしよしよしよし。
[01:21:12.601] [笑い]
[01:21:36.400] オオいいよいよ。
[01:21:44.000] テロテロなら余裕。
[01:21:45.560] ま、テロテロがいるからね。テロテロ。これあれかな?ホミ下げる方がいいか?もし対の順番でダメージのなんか攻撃対象のさ、あれがもしあるんだったらテロテロ下げでいいんだけど。テロテロじゃねえ。あの小み民み後ろに下げるか。
[01:22:03.000] 下げやな。酒だよね。なんかだって全然お
[01:22:05.840] 、ナイス。全然さ、ダメージ受けてない
[01:22:08.760] もんね。うまい。22。ああ、うまい、
[01:22:11.440] うまい、うまい、うまい、うまい、うまい
[01:22:12.239] 。この時点でレベフィジカル
[01:22:15.360] がすげえ。[笑い]
[01:22:17.440] こいつポテやべえな。だいぶポテあります
[01:22:21.040] 、こいつ。こいつ
[01:22:24.000] 通ってだけで腕こんなになるタイプの
[01:22:26.800] ポテがすげえわ。
[01:22:29.960] これは全クり。
[01:22:31.000] うわ、しかもギラー勝ち申したね。勝ち申した。全
[01:22:39.120] ギアつ
[01:22:39.960] ギアつ。ちょっと並べ返します。並び返します。ま、こうやろな。うわ、もう
[01:22:49.040] MPがないよ。
[01:22:50.280] たん検闘1ハート。
[01:22:52.600] おちわけ肉でリサだこんばんは。ちくちゃん。ちくちゃんや。こないだ。ありがとね。こないだはあのイベントありがとね。
[01:22:59.600] イベントありがとね。またやろうな。またやろうな。ワンワンバトル。ワンワンバトル。またやろうぜ。今日はドラクエ人生縛りでやってんのよ。人生縛りで。ちょっと待って。並び会できてねえな。あ、できてるわ。できてた。オ行くぜ。
[01:23:15.520] こんばんは。こちらこそ。
[01:23:16.920] いや、こちらこそよろしくね。よろしく。よろしく。またね。またやろうね。ま、またまたやろうっていうか、またあるのかわからないけど。またあるのかわからないけど。
[01:23:24.257] [笑い]
[01:23:29.840] い、強え。いや、いきなりかがやっぱギラなんよね。
[01:23:32.117] [笑い]
[01:23:42.159] やっぱギラなんよ。やっぱギラ。
[01:23:47.280] MPもう3
[01:23:47.960] しかねえけど。全力全力で行くタイプね。お来た。テロテロレベル
[01:23:49.148] [笑い]
[01:23:55.320] 5。どんくらいあがんの、お前?どん
[01:23:56.760] くらい上がんの、お前?
[01:23:58.920] あ、あんま、あ、
[01:24:01.199] あんま伸び代が、[笑い]
[01:24:03.440] 伸び代微妙かもな、こいつ。こいつ顔だけ
[01:24:08.080] かもな。やる気はあります。ここで働かせ
[01:24:11.880] てください。やる気はあります。
[01:24:15.840] 3しか伸びねえ。硬や。レベル1でHP
[01:24:19.360] 10伸ばすやつもいるのに。
[01:24:22.553] [音楽]
[01:24:25.040] ちょっと、ちょっとMP
[01:24:26.920] 全然ないんだけど。これさ、歩いてたら
[01:24:29.280] MP
[01:24:29.639] 回復するよな、確かな。そんな仕様だよね、これって。歩いてたら
[01:24:33.760] MP回復する仕様だよね、当時のこの、
[01:24:37.040] これ何するゲーム?
[01:24:38.400] これあのドラゴンクエストモンスターズだからな、何て言うの?モンスターを捕まえて育てて進んでいく。ま、ポケモン、ま、言ったらドラクエのポケモンのパクりですね。ドラクエ版ポケモンです。
[01:24:52.080] ポケモンか。
[01:24:52.840] ポケモン。ポケモン。
[01:24:54.560] で、それ人生プレイだから死んだら逃すの
[01:24:57.320] よ。で、ポケモンと何が違うって配合っ
[01:25:00.000] つってモンスター同士をこれマジね、これ
[01:25:02.880] マジね、あの例えとかじゃなくてマジで
[01:25:05.199] モンスター同士をあのコ尾させ
[01:25:07.840] て子供産生ませるのよ。そうすると新たな
[01:25:10.560] モンスターが生まれて強くなる。でも親は
[01:25:13.159] どっかに行っちゃう。親はどっかに行って
[01:25:16.239] しまうマ
[01:25:17.080] うん。マグわいです
[01:25:21.480] 。
[01:25:21.639] やっぱりちょっとね、ちょっとコドラさん結構デス円下だね、これね。
[01:25:34.719] 石カえぬ。何?何?
[01:25:37.224] [笑い]
[01:25:40.679] 1週間なんだ?わかんない。
[01:25:42.000] 誰と誰で何になるかわかっ。
[01:25:46.360] そう。俺、俺に子供を押し付けてどっか行っちゃう。
[01:25:52.199] ま、生むだけで親になれるわけじゃないっ
[01:25:54.040] てね。よく言ったもんで。[笑い]
[01:25:56.199] よく言ったもんで。うん。ACのCMね。
[01:25:58.480] 生むだけで親になれる[音楽]わけじゃ
[01:26:00.639] ない。あの、あれ怖いね。あのCM。あの
[01:26:03.920] CM性別
[01:26:11.400] 偏るのだるいんよな。そうなんだよ。そう
[01:26:13.239] だから交尾させるにはオスとメスじゃ
[01:26:15.119] なきゃダメなんだな。押すと滅かつ10
[01:26:17.920] レベ以上っていうかつ
[01:26:20.800] 10レベ以上というあのあれがあります。
[01:26:23.400] のパパに聞かせたかった
[01:26:25.039] [笑い]
[01:26:27.719] なあ。ああ。
[01:26:28.480] だからちょっとちょっと待って待って待って待って待って待って待って待って待って待って待って待て待て待て待て
[01:26:34.800] え
[01:26:35.440] 待って待て待て待て待て
[01:26:37.560] まずいまずい
[01:26:41.480] さすがにこれは
[01:26:43.600] さすがにこれはテロホイミ足早いオオオオオ危ねえ危でマジで危なえ待ってそんな
[01:26:44.034] [音楽]
[01:26:58.360] ピりきましたね。
[01:26:59.840] ピッキーやべえよ。ピッキーがピッキーがやべえ。ピッキーがあいぶひりついたな、今。
[01:27:08.040] あの鳥やべえな。
[01:27:09.239] あの鳥やばめ。ハビコなんじゃ。あいつハビコだろ、ほぼう。殺人。お、まだんだ。いや、これ仲間にしてえいけどさ。
[01:27:28.719] 目に砂が入ったって。お前どこに目あんの
[01:27:30.600] ?窓ハンド目に砂が入ったつったけどどこ
[01:27:34.440] に目が?
[01:27:38.239] ああ、ちょ餌巻こうぜ。餌巻こ。どうせ
[01:27:41.159] どうせあれすんだったら餌巻いた方がいい
[01:27:42.480] な。
[01:27:45.760] 餌巻きますか。もうね、魔物の餌ぐらい
[01:27:48.840] じゃ仲間なんねえんだよな。
[01:27:53.639] オ来い来い来い来い来い来い来い。
[01:27:57.719] なあ、
[01:27:59.760] まあ仲間なんねえよな、この辺な。
