[00:00:15.360] ひひひちゃまうすんの
[01:44:51.159] ここまでの海分遣いがリスなのが奇跡。使が
[01:44:58.239] ダ音のグラコスじゃん。
[01:45:03.320] 何な寝て寝て知り出したりか阪神ばかり出したりしてねん。濁音不回封。
[01:45:13.000] そのカテゴリーわかんない。それなんかそういうのあるねや。そういう開分界隈はそのカテゴリーがあるんだ。
[01:45:15.582] [笑い]
[01:45:25.040] パパが。
[01:45:25.719] え、何としたの?
[01:45:27.920] それで村の漁師たちみんなでお嬢さを探してたんですよ。
[01:45:32.360] レジョン
[01:45:33.840] 分かったわ。何?
[01:45:35.040] だったらさっさとフィッシュベルに戻るわよ。
[01:45:37.760] そうそうそうそうそう。[笑い]
[01:45:38.599] レギュレーションが
[01:45:41.400] じゃあみんな悪いけど私は先にシルに戻ってるわよ。
[01:45:47.760] ナルト柱で帰ってた。何?何?何?どうした?え、待って。
[01:45:51.920] うん。
[01:45:52.480] マリベルがお父さんが病気?マリベルのお父さんが病気だって。ええ、どこだっけ?フィッシュベルって。あそこか。めっちゃ久しぶりに実家帰るんだけど。音不なんですが。
[01:46:08.560] 一応分かりやすく楽音不問の時につけた方が分かりやすいてます。マリベルとはここでおさ。
[01:46:16.840] え、マリベルここでおさバなの?何が?マリベルの家どこだっけ?え?マリベルはマリベルはいなくなんないしょ、さすがに。え、意外と嫁さんいるけど。まあレン、あなたたちも来てくれたのね。
[01:46:37.760] まさか夫が倒れるなんて信じたくありませんわ。どうか悪い夢であってほしい。え、まあちゃん。あ、え、ガチやん。デブやな。
[01:46:51.920] うん。ではマリベル
[01:46:54.320] お父さんが倒で
[01:46:57.360] まあそうか。
[01:46:58.400] とりあえずアミット殿の命に別情はない。
[01:47:01.960] そう。バイバイバタフリーみたいな。
[01:47:03.960] 何分原因不明の病には違いない。
[01:47:06.800] 怖いリザードンなんかいらないってね。
[01:47:09.800] あのクソ泣ける会ね。うん。バイバイ
[01:47:11.639] バフリーじゃねえよ。ごめん。なんだっけ
[01:47:13.400] ?リザードンの山みたいなやつ。あ、
[01:47:16.104] [笑い]
[01:47:16.880] 知らないみんな。初代ポケットモンスター
[01:47:19.679] アニメのあのリザードンと別れるとこれ
[01:47:22.880] 超泣けん。あれ超泣けるねん。か即興文だ
[01:47:27.280] よ。えーえ、えじあ、
[01:47:33.789] [笑い]
[01:47:41.960] 笑笑
[01:47:42.639] ちえとま、えー、出るかい、そんな
[01:47:46.889] [笑い]
[01:47:49.280] 頑張れ、頑張れ。
[01:47:51.599] おい、出るかい、そんな。お、じゃあお前ら出んのかよ。おら、お、これ言う。言うとけ。
[01:47:55.599] 1人1つ。おら。はい。1人3
[01:47:57.520] 秒ね。はい。321。
[01:47:59.360] はい。弱い。はい。はい。雑魚す送りです。
[01:48:01.954] [笑い]
[01:48:03.840] できてたらしてくれてたのフよ。イカ食べたか。な
[01:48:07.849] [笑い]
[01:48:09.320] んでそんなお前ら
[01:48:11.560] 何お前らそういう時のために頭にインプットしてる?すぐ出せるやつ
[01:48:16.960] 1
[01:48:17.119] 個用意してんの?どっか頭のちょっとに春が来た。今朝が来た。
[01:48:22.639] 何?何?何?春が来た。
[01:48:24.760] 今朝今朝来たがすげ。
[01:48:27.880] 今朝が来たがなんちゅわからないな。
[01:48:31.360] つまな
[01:48:36.080] よし。やってくる。
[01:48:37.840] こんな時じゃせめてお前がこれ以上網とに心配をかけてはならんぞ。
[01:48:44.760] 値段聞いたが大金だね。最
[01:48:49.400] 16ヶ月目です。
[01:48:51.480] いかゲリ
[01:48:52.040] いかんゲリギリ限界本当にサブスありがとうござす
[01:48:58.800] お
[01:48:59.400] 稼いでるよ今日も始まった
[01:49:01.960] 今日も邪魔から始まるリズムに合わせてチマ
[01:49:07.560] 6邪魔6は無理や
[01:49:09.599] しばらくは父のそばにいてあさせてやれ
[01:49:14.599] ですか?
[01:49:14.800] それが何より薬になる
[01:49:17.840] 拾ってきたんかな?までもサブ
[01:49:20.719] してくれたからオッケーです。え、パパ死んじゃうの?やだ。
[01:49:26.719] お、来ていたか。
[01:49:28.719] 今の話を聞いていたなら、
[01:49:31.040] お前もマリベルがどうすべきかわかるな。
[01:49:34.080] てレレてドンキーコングの真似あれだって。
[01:49:36.360] あの、スーパードンキーコングで
[01:49:37.960] 1の1
[01:49:38.360] が始まった時に逆の時にとこにやてそ、あのバナナの倉行に入った時にバナナが全部盗まれてた時のがっかりしたドンキーゴングデチマ死ね。それもうあかんや。それはダめ。それはダめじゃん。
[01:49:56.239] マリベルバる。今ダブル
[01:49:58.760] マリベルバる。今本当に
[01:50:01.480] チャマ4ね。ごめん。あ、チマチマチマ
[01:50:04.040] 4
[01:50:04.239] ね。あ、ごめん、ごめん、ごめん。あ、ごめん。
[01:50:05.679] あ、ごめん、ごめん。
[01:50:06.840] バズ戦の時にやってたやつか。
[01:50:09.000] よく覚えてんじゃねえか。バズ戦の時にやってこのもノマねして
[01:50:10.336] [笑い]
[01:50:13.599] BGM
[01:50:14.119] が違うっつってガチ勢に怒られたやつね。
[01:50:16.719] チャマ4ちゃまちゃま何?チマ
[01:50:19.920] 4ちゃまちゃまチまチまやね。うん。
[01:50:24.920] ま、マリベルイバルまなってないやん。
[01:50:29.880] だからお前はなんな、そのランディはなんかそのちょっとなってそうで詐欺師が
[01:50:36.040] よチケラっちょ
[01:50:38.280] 詐欺師がなんだっけそれよチェケラっちょあったよね全然覚えてないけど海分会の詐欺師がいやなってないねみ
[01:50:50.719] え
[01:50:51.840] ちょっと外で話しましょう
[01:50:53.480] ええなんかトーンが違うマリベルたんのつものトーンじゃない待って本当に抜けるとかないよね
[01:51:01.920] ま、そういうことだ。
[01:51:04.639] 悪いけど私こで冒険やめるわね。
[01:51:10.480] え?
[01:51:11.320] あ、
[01:51:12.360] え、
[01:51:12.960] ごめん。まえんマリベルパーティ抜けるってよ。茶まどびっくり。下手なのせいで怒っちゃった。ラおじって。
[01:51:24.320] ラじってよ。ラ
[01:51:26.840] おじってよ。
[01:51:31.079] ものすごい分だよって。え、何?マリベル何これ?どういうこと?
[01:51:35.480] パパの病気を直すには可愛い
[01:51:38.119] 1人娘の私がそばにいてあげなくちゃ。
[01:51:41.679] ええ、じゃあ俺は何かい?これからどこぞの芋女とじじと元犬のくせえガキ
[01:51:49.520] 3人連れていくのかい?
[01:51:52.040] え?
[01:51:52.880] い女、
[01:51:53.679] もうこれ、もうこれあれですやん。
[01:51:56.480] くガきもうこれ
[01:51:58.360] の終わり芋あれですやん。もうなんかボーカル以外全部マイファーストストーリーみたいなこと起きてるやん。ボーカル以外全部メンバー変わっちゃってそれでもまだマイファスと呼べるんですか?ポーカル以外全部変わっちゃいましたみたいな。これはもう別のバンドでは
[01:52:19.880] テセウスの船やんけ。テウスの船。
[01:52:23.320] 何?テセフスの笛っていうの?そのちょっとバカだからわか卒だからわかんないから習ってない。なんでそれ?テセフスの?あ、
[01:52:30.239] はい。
[01:52:31.000] 笑。
[01:52:31.320] 私の
[01:52:31.840] え、ちょっとそれはいだ。それやられちゃったらもう本当にいなくなるムーブじゃん。えー、すごない?逆に、え、ドラクエってそうなの?逆にすごない?なんかそのよく今まで俺に
[01:52:32.472] [叫び声]
[01:52:47.960] ごめんな。
[01:52:48.719] じゃ、よく今まで俺にそのネタバレをしなかったね。
[01:52:52.440] なんかその
[01:52:54.400] キーファがいなくなるっていうのはもう嫌
[01:52:56.639] でもドラクエやなくても知ってたけどよく
[01:53:01.719] ね、ここまでそのみんなに言ってるんじゃ
[01:53:04.199] なくて、そのドラクエ7というその文化が
[01:53:06.800] まあね
[01:53:07.520] ようなように運んできたらこまです
[01:53:11.760] 。え、マリベルなくなんの?
[01:53:16.639] 訓練されたリスナーしかいない。
[01:53:23.280] うわ、もうこれもガチじゃん。
[01:53:25.360] 全員にドムしたよ。
[01:53:27.239] 言うなよって
[01:53:28.280] 恵まれてるよな。[笑い]
[01:53:30.880] その言葉が聞きたかった。
[01:53:34.480] もう
[01:53:34.960] よ。
[01:53:38.360] え、俺この変なやつから連れてかなきゃいけないの?これなんかもう申し訳ないけど魅力なくない?このパーティー
[01:53:41.903] [笑い]
[01:53:48.480] ラスタバラスの色が少なよ。笑
[01:53:52.760] 色が少ねえんよ。全員なんか薄い薄いなんか色してんねん。なんかビビットなカラーが
[01:53:58.279] [笑い]
[01:54:01.040] 1人もおらんのよ。
[01:54:03.440] くんでる。
[01:54:04.000] それじゃあね、遊んでくれてありがとう。
[01:54:09.440] だって5人じゃおかしかったでしょうよ。
[01:54:12.880] 確かに4人パーティーだもんな。
[01:54:14.320] パースカラーたい。昭和のテレビ映像みてなの?
[01:54:17.274] [音楽]
[01:54:20.199] え、
[01:54:21.119] 楽しかった。
[01:54:21.960] ええ、そこは言ってよ。みたいにつまんなかったって言ってよ。え、ちょっと待って。やってやって。
[01:54:23.169] [叫び声]
[01:54:28.408] [笑い]
[01:54:32.079] ほんまにこれほんまに
[01:54:35.040] バイバイなく泣く本当に最後のやつじゃん。ビブレジュムプ遊んでくれてありがとう思う
[01:54:42.800] 1
[01:54:42.880] 度で聞くなんていつまでも仲良しごっこで
[01:54:47.404] [笑い]
[01:54:47.719] しかも鍵かけられた。
[01:54:50.920] 嫌われてたんか俺鍵かけられてる。
[01:54:55.119] 閉め出された。
[01:54:56.574] [笑い]
[01:55:02.560] どま必死すぎて
[01:55:08.280] 橋本君必死すぎてきつい笑[音楽]
[01:55:11.159] いやもう深夜の指示だからお父さんが無理ってこればかりはしてない仕方がないマリベル殿のお父様のそばにおられるのが良いでござろうな今はあと殿の病が
[01:55:25.520] 1
[01:55:25.880] でも早く。え、ま、これなればええんやろ。直せばええんやろ。
[01:55:32.079] うにゃ。
[01:55:35.320] それでいいのかって言われても
[01:55:38.494] [音楽]
[01:55:38.520] 世界中の歯とかないんか?
[01:55:40.840] ざり。いや、一旦もう治らんだって
[01:55:42.679] 1
[01:55:42.800] 回殺してザオリクでやった方が早くない?一旦殺してザオリクで行き返らせればいいじゃん。
[01:55:45.699] [笑い]
[01:55:48.760] そうそう。笑笑サイコパス。
[01:55:55.599] あんたたち。
[01:55:56.679] あ、
[01:55:57.239] ちょいと待ってくれ。
[01:55:58.880] や、ドラクエのお母さんはデブ。そう決まってるんです。
