[00:00:17.840] ケムっす。
[03:28:56.439] あの、あれ、竹中直が作ってんだよ。竹中直があの、プロデュースしてるからね。結構おもろい。
[03:29:05.600] 今度やろうと思って買ってある。
[03:29:07.600] あ、え、買ったんだ。え、あれ高くなかった?あれ?今めっちゃプレミアついてるしょ。結構高かったと思うよ、あれ。
[03:29:15.760] そこそこ高いね。
[03:29:16.760] 高いんだ。そう、そう、そう、そう。いいゲームだからね。
[03:29:20.560] 俺もね、昔配信でやろうと思って買って
[03:29:22.960] やってない。てかやってない。買ってって
[03:29:24.680] いうか、昔から持っててや。あのゲーム何
[03:29:27.319] 回かクリアしたことあっかな。
[03:29:31.040] 最近プレステ2のゲームめっちゃ値上がり
[03:29:32.640] してるからね。ニュールーマニアとか
[03:29:34.479] めっちゃ値上がりしてるから気になる人は
[03:29:36.840] 早めに買っといた方がいいけど。プレステ
[03:29:39.279] 2のゲームもなかなか移植とかないだろう
[03:29:41.120] からな。いや、もう分からん。ここで一旦
[03:29:44.000] 今日終わりにす。え、違うか。なんか赤く
[03:29:46.359] なってるからなんかあるかと思ったんだ
[03:29:47.640] けど。じゃあ分かった。ここで竜の笛を
[03:29:50.359] 吹いてみるとかね。
[03:29:54.279] なんかこの音なるのなかった?呼んない。
[03:30:03.199] 違うな。
[03:30:08.080] なんでこっから調べらんねんだよ。
[03:30:14.359] これ何をすればいいのかわかんねえな。
[03:30:23.720] 正解とかもないしね。
[03:30:32.160] だって正解の曲死なないもん、
[03:30:42.920] この
[03:30:46.479] なんでこっから火だ。よし。
[03:30:55.520] うんち正解の音。うん。うんち
[03:31:01.080] 分かりまへん。
[03:31:02.279] 今日はここまでします。すんません。すまそん。すまそう。ここまでします。わからんわ。わからん。わからん。わからん。わからん。はい。お疲れちゃん。終わり。え、終わり。て、閉えて。セーブした。今、今セーブした。もう
[03:31:15.399] 1回セーブしよ。終わり。へて、へて。
[03:31:20.560] 面白かったです。お疲れ様でした。
[03:31:22.960] あ、ありがとう。猫まさん、お疲れさん。ありがとう。よいしょ。
[03:31:26.439] お疲れ様でした。
[03:31:28.000] にさんもお疲れ。はい。
[03:31:29.279] まさか配信終わる気?
[03:31:30.720] 終わるわ。もう1
[03:31:31.720] 時過ぎてんねん。もうおしまいじい
[03:31:35.520] たびった。ありがとな。ぬ
[03:31:37.560] お。頼びった。俺も頼びた。ありがとな。なんでビお疲れさん。ということで次回
[03:31:42.439] やで。
[03:31:43.160] 次回最終回かな。次回最終回あるか。次回最終回るやもしれません。ありがとうございました。えー、お疲れちゃん。そのちゃんもお疲れ。えみーちゃんもありがとう。いつもこちらこそありがとうございます。シンデレラボーイ。イや、シンデレラボーイじゃない。
[03:31:58.199] もう1
[03:31:58.479] 時過ぎてんだから明日も朝起きて俺はウォーキングに行きますんでよろしくお願いします。
[03:32:06.399] いうことでペロもお疲れありがとうな。
[03:32:08.960] 荒した。
[03:32:10.520] いや、進捗はもうもうさ、もう最終攻略サイト見てもいいと思ってる。見てないけどね。見てないけどね。最終に見てもいいと思ってる。俺はもうぶっちゃけね。ぶっちゃけね。ぶっちゃけ。うん。いや、ここまで来たら見ないでもいいから。
[03:32:27.239] やってでもやだな。つまんのやだからさな
[03:32:30.040] 。
[03:32:32.000] ちゅうことで今日はレイドを
[03:32:36.880] レイドねしたいんだけどさ、
[03:32:41.239] なんかなんか霊すんのは恥ずかしいんだよ
[03:32:44.319] な。なんかやじゃん。なんかこいつなんか
[03:32:48.640] 全然普段レードしてないのに何今日レド
[03:32:51.560] なんかしてきてとか思われんのもやじゃん
[03:32:54.239] 。
[03:32:54.840] なので今日はなんとレイドがありません。さよなら。お疲れ様でした。またね。また。あ、次の配信は明日の夜。
[03:33:04.199] いつもの
[03:33:05.080] 明日の夜。夕方。ちょっと夕方まで出かけるから
[03:33:09.160] きて信用をなくそうとする男ちゃまゲーム。
[03:33:12.040] 何がよ信用とかじゃない。あ、夜ねがないと思うか
[03:33:15.760] ないよ。レドない。レドとか別にいらなくないか。
[03:33:18.840] 荒した。
[03:33:19.640] 誰からも来てないし。別にレド。
[03:33:21.960] こういう風に孤立してくんだろうな。もう配信者仲いい人がいないも出島。もう左国俺だけ長崎の出島みたいなって。
[03:33:34.120] Twitchの
[03:33:36.199] 切ない。笑
[03:33:37.399] まいいよ。別に別にね。ありました。ありがました。ました。バイバイ。無理やり閉めたね、今。
[03:33:51.760] 無理やり閉めたけど。
[03:33:52.880] うお。笑。
[03:33:57.160] 邪魔だりえん。
[03:33:58.000] さあ寝る。もう寝るよ。
[03:33:59.439] 韓国が楽しみだ。
[03:34:00.840] もう寝るからね。国
[03:34:03.399] っちゃな梅たちことちゃまゲーム。
[03:34:05.439] そうですよ。うん。工島
[03:34:08.080] 回って落ち着きましょう。笑。
[03:34:10.600] 人工島。いや、本当は8
[03:34:12.160] とかにレードしたんだけどさ。あいつさ、ドラゴンクエスト
[03:34:16.160] 7とかやっててさ、裏切りもだからやだ。
[03:34:20.319] 裏切った。俺
[03:34:22.359] て寝ろよ。
[03:34:23.120] お、ありがとな。おめらもハミかけよ。寝る。
[03:34:31.279] 俺も寝が見えたよ。
[03:34:41.080] 今日はサブスクライバー。え?ああ、囚人さんだ。
[03:34:46.640] 主人さんがサブスクしてくれた。
[03:34:49.399] お前らサブスク更新忘れてねえか。おい、忘れんなよ。おい、
[03:34:55.199] 納税しろよ。納税。ちゃんとサブスク更新しろよ。お前ら全員忘れてんじゃねえぞ。嫌じゃ
[03:35:05.920] やじゃないだろ。しろ
[03:35:07.560] してます。
[03:35:08.279] あ、あらす。ふと。あざす。もこら、お疲れ。お疲れね。ありがとう。ありがとう。
[03:35:25.120] 明日最終回だといいっすな。
[03:35:27.359] おやすみま
[03:35:28.439] とことでおやすみなさい。またね。
[03:35:30.080] 手をつけられない陸の更新ならいくらでもする。
[03:35:35.399] 陸の陸は一旦ちょっと休憩。お疲れした。はい。バイバイ。
