[00:00:11.559] Да
[02:26:20.960] もっとなんかV破壊をこううまくにゃもう
[02:26:24.640] や敵が多いって
[02:26:29.160] どけ。
[02:26:35.840] よしよしよし。うまいこと、うまいこと
[02:26:37.640] うまいこと、うまいこと言ってるぞ。
[02:26:38.920] うまいこと言ってる。
[02:26:40.479] もう、もういい。もういい。もういい。もういい。もういい。もういい。もういい。もういい。もういい。もういい。わし。あ、俺明らかにあれ死体転がってんな。
[02:26:47.800] うめえ。
[02:26:48.840] あ、だめだ。明らかに死体転がってたよ、今。あと曲めっちゃいいよね。曲本当にいいと思う。
[02:27:29.720] 地味に避けんなよ。
[02:27:40.319] ああ、壊れない。全然
[02:27:50.600] オオ
[02:28:23.479] うん。まあ、虚無だよね。
[02:28:27.840] もうないよ。言うこと何ももう喋ること
[02:28:30.520] ないで。あ、なんか車輪の敵。ここに来て
[02:28:33.920] 。新しい敵や。多分あそこ正解なんだろう
[02:28:36.479] けど。この奥なんかありそう。この奥
[02:28:38.000] なんかありそうなんだけど別に行かなくて
[02:28:39.359] もいいかな。もうでもこの奥なんかここ
[02:28:42.120] まずここ行ってみるか。まああやばいあ、
[02:28:43.800] セーブするべきだった。モルグ死体置き場
[02:28:46.359] です。
[02:28:51.000] キムキョムしてきた。
[02:28:52.279] キムキョむ死体ですね。キムキョむしてきたねえ。これ何?あれやんないの?あれやんないんだ。あのなんかね、あの本編みたいなあのあ、やらないんや。
[02:29:07.080] キムキョムプリン。
[02:29:08.200] キムぴょムキムキムピプリン。これはあ、来た。これは死体じゃありません。え、
[02:29:13.439] グロなしか。
[02:29:15.439] 死体じゃない。
[02:29:18.359] あ、
[02:29:20.200] なんだよそれ。あ、そういうのもあるんや
[02:29:24.160] 。そういうのもあるんね。
[02:29:27.800] 死体じゃないんやって。
[02:29:36.319] あ、ごめん。あ、もうごめん。あの、すい
[02:29:38.479] ません。あの、はい、これで。はい、これ
[02:29:41.840] で。はい。お疲れ様です。え、何?死な
[02:29:45.319] ない。何?
[02:29:47.040] 死ない。こんなんど見ても分かるよな。死なない。もう、もういって。もうええて。こいつめっちゃ強いし。めっちゃ強いし。もう。あった。よしよしよしよしよしよしよし。
[02:30:18.200] あ、うま。あ、うまいわ。うまいけど。
[02:30:21.439] うまいけどな。うまいけど。ロケラン2発
[02:30:23.880] はでかい。
[02:30:26.399] なんやねんそれ。
[02:30:32.040] この階段は何こみたいの?どうやの?これ
[02:30:35.160] え、エボ
[02:30:36.359] あ、お疲れちゃん。ペテロお疲れ。
[02:30:39.760] あれ?ここでなんかさ、死体分析とかさ、
[02:30:41.840] 本編はあったよね。なくなってるな。
[02:30:45.279] この辺のなんか
[02:30:47.600] 大変が
[02:30:52.720] だも
[02:30:57.720] ばっかや。もう
[02:31:00.040] 弾なくなった。も
[02:31:32.040] もう僕に何の感情も抱いてないよ。もう何もないで君に対してエンカウントの焼けだ。
[02:31:42.760] 焼けそよね。半分スタッフもね。多すぎるもん。明らかに。明らかに多すぎる。あの円の量が。
[02:31:56.000] あ、あなたそういうタイプなの。
[02:31:59.359] ナイスクリップ。ありがとう。
[02:32:00.560] ムックすけど。
[02:32:02.920] うちのチャンネルは伊ぞさんがクリップしてくんないと誰もクリップ作ってくんねえから。久々のクリップだ。それありがとう。久々のクリップがあ
[02:32:14.640] ぶりくらい8
[02:32:16.200] 年ぶりぐらい。なんだこのタンク野郎。逃げよ。ごめん。初、初だけどもうめんどいから逃げます。もうこんな
[02:32:27.359] 1本道で出てこられても
[02:32:28.800] もわなきゃ
[02:32:29.720] そうだよ。
[02:32:30.840] 伊ぞさんがいなくなったらうちはちょもう
[02:32:32.319] クリップ終わるから。
[02:32:36.439] 逃げられへんのかいよこいつ。
[02:32:51.840] みんなでクリップしよう。
[02:32:55.359] もうそれクリップの意味ねえんだよ。やっ
[02:32:57.160] てたらい、あの、あの、クリップ機能って
[02:32:59.880] 1回1分なんだ。毎分クリップしてたら
[02:33:03.560] もうそれもうアーカイブやん。
[02:33:10.520] まあまあまあ、見所作れない僕が悪いん
[02:33:12.560] ですけども。
[02:33:14.720] まあまあまあね。うん。だラダラダラダラ
[02:33:16.560] こう文句言いながらやってるだけでね。
[02:33:19.319] 見所作れない僕が悪いんですけどもね。
[02:33:25.240] ま、このゲームないね。そんな
[02:33:30.840] ないもん。だって、このゲームも俺もギャーギャーなんかうわーみたいなみたいなやりたいよ、俺だって。ないねん、これ。現別にもうないねん。あ、分かった。わかった。
[02:33:54.840] そういう意味ではやっぱりあのバニーガーデンとかエッチなゲームってのは縛りプレイで痛めつけるか。
[02:34:03.120] もういい。これ以上縛ることないって十分縛りプレイみたいなもんだろ、これ。もうよしよしよしよしよしよしよしよし。
[02:34:19.399] え、
[02:34:19.720] エスケープ禁止とか
[02:34:22.000] やだよ。キビキピ逃げる。俺もうね、逃げる。おかしいと思わないか。この敵の数なあ。すぎやろ。
[02:34:47.880] 敵なんやねん。これもう敵が多いと動きもカクカクでよ。だめだ。避けれねえよ。
[02:35:00.040] 避けさせる気がない。
[02:35:05.520] うん。1回戦ってみるか。
[02:35:08.080] 1回戦ってみようか。どんなもんなんか。
[02:35:19.800] 強いね、こいつ。攻撃力高いな。
[02:35:28.560] いや、こいつもしかしたら経験値激かも
[02:35:31.120] しれねえから1回倒すぞ。1回倒します。
[02:35:38.600] なんこいつむかつく顔してない?なんか君
[02:35:41.359] みたいな顔してる。
[02:35:50.160] え、もうお前だるいよ。はあ。経験値うまいこと
[02:35:58.399] 1回もあった。
[02:35:59.520] あったっけ覚えてない。よし。さあ、どうださどうだ。あ、え、うまいよ。めっちゃうまいやん。
[02:36:12.439] の力よ。え、めっちゃうまいよ。
[02:36:15.680] 139もくれんの?おい、倒してもいい。
[02:36:19.080] 2個分ね。
[02:36:20.439] うまい、うまい、うまい、うますぎ。いや、
[02:36:24.000] 2
[02:36:24.120] 個分じゃないよ、あれ。だって幻格なんだから。あ、しかも弾だ。ありがてえ。
[02:36:28.760] 2個分じゃねえよ、あれ。1
[02:36:30.080] 匹分のあれだよ。
[02:36:31.160] ランチがゲームを壊してる。
[02:36:33.040] ま、もうランチャーゲーだな。ランチャーゲーだな。もう使う。使おう。
[02:36:42.000] あ、ま、さすがに、ま、ちょっと削らんと
[02:36:45.240] いかんのもあるんだかな。ああ、やっぱで
[02:36:48.720] もランチャー連発はできない。1発
[02:36:51.560] 900円もするからな。
[02:36:54.520] 1発900円もするって考えるとあんまり
[02:36:56.840] 連発できねえよな。
[02:37:02.160] よしよしよしよし。あ、でもやっぱラ、
[02:37:04.319] ランチャー打ってからだとあれだね。
[02:37:07.279] ランチャー打ってからだとあの早いね。
[02:37:14.439] これどこが正解のルート?これ
[02:37:19.760] あとあんなにめちゃくちゃ20お前こっち
[02:37:21.920] 来んなや。
[02:37:26.880] あんなに必死に買ってきた照明団2個しか
[02:37:29.000] 使わなかったな。20何個買ってきたのに
[02:37:32.160] 。くんね
[02:37:35.720] 。
[02:37:39.760] いや、もうちょっとめんどくさいで逃げますわ。さすがにちょっと敵が多すぎる。うわ、正解のルートわかんねえ。
[02:37:50.479] べ、
[02:37:51.680] 逃げべ、こいつもええわ。だ、逃げてレベルが上がらなくて後で積むみたいなのも怖いんだよな。
[02:38:12.160] 正解はあちらでした。避ける。俺は避けるんだ。デビルバットゴースト。お、すげえ避けた。うまい。デビルバットゴーストや。見えた。今抜け道が
[02:38:26.800] 敵が多くてルートオフと忘れちゃうんですよな。やるやん。
[02:38:30.479] うまかったね、今。あいつもあいつは物理
[02:38:32.680] 的に避けらんねえよ。このこんな狭い道に
[02:38:34.520] いられたらお前なんやな。どっか行けや
[02:38:39.359] もいいよ。戦って逃げた方が早い。
[02:38:45.120] もう多分レベル足りないってことはないと
[02:38:46.840] 思うよ。
[02:38:50.880] よしよしよしよしよしよし。よし。これ
[02:38:55.160] 絶対セーブ必要だな。絶対ボス来る。あ、
[02:38:58.160] 待って。セーブする前にセーせセーブする
[02:39:00.000] 前に回復しよう。
[02:39:10.479] オ、オッケー。
[02:39:20.439] やっぱディスク2だけ吐き出さねえんだよ
[02:39:22.520] 。
[02:39:26.319] え、待って。
[02:39:28.399] え、何?なんか、え、嘘でしょ?え、ピンセットが壊れたんだけど。おい、
[02:39:39.279] おい、ピンセットが壊れたんだけど。じゃ、どうやって出すんだよ、これ。なんな、なんだよ。めんどくせえな。
[02:39:48.279] 終わった。
[02:39:50.720] 爪でカリカリ。ああ、
[02:39:54.720] もう1個長くな。
[02:40:18.319] ディスクにだけベッド用意かな。選択のクリップじゃつめないかね。
[02:40:23.200] え、ちょっとピットないんだけど。
[02:40:35.479] 口つけて吸えば詰め切りで行け。
[02:40:45.120] ええ。
[02:41:05.439] みセットがなくてさ、ピンセットがなくて
[02:41:09.439] さ、あれなんだけど、
[02:41:13.040] もういや、最悪や。
[02:41:16.279] ラジペンしかない。これ絶対やばいよね。
[02:41:20.200] 絶対ラベルボロボロになるよね。これええ
[02:41:23.760] 。
[02:41:26.920] うわ、
[02:41:30.600] なんだよ、マジで。
[02:41:36.960] あ、でも取れるわ。取れるけど、もう
[02:41:39.399] どんどんこのディスク2のさ、この紙の
[02:41:42.399] ラベルがボロボロになってく
[02:41:45.600] か。
[02:41:48.439] かめもう勘弁してくれよ。これもうディスク
[02:41:53.520] 2早く終わそうぜ。
[02:41:54.760] ちゃんと吐き出してたのに。
[02:41:56.160] そう、またダになっちゃった。
[02:41:58.359] またダメになっちゃった。9
[02:41:59.560] マソ払ってこれか。
[02:42:03.319] どんどん価値が下がってる。
[02:42:04.680] テープでもはるか。
[02:42:05.840] でも好きなの?
[02:42:07.000] いやいや、ま、好きだけ。あ、え、ちょっと待って。ペロン、お前天才。ここになんかテープ貼ればいいや。
