[00:00:31.199] おしゃ、毒。
[01:16:08.400] ほ、神ゲーに神配信者。神配信者ですか?俺ありがていこと言ってくれんじゃねえか。で、ここは石を押さなくてもいいんだよ。め、もうこれやっちゃえばいいんだよ。
[01:16:20.639] 歌歌って
[01:16:21.320] 10kリーみたいなの出るもんな。こんなに叫んでて痩せるはずなのに。
[01:16:25.760] おかしい。
[01:16:27.360] オッケー。うまくない。俺昨日学んだねん、これ。やべ、回復しとくか。そろそろ回復しとこう。よし。やば、お金があるっていいわ。まだ
[01:16:40.000] 1200
[01:16:40.360] 円もある。今ダメージ食らった。ここはちょっと怖いから取らない。あれ?いや、えぐい。この水滴のダメージ。
[01:16:57.120] オ、行くぜ。なんだっけ、ここ?楽、楽のボスってな、何だっけ?あの岩か?岩のやつだ。
[01:17:06.120] 2
[01:17:06.280] だ目あるんや。
[01:17:07.840] 2
[01:17:08.000] ダ目。あ、あの、あの、あの、あれな、さっきのやつね。こいつ、こいつ、これ最初強くねえから。
[01:17:24.120] いや、これいやあ、やばい、やばい、
[01:17:25.520] やばい。待って。むずい。この
[01:17:31.440] いや、もういいや。ダメージ食らっても
[01:17:32.480] いい。回復すればいいからどうせ。いや、
[01:17:34.600] そこか。いや、ここ難しいな。この
[01:17:41.880] 何がむずいって、このね。
[01:17:45.920] うわ、しかもこれ上行けねえんかよ。
[01:17:50.159] え、待って。これ積んでない?
[01:17:53.719] 当たる。
[01:17:58.000] いや、まジか。
[01:18:03.600] いやいやに何?何?よし、よし、よし、
[01:18:07.880] よし、よし。
[01:18:11.440] 届かない。届かない。
[01:18:17.159] いや、硬いね。硬いね。
[01:18:22.600] オ、いや、ちょっとまずかったな。
[01:18:24.520] ちょっとまずかったな。ちょっと相性
[01:18:26.320] 悪かったね。よしよしよし。
[01:18:32.320] 行くぜ。
[01:18:34.719] 行くぜ。行くぜ。もうやっぱウィットなん
[01:18:37.560] だよな。結局な。結局ウィット君なんです
[01:18:41.040] よね。ただ最後のボスだけクレスで行く。
[01:18:45.520] ああ、なんかここ難しかった気がするな。
[01:18:51.239] あ、危ねえ。怖い、怖い、怖い、怖い、怖い。気をつけて。マジで
[01:18:59.679] あぶねえ。
[01:19:00.480] あぶねえ。マジで気をつけてね。そのしょうもない死に方だけは。ねえねね。シレになんないよ。ここまで何時間かけてきてると思ってんだ。あ、ここか。
[01:19:19.520] これめんどくさいな、これな。なんかよう
[01:19:21.639] わかんねえんだよ、これ。
[01:19:29.040] むず。いや、これむずいな。
[01:19:33.080] いや、危なかったよ、今本当に。
[01:19:39.639] オ、
[01:19:43.760] これな、何だっけ?あ、
[01:19:46.600] 愛を取んなきゃいけないんだよな、確か。
[01:19:47.840] ここな。
[01:19:49.520] で、愛を取んのこっち。いや、愛取ると
[01:19:52.440] 弱くなるからやなんだ。
[01:20:03.280] この下ね。
[01:20:06.159] オケオッケー。
[01:20:11.880] でもなんかさ、今日のプレイさ、強くする
[01:20:14.440] はずなのに愛のね、感じがね。
[01:20:20.520] 今日のプレイちょっともさ、クリアする人のムーブじゃない?分かってきてない?しかもさ、こんなとこさ、もしかしたらさ、
[01:20:28.320] 起楽さに行けねえから。さすがにこれ行けねえか。さすがに行けない。そ、そんな、そんなことできないね。さすがにね。アイラブユ
[01:20:39.760] クリアする人のムーブ見たことないからわからないな。
[01:20:42.800] ま、確かにそれはそうなんだけど。
[01:20:45.239] わしがこわしがそれを見せてやる中ね。わしがそれをおめらに見せてやる中年。動きに切れ出てきたでしょ。マジで。あ、
[01:20:56.000] 年。
[01:20:57.040] ああ、でも木がここにあるな。木取りてえな。木取りてえなあ。なんか
[01:21:08.960] MSX
[01:21:09.560] の好みゲームまだいっぱいあるんだよな。やりたいの。
[01:21:13.679] これはなかなかたまにやりたくなるね。このクオリティ。他にもいっぱいあんだぜ。こういうゲームすぎる。
[01:21:19.199] おやすみちゃまゲームですから。今日はお休みモードのおやすみちゃまゲーム。ルルルルルラら。歌詞全然覚えてない。
[01:21:41.000] 持ち歌なのに。
[01:21:42.840] 持ち歌じゃねえよ、別に。
[01:21:45.080] 別に持ち歌じゃないんけど。はい。
[01:21:48.639] 笑笑。
[01:21:51.840] もうこれダメージ覚悟やな、ここはな。
[01:21:53.400] よくお風呂で歌ってる。楽しい時。え、お風呂で歌ってる。
[01:21:58.280] 歌ってはいな。笑。
[01:22:00.480] 可いすぎるだろ。お、あまりに金があるからって。金があるからって。待て。良くないよ、今の。良くないよ、チまゲーム。
[01:22:12.760] 良くない、良くない。お金があるからって強気になっちゃいけないよ。
[01:22:15.719] リスナーの方が覚えてる。笑。満身、
[01:22:19.760] 満身、満心。よくお風呂で歌ってるだって。可愛いんだから。可愛いとこあんだから弱い。
[01:22:46.320] 満の第
[01:22:48.280] 今今肩入ったで。今肩入れったよな。
[01:22:55.800] 湯舟で歌うと元気出る。
[01:22:57.440] あれ?ここの敵って何?愛の敵って何だっけ?ああ、やっぱ木取った方がいいんか、これね。これ木取り行くわ。ごめん。
[01:23:05.360] 金あるし。ボスしんどそう。相手倒すの木
[01:23:09.440] 取り行くわ。いや、どうする?
[01:23:14.159] いや、愛じゃ無理だな。あ、じゃ無理だと
[01:23:15.920] 思う。ドツボにはまったら多分死ぬ可能性
[01:23:18.960] あるから。めんどくせえけどさ、もう1回
[01:23:20.880] やんなきゃいけねえけど。ちょっと行くわ
[01:23:22.000] 。さすがに木行くわ。
[01:23:28.639] どこにあんだっけな?この下だっけ?あ、
[01:23:31.400] たたた。これは必要ですよ。
[01:23:44.840] ほら、これでいけんだからどうせ。
[01:24:01.760] あ、あ、扉開けてない。
[01:24:03.480] 扉開けてないよ。何お前ば?もうバカ。もう扉開けてない。扉開けて。
[01:24:11.560] おバカ。
[01:24:13.560] 言ってよ。うわ、また。最悪。
[01:24:20.840] 島ムクスクス。
[01:24:22.880] 言ってよ。扉開けてないよって。言ってよ。アホやん。うせえやろ。もう
[01:24:32.159] 1回やりてほしい、これ。
[01:24:34.360] ああ、こいつバカだ。やってもたべ、これ
[01:24:40.040] ラグあるかもだけど扉忘れないで。開けてないよ。
[01:24:44.840] 遅い。おせえよ。言うのラグがありすぎるだろ。ま、取り行きますよ。じゃあ
[01:24:55.679] 優しいリスナーさんたちだ。
[01:25:00.080] ラグがなけりゃな。
[01:25:07.920] まだやんないとこれ。いや、これしかも2
[01:25:10.760] 段ジャンプなくなるからむずなるねん、
[01:25:12.440] これ。
[01:25:25.320] いや、乗るない。
[01:25:32.360] え、むずい。
[01:25:43.920] またここからだ。
[01:25:46.719] もう。
[01:25:54.000] はい。オもちょ。なんやねん。なんやねん
[01:25:57.639] ね。
[01:26:02.119] はい。はい。オケー。
[01:26:05.520] ほいほいほいほいと。
[01:26:13.880] ほんまゴミやな。お前お前ほんまにお前。
[01:26:17.880] よし。
[01:26:24.920] ま、金あるからな。まあまあまあ回復すれ
[01:26:27.119] ばいいからね、結局。
[01:26:32.679] お前らがほんまゴミやから。
[01:26:40.520] よしよしよしよし。
[01:26:44.560] あ、ここがだ結構ダメージ食うのよ。
[01:26:46.560] こいつらを全員ちゃんと倒してかないと。
[01:26:51.159] ね、なんで
[01:26:53.679] 潰してもいい。
[01:27:02.080] オオス
[01:27:30.040] 。うん。
[01:27:43.760] いや、もうこれどうしよう。木で行く。
[01:27:46.280] もうこれで行っちゃおうかな。
[01:27:52.199] 落ち着けよ。
[01:27:56.400] オッケー。オオオオオ。ちゃんと扉開けて。
[01:28:07.440] うまいな。
[01:28:08.960] そりそうよ。何時間やってると思ってんねん。ま、扉開け忘れますけど。はい。で、いや、もうこれだったら取行くか。この多分ここ戻ってくのは?よし。ここの木は簡単。
[01:28:25.480] 取れれば扉さえ開いちゃえば簡単なんだよ
[01:28:27.520] 。
[01:28:35.800] うん。ここは大丈夫。
[01:28:39.320] 木状態になればあの2段ジャンプできる
[01:28:42.400] からこれ大幅カットできるんだよ。これは
[01:28:44.639] 簡単なんだよな。
[01:28:47.760] オッケー。
[01:28:50.800] やっぱ木じゃなきゃ無理よね。
[01:28:53.760] 明らかに攻撃がめちゃめちゃ強いから。オ、めっちゃ楽。めっちゃ楽。
[01:29:10.440] やっぱ気なんよ。
[01:29:11.400] やっぱ木なんだよな。喜びのない人生なんてってことよ、やっぱり。はい。オケー。よいしょ。はい、回復しよう。いいぜ。
[01:29:23.360] 5こ確かあの変な泣いてるやつね。こいつも資金距離だな。頑張れ。
[01:29:32.400] 任せ。うわ、めっちゃ相性いい。しよし。めっちゃいいじゃん。オー。
[01:29:52.560] 最高。
[01:29:54.719] グーブグブグーブーブぐ。
[01:29:56.119] あとどこ?あとここか。オッケー。ブーブグーブぐ。
[01:30:03.520] いいね。なんかさ、クリアまあなんか心なしかじゃない?心なしかじゃない?
[01:30:12.840] 木どこ?怒りなんだ?ここは怒りのステージ。ただ
[01:30:15.560] 1
[01:30:15.679] 回この怒りを取らないか。どんなもんなのか見てこようぜ。多分ここ以外にも今危なかったなの。
[01:30:23.199] 今危なかった。圧シするとかったね。今ね
[01:30:25.880] 気をつけて本当にそういうくだらない死に
[01:30:27.800] 方
[01:30:32.159] マジでそれだけはやめて。
[01:30:35.080] ここちょっとさどういうとこだかわかん
[01:30:36.679] ねえんだよな
[01:30:47.480] 。金めっちゃ溜まる。お、
[01:30:52.320] ここ前回やってないっけ?
[01:30:54.080] いや、やったんだけど多分ね、クリアしてない。このステージ。このステージで確かね死んだんだよね。て、このリフトに挟まれて死んだ気がする。で、やる気なくなってもう今日あ、めたって言ってあ、立儀にここ渡る必要ないじゃん。これでいいよ。
