[00:00:06.319] 最終回来ちゃー。ちゃまぷんちゃにめ。
[03:13:13.600] ありますよ。ありますねん。まあまあ、それはまあまた今度ということで。いやあ、素晴らしいな。ということでね、皆さんありがとうございました。
[03:13:26.120] またちょっとちょっと続きますわな。続きますわな。
[03:13:29.239] おつまげ。
[03:13:30.040] おつ。おつ。ありがとね、みんな。いや、もれったわ。やっぱもれったわ。ちょっとこの後どうなっちゃう?この後絶対来るよ。
[03:13:31.974] [音楽]
[03:13:38.720] どうなっちゃうの?ということで、ま、まずひとまずは、え、クリアということで
[03:13:45.359] ありがとうございました。お疲れさんでした。
[03:13:47.359] おつ。うんちゃんもお疲れちゃん。
[03:13:48.920] うんちゃんもお疲れ。もお疲れちゃん。うん。
[03:13:51.359] とりあえず、とりあえずひとまずクリアということでありがとうございました。いや、もれたな。次の配信は金曜夜かな。金曜の夜な
[03:14:02.479] お疲れもれった。
[03:14:04.080] おもれた。おもろれった。ということで今またな。
[03:14:08.239] ちゃじぐ。
[03:14:09.720] もうめんどくせえから。今日レートなし。
[03:14:11.080] お疲れ。
[03:14:11.640] お疲れちゃん。またね。今日レートなし。はい。お疲れちゃん。
[03:14:18.319] お疲れ様でした。
[03:14:19.520] お疲れ様。
[03:14:21.640] おつでした。
[03:14:23.080] いや、ちょっと続き気になるな。荒らした。荒らした。シズさんもお疲れちゃん。フラさんもお疲れ。むいちゃんもありがとうね。来てくれたのにすぐ終わっちゃった。ごめん、ごめん。いや、れた。
[03:14:35.279] どうなっちゃうねん。こっから
[03:14:37.279] 終時間
[03:14:39.640] 健全じゃねえよ。もう12
[03:14:40.840] 時半じゃねえかよ。
[03:14:42.800] もう寝るぞ。ね日は
[03:14:47.300] [音楽]
[03:14:52.080] ワンパンマンの更新知ねえ。
[03:14:55.159] [笑い]
[03:15:05.800] マジか。どうなんねん。
[03:15:07.520] こっから
[03:15:10.960] お休み代ネタバレマジで食らわないようにしよう。だね。
[03:15:19.395] [音楽]
[03:15:22.560] いや、絶対見たい。
[03:15:25.399] ま、ぶっちゃけあの謎の塔の方は多分あれはやり込み要素だと思うんだよ。
[03:15:31.199] ただその竜王の方は多分あれまだストーリーあるから
[03:15:36.560] ちょいとあっちはやりたい。[音楽]
[03:15:41.000] 次は金曜かな?
[03:15:42.439] そうだね。次金曜日。
[03:15:45.800] ほなまた
[03:15:46.840] ほなまた。
[03:15:49.680] おつまげ。
[03:15:51.160] おつやで。
[03:15:53.600] おやすみ。こまたね。
[03:15:58.199] あ。
