[00:00:15.719] ポコっす。
[01:21:43.639] 1
[01:21:43.840] だわ。
[01:21:44.719] 魔法だ。マハロだ。魔法だ。マハロ。
[01:21:51.920] ロマサが難しいんですよ。あ、フバーハ覚えてる。やったぜ。やったぜ。やったぜ。
[01:21:59.040] ヨガフレイムシャインスコール呪文体戦を下げる。やっぱこれよ。
[01:22:14.360] はあ。
[01:22:18.480] そんなあなたにリエクマが
[01:22:21.719] ああ、出てたね。そういえば
[01:22:24.080] あれ
[01:22:31.760] なんで素敵やねんかい。ブチンパだよ。
[01:22:37.840] ブチンパだよ。
[01:22:40.159] 素敵なんだったら俺も投げキストするが。
[01:22:48.880] 戦いの前
[01:22:50.400] 音がとんでもねえや。
[01:22:53.280] 音がとんでもねえ。何が何が何がリメイク版のロマサガー
[01:22:58.000] 2はエッジ。え、なんで
[01:23:00.239] エッジなん?してみて。え、恥ずかしいから。やだ。やっぱりやだ。
[01:23:08.760] モデリングがおか。へえ。エッチなんや。おい。
[01:23:13.440] なんでブジパおいなんでブジンパにこれてんねん。くりな
[01:23:24.719] 終わりだ。
[01:23:27.080] 本ちょっとたかに見てる。
[01:23:29.320] 誰が俺が?おい。
[01:23:38.560] ぶ順パ。
[01:23:39.560] ぶ順パ。確かに似てるわ。
[01:23:43.280] 確かに確かになんかあの確かになんかあのあのライブ
[01:23:48.440] 2Dの時のさあるじゃん。たムカのライブ
[01:23:51.639] 2D
[01:23:52.040] でやる時のあの時のあのキャラクターに似てるよな。あの時のキャラクター似てるわ。似てるよね。
[01:23:59.120] ダブル
[01:23:59.560] 確かに似てるわ。毒ポイトとか毒にならへん。
[01:24:06.760] そりゃ
[01:24:07.600] そりゃあ毒なった。よしよしよし。
[01:24:13.120] え、戦いの前はいる?ごら、
[01:24:17.159] 戦いの前をやりながら。あれ?名前ひどいよな。
[01:24:21.960] え、何?え、名前、名前なんかあんの?俺ちょっとないんだよね。
[01:24:26.639] 危ねえ。バカ。なんで?
[01:24:32.360] おい、強いって。もう誰も動かれへん。動かれへん。
[01:24:47.719] いや、ちょっと待って。これどうすんの?これ
[01:24:49.480] 勘弁してよ。
[01:24:50.639] ほんまやで。
[01:24:56.400] 振りげ。
[01:24:59.840] あれ?なんか仲間なんかなんか俺に俺にも当たんなかった。
[01:25:03.480] 今なんか
[01:25:05.880] 危なしたもんかね、これ。あ、ツっコみがあるじゃん。ツっコみがよし、来た。これがやりたかっ、これ。
[01:25:33.000] あれ?どれだ?B
[01:25:33.880] が毒になってんだよな。よし、これ行け。
[01:25:36.760] あ、間違えた。ヒプノさんってやっちゃった。間違えた。ヒュプノスじゃねえ。ヒ、ヒュプノスじゃないよ。間違ったよ。やるのガバもガバだよ。間違えた。おい、ジバリーナも消え切ったしよ。やっぱちょ強いね。やっぱね。
[01:25:59.520] え、ちょっと待って。なんでこれ俺にも当たってんの?さっきから。
[01:26:02.280] さっきからさ、なんで俺にも当たるの?なんで俺にも当たってんの?さっきからは
[01:26:09.760] ちょっと1匹倒す。1
[01:26:11.760] 匹倒す。えっと、え、高めの舞ら。
[01:26:21.440] なんか俺嫌われてる。あれ?
[01:26:23.840] 敵扱いされてる。
[01:26:25.639] 今なんかタナトスハしてくださいよ。
[01:26:33.560] 529。
[01:26:36.760] これです。これなんですよね。
[01:26:43.920] ありがとうございます。らなめんな。
[01:26:56.440] あ、待、なんで、なんで、なんでこれ仲間なんでこれ仲間攻撃するの?やめてよ。そういうの
[01:27:04.119] り
[01:27:05.840] ました。よし。
[01:27:09.600] よかった。
[01:27:13.280] ぶツンパブツンパリップスの心って何だよ。
[01:27:21.639] 何もしなくてもB
[01:27:22.600] は力なりな美容の心へ。戦闘開始時魅力がかなり上がる。戦闘開始攻撃力と呪文の威力がかなり下がる。え、いやいやいやいや。しないしないしないしないしない。やめてやめて。
[01:27:35.920] ねえ、
[01:27:45.360] もうちょっとで羊会マスターできるよ。こいつも盗賊と羊会。
[01:27:49.520] 基界って何になる?魔物使いとか?魔物使いとかになんのか。どうもこんばんは。
[01:27:58.520] うん。
[01:27:59.440] この村ぐらいの人にアボンの人たちのことを聞いてみるってのはどうかしら?アボンの玉物な。この村と
[01:28:06.480] 1
[01:28:06.639] 番近い場所だし、もしかしたら彼らの行方を知ってる人がいるかも。アボうよ。うーん。
[01:28:14.760] 親父は後をつけって言うけど、漁師なんて繊細の僕には向いてない気がすんだよね。
[01:28:19.320] やっぱりハーメリアに行って詩人を目指そっかな。
[01:28:23.719] アボンヌ
[01:28:24.239] はい。
[01:28:25.280] アボンヌアボンの玉物。
[01:28:50.560] 全く平和だな。
[01:28:52.679] 違う頃海の様子がおかしい。まるで何かに怯えてでもいるみたいじゃ。こんな海を初めてみるの。何か良くないことが起こらねば良いのじゃが。
[01:29:03.760] ああ、
[01:29:04.280] 昨日来た。学のじいさん。
[01:29:05.880] 見られない奇妙な楽器を持っていたな。で
[01:29:08.239] もそいつがいい音を出すんだ。まあじい
[01:29:09.920] さんの腕がいいってことだろうが。え、
[01:29:11.400] そのじいさん今どこにいるかかって?さあ
[01:29:13.280] 、昨万は村の宿に止まったみたいだが、
[01:29:15.360] まだいるんじゃねえのか。お、
[01:29:17.840] そいつが犯人なんじゃねえの?
[01:29:21.600] あ、あれ?あれか?お前か?おばさんじゃ
[01:29:25.239] ない?おばさんじゃねえかよ。おじさん
[01:29:28.159] みたいなおばさん。うん。いらっしゃい
[01:29:31.040] ませ。え、年寄りの学さんが止まってない
[01:29:34.000] かつって。ああ、その人なら今朝早くに
[01:29:35.679] 立たれましたよ。何でも北東のハーメアに
[01:29:37.880] 向かうとかまあ追われるにしても行きかけ
[01:29:40.119] が分かってるのです。そんなに慌てること
[01:29:41.840] もあります。今日のところはこの村で休ん
[01:29:43.880] でいたどうですか?ということで
[01:29:47.440] 1回止まるか。これ止まったらまたこいつ
[01:29:49.920] ら消えてるんちゃうん?
[01:29:54.040] 消えてるんちゃうの?
[01:29:57.199] おや
[01:30:00.000] おい
[01:30:00.840] え?
[01:30:02.679] ガボにそういう口調なんだ。今ショック
[01:30:06.560] 受けたわ。え、ガボって結構俺に多いとか
[01:30:09.159] いうタイプなんだ。
[01:30:10.800] もっとなんかもっともっとあれかと思ったわ。結構今切れてたよね、今ね。おい、怖。え、ガボって結構そういう感じか。
[01:30:22.400] 下に見られてる。
[01:30:23.960] 笑笑。
[01:30:25.719] 結構下に見られてるよねえ。このパーティーで俺の立ち位って結構下か?
[01:30:29.400] ガチトン。
[01:30:31.800] 嘘。俺後輩だと思ってガボのこと可愛い後輩だと思ってたんだけど。嘘。
[01:30:36.400] 結構あんまり慕われてない感じなんだか村の中だ
[01:30:41.880] からパン買ってこい。
[01:30:43.520] やっぱ犬じ会はた犬は犬は縦社会だからでもこいつの方が後やんだって。嘘ダッシュでパン買いに行かされる。ふー。何でも。あ、うわ、うわ。ここさ、人がいる間に調べたかったよ、ここ。
[01:31:14.320] あららら。
[01:31:15.639] 何?
[01:31:16.400] これが神隠しってやつなのかな?私なんだか怖くなってきちゃった。なんて冗談よ。冗談本気にした。可愛い。
[01:31:22.000] くう。
[01:31:22.960] やっぱりこれも魔物の仕業だよな。だとしたら旅人村人はみんなでっかいモンスターに丸飲みせちゃったとか許さねえぞ。
[01:31:29.320] うん。
[01:31:30.040] また人々が消えた。これはた言じゃなそうね。
[01:31:32.480] でもアボの時とどうして私たちが何事本当
[01:31:34.639] だよね。本当だし。神隠しってえ、神隠し
[01:31:39.040] ってさ、人が消えるやん。あれ記憶も
[01:31:42.920] 消えるんやっけ?人、人の記憶から。それ
[01:31:45.480] 神隠しって言うんだっけ?
[01:31:48.280] あれ記憶は消えないんだっけ?あれなん
[01:31:50.199] だっけ?なんか神隠しってなんか
[01:31:53.119] なんか条件あるよな。条件。うわあ。武器
[01:31:56.880] と防具見てから行きたかった。だったら
[01:32:01.159] うわ、だったら武器と防具ちゃんと見て
[01:32:03.119] から行きたかったんですけど。
[01:32:10.320] ハーメリアってとこ行った方がいいんか?
[01:32:16.480] 何もなし。
[01:32:21.520] あ、なんか落ちてまんね。
[01:32:24.719] 6なら飯食ったら豚になったね。
[01:32:29.920] うん。あの変なあのこっ
[01:32:32.639] てやつね。お父さんが食ったあの
[01:32:37.320] やつね。
[01:32:46.520] これ食うか。うまいぞ。
[01:33:00.320] これまたあっち行っちゃってんだよね。多分ね。あべ、ちょっと命令しよう。命令じゃないねえ。なんか鳥肌立ねぎみたいなやつ。
[01:33:07.679] ぶよぶよのなんかな、あの謎のなんか食いもん。あれでもなんかあるんだよね。元ネタがなんか
[01:33:18.520] どっかの国の料理であるらしいよ。本物はあんなぶよぶよじゃないけど。なんか行け
[01:33:24.639] なんだっけな。なんか
[01:33:26.679] 魚の川でなんかなんかを積んだみたいな。なんで見たんだ?その再現して
[01:33:33.719] 台湾にそれっぽいのがあった。
[01:33:36.360] なんだっけ?バーワンだっけ?バーワン違ったかな?
[01:33:39.920] へ、
[01:33:40.239] 飛び膝蹴り。もうこれま、これパツやん。
[01:33:42.840] バーワン。早そう。
[01:33:43.880] バーワンだよな。バーワン。よく覚えてた。俺よく出てきたな。バーワン。
[01:33:48.480] なんかなんだっけ?魚の胃袋かなんかで肉を包んだみたいななんかそんなような感じだった気がするんだ。
[01:33:55.360] こりゃ。
[01:33:57.040] それ。ここ
[01:33:59.199] まだガスカル。や、
[01:34:02.440] お前のらラらラ。
[01:34:09.719] ま、ざっとこんなもんもな材料派さまいもの粉と片。
[01:34:16.800] 全然嘘ついてんじゃん。魚の川なんか使ってないじゃん。
