[00:00:29.080] あ。
[01:46:20.719] ありました。ありましたよ。なんなの?うわ、しかもこれ悩む。どこで置けばいいんだよ、これ。うわ、気持ちは。ちょっと待って。
[01:46:33.000] それ消すと技使えます。
[01:46:34.560] あ、そうなんだ。
[01:46:38.679] うま。いいスピンみたいな形になってて面白い。
[01:46:43.119] ちょっと待って。これどこに置くんだ?これこうか?バーン。え、技?え、技使い?え、何?何?え、何?何?何?は。
[01:46:59.040] あいつテトリスのルールぶっ壊しに来てねえか。何今の?
[01:47:08.080] 敵が使ったね
[01:47:14.159] え。これ技ってどうやって使うの?
[01:47:17.080] 上ボタンで発動できたはず。
[01:47:19.639] あ、お、
[01:47:22.400] 上、え、なんか、なんかかわいそうなことになってるけど。
[01:47:29.080] おお、笑笑。
[01:47:32.159] うわ、しかも
[01:47:34.119] 笑笑。
[01:47:34.639] なんかさ、テトリスのさ、
[01:47:37.920] 神ゲーの予感。企にどれくらい有効なのか。笑。
[01:47:43.360] ね、これさ、なんかさ、
[01:47:47.520] え、
[01:47:50.920] 結構ないやつもあるけど、ルールぶっ壊す凶悪なやつもあります。
[01:47:56.880] なんかさ、ブロックのルール種類なくない?同じ方向しか出てこないんだけど。
[01:48:07.280] 超自然テトリス。
[01:48:10.280] うわ、ちょっと。
[01:48:11.440] うわあ。もうこういうの、こういうのかよ。あとどうし、どうやったらこれ勝ちなの?
[01:48:23.400] 自分のブロック減らすなんてかなり弱い技。
[01:48:27.239] どう?あ、どうやったら勝ちなの?これ。
[01:48:34.679] え、あ、いいよ、いいよ、いいよ。
[01:48:45.679] 相手が天井までついたら勝つ。
[01:48:47.840] え、じゃあもう勝てねえよ、あいつ。あいつ定期的に
[01:48:50.960] 4列ぐらいさ。
[01:48:52.679] のルールがわからん。
[01:48:54.920] やべ、やべ、やべ、
[01:49:01.119] まずい。
[01:49:03.560] あ、あ、
[01:49:17.719] ちょちょちょ。いや、もう全然来ないよ。
[01:49:20.920] いいのが。もう
[01:49:24.400] こうでしょうが。
[01:49:29.880] お、ボロ負け。
[01:49:33.880] ねえ、もう
[01:49:37.840] 上使ってみましょう。え、え、え、何これ?
[01:49:45.440] は?え、
[01:49:48.320] 何これ?
[01:49:49.400] な、何がなんだかね。何がなんだかわかんないよ。
[01:49:59.560] どう?何が起きてんの?これなんか操作が効かないんだけど。
[01:50:03.840] 操作が効かない。さが逆
[01:50:15.840] 相手も結構ひどい状態。
[01:50:26.760] 丸貯めるほど強い技出るのかな?
[01:50:29.320] ああ、そういうことなのか。あ、やった、やった。勝、勝、勝ぞ。
[01:50:34.800] たまに変の音するの何?そうです。ですね。さっき相手に決めた技。
[01:50:42.079] これひどいね。これひどいね。この技ひどいね。
[01:50:50.599] テトリスにおいて1
[01:50:51.639] 番ひどいんじゃない?これが地獄みたいな技。友達とやったらおもろそう。えぐいですよね。
[01:51:03.800] ええ、
[01:51:07.320] 2回戦。え、日本選手、もういいって。
[01:51:12.960] もういいって。日本選手しなくて。
[01:51:16.440] 今のでクリアでいいだろ。確かに。でもこれは友情崩壊するね。いや、どうしても俺さ、長い棒ストックしてさ、後からズドンって長い棒突っ込むのが好きだからさ。
[01:51:31.239] のか
[01:51:32.760] 長い棒ストックできないのがしんどいな。
[01:51:39.119] あ、さ、上ボタンでさ、あ、間違えた。
[01:51:41.280] え、何?え、何これは?これ。あ、え、お
[01:51:47.480] な上ボタンでさ、すって落とせないのも
[01:51:51.480] なんかちょっとだ。俺の知ってるテトリス
[01:51:54.560] じゃねえ。
[01:52:02.119] テトリス地面って相感ありそう。
[01:52:06.800] 横揃えたら消えるのか。
[01:52:09.040] どういうこと?え、テトリスのルール知らない?もしかしてペペロンテトリスのルール知らない。横
[01:52:15.159] 1
[01:52:15.360] 列揃えたらそう消えるのよ。で、で、あのた、何のさ、デコボコもしてないさ。この長い棒あるやん。これで縦
[01:52:23.679] 1列をズドーンって4列倒すことを
[01:52:26.880] 4
[01:52:27.040] 列消すことをテトリスって言うんだよ。それが気持ちいいのよ。めちゃめちゃでもさ、これできないよね、これ。
[01:52:36.880] 詳しいな。
[01:52:38.639] まあ、ま、そんくらいはね。
[01:52:40.880] そうなんや。
[01:52:41.760] そう、そう、そう。で、普通、普通のっていうか、なんて言うのかな。なんか他のテトリスはあのなんかい、え、いや、お前、それはキモいわ。
[01:52:56.639] 笑笑
[01:52:59.400] 笑笑。
[01:53:00.040] いやいやいや、これキモいな。
[01:53:07.040] くっさ。
[01:53:09.920] テトリスにおいてこうやってなんかは抜け
[01:53:11.920] にされることが一番しんどいんだよね。
[01:53:17.360] なかなかしんどい子
[01:53:26.000] ぷよぷよみたいに消したやつが下に行か
[01:53:27.920] ないんだよね。
[01:53:37.599] うん。いや、これしんどい。で、
[01:53:43.000] あ、ぷよぷよは重力あるんや。
[01:53:44.880] そう、そう。ぷよぷよってのは重力で消えるけどさ、こいつはさ、重力で下行かないからさ。うん。歯抜けにされんのが
[01:53:54.880] 1
[01:53:55.000] 番多分しんどいと思う。うわあ。こういうのとかうまい人だったらなんか色々できるんだろうけど。
[01:54:02.639] 8
[01:54:02.880] 人キャラがいるのでもっとひどい技使うキャラもいます。
[01:54:06.719] へえ。
[01:54:08.199] 盤面交換とか笑。うわ、出た。俺めった。
[01:54:11.840] いやあ、もうこれはうわ、これはやばいわ。これね、みんなに伝ってないと思うけどね、もう操作が全部バラぐっちゃっされてんだよ、これ。わあわあ、これ負けたわ。これは無理や、もう。うわ、やば、やばい、やばい、やばい。
[01:54:36.480] ちょっとこれおもろいな。え、あげよっか。これ箱付きで買ってあるけど。
[01:54:48.719] 笑笑。
[01:54:49.599] あ、やべ。だ。ああ、もうこれあかんわ。
[01:54:53.199] 好きだからちょっとおもろそう。
[01:54:54.800] これあかんですわ。
[01:54:56.360] え、これさす、任天堂ンラインに来てないの?任天堂ンラインに
[01:55:05.840] ないです。
[01:55:06.480] あ、ないんだ。へえ。いや、他のテトリスだとこの好きなブロックを
[01:55:16.040] 1個さ、ストックできるんだよね。
[01:55:18.560] 1個持っとけるのよ。
[01:55:19.760] で、好きな時にそのなんて言うの?ブロックを取り出してそれを落とすことができるんだけど普通はこの長いブロックを
[01:55:26.920] 1
[01:55:27.079] 個ストックしといてこう来るまでにこういう風にさこう溜めておくのよ。こうやって長いやつが来るまででもさ、でも今うまいこと言ってるけど
[01:55:36.560] この時代のやつはストックするシステムなんすね。
[01:55:39.840] ないないんだ。ストック世代だからさ。ストック世代のやっぱ俺テトリスプレイヤーだからさ。ストックできないのがしんどい。
[01:55:48.239] あと長いのが全然来ない。長いのが全然こん。あ、もうちょっと
[01:55:56.719] 来ない。ダブル
[01:56:00.159] でも隙間開けたくないわけじゃん。あ、だから
[01:56:03.280] ンとか連
[01:56:04.320] Tスピンとかね。
[01:56:07.639] おら見たか?気持ちえやろがい。
[01:56:15.079] 金持ち。
[01:56:16.040] 金持ちやろがい。
[01:56:18.360] 金持ちやろかい。
[01:56:20.320] これやねん。ドーパ。ああ、やっぱテトリス回ってきたわ。ちょっと待って。だ、こういうさ、ガチャガチャのブロックばっか来られると困るんだよね。あ、来た。何お前?やめて。ねえ、もう何よ。だるいよお前で。
[01:56:48.360] ちょっとお面しれえな。確かにちょっと面白いかも。
[01:56:54.560] これほんま好き?
[01:56:59.159] ええ、何だったの?今の何?今の必殺技何?今の必殺技何?え?今の何だったの?う、やべ。終わりだ。おい、勝てねえじゃねえかよ。
[01:57:16.239] 普通に1
[01:57:16.880] 番最初のステージで負けたんだが。これ無理だよ。
[01:57:21.679] ダブル
[01:57:24.280] 笑笑
[01:57:26.199] え。
[01:57:28.560] 今のは相手の光る分てやつだったけど相手何持ってなかったです。そう。
[01:57:36.400] なるほどね。ああ、ちょっと面白いなあ。ちょっと他のキャラでやってみていい?
[01:57:41.840] ルイルピエンか。
[01:57:42.679] 他のキャラでやってみたい。
[01:57:44.840] え、ちょっと面白くない?え、なんかちょ、ちょこっと面白くない?なるほど。武踏
[01:57:53.119] からやってみよ。
[01:57:54.159] もう1
[01:57:54.560] キャラやってみるか。うわ、でもこれ確かにさ、人とやったらめっちゃ面白いだろうな、これ。
[01:58:00.320] 大喧嘩。シャーマン。
[01:58:13.440] シャーマン。あ、これもしかしてこの
[01:58:16.599] 1234が技か。
[01:58:19.400] 暗いダークバンパイアボムわかんねえよ。
[01:58:21.719] あ、でもボムは良かったね。ボムは良かっ
[01:58:24.079] た。だから最大4つなんだ。最大4つ弾
[01:58:27.679] 貯めて。
[01:58:29.639] あ、結構面しアジフック
[01:58:34.760] スってなんだよ。
[01:58:37.000] ファックスってなんだよ。もうそれ業務や
[01:58:38.960] ん。プリンスプリンセスソルミラー麻痺
[01:58:43.000] コピーええ
[01:58:47.320] スターダストフィーバーギャングマンボ
[01:58:51.960] 寄せ真やかし台無しメデューサ
[01:58:56.480] カットヌー中仲良しドトドン
[01:59:00.719] えーちょっと女の子気になる。この子行っ
[01:59:03.400] てみよう。
[01:59:06.599] ええ、エルシップ場に住むお
[01:59:08.920] 2
[01:59:09.040] 人のお姫様。ある日上のお姫様がドラゴンにさわれてしまいました。毎回なんかドラゴン出てくるな。地性と勇気に溢れるお姫様はあれを助けに旅立ちます。お姉様待っててね。私負けないだそうです。あ、ちょっとじゃあアラージンと戦ってみる。
