[00:00:36.399] ひ下
[01:35:09.360] ふう。
[01:35:22.040] あ、やだよ。
[01:35:39.080] ああ、よしよしよし。ああ、でもでもなあ
[01:35:42.159] 、
[01:35:43.960] ダブル取っちったかな、これな。
[01:35:49.360] ダブル取んなきゃよかったな。
[01:36:00.560] いや、これ相当きついぞ。
[01:36:03.800] ダブルほんま罠?
[01:36:06.400] ダブル。これマジ罠だよ。ハドラさん、こんにちはっす。ごめん。ハドラさん、こんにちは。見えてる?ああ、難しい。ロさん、こんにちは。もうコメントでなんかもう入ってこなかった。
[01:36:30.480] 耳に集中しすぎて。
[01:36:35.360] いや、ダブルはマジで罠だから。ダブル
[01:36:37.560] 取っちゃうともう画面に弾が全然出なく
[01:36:40.520] なるから
[01:36:54.320] 電動マッサージを攻撃に当てて
[01:36:56.880] 連打すれば勝てる。いや、マジでね、連打
[01:36:59.440] がきついこれ。は、こんばんは。連車が
[01:37:02.520] きつすぎるこれ。ただ俺のMSXには
[01:37:10.040] 連車機能というものがある
[01:37:13.119] だ。それ使うのも視野なんだが
[01:37:18.119] 連車機能オンにしよっかな。だね、あのね
[01:37:21.719] 、ぶっちゃけね、連車とかじゃないんだよ
[01:37:23.440] ね。なんかその連車とかじゃない。うん。
[01:37:28.280] は、そこじゃないんだよ。
[01:37:30.719] 連車とかじゃないのよ。うん。そういう
[01:37:32.760] ことじゃないんだな。
[01:37:38.400] もうなんか明らかになんつうの連車とか弾
[01:37:42.040] の速さ。敵の
[01:37:45.960] 連車でさ、敵の弾が壊せるんだったらいい
[01:37:48.320] んだけど壊せないからね。うん。
[01:38:00.800] いや、もうそんな見えないよ、そんなの。
[01:38:29.080] ちょっとちょっとちょっと武装のこと考えてた。今のは悪いわ。いや、何取ろっかなって悠長に考えちゃった。今のスラップが
[01:38:37.719] 長に考えち山
[01:38:41.280] ベースマジかっこいいんだよ。ベースか
[01:38:45.560] こちこんばんは。なんディこんばんは。今日は
[01:38:48.520] MSX
[01:38:49.400] 版やってます。間違えるなよ。グラデウス
[01:38:53.719] 2じゃねえからな。グラディウス2な。
[01:38:57.639] これ間違えるとの厄介なおじさんたちに絡まれるからな。これはグラディウス
[01:39:01.480] 2じゃなくてグラディウス2
[01:39:02.599] だぞ。あ、ちょっとマジでむずすぎるから何やっとっけどこれ。
[01:39:08.840] えいステージカクカクやな。
[01:39:11.800] MSXっていうのはMSX
[01:39:14.760] ってのは横スクロールの機能をハートとしてあのサポートしてないんだよ。横スクロール機能がないのにコナミは変態だから。
[01:39:21.920] あ、じゃあ横スクロール機ないんだったらじゃあ画面を
[01:39:25.040] 8
[01:39:25.280] ドットずつ書き直せばいいやっていうことで毎秒前秒
[01:39:28.400] 8ドットずつ8ドットずつえっと
[01:39:32.199] あの画面を書き換えています。
[01:39:34.760] あちゃさんこんばんは。あさんこんばんは。やばい。やめて。無理やり横スクロールしてるんだよ。これやばくね?やばくねえか?よく早い早い。俺に対して弾の動きが早い。
[01:39:50.040] 2と2って何が違うの?
[01:39:51.880] むずそ。
[01:39:52.760] え、いや、バカむずいね。やっぱやっぱ
[01:39:54.840] 40
[01:39:55.199] 年前のゲームだからこれ。えっとね、グラディウスくそ。グラディウス
[01:40:04.560] 2っていうのは40
[01:40:06.320] 年。笑。
[01:40:08.119] グラディウス2
[01:40:09.080] っていうのはいいか?ちょっと説明したるわ。じゃあ俺が説明したろう。説明しよう。えっとね。えっと、ちょっと待ってね。
[01:40:20.520] そう考えたらこのグラフィックすげえ。よいしょ、よいしょ、よいしょ。よし。グラディウス
[01:40:33.480] 2とグラディウス2
[01:40:35.679] 何が違うかと言いますとですね、あのですね、あのグラディウス
[01:40:40.080] 2
[01:40:40.239] というのはですね、あの、元々のあのアーケードゲームなんですわな。アーケードゲームなんですわ。
[01:40:45.480] アーケードゲームなんだ。あの、
[01:40:50.800] あのゲームセンターにあったゲームなん
[01:40:52.800] ですよ。それがこのグラデウス2ね。これ
[01:40:54.800] はファミコン版の移植なんですけど、この
[01:40:56.440] グラディウスに、これ分かりますか?これ
[01:40:58.040] グラデウス2。このドラクエとかでも使わ
[01:41:00.440] れてるこの縦ほ、縦2000の2なんすよ
[01:41:03.560] な。縦日本の2がこのグラデウス2なんす
[01:41:07.119] よ。ただ私が今日やってるのはこちら。
[01:41:11.000] これ数字のロムってなんでロムねん?ここで
[01:41:13.639] 数字
[01:41:14.520] なんでなんでそこでロムルねん。あのこの数字の
[01:41:18.480] 2
[01:41:18.679] なんですわな。これは何かって言うと家庭用に発売されたグラディウスの
[01:41:23.840] そういうことか笑
[01:41:26.199] 家庭用に発売されたこのグラディウス
[01:41:28.400] MSX
[01:41:28.880] で発売されたグラディウスのえっと続編なんですよ。だ違うんだよね。こっちはアーケード版の続編。こっちは家庭用の続編で違うんすよ。違うんすよね。
[01:41:39.599] 全然物のが違うんで、これ間違えると、え、厄介な厄介な人たちに絡まれますんで気をつけてください。
[01:41:47.520] 中身も違うの?
[01:41:48.520] 中身も全然違うで全然ゲームも違う。全然ゲーム内容も違うよ。全然違う。でもさ、厄介なことに勉強になる
[01:41:55.880] どっちもさ、銀なんだよね。どっちもパッケージが銀なんだよね。
[01:41:59.280] あいちゃい踏む目もあいちゃい踏む勉強なるね。テストに。
[01:42:04.000] テスト出るよ。テスト出るよ、これ。
[01:42:05.199] あれ、あれだからマジでここあの全国レトロゲームも試しがあったら抑えとくのはこことグラディウス
[01:42:11.760] 2とグラディウス2
[01:42:13.239] とあと月風でとあと月風で月風でじゃなくて月風でとあとファイヤーエムレブね。これ間違えこの
[01:42:24.199] 3
[01:42:24.320] つ間違えたらもう逮捕されるから本当にレトロゲー
[01:42:28.199] 3大間違えちゃダメゲームね。
[01:42:32.159] 3
[01:42:32.400] 大レトロゲータイトル間違えちゃエンブレムじゃないの
[01:42:35.159] エンブレムじゃない。エムブレムな。2
[01:42:36.560] 度と間違えるよ。ファイヤーエンブレムじゃない。ファイヤーエムブレム
[01:42:39.920] 出た。ファイヤーエムブレム。笑。
[01:42:42.400] あれかポケモンのブラックホワイト
[01:42:44.159] 2みたいなもんか。
[01:42:45.480] ま、ちょっと違うんだよね。うん。ちょっと違うんだよね。ま、いい。ま、いいわ。いや、もうはい。そういう感じです。そういう感じ。そういう感じね。これグラディウス
[01:42:55.280] 2
[01:42:56.760] めんどくせえんだよ。そう。めんどくさいのだるいんだよ。そう。わかる、わかる。
[01:43:02.280] しかもファイアーだから間違えたら殺される。
[01:43:05.199] ファイアーか。ファイアーじゃなくてファイアーエムブレムなんだ。言いづら。明らかにゴロ悪いやろ。ファイアーエムブレム
[01:43:14.679] やべ。殺される。
[01:43:17.760] よし。このさ、これ敵の弾の速さがさ、めちゃくちゃ早いのね。
[01:43:31.239] ホーミング性能やばくて笑う。リスキルえぐい。
[01:43:36.239] もう大きいエムすな。大きいエイムすな。これね、ダブルダブル。ないないないない泣いた。
[01:43:58.440] マジで回心の一撃で体力バー全部消されるよ。ファイアーエンブレムのこと言い間違。
[01:44:03.800] ファイヤーエンブレムやりたいね。ファイヤーファイヤーエンブレムやりたいね。ファイヤーエンブレムファイヤー殺されたわ。あいつエムブレム警察かもしれん。
[01:44:14.639] こいつ着実に狙ってきた。
[01:44:25.719] こいつをいかに早く殺すか。こいつを
[01:44:27.360] いかに早く殺すか。こいつを
[01:44:30.199] 硬い。こいつ行とけばええねん。FE
[01:44:38.080] よしよしよし。いいよいいあいい
[01:44:41.520] いい。これはぞ。これはいける。これは
[01:44:43.960] いける。
[01:44:48.480] と丁寧に1匹1匹買ってった方がいい。
[01:44:50.599] ここ
[01:44:53.679] 何あれ?何あれ?なんか出た。なんか出た
[01:44:55.080] 。なんか出たけどなんだかわかんない。何
[01:44:56.360] あれ?まずい
[01:45:00.360] むずいむずむずいって。むずいって。その
[01:45:01.920] なんかもう電撃ライラボみたいな。むず
[01:45:03.440] いって。むずいって。
[01:45:06.400] いや、取れへんやん。それ取れへん。邪魔
[01:45:08.320] だよお前。
[01:45:11.159] いや、めっちゃパワーアップあんのにな。
[01:45:13.280] めっちゃパワーアップあんのに取れへん。
[01:45:18.719] むずいよ。
[01:45:22.080] むずい。それは
[01:45:27.199] それはむずいって
[01:45:36.400] ね。お、
[01:45:42.040] 今開始から1時間45分やってるんだけど
[01:45:44.320] 、まだステージ2だからね。
[01:45:47.040] まだステージ2だからね。
[01:45:56.679] 次死んだらちょっと水飲むわ。
[01:46:01.000] ああ、もうあれだから。岩さんたん
[01:46:02.880] こんばんは。あの昭和の部活道と一緒で
[01:46:06.119] グラディウスはあのグラディウスやってる
[01:46:08.000] 時は水飲んじゃダめだから。これ怒られる
[01:46:10.719] だよ。水飲んだら。おい、何水飲んでんだ
[01:46:13.280] よ。グラディウス中だろうが。
[01:46:18.360] いや、連打しんどい。連打しんどい。
[01:46:28.920] いや、しくったな、これ。間違った。並走
[01:46:30.920] 間違ったね、これ多分。
[01:46:37.000] やねえ。硬る。こいつなんか出たよ。なんか取ったよ。今何取ったの?これ何取った?何取った?これ俺何取ったの?これなんか取ったよ、今。
[01:46:59.199] 何?何?
[01:47:01.400] なんか
[01:47:03.440] よしよしよし。
[01:47:17.800] なんか取ったんだけど何な?あれ万歳特攻
[01:47:21.040] やめてね。
[01:47:24.239] あ、もうこれあ、ちょっと手心ってもんが落としてた。
