[00:00:11.719] ちゃまドペペペちゃまドペペペちゃまドペ
[01:36:28.040] ばっかりいやケン太来てないよ
[01:36:31.600] まだだめだやっぱ全然起きてないからあれ
[01:36:34.760] だなイベントがちょっと不完全だ
[01:36:40.320] わ家帰っても多分いないよ
[01:36:43.760] なまでもちょっといいやもここでシバ
[01:36:46.760] 見れるかも楽しみタンクがタンク2個
[01:36:49.679] 貯まったし
[01:37:09.960] ロードが投げんだよ
[01:37:12.920] これ家帰ってきました戸塚弓23
[01:37:17.719] 歳若い
[01:37:19.719] なこっちみんな
[01:37:28.199] ドク出そう彼氏が来ないつってドク出そう
[01:37:32.600] ケン太来ないなどうしたん
[01:37:34.480] だろうたちょっとドク吸ってあげれねえ
[01:37:37.920] ぞ次のこと考えてちょっとこれ残しておき
[01:37:40.719] たいからああ大丈夫だあバカだったわ来
[01:37:45.800] なくてもハート出るわああまケン太の
[01:37:48.840] 気持ち分かるけど
[01:37:50.679] ねいいな
[01:37:53.840] ポジティブっていいよ
[01:37:58.960] なねウギさん来ないわ
[01:38:04.199] ねと何か事情があるのよそうよねでも連絡
[01:38:08.400] もない
[01:38:11.480] し好きでこんなことする人じゃない
[01:38:14.440] わ事故にでもあったのかしらやべえどって
[01:38:18.560] もうてねまた彼氏が起きてから見てみたい
[01:38:22.199] ねの人間が起きてから見たい
[01:38:25.520] わちょっとこれはもう1回やるだろうな
[01:38:28.080] 多分なもう1回やることになる
[01:38:32.960] だろう今にいると息が詰まり
[01:38:37.000] そうお父さんも緊張し
[01:38:39.560] てるなんだかんだ緊張するよなお風呂も
[01:38:43.480] いい風呂あんなお父さん見たことない
[01:38:48.440] な案外弱気なとこもあるのねひのきかなね
[01:38:52.679] めちゃめちゃえマンションでしょこれ一
[01:38:55.520] じゃないよね風呂ひのきな
[01:39:00.480] のこ君はいなくてお父さんごめんなさい
[01:39:04.119] 知ら
[01:39:06.040] んあんな男忘れなさいにも何か理由がある
[01:39:10.719] のよ確かにメンテナンス大変そうそんな
[01:39:14.080] わけなど聞きたくないどうして太を信じて
[01:39:16.599] くれないのとにかく上過ぎなと顔も見たく
[01:39:19.800] ないやべえあこれ
[01:39:24.440] 70は切れねえ
[01:39:26.199] ああ全然だめだ上杉君来なかったなうん
[01:39:31.080] ごめん
[01:39:32.880] なさい彼はこんなにいい加減なのか違うわ
[01:39:36.080] そんなことしない人
[01:39:37.800] よ障害ねじゃあなんで来ないんだ分から
[01:39:42.480] ないけど理由があるのよわあだうわあもう
[01:39:45.960] だめだダメだめ
[01:39:48.639] だ俺はだめだああだめだ
[01:39:54.040] これちょっと彼氏起こしてのりケテ
[01:39:57.760] ちょっとまた後でやろう忘れた頃にもう1
[01:39:59.679] 回やろうだめだった忘れた頃に
[01:40:05.480] やろうちょっと難しかったな
[01:40:10.360] ここランクし結構で難しいのねケン太2人
[01:40:14.360] で力を合わせていこう
[01:40:16.639] ねだめでしたダメだったか
[01:40:27.119] セーブすっかセーブも投げんだよな
[01:40:31.880] これせえ
[01:40:40.360] やセーブ長いの
[01:40:46.520] よさて次は誰行こうか
[01:40:49.280] な長
[01:40:59.320] 続けます
[01:41:02.159] ぜさて次は誰行こうかなめっちゃセーブ
[01:41:06.119] データで
[01:41:07.159] 仮想でも言ってもプレ2だけど
[01:41:10.480] ねさてさてとかど凸かけはちょっと置こう
[01:41:15.400] 凸かけはちょっと置く
[01:41:18.080] わせたれ
[01:41:20.760] ああカフさっきの店員さんか
[01:41:23.800] 関の25歳カフテインボクサーの卵え生活
[01:41:26.960] 無口でストイック現在原料中襲いかかる喉
[01:41:29.599] の乾きにももえ苦しむシャドがシャド
[01:41:32.280] ボクシングをして必死に耐えるアイド
[01:41:34.280] マンガ明日の
[01:41:35.800] ボクサー
[01:41:37.400] うーさっきの店員さん
[01:41:40.239] ね近藤で目が出てないなら諦めた方がな
[01:41:46.040] こと言うなよお前こと言うなよ広瀬あ
[01:41:50.320] 瀬松岡これ先生だよな趣味ウト
[01:41:54.320] トレーニング職場とわず常にトレーニング
[01:41:56.639] を勝ない女性に対しは非常に有えダンス
[01:41:58.520] 教室で一緒に学ぶあ橋本瞳出た
[01:42:03.119] わこれ橋本瞳起こしに行く橋本瞳起こして
[01:42:09.199] で次今度橋本ひ多分こいつ橋本合うでしょ
[01:42:12.960] 多分合うから橋本瞳を起こしてもらってで
[01:42:17.280] 橋本やったら今度あのなんだかあんだっけ
[01:42:22.679] の橋瞳で起こせるんじゃねえか
[01:42:25.320] なわかんねえ
[01:42:28.480] けど松岡行くか松岡行ってみます多分高校
[01:42:33.599] の高校のあの固まってるやつらも起こせる
[01:42:36.199] んじゃない先生だしね固まってたおい何し
[01:42:38.880] てんだてなりそうじゃない
[01:42:54.280] ま松岡力はちょっと性格はなあってるのっ
[01:42:57.040] て実質時間停止ものよねあそうだよそうだ
[01:43:00.320] よ犬には聞かないやつ松岡ア33歳朝
[01:43:06.119] クロト
[01:43:09.520] ハダンス教室のひ
[01:43:12.639] さんお前体操のマットで出てんの彼女の
[01:43:17.000] ことを考える
[01:43:18.199] と俺は夜も眠れない
[01:43:23.480] ひさん好きだて頭の中でそれにしても今日
[01:43:27.199] はよく眠れた
[01:43:28.679] なよし気持ちのいいところで今日はひさん
[01:43:33.119] に告白するぞいいぞわどうしようい感ぶっ
[01:43:35.800] こもっかなどうしよう寝れないっていう
[01:43:39.360] じゃんいい感ぶっもうかなよしポージング
[01:43:41.920] しておく
[01:43:43.760] か今日の筋肉
[01:43:48.159] はふむまた太くなったなわこれちょっと
[01:43:52.440] 迷うなぶっ込むか迷う
[01:44:01.599] ぞうんいい感なしで70までやる
[01:44:07.239] か跳び箱が自宅にあるのなかなか見ない
[01:44:11.199] しかも相当でかかった
[01:44:15.360] なおたたたた
[01:44:22.040] これ口が切れたかうわドク出すな歯茎の
[01:44:27.520] 歯茎の
[01:44:28.960] 筋肉歯茎の
[01:44:32.920] 筋肉これ天井に当たるだろ飛ん
[01:44:38.840] だらロこのゲームローポリゴンだからって
[01:44:41.760] 普通に全裸になるんだよ
[01:44:43.599] なふうシャワーでも浴びる
[01:44:46.639] かおお気持ちいいぞハートだ
[01:44:51.400] ぜだかなんか熱いぞ変わった家の作りだよ
[01:44:56.480] ねしねなんでこいつ
[01:45:01.320] さあ出せよハートやっぱいい感ぶっこま
[01:45:06.760] なきゃ難しいかプーさんみたいな服着てん
[01:45:09.400] な
[01:45:12.599] お前プーさん机ちっちゃいや机ちっちゃせ
[01:45:18.000] え何この生活スタイル生活するスペース
[01:45:22.159] ちっちゃすぎるだろ
[01:45:24.280] いやうぜえこいつマジでちょっとこれは
[01:45:27.880] もらいます20はねえと生徒起こせねえ
[01:45:41.920] だろオースオースポケモン終わっちゃった
[01:45:45.119] かあポケモンはもう終わりました
[01:45:53.760] モは終わったとかやってないことに
[01:46:00.320] なっさ行きますよ病院病院じゃないや
[01:46:03.119] えっとなんだっ
[01:46:06.440] け学校に行きますよ
[01:46:23.199] 居酒屋いいのかなって懐かしいな居酒屋
[01:46:26.760] いいのかな仕様が分からないんだけどこれ
[01:46:30.560] 追たちの最後にいい感使えないの使える
[01:46:33.560] 使える1番最後に使うことできるよただ
[01:46:36.280] 100にして追わせばいいんじゃないんだ
[01:46:38.119] よこれ実は100にして終わればまランク
[01:46:43.199] はAになるんだけどそのキャラクターの
[01:46:45.560] 最高の1日っていうのがあるんね最高の1
[01:46:48.880] 日を達成するとなんかこう写真が1枚出て
[01:46:51.560] くるんだけどそのキャラクターのねそれは
[01:46:53.920] そのキャラクターに関わるさっきみたい
[01:46:56.239] 彼氏た彼氏とかそういうのを全部起きた
[01:46:59.719] 状態でなんかそのあれするとなんつうのか
[01:47:03.960] な
[01:47:04.840] その最高の1日になるの最後に一感
[01:47:08.719] ぶっ込んでからいいってわけでもないんだ
[01:47:15.920] よこそいつに関係するキャラクターが全員
[01:47:19.040] 起きて
[01:47:19.960] てまた同じくりやってんなこれ
[01:47:25.239] 怒らないから正直に手を
[01:47:29.719] 上げろなるほど
[01:47:37.760] 怒らないからつって怒んないやついねえ
[01:47:40.080] もんな
[01:47:55.400] ただこれ最後にバカでけえの出すよな来た
[01:47:58.119] たたバカでけえハート
[01:48:01.400] 出すこれが愛の鞭だ
[01:48:07.440] よババ君とも絡んでほしい
[01:48:14.000] な
[01:48:15.760] あ竹の内
[01:48:18.440] 太具合でも悪いのか
[01:48:23.400] おい2人とも目を覚ませあ来
[01:48:26.760] たあこれ行けるか行けるか行ける
[01:48:32.880] 危ねえこれエナジーが足りないと足りない
[01:48:37.360] とまたあれなのよなんか
[01:48:39.320] そのエナジーが足りないとあの起こせなく
[01:48:43.080] てそのまま住んじゃうからまたこいつやん
[01:48:45.040] なきゃいけなくなっちゃうんできれば本当
[01:48:46.880] 起こしてき
[01:48:58.320] 動かなかったから心配した
[01:49:01.920] ぞ俺ちょっとハート出してくれよしよし
[01:49:05.320] よしこれはもらいますこれはもらうこれ
[01:49:08.880] おはようおはよう
[01:49:19.360] おはようあと謎ゲームやってますおいバ
[01:49:23.040] 聞いてるのかえ何当てられた
[01:49:28.400] の今行った制作の名前
[01:49:32.199] はえあの
[01:49:36.400] そのどうした顔色悪いぞ水しか飲んでねえ
[01:49:39.520] もんなちゃんと朝飯食ってこいよそ朝飯が
[01:49:43.960] ないんだ
[01:49:45.800] よめちゃめちゃ携帯なってる
[01:49:49.520] しこれ生徒も多分まだみんな起きてんだよ
[01:49:52.800] 起きて寝てるんだよ
[01:49:58.280] な悲し
[01:50:02.639] すぎるお屋上やっぱこいつら屋上行くんだ
[01:50:06.080] ね竹の内ふが起きた
[01:50:09.119] からやっぱり晴れの日は気持ちいい
[01:50:13.639] なつい体操したくなるなあ間違えたああ
[01:50:19.119] ありがとうふひさんはどうしてるかな
[01:50:25.760] 一緒に運動したいものだ
[01:50:28.880] なえこの後ひさん起こし行かないんか
[01:50:35.920] なさ次はダンス教室だあダス教室のひさ
[01:50:41.280] んって言ってたもんな今日こそひさん
[01:50:44.480] にわでっかいでっかいハトでっかいハート
[01:50:48.079] 半分もらうでっかいハート2個
[01:50:51.639] も
[01:50:54.320] こいつ自力で70行きやがっ
[01:51:04.239] た一感2つつあるからも最悪ぶっこんで
[01:51:08.400] 起こす
[01:51:27.239] これリメイクされたらおもろいんだけど
[01:51:30.880] なこれとかさあのルーマニアとか
[01:51:35.239] さリメイクまこれこれはありえないと思う
[01:51:38.440] けど3000本しか売れてないからでも
[01:51:41.520] これ販売販売も天下のscceだよソニー
[01:51:47.000] さんですソニーが出してる
[01:51:49.159] これなんでこんなん出したんだろうな
[01:51:56.119] 笑笑ソニーコンピューター
[01:51:58.800] エンターテイメントめっちゃ金かかってる
[01:52:00.679] と思う
[01:52:04.040] でュ潰れた会とかじゃないソニーリメイク
[01:52:07.760] しないだろうなましたとしてもこんな
