[00:00:00.199] ちゃまぷんちゃにめ
[01:58:15.920] へえ。
[01:58:19.840] 思い出したくもないな。え?何なんだ?
[01:58:30.040] 陣怪我はないか?
[01:58:31.679] あ、これで勝ったと言えるのか?
[01:58:36.159] さあ、七父気のところへ。
[01:58:37.679] あ立ち。あれ?あ立ちって誰だ?
[01:58:40.880] あ立ち殿の。私は喜び。
[01:58:43.159] これまさ子の夫?
[01:58:45.360] 勝ったとていむ通りはないぞ。
[01:58:48.199] あ立ちってま子だよね。
[01:58:53.400] せやね。
[01:58:55.119] いはいにも聞いなさい。覚えておらん。
[01:58:58.239] バーサーカーの夫かをえて私らもを残したいものですな。
[01:59:05.400] 小度の戦は海賊をかまった者どもへの戒ましめに過ぎん。
[01:59:11.400] あのどもは戦の作法すら知らぬ。百勝
[01:59:15.679] 黙れ。はやつと話してまいる。あ立ち殿皆に飯を酒も振る舞え。
[01:59:25.199] ちょっとお父さんだ。
[01:59:28.840] お父さんは結構さ、あのあれな人なんだね。
[01:59:33.320] もうなんというか父この戦は
[01:59:37.560] あつらは海賊をかまった
[01:59:41.199] 問答無なんだ。
[01:59:42.360] 村のものを全て殺したのですか?
[01:59:46.000] イさ別がなかったが始めたのは向こうだ。
[01:59:50.119] 結構やばいやつなんだな、こいつ。
[01:59:55.199] 私が切ったのは
[01:59:57.360] お前が切ったのは罪人だ。
[02:00:00.719] 見事であった。思いがけもないほどに
[02:00:04.599] 自殿のご下事に従ったまでだ。
[02:00:10.639] 顔をあげろ。お前は戦士だろ。
[02:00:16.000] うん。
[02:00:28.560] 父上が生きていればクロードを認めただろうか。
[02:00:29.599] いやあ、認めないでしょ
[02:00:31.800] 。あ、どうなんだ。なんか認め
[02:00:37.560] うんん。何これ
[02:00:40.400] ?あ、これだけでいいんだ
[02:00:44.800] 。うーん
[02:00:46.719] 。てか思ったんだけど、なんか鎧違うよね
[02:00:50.320] 。なんかこれ俺が装備してる鎧なんか違く
[02:00:53.960] ないか?今気づいたんだけど
[02:00:57.000] 。
[02:00:58.079] あれなんかさ、クロールの鎧い。あ、いや、合ってるかも。いいか。
[02:01:02.490] [音楽]
[02:01:14.639] 境いけど知られては困る。あ、何これ?
[02:01:16.880] あ、境知られては困る。
[02:01:26.400] あ、な、だからこれ見た目変えてんのか。言ってなんかおかしいと思ったんだよ。あ、酒池家って知られちゃまずいから。そっか。
[02:01:27.480] 酒池家嫌われてるからな。
[02:01:29.280] 酒家池と知られては困る。
[02:01:31.000] だからこの家紋が違ったんだ。
[02:01:32.840] そういうことか。
[02:01:33.679] なんかなんかだから俺違和感あったんだよ。あれと思って
[02:01:36.280] 高いけど知られては困る。
[02:01:38.079] あ、そうな。なるへそ。
[02:01:40.599] なるほ。だったら顔も隠せよ。だったら顔も隠した方がよくない?ま、でもやんないけど。なるほどね。
[02:01:52.040] なんかめっちゃなんか今なんか今めっちゃ字幕出てなかった?なんか
[02:01:57.599] なんか今笑笑なんか今んだ
[02:02:01.239] 境と知られては困るか今
[02:02:03.679] 境と知られては困るさいけど知られては困るも
[02:02:08.840] 酒けど知られては困るさいけど知られては困るさいけど知られては困るさいけど知られてはてこれさてこ
[02:02:18.470] [笑い]
[02:02:20.840] 永遠にやったらさ、画面これ上まで行けんのかな?
[02:02:24.119] 笑笑
[02:02:26.079] ちょっと待って。ちょやってみていいか?悪り。ちょっとちょっとやってみていいか?どうなの?いけ知られては困る。笑。
[02:02:32.920] 知らては困る。
[02:02:34.840] 境知られては困る。境いけど知られては困る。
[02:02:39.560] いや、こういうのやりたなるやろ。こういうの
[02:02:41.719] 境いけど知られては困る。
[02:02:45.000] 逆しかも知られては困る。けど知られては困る。
[02:02:51.199] は困る。境知られては困る。
[02:02:54.840] そんなに困るか。
[02:02:57.400] え、えー。ええ。え、だ。
[02:03:01.510] [笑い]
[02:03:04.800] 笑笑。えら。笑笑。笑笑。
[02:03:10.199] そんなことある?
[02:03:15.679] え?て報告。笑笑。
[02:03:23.679] これどこまで戻んだよ、これ。これはちょっとこれは
[02:03:24.679] SCE
[02:03:25.280] さん、これちょっとなんとかしてくださいよ。これおかしいよね。
[02:03:29.760] の見たことねえ。
[02:03:30.880] おかしいよね。絶対なんかあのあれのバグだよね。絶対ね。字幕の数のバグだよね。絶対。これ見つけちゃったな。待って。
[02:03:42.719] え、どっから
[02:03:45.280] ?どっ
[02:03:47.280] からこれ?
[02:03:53.840] え
[02:03:55.719] ?あ、よかった、よかった、よかった、
[02:03:58.280] よかった。えー、何?やっぱダメなんだ。
[02:04:03.480] え、再現性のあるバグなんかな
[02:04:07.159] 、これ。再現性のあるバグな。ま、いっか
[02:04:10.000] 。
[02:04:12.480] 酒家と知られたは困るなあ。いや、そんなことなるんかい。うわーん、いっぱいいる。だ、影、
[02:04:23.970] [音楽]
[02:04:26.679] あ、違う。これさっきのんところか。ごめん。ちょ、ここがいいよ。
[02:04:33.960] さっきの俺が諦めた砦でしょ、これ。無理、無理、無理。
[02:04:41.840] ちょっと迂しますわ。なかなか迂すんのもこれ大変そうだな。登れない。
[02:05:02.119] いやあ、これ
[02:05:04.400] 結構致名的なバグじゃない
[02:05:13.040] ?ん、いいよね。このまままっすぐ行っ
[02:05:15.280] ちゃっていいよね。
[02:05:45.800] プレステでゲームがエラー落ちすんの初めて見たんだけど。あ、なんかいる。
[02:05:52.639] なんだおめ?人が毒を
[02:05:54.920] 何やってんの?だ、お前の話は聞か
[02:06:01.040] う。弟は村で1番いい子だったんだ。
[02:06:03.880] なんだ?
[02:06:05.440] それなのに蒙古のせいで変わっちまった。
[02:06:09.199] 負荷の隠れがでかまってもらえ。
[02:06:13.159] ここは安全。なんな?悪い人はいない。
[02:06:15.960] お前を幻しだ。アップロード76なら30
[02:06:19.440] 分に
[02:06:23.079] 何それ?あ、そうなん。フールアウト79
[02:06:24.719] ってのがあんの?あ、え、待って。これはすげ傘。なんだこれ?
[02:06:31.079] 他に手立てはなかった。
[02:06:32.480] おいおいおい。待って待って待って。竜像
[02:06:37.440] 仲間を食わせなきゃならねえ。小田で死んでくれりゃよかったもの。
[02:06:50.520] 幻しめ。てかフールアウトもやりてえな。フォールアウトもやりてえ。やりてえゲームいっぱいあんなね。フールアウトやりたいやりたいって言ってけどゲームか全くわかんないんだけどさ。
[02:07:08.840] 楽しみ。
[02:07:10.559] え、フールアウトもオープンワールドゲームちょっと津島っぽいゲームなんかな、どういうゲームなんだろう。よく分かってないんだよね。ただストーリーがおもろそっていう。
[02:07:24.239] オープンワールドなんだ。うーん。オープンワールド
[02:07:25.239] 2連続か。まあ、ちょっと考えるな。
[02:07:29.239] ちょっと違う。
[02:07:30.280] あ、ちょっと違うんだ。でもオープンワールドなのは土地ぐるぐるって感じ。
[02:07:35.960] ふーん。
[02:07:37.400] でも結局だからマップが広くてそこにね、いろんなイベントがあってって感じでしょ、多分。
[02:07:42.040] 地獄を楽しむ。
[02:07:43.719] 地獄を楽しむ。なんだ。
[02:07:46.360] あ、そうなんだ。
[02:07:53.559] もうちょい自由な感じ。
[02:07:55.159] へえ。オブリビオンとかスカイリムとかそんな感じなんかな。
[02:08:07.000] どう転がってもストーリーが続くみたいな。はちゃ好きだと思う。
[02:08:10.239] いや、ま、好きだと思うよ。うん。おもろそうだと思う。
[02:08:18.320] そっちに近いね。ベセスダやし。
[02:08:20.199] あ、ベセスダだから。そうっか。うーん。あ、でもオープンワールドだから結構長いよね。多分ね。
[02:08:26.800] [音楽]
[02:08:36.079] あれ?
[02:08:36.480] キャラメイクで終わったベセスダのやつなんだっけ?酒境かと知られてはコン
[02:08:38.420] [音楽]
[02:08:41.800] キャラメイクで終われなんだっけ?あれえっとスカイなんだっけ?あのなんだっけ?あの宇宙のやつスカイフィールドじゃなくてなんだっけ?名前忘れちゃった。あのなんなんだっけ?あの
[02:08:55.000] スターフィールドか。スターフィール
[02:08:57.599] スターフィ天崖けだよ。
[02:09:01.360] 大事な話をしてる。
[02:09:02.480] あれは俺のあのね、あれソコンのスペックが全然足んなかった。でも今だったらできると思うんだよね。グラボ変えたから
[02:09:09.880] 俺あん時グラボさ2060でさ
[02:09:12.599] やめ全然ダだったで
[02:09:15.280] そういうことか
[02:09:17.960] クソでやめたんだよね。でも今だったらできるはず。
[02:09:20.679] 探しに出ちまった。裏切ったのか。
[02:09:22.480] ま、今だったらプレス5
[02:09:23.520] でやるけどね。プレス5
[02:09:24.719] 版出てるでしょ。あれ出てないんだっけ?見える。
[02:09:30.520] あれ?天どこ?出てない。
[02:09:32.119] あ、出てないの?まるで植えた下だな。
[02:09:35.480] 嘘ばかり嫌やがって。
[02:09:36.599] 出てない。どうした?
[02:09:37.880] 決して嘘は言わない。
[02:09:39.520] あ、もこ兵だ。なんだ?
[02:09:41.520] あ、どうしたん?いつまで待たせる気だ?
[02:09:45.280] ごめん、ごめん。出てないの?
[02:09:47.679] る話を聞き出せたかもしれん。あまりいて殺すな。
[02:09:51.679] 十分。あれ?Xbox先売か?もしかして
[02:09:54.280] 嘘ばかりとは?Microsoft
[02:09:56.000] 何を聞いた?気にすんな。
[02:09:59.400] それより補給戦だ。
[02:10:01.239] 船はひやかに奪うと仲間に伝えろ。損傷した船ではさに近づいて。
[02:10:09.880] あ、そうなんだ。
[02:10:13.800] おい、そうい顔すんな。傷1
[02:10:14.920] つつけずに乗っってやるよ。少し休め。船が来るまでな。
[02:10:22.360] まあでもうん。スターフィールドはいいかな。
[02:10:27.119] 槍り川の人槍川の出て嘘ついてるってことだよね。これ俺が境ってばれないように
[02:10:38.599] 来たぞ。まず小舟を奪いそれから補
[02:10:44.280] 霧も味方になる。
[02:10:46.360] 姿を見られることもなくなるだろう。
[02:10:48.679] 出達だ。そろそろ毒は消えたか。
[02:10:52.559] 触りにはならんぞ。それを知りたいのか?
[02:10:54.880] 違う。幻を見ると言ったな。
[02:10:56.920] 忘れたい。過去のな。
[02:10:58.360] 帰り地で自慢の墓間が汚れたとか。
[02:11:01.079] それも忘れたい
[02:11:04.280] なあ。お侍い様。あんたにとって1
[02:11:05.480] 番足きことは何だった?
[02:11:07.159] 足きこと?
[02:11:08.880] 天との出会い?いや、父上の
[02:11:11.599] に行く様に立った父上の死。
[02:11:16.760] すまねえ。お主が知るよしもないことだ。
[02:11:35.040] いつも通りだ。チャット殺せ。
[02:11:38.760] 簡単に言ってくれるな。チャット殺すよ。じゃ、チャット。
[02:11:49.360] ああ、バレ。あ、え、良かった。
[02:11:50.440] ここに生流の挨拶をしてやろう。てれ
[02:11:53.800] を抜け。
[02:11:54.280] ああ、ちょっと待って。ちょっと待って。え、ちょっと待って。
[02:11:57.119] 違う、違う、違う。えっと、違う。え、ちゃうちゃう。え、こちゃうちゃう。こ、待って。よしよし。
[02:11:58.450] [音楽]
[02:12:07.800] バレちゃまずかったんかな、これ。でもバレるしかないよな、今のな。てめ歌ってんだよ。
[02:12:12.530] [音楽]
[02:12:18.119] 意外としか。こいつも強いのよ。
[02:12:19.320] こいつも意外と強くてさ。
[02:12:21.440] この歌ってるやつも
[02:12:22.400] 気づかれてしまうぞ。もう
[02:12:23.800] 気づかれてるやん。
