[00:00:14.599] どりゃ
[01:23:08.520] ことが嫌い部屋はいつも散らかした状態に
[01:23:10.400] なっているえ吉田恵とは友人関係しかし
[01:23:13.520] 吉田恵の傲慢な態度に内心怒りを抱き縁を
[01:23:16.360] 切ることを決意するいい
[01:23:18.760] ねこれ名前起きてないやつ名前が黒いんだ
[01:23:22.080] よでもこれは多分別の部屋だから
[01:23:25.040] ただこれ2人起こせるよねこの石のあと
[01:23:28.840] 三村
[01:23:30.760] 三村これ起こせるんじゃ
[01:23:34.199] ないあこの2人もだ小坂つ子と山田サバあ
[01:23:39.760] これ行こうこれ行こうこいつ行こう行くわ
[01:23:42.120] こいつ起こせそういっぱいいい
[01:23:45.639] ぞいいぞ五頭巻きの友達ね
[01:23:55.560] い感ぶっ込む
[01:23:56.800] ぞやっぱこのハビタット内のキャラクター
[01:23:59.679] のハートが今高いからめっちゃハート
[01:24:01.600] 溜まるマジ
[01:24:04.440] でいい感
[01:24:08.480] ぶっこむ下田発信ん下田
[01:24:19.280] 発信い感ってなんか麻雀
[01:24:22.400] みたいい感ってあの
[01:24:25.840] あれなロックマのなはい
[01:24:38.840] ど身てアイドルに付き合うのも結構これ
[01:24:42.679] ドロキャだな
[01:24:44.760] これ結構ドクロキャだ
[01:24:48.280] かだめ友達やめるって言っちゃおっか
[01:24:58.040] うーん部屋汚ねえ
[01:25:07.600] な
[01:25:12.119] ええゴミ箱あて飯食ってんの食べれる
[01:25:16.400] 食べれるご飯あったっ
[01:25:19.480] けあ結構
[01:25:22.119] こいつ今日はちくと買い物
[01:25:26.520] かアイドルの友達も楽じゃない
[01:25:29.840] わ付き合ってるメリットといえばうわこ
[01:25:33.440] だるいなこいつ芸能人会の芸能界の裏情報
[01:25:37.560] ぐらいか
[01:25:39.840] なもっとハート出せよお前ハート出せ
[01:25:46.320] や最近使ってないからな掃除それじゃない
[01:25:50.639] のその青い
[01:25:52.840] のにたっきり
[01:25:55.440] だうわもうこいつさちょっとさもう
[01:26:00.600] ちょっともうちょっと出して
[01:26:11.040] や汚
[01:26:14.280] な見かける前にお化粧を確かここにあった
[01:26:17.880] はずだけど見つかれないからしょうがない
[01:26:23.239] わお化粧なしで大丈夫よ
[01:26:36.440] ねなんか風呂も汚ねえ湯溜まってんなマモ
[01:26:40.400] ゆ
[01:26:41.360] じゃんまこもゆ溜まってんじゃんこいつ
[01:26:43.880] あれマコモゆやっ
[01:26:45.600] てる実は1年半変えてないんですきった
[01:26:49.960] ねえまこもゆってご存知ですか
[01:26:55.440] お前らまこはこゆやってんのまこ
[01:27:04.080] ゆまゆはきれですけどやってみるまこも
[01:27:09.400] やべえよまこも食べるとおいしい
[01:27:12.440] よまこもっておいしいんだあいいねハート
[01:27:16.520] いっぱい出てきたいいぞおめえにやるから
[01:27:21.840] さお前に俺の生きた証お前に全部
[01:27:28.920] やるこれあのFF7のクライシスコアの
[01:27:32.639] メシねザックスが死ごめんザックスが死ぬ
[01:27:36.199] こと今ばらした
[01:27:37.560] けどごめんやったことない人ごめんね
[01:27:41.080] ごめんなネタバレネタバレしたけど今
[01:27:43.320] さらっとザックスは死にますやったこと
[01:27:45.840] あるの
[01:27:48.639] ああうん明日からやろうとネタ
[01:27:54.560] クスやめてねごめんなザックスが死にます
[01:27:58.600] いやでもこれはさでもこれは回避回避
[01:28:01.719] そうそうそうそうそれはマジでそうこれは
[01:28:04.199] ドラゴンボールのネタバレ食らって怒っ
[01:28:06.239] てんのと一緒いやそれは通ってないお前が
[01:28:08.159] 悪いになるこれはFF7やってねえやつが
[01:28:11.719] おかしいだろだからニチなゲームでさ
[01:28:15.360] ネタバ俺知ってるんだぜつってネタバレ
[01:28:18.239] やってくるやつは頭おかしいけどさみな
[01:28:21.119] もうドラゴンボールであのフリーザて死ん
[01:28:23.280] じゃうんですよて言わ
[01:28:25.199] いくらでもやる機会あっただろうにそう
[01:28:27.800] なんか不可効力的ネタバレはしょうがない
[01:28:30.760] ファイナル
[01:28:32.199] ファンタジーたまやってないけど
[01:28:36.760] 私おはよう久し
[01:28:43.080] 笑笑俺の生きた私証全部
[01:28:48.639] やるやる頃には忘れてるよどう忘れて
[01:28:57.280] でもなんか展開違うんでしょクライシス
[01:28:59.560] コアの展開一緒なのかなわかんないけど
[01:29:02.920] FF7もやりてえんだよなもう1
[01:29:07.480] 回FF73部作がわいつ終わんの
[01:29:11.800] あれねこれさすがに起こしてくれるよね
[01:29:15.880] さすがに起こすよねこの2人来年1を
[01:29:19.719] 予定あ来年完結する予定なんだ
[01:29:26.040] えこれ
[01:29:29.679] さねこれ店員こいついちしてん
[01:29:40.639] なでっかハートこれもらこれもらうこれ
[01:29:43.159] もらうこれ
[01:29:46.159] くさいえ起こしてよさすがにお前が起こさ
[01:29:51.119] なかったらもう誰も起こせないぞこれ
[01:29:59.880] だこの3人全員やって起こさなかったよね
[01:30:02.239] ここ
[01:30:04.800] ねさすがに起こしてよ
[01:30:21.280] これああなんか褒めつかれた
[01:30:25.719] え起こして
[01:30:31.040] 頼むねえねカフェ行こうえ起こさなそう
[01:30:35.440] これ誰が起こすねんこの
[01:30:38.080] 2人え起こさないの
[01:30:43.880] これえ起こさない
[01:30:47.199] の
[01:30:49.159] ええなんで起こさないのこれ説あれマネキ
[01:30:53.159] なのかそう
[01:30:54.520] あれマネキなのかだてあれ起こさんかっ
[01:30:58.040] たらもうなんあれ誰が起こせんのこの3人
[01:31:01.880] しか来ないじゃんこれ
[01:31:49.360] 誰が起こせんねんあれ
[01:32:08.119] あなたとも今日でお
[01:32:09.760] 別れささっきから済ました顔で自分は
[01:32:13.639] アイドルですみたい
[01:32:17.280] なアホンと腹立つどうこの態度
[01:32:46.440] クソどうでもいいやり取りいいて
[01:32:52.840] もうでなんだっ
[01:32:55.159] け夢中になるとすぐこれ
[01:32:59.679] だうわここで来るんかい
[01:33:07.360] うわあ今日はおじさんもカプチーノだって
[01:33:11.800] おじさんも
[01:33:15.320] カプチーノミュージックスタポ僕さんい
[01:33:18.400] なかった
[01:33:27.560] まきちゃんあんた
[01:33:32.400] 幸せ友達なくすと辛い
[01:33:35.679] よだってさ
[01:33:38.000] みんな友達なくすと辛いっ
[01:33:41.000] てだって
[01:33:46.920] さ知ってるよ
[01:33:53.840] だってよちゃまだからアムウェイ買おう
[01:33:57.920] ねなくすほどいませんよかったなくす友達
[01:34:01.920] いなくてうんもう俺もリアルの友達が誰
[01:34:05.920] 1人いないからもう何も怖くない無敵の人
[01:34:08.840] になりました
[01:34:24.560] 同年代の友達はさ2人目の子供ができ
[01:34:32.600] るってさやめ
[01:34:35.960] てかや僕はレトロゲームでレトロゲームよ
[01:34:40.480] なよなパソコンに向かって1人で喋って
[01:34:45.440] ます子供いる方が偉いんですかそれぞれの
[01:34:49.400] 人生えいけど地名
[01:34:55.679] それぞれの人生だよ
[01:35:03.760] な今度家たてんだって
[01:35:09.119] さ家たてんだって
[01:35:15.400] さだ
[01:35:17.400] からだから若い頃に頑張ってお金貯めて
[01:35:21.280] 買ったロレックス売ったわ
[01:35:27.719] なぜ笑うんだいちゃまの部屋も素敵だ
[01:35:34.600] よいいパパじゃん
[01:35:57.840] おおおおおおなんだなんだ大喧嘩大喧嘩
[01:36:02.880] 喧喧になったんだけどどう
[01:36:05.840] するあまりにもあまりにも効果抜群だった
[01:36:11.520] なあまりにも効果抜群だっ
[01:36:14.639] たおきすぎ
[01:36:21.320] たうわうわんなんだよこいつら器その
[01:36:26.880] ものなんなんだよお前らお前ら何なんだよ
[01:36:31.040] お前らみんなからもでかいドク出ちゃった
[01:36:37.760] ね何これちゃまくが吸ってあげてねもう
[01:36:42.760] 吸え俺も吸えないよハートないも今ごめん
[01:36:46.040] もうみんなドロば出ために来てるのに
[01:36:52.159] さ笑
[01:36:59.960] 笑そっ
[01:37:10.159] かLINEのトプ画がさ友達の友達って
[01:37:14.760] いうかもう付き合ってないけど同級生の
[01:37:17.719] ライのトプ側が
[01:37:19.400] さこうちっちゃい子が描いたぐちゃぐちゃ
[01:37:22.080] ぐちゃって似顔にパパってさよれよれの字
[01:37:25.760] で書い
[01:37:32.560] た
[01:37:36.199] 笑笑ごめん同じことして
[01:37:39.960] ていやいいぜとま別にいいよ上俺より年上
[01:37:43.719] だから君にも書いてあげようんで書くんだ
[01:37:46.760] 俺見てどうまた
[01:37:51.440] いやそいつ俺がこれこんなことやって
[01:37:54.199] るって知ったらもう多分どん引き済ん
[01:37:56.119] だろうな引くよなまともな人からしたら
[01:38:00.159] 引くよね
[01:38:02.400] これまともにさ笑笑まともに生活してさ
[01:38:08.000] 笑笑
[01:38:10.480] ね子供ねいてさなあれしてる人からしたら
[01:38:17.000] さドラゴンナイトとかな引くよねこんなよ
[01:38:22.719] なよなを幸せにしてるやんまあそういう
[01:38:26.119] 世界戦の人たちから引くだろうね起そう
[01:38:29.639] これは起こせそうこれいい感ぶっ込むわ
[01:38:32.760] それしかねえ起こせないって何です
[01:38:36.280] か
[01:38:38.639] う
[01:38:41.400] まゆまゆだまこ
[01:38:44.960] ゆ起こせましたあ
[01:38:50.360] ざすもさすがにもうねえぞあれがハートが
[01:38:58.560] は固まってました
[01:39:01.480] よ金持ちそうなおばさんどうしたのア1ア
[01:39:07.520] ですレオゆうはどうもごめ
[01:39:16.520] 遊ばせワインの庫を調べ
[01:39:21.719] なきゃはす
[01:39:24.679] モドあこのワイン切れ
[01:39:32.080] そうオーナーに報告しようえらい
[01:39:47.000] じゃんまたあのおばさん軍団か今日はいつ
[01:39:50.800] ものおばさん軍団か
[01:39:53.960] 見えぬ入り合い
[01:40:00.960] 見苦しでもお客さんあそこだけだから今日
[01:40:04.520] の仕事は楽かもいい
[01:40:14.599] ね知恵と縁を切れた良かった
[01:40:17.880] ね今日はちとエキ入れて
[01:40:21.159] 最高もう合わなくていいんだ
[01:40:25.639] うん問題大問題が1つ片付いたわ100に
[01:40:29.800] しとくか一応あ次小学生キャラ行くか
[01:40:34.000] ちょっとハートために行こうぜ次小学生
[01:40:37.320] 行く
[01:40:40.280] わあこれで終わりかあ夜だからこれで
[01:40:43.239] 終わり
[01:40:44.679] かあさすがにこれは最高の1日になん
[01:40:48.199] ないしょさすが
[01:40:50.520] にああびっくりしたああ
[01:40:57.440] まこれはなんか足りなかったよね多分
[01:41:03.040] ねガキ大将行くもガキ大将も最高の1日に
[01:41:07.360] なるんだよなどうせお母さんやったらさ
[01:41:10.199] 最高の1日になったじゃんだからあの
[01:41:13.440] 起こせそうな家族いっぱい起こせそうな
[01:41:15.599] あの空手の女の子行こうかな空手の
[01:41:19.679] 女の子最初からハッピーエナジー100だ
[01:41:22.080] からさない
[01:41:30.760] からま何が何がいいか今いいかないからだ
[01:41:36.159] よな今頃俺の同級生はみんななんかな本当
[01:41:43.960] 何が何がいい感なばかお前さな28
[01:41:49.920] のやめて元気出してよこれ以上
[01:41:54.639] ない何が何がいい感だよバカお前ちゃまく
[01:41:59.239] 自身にも効果あるのやめて
[01:42:02.239] ね自分でもうセルフ
[01:42:08.239] キル山田ああはいはいはい山田さこ45歳
[01:42:13.080] え専業主婦男を発する男を発するか何これ
[01:42:17.080] 言なんて言うこれなんとかマナブえ家庭で
[01:42:19.920] は上品に振る舞うがえここの中では欲望が
