[00:00:09.599] ググググググ
[01:38:17.000] のお願いしても
[01:38:19.880] いいなんって旅
[01:38:23.840] でわさ式充電器わさ敷充電機ああよっしゃ
[01:38:27.760] 来週はうちじゃなわいパパ大好きいい
[01:38:32.400] ねいいよお前らのうわ来るんだああでも
[01:38:37.080] 一応来るんだなここ
[01:38:39.599] およお腹
[01:38:44.000] 元気和田先生のお家に
[01:38:47.040] ゴお腹元気って何なんださらさんいじっ
[01:38:50.599] ちゃ会話の割にはお家が狭い笑
[01:38:57.760] クスターこれまいいか最悪早かったらいい
[01:39:01.000] 感
[01:39:02.440] か俺この女別にそんな助けてあげたいと
[01:39:05.320] 思わねえんだよ
[01:39:09.400] な君はお金の者だねこいついいやなのかも
[01:39:14.040] と思ってきたお元気
[01:39:32.679] はいいや早いだめだ
[01:39:37.880] 早や
[01:39:39.960] はやまどうせ感貯まるだろこいつだっ
[01:39:43.800] たらこれめちゃめちゃハート出すから
[01:39:45.880] 大丈夫だよどうせまたすぐ500万とか
[01:39:48.320] もらえんだから
[01:39:50.540] [音楽]
[01:39:55.040] マジで邪魔だよ
[01:39:56.639] こいついや負けないから
[01:40:07.520] ね満腹全回パワパワ
[01:40:14.719] パワハエ発見ねハエが3いる
[01:40:18.560] ねやっつけてお金もらうね
[01:40:23.560] わゴやめ
[01:40:27.520] てふなんとか邪魔も敵の上歩いてほしい
[01:40:34.679] え早速パパに報告
[01:40:39.520] よお金払ってほしい
[01:40:42.840] ねワイプの上の頭の中見てお金払って
[01:40:47.480] ほしい
[01:40:49.840] ねお金払ってほしいな俺もなあなんと偉い
[01:40:54.560] ぞサらくれんのお金たくさん払ってほしい
[01:40:58.639] ねよしじゃあ30000万円
[01:41:01.679] やろうはえ1匹100万円ね俺たちだって
[01:41:05.960] お金払ってほしいよなだ
[01:41:18.520] よ金あり
[01:41:20.920] すぎ本当だよな
[01:41:29.639] めっちゃ服持ってるある原稿が完成する
[01:41:32.400] までお金稼ぎはお休み
[01:41:36.440] ね男の子誘惑し
[01:41:39.480] て暇つぶしする
[01:41:43.440] ねこいつ何もしなくてもセリフで100
[01:41:46.280] まで持ってくからな減って
[01:41:48.719] も心が強すぎるだろ
[01:41:55.880] どこでどこで遊ぶんです
[01:42:03.760] か毎日こんなにお金もらえたら心も強く
[01:42:07.719] なるよいいな俺も欲しい
[01:42:19.599] なキャラ起こしてくれよごめんね私が王
[01:42:24.280] じゃないばっかり
[01:42:26.840] に俺な思いさせてわ作みたいなリスナーい
[01:42:31.599] ねえかななんかおおちゃま今日は難しい
[01:42:35.719] レトロゲームをやるんだな100万円
[01:42:39.199] じゃ俺も俺もここにお金払ってほしい
[01:42:43.760] ねギガ
[01:42:45.679] スポーツました
[01:42:49.599] よこのかっこいい曲日はブロンドにとても
[01:42:53.280] 弱いねお前何人なんだ
[01:42:57.000] よ配信示につけて偉いな300万えじゃ
[01:43:02.239] 言う
[01:43:03.960] てわだ修作になり
[01:43:15.440] たいこれなかなかセクシー
[01:43:18.880] ねハートいっぱい出せよパパの前で切れば
[01:43:25.360] きっと100万は確実
[01:43:31.599] ねもエロ配信者とか同じこと思ってん
[01:43:34.560] だろうなこれなかなかセクシーだなつっ
[01:43:39.520] て配信者のあいつらの前で切れば10万は
[01:43:43.320] 確実ね思って
[01:43:46.119] ますエロ配信者は
[01:43:58.840] 誰もいないなでもキャラクター
[01:44:01.679] がおおTシャツねTシャツ懐かしいねT
[01:44:06.199] シャツ懐かしいお金がない頃私も持ってた
[01:44:10.400] ねもう今はいらないTシャツTシャツお金
[01:44:16.800] がない人のものか
[01:44:30.320] 金持ちは謎に高いTシャツ切るもんだろ
[01:44:33.639] これが2004年か金持ちなんかあのある
[01:44:37.280] じゃんハイブランドの1枚2万とかするT
[01:44:40.920] シャツなんかわけわかんねえ外国人の
[01:44:43.880] フォトTで2万とかするじゃん
[01:44:53.760] ハイブランドの一郎の変なTシャツ
[01:44:56.360] シリーズの話してるあるね一郎ねあれ一郎
[01:45:00.760] だから許されるよなあの本当にさオタクが
[01:45:04.239] さオタクがさなんかね受け狙ってんだか
[01:45:07.800] なんだかわかんねえけど
[01:45:09.360] なんかしょぼしょぼのしぼの顔文字の服着
[01:45:13.800] てるオタクマジでキモすぎるだろごめんな
[01:45:16.560] い
[01:45:17.880] たら街で見るともうわーってなるいるんだ
[01:45:22.440] よな1周回って可愛いいるんだよななんか
[01:45:27.920] しぼのあのしょぼンってした顔の顔文字の
[01:45:31.719] そそれのそれのTシャツでそいつがなんか
[01:45:35.000] あなんかなんかなんかお茶でも飲みますか
[01:45:39.960] みたいな
[01:45:40.960] さ蓋よあのあのTシャツをガチで着てる
[01:45:47.400] やつあれでよう出かけられるよな
[01:45:53.520] こうなってるよねそれ
[01:45:55.920] のそいつが座してそいつが座してなんかお
[01:46:00.679] 茶を出してる
[01:46:04.360] シャツ売ってるとは見たことないどこで出
[01:46:09.080] てるん
[01:46:10.560] だラそれのそれのお金たくさん入ってるて
[01:46:16.480] たらどうすん
[01:46:17.840] だだろ
[01:46:23.760] さたブロに入りたい
[01:46:27.239] ね今度パパにお願いするね別にお願いし
[01:46:30.599] なくても入れる
[01:46:32.880] だろもっとハート
[01:46:40.440] 出せよちゃま君も受け狙いの服1着ぐらい
[01:46:44.000] あるでしょ受け狙いの曲
[01:46:46.800] ない何受け狙いの服て
[01:46:52.700] [音楽]
[01:47:00.320] ま受狙いかどうかわかんないけどそ笑いて
[01:47:03.320] ないけどなんか本当にイベントとかでしか
[01:47:06.639] 切れないようなクソ派手な曲とかあのあの
[01:47:09.320] 服とかはあるよあ全然切るけど
[01:47:14.599] なうわもうバカ何このバでかいあれ
[01:47:19.280] はオーバル私本にシャツを土産でもらって
[01:47:24.440] 笑ったことあるエイリアンパーカー
[01:47:29.480] スコアLoveニューヨークうん私の昔の
[01:47:33.920] 星さん遊ぼう
[01:47:41.440] よ本当にニューヨークにってるんだて感動
[01:47:45.960] したでも東駅とかでなあるもんななん
[01:47:50.080] ちゃらなんなんか
[01:47:53.239] 何このなんかなんか
[01:47:55.840] すごいわあ諸星が強引にあわわ先生に殺さ
[01:48:02.199] れるじゃあ殴らせて
[01:48:06.520] よなんだそれなんだそれじゃあ殴らせて
[01:48:12.360] ようわうわうかかん
[01:48:16.320] ねえやばすぎ
[01:48:19.410] [音楽]
[01:48:33.280] えでも栃木のドンキにも売ってるよあの大
[01:48:37.440] あの方言Tシャツ大事と
[01:48:40.199] かクソだせえ布の無駄だろあれ誰が買うん
[01:48:45.440] だよ
[01:48:53.040] はアイラブ栃木もあるけど今度それ来て
[01:48:55.960] 絶対や
[01:49:04.199] だ売ってんだよイラブ栃木アイラブ餃子
[01:49:08.840] 栃木
[01:49:12.599] 好きそんな好きじゃ
[01:49:17.280] ない大事って大事って意味じゃなくて
[01:49:20.280] 大丈夫っって意味なの大丈夫大丈夫
[01:49:22.719] カルチャーショック受けた答えにくいの
[01:49:25.280] おもろいダブルガンバさん涙おお
[01:49:28.880] 100万円がサンタバね何これ
[01:49:32.800] おそんなそんなそんな好きじゃない別
[01:49:38.080] にそんな好きじゃ
[01:49:40.480] ない生まれた時にここにいたからここに
[01:49:43.320] いるだけ
[01:49:48.320] でどうなだっておめえら地元好きなん自分
[01:49:51.719] の地元好きなの
[01:49:53.400] 何とも思わないしょ別
[01:49:56.320] に何とも思わなく
[01:50:00.360] ない地元嫌いで出ましたあ嫌いでもない出
[01:50:04.800] て出ていこうと思てお前嫌いでもないなん
[01:50:07.719] で地元嫌いなしやすいから好きかなまま
[01:50:10.840] そういうのはあるよねそう生活しやすいと
[01:50:12.920] かはあるけど別にでもそれが当たり前だ
[01:50:15.000] から
[01:50:16.320] な他んとこ住んでみてうわ栃木の方が
[01:50:19.400] 良かったなて思うかしまラーメンとかはね
[01:50:26.320] うまいラーメン屋はチにずっといるから
[01:50:28.800] 今更離れろもうそマジでそうマジでそう
[01:50:31.440] いやマジでそうです
[01:50:33.760] それにんでも
[01:50:37.480] いい別不便ではないよ
[01:50:41.000] 全然まただ車がないと何もできないの
[01:50:45.679] はあるね車がないともちゃんがの隣の家に
[01:50:51.480] 車ないのうわうわわう原速持ちとか人電車
[01:50:55.280] はあるけど電車でいけるとこって限られ
[01:50:57.199] てるういい
[01:51:00.920] のうお笑えマジであの俺のリスナーでこの
[01:51:05.159] アパート埋めたいんだけどマジで引っ越し
[01:51:08.079] てきてくんねお前ら俺のアパートいや俺の
[01:51:11.000] 横と下だけでいいやあの住んでくれめんど
[01:51:14.280] くせえからそうもうもうそしたら望すめ
[01:51:17.840] しかないからやだバカバカお前風俗だらけ
[01:51:21.159] だぞうちの宮えいいですか
[01:51:23.880] なくもん
[01:51:26.119] 宮はちゃめちゃなとんでもない関東1の
[01:51:35.119] 風俗
[01:51:37.840] かさんこんばんはさんあのマジで住んで
[01:51:42.320] よまなくてもいいわなんかだ技みてなさあ
[01:51:47.079] リスナーたらでこのアパートってくれよ
[01:51:52.679] をどっかやってくれそしたら
[01:51:55.599] もうもう地獄みたいにでかい声で配信
[01:51:58.679] できんのにマジで宇都宮行った時移住して
[01:52:03.000] もいいなって思ったマジででもここ来たら
[01:52:07.000] 東京行くのも沖縄行くのもだで変わんない
[01:52:11.480] もん
[01:52:13.199] 笑笑中間地点だからそれはいいと思うなか
[01:52:17.480] さんが沖縄行こうと思っ大変だもん車必
[01:52:20.000] 変わらないだろうねまそうだしね
[01:52:24.960] うんだから雪も降らないしね別にえもマジ
[01:52:29.920] ですんだよこのこのアパート開いてるから
[01:52:36.679] まだ結構人入れ変わるんだよね開いた瞬間
[01:52:41.440] に開いた瞬間に振っても5cmで大
[01:52:45.119] パニックくらいだよね
[01:52:48.400] うんなんか言われたことあるのないない
[01:52:51.840] ない全くない
[01:52:53.440] こんなでかい声出して配信してて1回も
[01:52:55.840] 苦情来たこと
[01:52:57.199] ない入れ替わり激しいのもしかしたら俺の
[01:52:59.760] せいかもしんねえなあまりにもうるさすぎ
[01:53:02.719] て文句を言う前に引っ越してんのかも
[01:53:04.599] みんな
[01:53:08.159] がダブルなんなら後とかってにげに文句
[01:53:12.719] 言わないっていう条件で安く済ませれば
[01:53:15.199] いいんじゃない諦めてるんだろうね諦め
[01:53:19.119] てんのかそうなんかな本当に多分1億円稼
[01:53:24.320] 夜終なんか話してたら終っったでもなんか
[01:53:26.320] いっぱいハートもらったわ何も知らずにジ
[01:53:29.199] 叫んでたらクレーム入れる前に出てくなが
[01:53:32.639] 配信中に喉乾いたなとか言ったら買って
[01:53:36.000] そっと玄関に置いてピンポンするねそれも
[01:53:39.599] 結構怖い
[01:53:42.920] けど
[01:53:45.199] 怖い私に頼んで
[01:53:50.159] よっなたさんの料に置かれてるの勝手に
[01:53:55.040] ウーバー頼まれるバーナイスそれだけが
[01:53:59.440] それだけが
[01:54:01.079] ちょっとUBない
[01:54:03.960] わ内宮とかはあるけど俺の住んでるとこは
[01:54:07.360] 出前も出前感もないねガストは来ますピザ
[01:54:10.719] も来ますガストとピザ
[01:54:15.880] はえどう
[01:54:21.360] する行こうか
[01:54:23.679] なウンウンの関係
[01:54:27.040] じゃんもろ星
[01:54:30.480] 行く大
[01:54:33.599] 家族え性格真面目けど何かいるラインで
[01:54:39.199] 玄関に引っかけておいてもマジでちょっと
[01:54:42.000] 住んでくれ誰かここあのガチで別に誰か
[01:54:45.480] 1人でもいいから住んでくれたら超楽そも
[01:54:47.960] 配信中にちょっとお菓子買ってきてとか
[01:54:50.199] マジで頼めるじゃん
[01:54:53.159] えー生活性格真面目え家族を何よりも大事
[01:54:57.040] に思っている家族の絆を深めるために
[01:54:58.960] みんなが一緒に行動することを存でいるが
[01:55:00.520] 反発する娘えもほくこに悩む宝物は家族
[01:55:04.239] 写真きますパ笑笑パシリするよ
[01:55:08.880] うんパジします俺
[01:55:11.320] [音楽]
[01:55:14.520] はやっぱナチュラルにあの配信者に従う
