[00:00:08.400] う、
[01:35:15.880] 分身して逃ならマイターン攻撃しても変わらんくない?
[01:35:19.560] いや、マジでそうなんだよ。いや、違う。
[01:35:21.199] 分身したら3撃ね。3撃。今たまたま
[01:35:26.480] 2撃で倒して。いや、あと2000
[01:35:27.719] もかかるんかい。やあ、もんにゃんにゃ。どうすればいいのか。どうすればいいんだ。でも
[01:35:38.840] 1ターンでさ、
[01:35:40.280] 死んでたのか。1
[01:35:42.000] ターンでさ、あれなくなるってやばくない?
[01:35:46.239] 1ターンで分身なくなるってさ、普通
[01:35:49.080] 2ターンぐらい分身持つだろう。
[01:36:02.840] ここだ。
[01:36:04.320] 間違えた。
[01:36:05.880] よし。
[01:36:07.440] 熟に。
[01:36:09.320] え、未熟になのかな?
[01:36:11.440] ここだ。受けてみろ。
[01:36:14.600] 受けてみろ。マジで炭治郎なんだよな、声がな。
[01:36:21.096] [音楽]
[01:36:26.480] えー、もうレベル上げちょっとこれ
[01:36:28.679] しんどいな。
[01:36:31.960] あんまりにも当たらなすぎて攻撃が。
[01:36:36.280] あら、しくった。ああ、もうしくったやん
[01:36:39.400] 。もう
[01:36:41.080] 回復すぎたっ
[01:36:44.159] た。
[01:36:55.440] 受けてみろ。進もうかな。もう進んでいいか。なんかレベル上げしんどいわ。
[01:37:13.600] なんだ?レベルも上げたいけど金も欲しいんだよ。今装備品買いたいねん。
[01:37:25.159] 勝てるの?
[01:37:34.199] いや、勝てるかどうかやってみなきゃわからない。諦めたらそこで終わりってことで。
[01:37:43.639] ブスブスとか言うなし。ブスちゃうやろかい。とりあえず炎の盾変えるぐらいまでは金貯めよう。いやあ、ゴールドマンちょっとでもこの辺でちょっと朝プして朝プすんだよ。ここでよ。
[01:37:45.592] [笑い]
[01:37:56.727] [音楽]
[01:38:11.360] うん。もう若干めんどくさいんだよな、この。
[01:38:16.520] てかベホマスライムってこの世にいるんかい?ベホマっていう概念あるの?ここ。この世界。
[01:38:24.719] 俺も早く覚えたいんですけど。ベホマ。
[01:38:29.560] もうベホイじゃさ。回復足りねえって。
[01:38:45.880] おっと。
[01:38:49.360] よしよしよしよし。
[01:38:58.480] こっちなんかないんかな?
[01:39:07.679] え、この毒の沼ちはなんかあんのかな?
[01:39:09.840] これ
[01:39:11.800] 出たけど。出たけど。
[01:39:16.800] 出たけどよ。これ
[01:39:19.719] からだね。
[01:39:23.188] [笑い]
[01:39:25.599] 強すぎるって本当にこれおかしいよ。ここからだ。
[01:39:34.360] あ、ホかく
[01:39:35.719] まだだ。
[01:39:37.840] うんよ。
[01:39:42.183] [笑い]
[01:39:47.000] よし。
[01:39:51.760] これおかしいって。裕ジ
[01:39:53.639] 214裕ジ裕ジやりすぎ
[01:39:58.000] して冒険しないといけませんか?
[01:40:00.040] これ裕ジやりすぎだよ、これ。やりすぎ。裕ジーだよ、これ。
[01:40:04.159] でホい
[01:40:05.159] 終わってる。
[01:40:09.360] あぶね。あ、これ。あ、これチャンスか。なんだこれ?チャンスか。
[01:40:19.639] いや、でもな、
[01:40:22.280] でもやなあ。でもやな。
[01:40:27.400] ちなみに
[01:40:30.599] 三わし客とかやっといて
[01:40:36.119] 三わし客とかやっといてみたいな。そう
[01:40:38.800] いうのある。
[01:40:42.119] いや。
[01:40:48.280] ここからだ。ここからだ。よしよしよしよしよし。とりあえず防御力をちょっと上げて。
[01:41:07.320] ダめだね。ダめだ。みんなこれもう勝てねえや。
[01:41:07.989] [笑い]
[01:41:16.280] 終わり。なよ、これ。おかしいだろ、これ。本当によ。
[01:41:25.440] 終わった。
[01:41:32.080] まだわかんねえよ。
[01:41:33.520] これで殺せばいいんだろうか。
[01:41:39.920] しま、お母さん、[笑い]
[01:41:48.800] ピンピンしてら。カチカチやな。これむずい。どうかしてるよ。これ本当むすぎるって。
[01:42:02.880] これ本当に正規ルートか
[01:42:05.080] むずすぎないか。
[01:42:07.639] 本当に正規ルとなんか俺どっか飛ばしてき
[01:42:09.480] ちゃってない?なんかなんか俺え、教えて
[01:42:12.679] 。なんか飛ばしてる。なんか俺
[01:42:16.719] なん正規ルート?これ本当にセキです。
[01:42:22.239] どうも皆さんこんにちは。せです。
[01:42:26.239] seeユクタイム。どこ行きゃいえね。
[01:42:31.360] なんかでもあれかな?ん?マイラになんか印ついてるよ。なんかマイラにし印ついてますけど。
[01:42:40.719] 一旦ガかでるか。
[01:42:43.320] く、もう画の季節だね。もうね、お正月に見たい動画第
[01:42:46.240] [笑い]
[01:42:50.480] 1
[01:42:51.520] なんかここ光ってたよ。何?何?なんか光ってたよ。まあまあ、俺こういうとこ調べてないねんな。
[01:42:58.800] なんかあるんじゃない?ほらほらほらほらほらほらほら。草ナぎの剣。草ぎの強し手に入れたわ。
[01:43:12.760] ほらほらほら
[01:43:13.760] ほらほらほらほら。弱
[01:43:18.280] 強し
[01:43:20.199] 強弱い弱い弱い弱いような強いような守備力を下げる。ああ、まあでもこれあれだよな。
[01:43:26.196] [音楽]
[01:43:28.400] 守備力を下げる効果があるってことはこれを使えばええんじゃない?これを使えばええんじゃない?
[01:43:34.760] 通り出して装備はしない。ルカナンと一緒だよな。いいね。ルカナン手に入れたわ。いいぞ。
[01:43:45.920] ドラキに無料でこれもらえたんか?
[01:43:49.320] 確かに確かにこれこれ拾うべきだったよ。
[01:43:52.880] 最初から[音楽]
[01:43:55.320] よく思ったけど俺このさ、マイラのさ、
[01:43:57.599] これ温泉のとことか来て。お、パフパフし
[01:43:59.280] てくれんだ。パフパフしてくんねえか。
[01:44:00.719] お前パフパフしてく。あ、パフパフがある
[01:44:02.840] 。いねえか。どっかに捨てテコパンツ。
[01:44:06.040] 絶対こいつなんじゃん。
[01:44:12.599] あ、あいつ絶対パフパフがガールだ。
[01:44:14.480] 揉ませろ。父ああ。
[01:44:22.679] ああ、快感、快感、快感。
[01:44:27.960] あ、ああ、あ、あ。
[01:44:33.199] エボ、エボ、エボ玉。
[01:44:38.520] はい。出来上がり。温泉の湯でパフパフした舞はこの白みのプルプルカ他じゃ。
[01:44:45.159] は、
[01:44:51.480] なんやねん、それ。あ、うわ、裕ジ丸なっ
[01:44:53.599] たわ。裕ジ丸なったな。おい、ビビってん
[01:44:56.400] じゃねえよ。ポリコレに。おい。
[01:44:59.560] うわ、裕ジ丸くなったわ、これ。
[01:45:02.760] あのファミコン版はマジでおっぱいだった
[01:45:04.760] のに。ファミコン版はマジでおっぱい揉め
[01:45:06.920] てたのに。
[01:45:10.360] うわ、裕ジ、お前丸くなったよ。
[01:45:14.360] 父ませろ。
[01:45:15.239] マジか。
[01:45:17.239] 父も揉ませてくれ。父もませてくれ。おぱがもびたいよ。僕は誰だこいつ?あなたはあの時のちっぱい。ボインボインボインボイン。
[01:45:37.239] 誰なんこいつ。
[01:45:40.719] ボインボイン。
[01:45:43.599] ちちちおっぱいじゃないからね。
[01:45:46.599] ボインボイン。
[01:45:47.679] ウ、ウっぱいだからね。ウっぱい。ち
[01:45:54.159] ベリーメロン。ベリーメロン。食器洗いながら見てるんやけど目の前に子供いてる。笑。どっちでもいいやろ。ボぱい。
[01:45:56.848] [音楽]
[01:46:05.080] ちちちちちボインボインボインボインちウっぱいボインボイン
[01:46:16.760] おっぱい
[01:46:18.679] いいよなくそせっかくここに来たら父が揉めると思ったのにで結局な何なの結局ここになんで俺がここに来たんだお
[01:46:33.679] お、エジソンお疲れ。エジソンお疲れ。エジンソん。
[01:46:36.040] 方が悪い。
[01:46:37.280] 何?子供の前でチャバゲーム見てる方が悪いよな。俺の知ったこっじゃねえよ。なんでなんで?え、これなんで?え、ここにあるんだっけ?妖精の笛って楽なさすぎない?ここだけ。
[01:46:49.904] [笑い]
[01:46:57.080] ここだけ何の追加のストーリーもないの?なんでここだけこんな唐突?よかった。先に持っといて。
[01:47:06.239] あなたは何をしている方なの?
[01:47:08.400] あなた何をしてる方なの?ラロラ紋章作ってもらおう。
[01:47:25.274] [音楽]
[01:47:39.360] なんかこれいい紋章になんじゃない?これ
[01:47:41.159] 4つ目か紋章。意外とすぐだな。
[01:47:57.369] [音楽]
[01:47:59.320] はよぜ。横山か。太陽の紋章さ。これの効果は一体何?今日は何?太陽の紋章は通常攻撃く一部の特技でも開心の一撃が発生するようになります。ふ。まあまあそんなもんか。
[01:48:25.840] カの味噌汁。
[01:48:29.080] カの味噌汁。それなんだっけ?それ違う。それこれこれ。それあれだよ。なんだっけ?あの中のあのビストロスマップの時の中いね。久しぶりに聞いた。それな何だっけ?それだきました。おいしいですょ。久しぶりにやったわ。
[01:48:49.159] これおたカのびチルだきました。おいしいです。でもどこ行けばいいんだっけ?レベルも上げなきゃいけねえしな。カのか神のみの水を知る世界って昔アニメがあった。
[01:49:18.639] 俺の大親友だったさ、たっちゃんがさ、そのアニメを木にさ、オタクになっちゃったんだよね。恨んだな。なんかあのアニメ。あ、俺、俺から友達を奪いやがって、
[01:49:27.760] [音楽]
[01:49:32.639] もうとんでもねえオタクになっちゃったんだよ。もうあの、そのアニメで、え、メダルを言ったしょ。ああ、どうすりゃいいんだよ。銀の建事の情報ね。
[01:49:38.240] [音楽]
[01:49:44.360] 銀の建事ってさ。えー、これさ、どっちから行きゃいいの?これマジ
[01:49:56.960] 1
[01:49:57.080] 個教えて欲しいんだけどさ。え、これ順等に進んだのってさ、やっぱ
[01:50:01.320] 友達もVTuber
[01:50:02.560] ばっか見てて話が合わない。
[01:50:05.095] [笑い]
[01:50:06.280] 悲しいよな。昔は同じ話題で盛り上がれてたのに。道を耕えてしまったんだよ、俺たちは。
[01:50:18.840] え、マジでさ、ここあのメルキドに行くのが
[01:50:22.920] 1
[01:50:23.080] 番正当なルートなの?これだとしたらさ、難易度バグってるぜ、マジで。え、これレベル上げするしかねえんかな、やっぱり。これなんか俺ちょっと教えてくれよ。
[01:50:34.520] 多分メルキドで合ってる。
[01:50:36.520] ええ、おかしくね、これ。難易度。
[01:50:46.840] え、やっぱ楽にリスペクト。
[01:50:48.960] やっぱりこれレベル上げしなきゃいけないよね。えー、やっぱメタルスライム狩るしかねえんかな。もう全然枯れないんだもん。だってやだよ、俺もう。
[01:51:10.440] これレベル今何だっけ?俺
[01:51:13.079] レベル今何だっけ?26。
[01:51:18.480] ああ、でももうちょっとだからね。27
[01:51:21.440] じゃ28までちょっとレベル上げするか。
[01:51:23.719] 28までここで28までレベル上げするか
[01:51:26.960] 。
[01:51:31.119] こういうのがだるいもんね。
[01:51:35.199] もうやめて。
[01:51:48.599] せや。
[01:51:51.239] いや、ちょっと28
[01:51:52.239] までここでちょっとレベル上げしてそしたら行こっか。ま、そんくらいで変わるかつったら多分変わんねえんだろうけどな。
[01:52:01.560] なんか取り逃しとかあんのかな?だって銀の建事はさ、場所分かってるけどあれは多分なんか最後の鍵が必要だから多分無理なんだよ。いい。
