[00:00:14.879] やり漫画な。
[03:20:06.160] あの、ゲームなんかはまってどうしても
[03:20:08.479] クリアまでやりたいとかだったらやるかも
[03:20:09.720] しんないけど、[音楽]ま、ほとんどない
[03:20:11.880] かな。もう平日はもうやっぱしんどいしさ
[03:20:14.760] 。だから、ま、土日かな、やるとし
[03:20:17.640] たらうん。で、なんかゲームやればやり
[03:20:19.760] たくやるし何もなけりゃ、まあ別にまあ
[03:20:21.800] いっかなるかもしんねえし。まあだから、
[03:20:23.520] ま、みんなもさ、なんつうかあればやら見
[03:20:27.000] に来てよっていうスタンスで顎に
[03:20:29.399] ほあったっけ
[03:20:31.160] あるよ。これやろあるよ。あるよ。
[03:20:36.120] ういっす。
[03:20:36.920] ま、感じで別にもうなんかさ、うん、もうなんかいいかなって。それでもうなんか俺はもういいんだそれで。なんかそのもういいんだそれで。ということではい。今日今年も皆さんありがとうございましたね。
[03:20:50.828] [笑い]
[03:21:01.880] 30
[03:21:02.399] 歳だもんね。
[03:21:03.239] もう30だからさ。これもういいんだ。
[03:21:05.439] それで
[03:21:08.640] ということでありがとうございました。
[03:21:13.279] またお会いしましょうね。またお会いし
[03:21:15.800] ましょう。
[03:21:17.600] えー、レイドはね、レド、レド、レードね
[03:21:22.279] 、レードしよっかな。どうしよっかな。
[03:21:25.640] レードしよっかな。
[03:21:28.164] [音楽]
[03:21:32.040] レブなしで。[笑い]
[03:21:36.560] レードもなしでいいか。もう今年最後な。逆にさ、なんか今年最後にレイド上げるのもなんかちょっとさ、
[03:21:44.880] レイドの方法わからないって素直にし、
[03:21:47.279] もうとりあえずもういいよな。ま、ま、そんな感じだわ。うん。みんなありがとうね。みんなありがとうね。今年もあの良かったわ。なんか復活して誰も来てくれないんじゃないかなと思ってたから復活したらなんかやっぱ変わらずメンツが来てくれてありがたいっす。
[03:22:03.960] うん。とりあえずまたマイペースにやってきますんでよろしく。頼みますわ。来年もな。ありがとな。ありがとな。良いお年とを。皆さんも良いお年を。
[03:22:15.160] 1
[03:22:15.279] 年お疲れ様。良いお年。お疲れ様。疲れ様でし。
[03:22:20.199] ありがとうございます。ありがとな。またね。グっぱイ
[03:22:25.239] 2025年さようなら。
[03:22:27.239] ありがとうございました。また来年お会いしましょう。
[03:22:29.800] 年を。
[03:22:30.359] どういうお年を。
[03:22:33.960] 年始の配信はね、
[03:22:36.080] 1日はね、無理。2日、おそらく3日、2
[03:22:39.880] 日、3
[03:22:40.239] 日あたりからやりますんでよろしく頼みます。ありがとやした。ちょっと飯食うで。入った。よいしょ。
[03:22:51.279] お休みをありがとな。ありがとな。
[03:22:56.040] ありがとうな。
[03:22:57.040] 楽し時間は今日は終わりだ。オンの光が夢をつぐ派なんだこれ。
[03:23:08.040] 良いを
[03:23:08.960] おいを心を包むき代をに感じるが職なんて冗さなんかゲームの先にが見えたよ。
[03:23:29.199] お休みちゃ時代を超えたゲームで心を踊ら
[03:23:34.160] せた楽しい時間は今日は終わりだ。レオン
[03:23:38.920] の光が夢を継続
[03:23:42.800] 派手なバカは
[03:23:46.359] 今日は脱いで
[03:23:48.720] 邪魔げ
[03:23:50.560] お休み
[03:23:53.960] 楽しい時間は今日は終わりだ
[03:23:58.199] 邪魔
[03:24:00.040] お休み邪魔
[03:24:11.880] おみちゃ。
[03:24:13.120] はい。じゃあ皆さん良いとさよなら。
