[00:00:07.480] あれこれ行ってる
[01:08:20.880] ね
[01:08:22.839] いや思い話しだ
[01:08:26.640] ね思った以上に重かったそうそうそうそう
[01:08:29.520] そうなんだようち結構そういう家庭なん
[01:08:32.319] ですわ俺初いやでもさこんなのねこんなの
[01:08:36.120] 俺がねあのこんなベラベラベラベラ喋っ
[01:08:38.480] てるけどこんな家庭多分い5万といるわけ
[01:08:41.359] よ多分聞いてる人の中でももしかしたら
[01:08:43.600] あのいやそんなんであるあるうちもそうな
[01:08:47.159] もんだよみたいなあるかもしんないけど
[01:08:49.120] あのまだからそういうなんて言うのうんと
[01:08:53.359] 難しいだけどさま家族は大切にしようある
[01:08:58.239] あるではないけどまそういう人もいるよ中
[01:09:00.880] にはそういると思ううんうんうんだし
[01:09:04.080] うんと俺もやっぱそのなんだ自分のことを
[01:09:08.600] 話して
[01:09:10.000] て自分より重いうんはいはいを持ってる人
[01:09:16.080] っていうのは5万と言よねうんだって今で
[01:09:20.159] も腎臓移植とか待ってるやつ絶対いるから
[01:09:22.679] そうだよね
[01:09:24.279] とかっていうのを考えた時
[01:09:26.920] にその自分が声を大にして別に言うことで
[01:09:31.880] はないのかなってもうそれはもう笑いに
[01:09:35.199] 変えるしかないじゃんうんうんうんうん
[01:09:39.080] みたいな別に涙とかいらないわみたいなお
[01:09:42.679] お前の涙いらないわみたいなうんうんうん
[01:09:44.560] うんうんうんいやだから本当に特にじさん
[01:09:48.279] のそういう話はさなんかどういう形か
[01:09:51.520] わかんないけどそういう同じ教の人に
[01:09:54.440] なんか聞いてほしいよねはい届いてほしい
[01:09:58.159] なと思うよそしたらだって勇気づけられん
[01:10:00.320] じゃんうんまあ助けになればねうん俺は
[01:10:04.400] すげえ思うそれは本当にうんうんだから
[01:10:08.120] どうにかなんかそうだからあのあれだよ
[01:10:10.400] もう思い切ってあれ
[01:10:12.719] あのポッドキャストのさあのジャンル医療
[01:10:17.120] 医療あのあれにしちゃえ
[01:10:22.440] よするってどういうことやねまうん
[01:10:27.480] あんまり全部はそういう話はしてないから
[01:10:29.280] あれなんだけどあの大名のとてとこそう
[01:10:32.840] ままいやいやそれはまあま冗談だけどそれ
[01:10:35.080] を変えるってのは冗談だけどなんかでも
[01:10:37.679] 聞いてほしいなやっぱそういう人にで逆に
[01:10:41.000] さ家庭環境で悩んでるっつ別に俺もそこ
[01:10:43.679] までさひどいめちゃくちゃひどいってわけ
[01:10:46.080] でももっとひどい人もたくさんいるから
[01:10:47.719] あんまりね偉そうなこと言えないけど
[01:10:50.480] なんかこうまなんかお簡単にお悩み相談し
[01:10:54.480] たよね親がうざくてあれなんですよとか
[01:10:58.120] いうのが来たら俺がさしてやりたいわ俺は
[01:11:02.880] もう子春機だからしょうがないねって
[01:11:04.760] 終わるかな俺はまあね春機はでもね俺ね
[01:11:07.760] マジで俺そういうのずっと横で見てたから
[01:11:09.600] ちっちゃい時からうん俺母親にババーって
[01:11:12.520] 1回もいたこと
[01:11:13.960] ない
[01:11:15.719] ああなるほどでマジでない1回も言えない
[01:11:21.239] そんなこと口が避けても
[01:11:24.120] ああ俺わかんねえな言っただろう携帯
[01:11:27.679] 投げつけながらババーっ
[01:11:30.000] てうるせえくそばとか言ういやうちの子
[01:11:35.000] 言うよ今え本当うん息子下がねえ下って
[01:11:42.840] 女の子じゃなかったうん
[01:11:45.120] そうそうああれだよもう言い方はもちろん
[01:11:48.120] もっと可愛い
[01:11:50.280] よちょ真似してどんな感じで言うの
[01:11:53.840] うるさい
[01:11:55.440] ばばうるさいばばBGM消したいやなんか
[01:12:00.800] あとあ編集しやすようにしがめ
[01:12:03.760] よいやまふざけでねそうそうそうそうあま
[01:12:08.639] ふざけで俺もうババとは言わないけどま
[01:12:11.239] もうおばあちゃんなんだからみたいな感じ
[01:12:12.920] は言うよ昨日も言ったしいやもう無理すん
[01:12:16.320] なってっておばあちゃんなんだからふざけ
[01:12:18.760] てたようんそれ笑いあり笑いありでうん
[01:12:21.840] 言ったりするけどそガチのさうん大喧嘩で
[01:12:26.159] すなこのパパとかは言えない喧嘩もした
[01:12:29.159] ことないしねあーうちはこっからあると
[01:12:32.280] 思うマジであじさんがそうあそうそうあ俺
[01:12:39.040] 対になるかな分
[01:12:42.040] あうん間違いないいやいやだめよ本当に
[01:12:47.679] 家族は大切にしない
[01:12:50.080] と掛け替えのないもんじゃない
[01:12:54.040] あけど中にはさ家族って言ったって所詮
[01:12:58.080] 他人でしょっていう人もいるからねいや
[01:13:00.480] わかるよそれはまあでも
[01:13:03.560] う4が繋がってんのはでかいねうんいや俺
[01:13:08.120] も分かるよそのうん気持ちはあのいくらね
[01:13:12.560] 例えばだけど家族じゃないけどその友達
[01:13:14.880] 親友とかさ恋人あま妻とかもそうかなそう
[01:13:19.880] だね妻夫ま言うても他人じゃん100%
[01:13:24.360] 分かり合うことなんか絶対できないのね
[01:13:26.639] できないねでもさそれであこの人とは分れ
[01:13:29.960] 分かり合えないなってなったらそういう縁
[01:13:32.960] が切れるじゃん離婚なり絶好
[01:13:36.679] なりねでも家族ってさそうはいかない
[01:13:40.920] でしょいくらこの人と合わないこの例えば
[01:13:43.800] 兄弟と仲悪いとかさあるかもしんないけど
[01:13:46.920] そんなんで縁なんか絶対切れないじゃんま
[01:13:49.520] わかんないよ家族の縁切りますても超重い
[01:13:51.920] のもあるかもしんないけどままあまあねで
[01:13:54.040] もさどうしたって付き合ってかなきゃいけ
[01:13:56.280] ないじゃん家族なんてまあ普通普通普通
[01:14:00.120] って普通はね普通うんまあまあうんうんだ
[01:14:04.560] からそういうのはやっぱなかよくした方が
[01:14:07.520] いいよねっていう分かり合えないかもしれ
[01:14:10.400] ないよ100%は俺も姉ちゃんの知らない
[01:14:12.600] こといっぱいあるし逆に姉ちゃんだって俺
[01:14:14.080] の知らないこといっぱいあるしうんうんで
[01:14:16.520] もまそれはそれで置いとくけどうんうんま
[01:14:20.480] 難しいななんか何が言いたいのかよわかん
[01:14:22.280] ね
[01:14:24.679] まいいろんな人がいるねっていう話だね
[01:14:28.880] うんいろんな境遇の人がいるねっていう
[01:14:31.760] そうだねそうだから別に俺もこな話をさ偉
[01:14:34.360] そうになんか言っていうのもなんか
[01:14:37.080] 恥ずかしいんだけどもいやいいと思うよ
[01:14:39.639] だってそれはちゃま
[01:14:41.520] の体験したちゃまのなんだなんだろうな
[01:14:46.400] 人生感の話をしてるわけだからあはもう
[01:14:52.239] リスナーさんの方次第じゃあーまあね
[01:14:56.440] まあまあいいや今日はちょっと今日昨日
[01:14:58.520] 今日はずっとねなんかその母のなんか泣き
[01:15:02.639] ながら謝ってる顔が俺は忘れらんないから
[01:15:04.960] あーちょっとこういう話をちょっと
[01:15:07.360] しんみりしてみましたみたいなそんな話
[01:15:12.040] ですうんまちょ心温まったたろでも
[01:15:15.520] ちょっとうんなんかね子の絆に映画撮れる
[01:15:19.639] だろ映画映画はね多分ねぐらいかなドラ
[01:15:24.639] なんか1本作れる1本作れない30
[01:15:29.560] 分30分のうんまあねそんなこともあり
[01:15:33.880] ますわ人生生きてたらなそうそうそうそう
[01:15:38.639] そうそうそうま家族に松話って言ったらね
[01:15:42.679] うんなんか教えてあれなんですよ僕はあれ
[01:15:45.440] なんですよあのま病持ってるじゃないです
[01:15:48.360] かそうねうんでまあまあまあ子供生まれま
[01:15:53.800] すってなった時に
[01:15:55.719] うんま心配するよね
[01:16:00.480] ああそれちょっと待ちょっと待っちょっと
[01:16:02.960] 待ってちょっと待ってあの重い何何これ
[01:16:06.920] すごい笑いに変え変えていくっていうか別
[01:16:09.960] に思い重い風にしないつもりない先にじゃ
[01:16:13.639] 断っとくけど別に今じさん子供2人いる
[01:16:16.960] けど何もないわけでしょ何もないめじゃあ
[01:16:20.880] それを言ってから聞こうもう聞くもそれ
[01:16:25.440] うんちょっとそれ言っとかないとあの
[01:16:27.159] あんまり俺もそのそれが建前としてないと
[01:16:30.719] 笑えないから今日の体制的にちょっと
[01:16:33.120] きついてきついきついきついだからはい
[01:16:36.080] じゃあないよなかったけど良かったねでも
[01:16:39.120] 当時はそう当時はやっぱね子供できました
[01:16:43.679] つってうんうんでやっぱま医者に聞くわけ
[01:16:47.360] じゃないそうねうんで遺伝はあるのかとか
[01:16:52.320] ああ
[01:16:54.560] うんま要は自分があれだからっていの
[01:16:59.960] ででまあないとも言えないみたいなま可能
[01:17:05.440] 性はゼロじゃないよってそうそうそうそう
[01:17:07.760] うんただ遺伝性はないよって言われてた
[01:17:10.800] うんうんうんその心臓病に対する遺伝性は
[01:17:14.560] ないよってうんうんうん子供に対するうん
[01:17:17.480] うんうんで逆に言えばうちの嫁さんが
[01:17:21.400] めっちゃ体の強い人だからあそうなんだ
[01:17:25.719] そうそうそうそう別に何もなくて普通に
[01:17:29.960] あのうんうんうんだからま要は母体母体の
[01:17:34.480] が重要じゃんどっちかっつうとああまそう
[01:17:37.239] なるのかなうんそうなると思うんだよね
[01:17:41.679] うんうんだから無事
[01:17:45.199] に元気に2人とも育ってまて話よかった
[01:17:51.159] よかった良かったよかったあれ
[01:17:55.560] あのあれなんだっけややややべえなんでも
[01:18:00.080] ないそっかでもいいいねなんか良かった
