[00:00:15.210] 持った
[01:59:30.960] 状態からじゃあ今だけのクオリティ出せ
[01:59:33.600] ますよと言えないもんねうーん
[01:59:36.220] わかるわそれすげーつも不安なの
[01:59:39.100] そうこの人たぶんこれを見てきてくれたん
[01:59:41.560] だけど俺このクオリティ次出せるかって
[01:59:43.720] 言ったらわかんないぜっていう毎回枚が
[01:59:46.360] 行き当たりばったりじゃそこのクオリティ
[01:59:48.370] の部分ってまあそうな上手であるたまら
[01:59:51.520] ないから自分の差なんての確立した
[01:59:55.720] スタイルあるかもしれないけどここを
[01:59:58.039] うまくいったなとかさ
[01:59:59.850] ここを思いつきだけど
[02:00:02.160] ねえっ
[02:00:03.250] なんかマナーがまったこれすげーいい演出
[02:00:05.650] できたなぁみたいな時ってある
[02:00:08.050] それの積み重ねなんだよねだいたい俺の
[02:00:10.840] ミュージックビデオ作ったミュージック
[02:00:12.820] ビデオとかリークビューって毎回
[02:00:15.370] 行き当たりばったりでそれこそ納期
[02:00:17.200] ギリギリでやるもんだからなぁ何にも用意
[02:00:19.480] してないよ
[02:00:27.920] [音楽]
[02:00:31.530] ブーバーありこのまあこのちゃまという
[02:00:35.230] 名義で猫の自分
[02:00:37.320] にょぷ日を作ってるっていう言ったけど
[02:00:40.000] そっちのはねそのなんとなろうなんて言う
[02:00:43.129] あんまり俺のさまー本名とか誘っ緻密な
[02:00:47.239] 感じだからこっちではこのあまり見せて
[02:00:49.189] あげることはできないんだけどまあそう
[02:00:50.869] いうことをしてるじゃんうん
[02:00:53.179] そうだからあんまり聴いてる人はこうピン
[02:00:54.650] とこないかもしれないけど
[02:00:57.200] そういうことをしてるんですよね
[02:00:59.860] うーん
[02:01:01.710] そう受けるよね
[02:01:03.380] 結構
[02:01:04.760] あのあゆぅさんはそのジュンサンはわかる
[02:01:07.699] と思うけど俺の作ったビデオで
[02:01:10.090] あれね全部
[02:01:12.130] なんていうのは即興
[02:01:13.570] ヤッホー
[02:01:15.340] で即興
[02:01:17.230] はにしては凄いよねっていうまあ何なのか
[02:01:21.250] フェンスが農家なんなの頑張れこう自分で
[02:01:24.040] 言うのもアレだけどねわからないよねその
[02:01:26.500] 辺ってじゃあいいと思う本当まあねあの皆
[02:01:30.280] さんもご存知の通りこの僕のこの格好いい
[02:01:32.920] 宮てラジオのロゴ
[02:01:34.840] ねっ
[02:01:35.860] 何こいでしょうしかもねぇここ俺事欠か
[02:01:38.170] たらしてこの画面のアレにハイカム
[02:01:41.110] スポーツキャスト podcast のお
[02:01:42.969] 聴きの方はの podcast の鮭がを
[02:01:45.040] ご覧下さい
[02:01:46.690] このねぇわかるこのおしゃれさ
[02:01:50.760] お金じゃない
[02:01:53.190] 何か良い良いみんなあ俺から伸びてる人に
[02:01:56.400] 入ってるのかな
[02:01:58.170] いやー見てる人言ってるけどあそこへ帰っ
[02:02:01.770] てこにゃんですよねごめんごめんならガザ
[02:02:03.900] おしゃれなのよ
[02:02:07.010] の前ましたここだけは天狗になるはあのね
[02:02:09.380] やっぱラジオって黄砂
[02:02:11.820] 俺の中でね勝手なまあこれも俺の物差しだ
[02:02:14.460] と思うんだけど
[02:02:15.349] 何回も謝礼なもの t イメージが6特に
[02:02:19.609] ネットラジオ
[02:02:21.270] ネットラジオしてる人なーなな音だね
[02:02:24.690] イケボでさ
[02:02:25.950] 何がかっこいい声でイケメンでされ人が
[02:02:30.030] やったらもっとオシャレなんだろうけど
[02:02:32.130] うん
[02:02:33.060] マーサアレなのよやっぱこう看板ジャン
[02:02:36.060] ジャ怪我とかさこういう名に配信中の画面
[02:02:40.350] そうだね要はラーメン屋と一緒であの
[02:02:44.619] 看板がよくから良くないとまず入ってこ
[02:02:46.959] ないじゃんそれこそ pop がとば弱な
[02:02:49.329] んだっけあれあのサムネ
[02:02:51.189] もうさ
[02:02:52.640] まあそこそこクオリティ高くないとみたい
[02:02:54.530] なはい理沙よくいるのよあのお礼これ
[02:02:58.400] けっこうあんまりなんていうのかなあの
[02:03:01.239] 俺の勝手なアレだからあくまで俺の意見で
[02:03:03.999] 言うけど青もちろん不是いいと思うよこれ
[02:03:06.280] で自分がいくらねなああの有名じゃないし
[02:03:11.079] しゃべり立形ダクトだけど
[02:03:13.539] んんあんまり自分のことを何て言うの下に
[02:03:18.309] 言いたくないんで自分で
[02:03:21.050] なんであ日本人ってさぁ
[02:03:23.990] あの
[02:03:25.110] なんていうのも結構検挙者
[02:03:27.840] まゆられるねそううーん自分なんて
[02:03:30.540] まだまだですよまぁそれはいいんだけど
[02:03:32.730] よく自分のことを
[02:03:34.870] なんての底辺実況者だとか
[02:03:38.290] 雑魚雑魚
[02:03:39.670] 実況者とかん
[02:03:41.160] なぜそういうふうにましたに見せて下に
[02:03:43.500] 見せてデー
[02:03:44.889] ルーシュとってみればいい
[02:03:47.169] はいるんだがそれ結構いるんだよそういう
[02:03:49.629] ふうにあの
[02:03:51.260] ツイッターに書いてたりとか
[02:03:53.720] まぁそれは別にまあその人なりの考えが
[02:03:56.330] あってやってるんだろうけどまあでもね
[02:03:58.970] これはそれあんましたくなくて何で
[02:04:04.300] 今から話すよ
[02:04:05.860] なんつーからっっまああのなんてローラー
[02:04:09.489] 名も一緒ですわじゃあさあ底辺ラーメン屋
[02:04:11.949] ですって書いてあったな入る店
[02:04:16.450] 入るか入らないかの端にウマ馬うまその仮
[02:04:20.500] によっ見た目の話じゃようん
[02:04:23.650] 見たメジャー入らないねえだからさなんて
[02:04:26.620] いうんだろう
[02:04:27.659] まあ俺らのしゃべりなんか全然下手糞だし
[02:04:30.419] たまだまだ
[02:04:31.889] ねあらいいし拙い部分もあるけどさ
[02:04:35.099] うーんて右手看板だけでもじゃないけどさ
[02:04:38.489] 見たが見てくれぐらいを良くしてさなんか
[02:04:41.400] こう
[02:04:42.269] 痛いよねっていうんで
[02:04:44.910] このこだわってこのおしゃれだねレンガの
[02:04:48.570] 壁にこの超だね古き良きじゃないけどさあ
[02:04:52.260] このネオン管っていうのを昔あったやつ年
[02:04:57.030] なんかちょっとオシャレな bar 三高
[02:04:58.920] ですでしょ
[02:04:59.970] 腹校舎れねーんだよ幸田悪いこれが俺の
[02:05:05.230] しかもいいと思うあの生放送を見ている方
[02:05:07.840] はお気づきでしょうけどこれ画像じゃなく
[02:05:09.550] てね甲字は動画で出力してるんだね
[02:05:12.700] このネオン管の光の
[02:05:15.679] 感じ
[02:05:17.140] パパだったパパってあんまりあのなんだろ
[02:05:20.530] あの
[02:05:21.400] 接触があんまり良くない感じ
[02:05:23.590] もう電池切れ所
[02:05:26.020] どのあれをわざとこの醸し出してる
[02:05:29.010] おっしゃれねー
[02:05:31.850] 別れ
[02:05:33.140] 俺成立があるなぁ
[02:05:35.860] うんやべーな子が全部買ったですよ
[02:05:39.730] いいよ使っているよ疲れああいいよ叩かれ
[02:05:43.690] たと言ったけどね革命
[02:05:45.860] 叩かれない大丈夫ん
[02:05:48.130] まあね便あのね動画作れる方からしたら
[02:05:51.010] こんなもあって思われるかもしれないです
[02:05:53.650] けど僕なりに結構よくできたなと思う
[02:05:56.469] いやー
[02:05:57.219] 大谷俺もと思いますでコージャルでしょ
[02:05:59.380] これ
[02:05:59.900] [音楽]
[02:06:01.410] そうそうそう
[02:06:03.719] 線数もあるし
[02:06:06.369] そのなんつーの裏の苦労もわかるからそう
[02:06:09.639] だね作る側からしたらね osso わかる
[02:06:12.399] よねそうそうそれはわかるんだから俺もさ
[02:06:15.710] まええそういう動画作る前と変わったん
[02:06:18.980] 好きなバンドのミュージックビデオとか
[02:06:21.080] 見るじゃないああああたかっけーな
[02:06:23.989] あーこの曲いい曲だなぁって聞いたけど
[02:06:27.080] 動画を作るミニなってうわこれ作った監督
[02:06:31.460] めっちゃすげーないだろう
[02:06:33.760] これこの編集だるいなーと思いながら
[02:06:37.210] 細溝夢で見ちゃうよね
[02:06:39.850] そういう目で見る本当にずっと m v
[02:06:41.650] なんか特にザウは何っ子の調停混んでるな
[02:06:45.250] 編集3だよそうそうそう
[02:06:48.240] 愛の見るとほんとさぁすごいよねー
[02:06:52.800] マジで本当にあなた花が咲いベンリー pv
[02:06:56.670] なんて34ね5分ないじゃん骨ないでしょ
[02:07:00.360] で回れた分めちゃくちゃ時間かかってる
[02:07:02.550] わけじゃなんか外相
[02:07:04.530] あそこに関わってる位メイド
[02:07:07.340] とかああ
[02:07:09.239] あとね色々技術と
[02:07:11.870] やれ本当にすごいよ動画でもそれを逆手に
[02:07:17.420] 取ってる人たちもいるけどね
[02:07:20.020] どういうことだからもうこど案内で立つに
[02:07:22.840] あってああ
[02:07:24.460] ん
[02:07:25.320] でもやっぱさーん
[02:07:27.329] ねめんどくさいめんどくさいとろみさっき
[02:07:28.979] か言ってるくせになんだよと思われるかも
[02:07:30.629] しれないけど一度作り出したらこだわり
[02:07:33.300] たいよね
[02:07:34.230] それはあるかなあ俺もなんだかんだ
[02:07:36.210] やっぱりライトかでねそういうのを作って
[02:07:39.390] 際ギリギリ羽根 surfer 言おうし
[02:07:41.160] ないとかもあるけどやっぱり作り始めたら
[02:07:42.720] なんか妥協できないとかでもそうなんか
[02:07:45.690] ちょっとでも間違っツアー etn フォン
[02:07:48.570] 向け書な書き出しなおシート下さ
[02:07:52.139] めちゃくちゃ時間関連は色も
[02:07:54.400] でもやるよね
[02:07:56.320] 動画特にかかるなぁうーん
[02:07:59.270] 本当にこのさあなにぐうたらじゃあねこの
[02:08:02.210] 道が目に映るやつ
[02:08:04.460] これもかっきーだし滅茶苦茶じゃなかっ
[02:08:07.190] たーー
[02:08:08.130] 9時間がなかったよやばそれなりに長く
[02:08:11.100] 作ってるから
[02:08:12.270] ああそういうことうん
[02:08:14.000] ループたくさん10分ぐらいで1ループ
[02:08:16.630] 会えないんだけど
[02:08:20.199] いやぁまぁもうそれはもう寝る前にペヤる
[02:08:23.170] そう言えばよくあるアレな傘朝起きたら
[02:08:26.139] エラー吐いてるみたいなアラーあれこそ
[02:08:28.479] 腹立つよね
[02:08:29.679] 明る
[02:08:32.340] 宴鋼のとラムソーダでしょそういうのある
[02:08:35.340] あるだよなぁ
[02:08:36.600] [音楽]
[02:08:38.700] そうだねこれわかる1日間だけどねえらが
[02:08:41.760] ある人にしかわかんねえ話だけど
[02:08:44.550] まあまあまあ大変熱は
[02:08:47.830] レアルがマジで
[02:08:50.469] さあ弄する jun さん
[02:08:52.469] ないちょっと休憩育会
[02:08:55.929] そうですね2時間しゃべった c
[02:08:58.740] もう2時間何身近になってる2時間8分
[02:09:01.440] 休符
[02:09:02.910] 2時間
[02:09:04.540] この辺でちょっと5分くらい休憩しようか
[02:09:08.540] そうだねごんんまぁそのうち帰ってくれる
[02:09:11.000] ぐらいの何万5分くらいわかんないけど
[02:09:13.220] まぁちょっとはこの辺で我々休憩しますね
[02:09:17.960] はい
[02:09:19.320] えっとじゃあアレかな
[02:09:22.110] また戻ってくる時までまっちーとだけが
[02:09:25.770] まぁまたその好きな時に何も私たちは待っ
[02:09:28.980] てますので帰った神メイク題材はないか
[02:09:31.619] うーん多分頭があるからね10分20分
